username1,meta1
Layhe.Junki,1
Tupetot,0
Marie Carline Gaspard,1
Sepsinato,1
Heman1100,0
Alejandro Luis Tanael,1
Pournami12,1
ZeldaChild,0
Stefan Bach7777,1
Efirstdoctor,1
LogFTW,1
Wikiwikiman777,1
Cot123456789,1
AlexBandStreetTeamUS,0
Avnendra singh jadon,1
Vigamox,0
Kylrth,1
SaraNedrich,0
Ecoffey92,1
Jstnlfbvr666,1
Nawinrai,0
Holdol26,1
Coalblakk,1
Luisa Sam,1
Viennea,1
Mgt88drcr,1
Barkenhum,0
JKNOWN,1
Nicolelouis,0
Dustinslade,1
Wiki-Impartial,1
Terao Tar,1
Vicky gupta007.288,1
Andersf98,0
MarqJaq,1
The Global Shutterbug,1
Lincean,1
GreekHistorian,0
Bobbie112,0
Stranini,1
Attack all monkeys,0
Serkanelden,1
Ronniemaor,0
Gagarism,0
The Realm of Fairden,1
Sjstorms2,1
Dfishy99,1
Yusof.shaifudin,1
Midlomo,1
Jolobster,0
Paulricard,1
Samj519,0
Jean Jacques Dessalines,1
Gmrodeghero,1
Sai Weng,0
Sanatan lamichhane,1
Glory mhay,1
Krishnadahal12,0
Benstuart1,0
Bikermacska,1
Andyjimmy,0
Sriranjani21,1
Zedric Holmes,1
BillyBobJoeSteveJimmyJohnFrank,0
Eigenbra,0
Impsswoon,0
Jonscottlingstonexplorer,1
HeatherElizabeth1977,1
A i blyth,0
Tomrowe109,1
Sbf1998,1
EmesReporter,0
Rik Castillo,1
Melpacio,0
JDgeek1729,0
Narottam datam,0
Williamrhee,0
Nawaf Almalki,1
Surfingtrestles1,0
Sunlk456,1
Mazen sallam,1
Trippingrabbit,0
Passionatemusician,0
Pakaur,1
Eaterglen,0
Student educator,1
Kurfiurstas,1
Shania Johnson,1
Abubakarwighiokhan,1
Hafiz Mohammed,1
Myfri9694,0
AdnanAhmedKTK,1
Ramhorn2,1
Nforrest,0
Branslav,1
Bilgee123,1
JonDietz,1
Myshehan,1
Ugizawane,1
Ejbothamley,1
Muhammad Tanvir Ahmed,1
Quiqhosting,1
Lumix Myself,1
Edward.hughes,1
Dtrofspandex,0
Simchas,1
DohaFBabuu,1
Maddog5138,0
Giorgi Kuloshvili,1
Abcmaxx,0
Dragon607099,1
20-13-rila,1
SimoneReeves,0
Damian EV,1
LunaFaye13,1
Erinpickard,1
Mayameena,0
Books Are Us,1
Rajraj17,1
NABRASA,0
Kindle Wolfe,0
Rscragun,0
Algafouri,1
Sushant2345,1
IAtulrai,1
Tin.anthropology,0
Rashid grn 754,1
GushueH,1
NudieRudie,1
EstherSultan,1
Wyn.junior,0
Swarnavasengupta,1
Mikerhodes157,0
Athulmathewkonoor,1
Adrian240911,1
Volker-Morath,0
InceptionBot,1
Pashapavle,1
YourSaidamenAG,1
Shrinivas V Pandya,0
IMRAN MOHAMMAD KASIM KHAN,1
SeanClane,0
Thangui,1
Njanam92,0
Wito aboaisha,0
Vaibhav Manchekar,1
Manibharathi Actor,1
BDwinds,0
VTwatersheds,1
Monoj Sonowal,1
Optionpricing,1
RandyTarpey,0
DavidFreeborn,1
Maruf Shohag,1
Dhiramkuli,1
Mofizur Rahman Mahfuz,1
MikeMackeHkt,1
Imran sadik,0
FameIlie,0
Scottsadventure,0
Danielstallworthmit,0
Nhamm24,1
Lbain,0
Mrliebeip,0
Alfreddy12,1
HunterRCW96,1
Elvis Luzha,1
Wyn Marquez,0
Brilliantwiki2,1
Turbinebuster287,1
NSUBUGA HEYO,1
David70BFC,0
Adamskilad901,1
Ash Tong97,1
Sakkeer parammal,0
Mariean2net,0
Pugexa,1
Howard Briggs,1
Westernopen,0
Farani Khan,1
SirCharlesofDriftwood,1
BEC17584,1
Anjum Babukhan,1
Misunderstood Lucky,1
Aw1805,0
Jesseislavish,1
Threeovens,1
Glorfindel64,1
Dequan Martin,1
Bdsnook43,0
BoxingCentral,1
Tnborderpatrol,1
SkyNet WWW,0
Kernonnes,0
Adam445,0
Corytrino,0
Barunkumarbag,1
Leetlekontos,0
Njameskangal12,1
MartialArts4WP,1
Scottehumphrey,0
Shalini.ramasamy,1
Celine7ee,0
Plimongello1,1
Jimmy11234,1
Jerry304,0
Praveen Aryan Negi,1
Franklinsax,1
Kb5nju,0
Sarah.Giles,1
Harsh Rakhunde,0
Hpsm005,0
Lofangas,1
Jaher nayeem,1
AmyL2792,0
Enuejel,0
Meapyeah,0
Anjbe,0
Brianzang,1
Teaflow,0
SemperFi4Life,1
Yoonpoon,1
Pyrogryps,1
ChristyWK,1
Daniel Kindness,1
Eaamed,1
Texas.pics,0
Selva453,1
Peter.k.lawrey,1
TheAlbumCredits,0
NuncioInter,1
Nikosgranturismogt,1
Simba2014,0
Peak Player,0
Tenzin tenpa,0
Adzadz,0
Yahya34,1
Tpvender,1
Newspapertas,1
LuhnCode,0
Anupampanigrahi,1
Ghoulish creature,1
Ykt www,1
Jack Graham-Crowther,0
Jpell96,1
LuxfordC,0
Ediyerhernandez,1
Socialwarp,0
Ssturrrockcrowe3456,0
Clim8,0
Walter1957,1
Elephant writer,1
Josh Rossouw,1
Pwnerninjassassin,0
Dkucera,0
Hlfarrall,1
Hemambahe,0
Petewok,1
Marksomnian,0
Dawst,0
Tripbee,0
AskSiliconValley,0
Blueknight,1
Xaviira,0
Muhammad afrizal smp n 5 solo,1
Archsouls,0
Disease101,1
Rockey Dsouza,0
Sarathgkgk,1
PITAMBER-214-TOLTIA,1
Drewbug908,0
Z-module . org,0
Lucy4962,1
Adamxp12,0
Muse045,1
Mahmood ibrahim magaji,0
Elizabeth Seshadri,1
Eric McInerney,1
Darth Vatar,1
Akatiran,1
Neighborhood force for good,0
BudderLover,1
Bittenfig,1
Bilal Sagar,1
Jmidd29,0
Odjekprdeza,0
Smashbash2015,0
JWJacobs,1
Samuel Phineas Upham,0
Missmadisonbones,0
Raagvanshi,1
Sammelliott94,1
Robynn24,1
JonOberdorfer,0
Kajnews,1
Blackthorne2k,1
Arzashkun,1
Carprolip,1
Dinesh.Lrm,1
NationalRegisterBot,1
Onomatopoeiadawg,1
DariusDinkstone,1
AlkalineWinsor,1
Salton Finneger,1
Llazarion,1
Christopher nichols,1
Sludge.za,1
Tikeswar,1
Jewel09,1
Sadiqi fatima,1
Hsmulligan,0
Kamalebeatz,0
Jakemayfield,0
Tommyyearginjr,1
Carypotter,1
YArukkuyArsonhthamenpathu,1
Housterdam,1
Vinay93,1
JSmith48043,0
Cancina5645,0
MARIO FRANGOULIS,1
Anthony1314,0
Dpinsof,1
Anukriti45,1
001b,1
PhilosophyBrayton,0
LoveGypsy,1
Lancexgamers,0
John dsouza7,1
Tigereconomy,0
Bison4059,0
1122atwater,1
Rchamberlain412,1
Epicmokeis,1
Iamali123,1
Hungwai,1
Hadi-ul-raza,1
Zharelle Tiu,0
LorenCats,0
Borvo03,0
Aprilmymaple,1
ElkeVDA,1
AgentOrangeTabby,1
TheExperimentalGuitarist,1
Twinkle365,1
Yaskyj,1
Brady2845,1
Tisiphone24,0
Nathanvargz31,1
Dr lailabouzeid,1
Deepsurfer,1
Vostori,0
Amit golu tiwari,1
Lyudmila 1991.18.01.12,1
JohnnyJunior69,1
Senthil.P.Kumar,1
Inmaalei,1
Shalbyh,1
Mahussainkhan,1
Albertrojas,0
Mackenzietaylor4955,1
Anthonyelder16,0
Edward1099,0
MetabolicElizabeth,1
Seascouter,0
Rajankumarsahani,1
Evanderxn,0
Anubhab.kabir,1
TollHouseWookie,0
Aesheticinfo,1
Punjabikaka,0
42boss,1
A k shrivastava,1
Devaughn Reid,1
IssyTaiwo,1
Thomas Chen Kolkata,1
Mollylpl10,0
A casual editor,0
ChgoEditor,0
Simu singh chandi,0
Dr kaleem elahi amjad nizami,0
Quamobrem,1
Agnajeden,1
Think free and grow,0
Joeyd718,1
Aviatorcv,0
Father straps,0
IHaveAMastersDegree,0
Taphophile au,1
Yusuph Magasha,1
Nsc8,1
Vanbergen90,1
Melinda562,0
Toriwillow,0
1kreka,0
Sera Song,1
Dedbul,1
Sfh1041,0
Jkmscott,0
Mycomp86,1
Mohammed Rashaad,1
Francis-augustin-a,0
The Lilac Mural Project,1
BinarySquareRoot,0
Mumbly man,0
Benjaminadam2971,1
Abdul0333,1
Sayed Asif Jah,1
Shailenderkr,0
Fatheen1234,0
Cocktail888,1
ManalMansour,1
FraLis,0
Kikuclubzah,1
SpiralVelocity,1
Muhammad Kashif waryam,1
Sarwendy Tan,1
Cimballi,0
Legendiii,0
Mareoshow,1
Mohan kumar poddar,1
Willmount,1
Martinklaus,1
Sankarshanm,0
Folvil,0
PeteBaltar,1
Ruidevieira,1
ED305Cowan2013,1
FrederickIsaiah,1
Ateeqtak,1
Laurasimmerman,1
Caineus,0
Ospolot,0
Farheen Boss,1
Shashant raj,0
Det .Ins. Nikki Heat,1
ZimdragonlordNG,1
Verso.Sciolto,1
Pinniform,0
Mesa3636,1
Hemant.siksha,1
Notnome,0
ConcordeMandalorian,0
AthenasMuse,1
Harlem13,0
Joseph Dredge-Fenwick,1
Treasurechest1919,1
Improvination,1
Jehana Silverwing,0
LisaLSE65,1
Dreamboydeepak,1
Reynolds stress equation model,1
82bangelo,1
John rund,0
JaneningUMD,0
Jamesdoonplccom,1
Theshypie,0
NEU-Brian,0
Jlfreedman,1
DuncanMorley,1
JackStevens20,1
Thelastpishogue,0
Lalaboston,1
Nimptsch3,0
GoldenPanties,1
LifeRegan,0
Andylittlepanther,1
Kishan789,0
Thewikinfo,1
Servatius Larkspur,0
1314xu,1
Work Shop Corpse,0
Markoolio97,1
Corey paraskos,1
Ray Jorden,1
MediaWiki message delivery,1
SiavooshPayandehAzad,0
Bineet.boss,0
Kirtimaansyal,1
Zralba,1
Rebecca2015,1
Chandran Netaji,1
Moonwalkerfairy,1
Inismart,1
DunkeyMunkey19212013,0
Milan2009,0
Aesswein,1
Maria Castrillo,1
Ashlydauncey1234,1
Paolapaolaa,1
Matthew3478,1
DiyarBot,1
Janieboy,1
Paladarmusic,0
Shadhavar,1
Virtuos claminos,1
Charlesmaurine42,1
Szjgmt,1
Laxboss404,1
Vcwatcher,0
Merv96,0
Asrenner94,1
SuchDoge2Crew,0
Herman.cn,1
OriolesEditor,0
Lawgra,1
Daveydemille,0
Mohamedfarid1991,0
Muhammad shirazo,1
TheMorganBerry,1
Aschultheiss,1
FreakingBarbarians,1
Phuedx,0
Cracker Loc,1
Aravind.n.c57,1
Belinda Jane Mariano,1
Daniel Fallon,0
The Tmoney,1
Notokcorral,0
Aetgar,1
Evelyn rei,1
Cebula Adam,0
PAMANTASANG LUNGSOD NG PASIG,1
Behug,0
Sagargoud150,1
Suzannech,0
Newspapersuper,1
Nickimarielouise,1
ChristianMare,0
Football Club Adonai,1
Adel ensafi,0
Dharmesh baria,1
Whippedlouis,0
TrigoChico,1
Jemyhill,1
LuiseNavy,0
RWJKM,1
DensleyBlair,0
Gdm114,1
Michael Jacksony,1
Znocca,1
Simar chandi,1
EpicJohnK,0
SheanoSheano,1
Sarahbeth53,1
Hcopp,1
Lilprinceig1,1
Godisgood737,0
Coffinfish,1
JhonnySabanal,1
Rushenb,0
Arabidopsis1972,0
Blobr186,0
Cdfwedits,1
Stanlysam123,1
MelowCream,1
Mkrz,1
Wikimicro,0
Jameshandelin,1
Adityaultra,0
Dutch mastiff lover,0
Kamakshaiah musunuru,1
ChrisatVitra,1
Rahat kazmi india,1
Elshrimpbucket,0
David Kayongo,1
Miss patriot,1
Seshkari,1
Cokerhope,1
100percentrealinfoonly,1
Weblicious,1
Isichess,1
Kamweti,0
Barnymcgrew,0
Smallbonestemp,1
Dnrivera,0
Ste.melhuish,1
TaviWright,1
Stephen John Sapnu,1
SnowPrism,1
Restoreundeniables,1
Islylcb,1
Physicsmichael,0
Tboostyel,1
Momo Massaquoi,1
Cra823zy,0
Lwarrenwest,0
Daawan,1
Aishah Alawi,1
Uditpandya1990,0
Srojak,1
Mirammm,0
Erwin800,0
Chrismer25,1
Biscuitoid,1
Wpjide,1
Moslim shah shinwari,1
The Dark 2014,1
Cakrishna11,0
Orrerysky,1
Superdude122,1
Robot2014,1
Tim Cawkwell,0
Keerstenwilkey,1
Marchemm,1
Alleyonemusic,1
Pauldunahoo,0
Eridon17,1
Ek Din Pyar Mein,1
Jamesstillwell,1
Ethically Yours,0
Jacobh16,1
Caballeroknight,0
Cdph414,0
Spearminttt,0
CumL3$,1
22pphillips,1
Hugo L Amaya,1
Djinnknight,1
A19SW,0
Sandboxr,0
InterInterna,1
Fide splendet et scientia,1
GibranMahmud,1
TheBreadFish,0
Mhd.arya,1
Itnucleus delhi,1
Ajay the known,1
Wikiconboy,1
Hanieldazelton,1
Eimantas Kristinn Misiunas,1
Delachaume,1
Merveilleuxmarvin,1
Thehparker,1
Katarzyna Powichrowska,1
Makkan77,1
Aramint,0
Rrm martinez,1
Xrapz123,1
Rahulagl,0
Dizziedog999,1
Carrermontse,0
Shawn K Clement,1
Antheawylau,0
Clarisselitiatco,0
Parbati Hembram,1
MFo2014,0
Elic11,1
Sk Rejaul Mondal,1
TheEpTic,0
Koz234,1
25.35,1
RatdePatinoire,0
Naggi222,0
KrakraPer,0
Lommes,1
Sfgal82,0
Crownledge,1
JuliusSimplus,1
Rikardo.flamingo,1
Theawesome67,1
YvonnePRB,0
Lockpoint,1
Aaronmurphy1838,0
Tungilik,0
Yhp98music,0
BennyOIL,0
Costenslayer,0
Harrietimani,1
Syedabbas291,1
LordFixit,0
Nadhiya270,1
Felicityenglish,1
Flyer337,0
Stuartjw,1
Calderdalem,0
K5wqh,0
Ateneoonebig,1
Babestress,0
Apowellcessnock,1
Krn.agrawal2010,1
Malentaheloyse,1
Itbemeyes,0
Amybarzen,1
Ronnielewis11,1
Maheen Rao,0
Starnavy,0
MarioVitanelli,1
Harthonkimberly,1
Etdubs,0
VonFeist,0
Mulega sulait bbossa,1
Goughie1,0
Vishaljadav123,1
