username1,meta1
Titan Baldwin,1
Jameswonderland,0
HBC AIV helperbot11,1
Cafe1982,1
Helpful being,1
Adikaal movie,1
Dreadpiraterobrtz,0
Mkkhanppw,1
Ministerantoine,1
Ctouseull,0
Alamebs,1
Kalari123,1
Snug Vest,1
Kiros Damodaran,1
Amartulsiramlamichhane,0
Peterhoo56,0
Zetherstone,1
Strange Sharma,1
PadstaPasta,0
Carey at AEP,1
Oshiwa,1
Jimmy Dumps,1
Yogendra Singh Rathore,1
Tttarawow,1
Peggyleg,0
Ummatinfomedia,1
Bapparoy326,1
Slaboy112,0
MIPUGLOIN,1
JK53,1
TheNorlo,0
Julius Blum GmbH,0
Pawanp27,1
JazzHandzz,0
Florin Damsa,1
Nishadcv,1
David Ullmann 1994,1
CressbrookMcConnel,1
Sambook.ir,1
Gummeh,0
Themattkoenig,0
Richard Fabres,1
Wallydoggy,1
29ghosh,1
Renevarro,1
BQUB13-Nanglada,1
Gaathi,1
Harold Williams13,1
Hiteshptrivedi,0
Rimbot,0
LazyLand games,1
Ellaella9,1
Williamleach510,1
SharonHinnendael,1
Gigaparsec,1
Jeffreyduran,0
Sid.tiger4,0
Pastor Bob Richardson,1
Saikiran77,0
Noah8013,1
Malik Mukhtar,1
Alec Landow,0
Gerardoorozco.IFCP,1
MADTEA850,1
Winterfresh7,0
Babysitter13,1
Lance6969,1
Jmwisebird,1
Phycqus deltikus L.,0
Chocoyogi,1
Fsnel,1
DavenportM,1
GaryGMason,1
Chimp1cards,1
Puppylover1992,1
Sri Shivdharmanand ji maharaj,1
Anony03271991,1
Llyf Jennifer,1
Malcolm Barnard,0
Jullkarnainasso,0
Drjimbonobo,1
Aman207,0
ReavesUMW,1
Jabrumbaugh,1
Engineer Muhammad Zeeshan,1
Trocafish,1
AdamDizzy,1
Annlemonnier,1
ChrisGibsonArt,1
Themohsin194,1
Salcanzonieri1960,0
RicPou,1
GMClarke1,1
FadeNNight,0
BjornEriks,1
TosunPasha,1
Sudip limbu,1
Lindabicknell,1
Lmshillito,0
Mimp36,1
AlbionRexha,1
Elainepigpig,1
Shantishri,1
Rebeccalutz,0
Sociallyfein,1
Ajk.pkhan,0
Shutei,1
Bleata,1
Henry Kinch,1
Akreuzman,1
JAYANTAA BEJ,1
MBBell,1
Juneqyay,1
Iz27786,1
Chipdong,1
SANTHAM MASIKA,0
Jenniisaac,1
KBPsych,1
Ronaldo11dani,1
Ellen schwier,0
Jaye2486,1
Kroks,0
22Karaokeboy,0
Gorusettyramesh,1
ApoorvVishnoi,1
AshleyMeltzer,0
Abdul Aziz khan Nagpur,1
Anju yadav7,1
Walter H Scott,0
Chrisd1013,1
Langsdlc,1
Delarb,0
Michaeliannozzi,1
LaddLaddLadd123,1
Borek 9,0
TheAlbertRoss,0
Aleatorica,1
Danesvenson,1
Quentin.Ncs,1
XeiSawUK,0
Wuffareenactment,1
Yowhatupkoreaisbest,0
Hamdan.shakoor12,1
Sotaj,1
KS736,1
Therealpirateblue,0
Noah Cheung,0
Delilyanar,0
Bigrobtheactor,1
Sainath pulaparthi,0
Nate cougill,1
Ravi D Hande,0
W3sternJo,1
Mattghali,0
Jamessyboy,0
Shehzadshazy1986,1
Opinenow,0
Alliver,1
Roufhazari,0
MostDopeWikiUser,0
Mikakrevosky,1
AB Blake,1
Xtrela,0
A Raju Perla,1
Dsk123,1
Nilesh65564,1
MatthewWeight,1
AniKapo,0
Mehran Faqeer,1
Ananthu471,1
JkjessicaJk,1
Isaackuek,1
Cruces89,0
Streetartist1,1
Atlantic12,0
Brarock AddockK,0
Paramtech,1
Ranjan95097,1
HarderResearch,1
Bassut2,1
Kotlamobile,1
Misstanya819,1
Warriors Fan Zone,0
Edmondo Italiano,1
Kit Fennessy,1
Cd2014,1
Jimpmathew,1
TarunBaraiya,1
Cadshads,1
AmyNorth,1
Hobbope,1
ItsPaide,1
Tempest1611,1
Mirza rehman mughal,0
EduardoV.IFCP,1
Goyal Sameer Goyal,1
Girllpoadbig20,1
DevourerOfBooks,0
GingerClick,1
Danicasuji,1
Noshortsallowed,1
Calypso183,1
Pigeonmumbler,1
Ginoclement,1
Guinness Ranish,0
TheGreatTweedsmuir,1
Lisaoliver1613,1
Syed Ummer.A,1
Singer imran khan,1
Crackheadboy,0
Upasana Nilambur,0
N94228,0
15BRathfarnham,1
1swapnil1,1
Dobrien41,1
Buzhenoff,1
Benda106,1
Vanderlavanski,0
InfluentialWomen,1
Altogether-andrews,1
Pbuelna,0
Nuyoric,0
Zearlepatrol,1
Jormina,1
Caralouu,0
Dutchdiamonds,0
WikiChrlz,1
Vyasgargi16,1
Takadimiplace,0
Kwiggins516,1
Ephraim Okpala,1
Vitani Nuka Kovu,1
Rilovni,1
Jdominiquegarcia,1
Derpmaniscool,0
Donnatorrence1,1
Thataltgirl,1
Sriprasath.ME,1
GNANASEGARAM SIVAPPIRIYAN,1
Swawa,1
Megs61,1
Incrediblejaldhaka,1
McCarthy Music,1
DizzyDidItAgain,1
Lizhunki5,1
ChrCc,1
Cs1996,0
Lavender Purple22,1
Parav sharma,1
Lealomocsofrancisco,1
Hunter Darkwolf,1
Faisalibrahim111,1
Wiegvlieg,1
Joannafbb,1
Mozaalar,1
Bellezzasolo,0
Arumdaum,0
Eimn8,1
Clkl01,1
Stevelinks93,1
Guillem.gilabert,0
Lapmaster,0
Littlecrazyband,1
Bradmwells,1
JackieSaav,1
KRd12,1
Dillukhunte,1
Superreyes05,0
PaulOcuana,1
Warga1,1
Babat90,0
Xoxodashmonica,1
JessH20132014,1
Daiya-chan,1
Forkan Mustafa,1
Greenplastictree,0
PraveenDhuri,1
BlackBridge1,0
CarolineRoy22,0
Swaggcellz,0
Akola369,0
Kishoreananth,1
Mramzan2000,0
Umme farooq,1
Adityabest.2013,1
Qunty,1
Atulgreat,1
Norwegiancod,1
LordMilan85,1
Acano487,1
Ydboyer,1
Last Lone Wolf,1
Rahibsaleem,1
Otsobi,0
Knowitall987,0
Prathamprakash29,1
Maupidev,0
LukeCochrane,1
Nipunsarwer,1
Source45,1
AbunePaulos,0
Avilasus,1
Mary Deth,1
Aicheselle,0
Gpeck99,1
Blue Castle Restaurant,0
Gui Casciano,1
Seithur,1
RandomMacFive,0
Beverlyhannah,1
Ecole27,1
Vmanjarrez,1
Beartham,0
Bigfoot1993,0
Socialworkmaven,1
Alkamenos,0
Unionvillehighschool,1
Gajdario,1
Mathis Halltrodz,1
Angelinerodriguez,1
Mubarakzeb888,0
StandNThrow,1
Zaseaweed,1
Wumpus74,1
Ryan the Bacca,1
Philip Habing,1
BHOPAL ICA,1
GurpreetSaini22,1
Amanda.bm,1
HendrikusBV,0
Paula Marques-Pinheiro,1
Dassaumen,1
Didi museri,1
Critism12345,0
Sam a jones,1
Maiwand Lion,1
Ramanagaram,1
Dipenp,0
Wikibhaskar1708,1
Devstarr444,0
Joseph Wright of Derby,1
Minecraft1417,1
Wong Siaosuan,0
Gololma,1
Gschowafmc,0
Sophschn,1
Jgamb,1
MickeyCohenBeverlyHills,0
EditOrProof,1
Jean-Pierre Remy,0
Brianyong817,1
Fredrick16,1
Sixtuskev,0
Ml912013,0
Jenelyn dalut,1
Viva La Persistence,0
GenialDeepak,1
Nikisofinka,1
Katsreference,1
Prompter1,0
Wikipiki654,0
Francoislaflamme,0
Morakis istoria,1
MTWikipedian,0
Lost Kosmonaut,1
Jkang331,1
Cscheck,1
Daniel Jack Williamson,1
WashD101,1
Zedery,0
Abelbatistamercadon,0
Vsavaram,1
Jesson McCray,1
Prabhupuducherry,0
GemHill,1
Luckeckt,1
Azizcityzen,1
ClSalemo91,1
Bsktbll28082,0
Kellertuer,0
"Hosan,jvm",1
CapeTown13,0
Na-ta,1
Randuke,1
Dima73,0
Tvrdjava18,1
Coolhandsip,1
Bh1231969,1
Mongodaddy,0
Thehegg,0
CaesarShock,1
Titanic Grandes Momentos,1
Gmarg awf,0
Physorgchem13,1
Bpro2013,0
Kazacha,1
Kristenhausman,0
Smodi5,0
Cmb2217,1
Jakeweick,1
48halfhours,0
Rptseng,1
Dab1994,1
VThomas21,1
Sjad shah,1
UCO2009bluejay,0
BeanKD,1
WittyWidi,1
Nicky Knowles,1
Nalves115,1
Kirankumar lalitha,1
Baro swap,1
Epettersen,0
Lek39,1
Nicolenanw12,1
198 and 200,0
Rbvandyke,1
Jayakay,1
ShannonKAllard,0
Bestonewins,1
Cplegrand,1
Duallestudio,1
Ubaid kareem,1
Bernardoxurquieta,0
Stgallen304,0
Todd Rowland,1
Gazbro23,0
Metaphoricbunnies,1
Ashbob999,0
SKSingh093,1
Pat317,1
Bhetki,0
Tony3485,0
Rob holmes123,1
Jvanboggelen,1
Drainon,1
ProlegalLaw,1
Oxipetrina,0
CJ Harkness,1
Les Chubb,1
Mdilmir melb,1
Mohanranga.yama,0
Nadia luluk,1
Thecules,0
Jrslaven,1
Lilujietony,1
David Lilley90,1
Alexandrahynes,1
JanMaden,0
Gpetruzella,0
Rohitsharma7979,1
Herbludwigjr,1
HGall,1
Librarian welch,1
JC0712,0
Zaqueryas,1
Courtjas,0
Jesseleekellner,1
Dazdndcunfusd,1
Sunblade1500,0
Shoaib5in,1
Waqas Jutt,1
Yoyoyohomie8,0
Djofre,1
Azamat M. Karimov,0
Osamagas,1
Davidew72,0
MarMarBla123,1
CameronDowning,1
Jdhdh,0
Sanjaye,1
FrenchToastMafia32,0
Jefsrodrigues,0
TheMiddleOrder,1
Leticia-Sky,1
Zhiangniharry,1
TXPoliticalHistory,0
Geist Horizon,0
Samar Sudha,1
PhyrricVictory,0
Luca986,1
Zilentbudz,1
Piratedave96,0
Effally,1
Spherica,1
Nguy467,1
Suzdollhousehist,0
Uspacificfleet,1
Paname87,0
Zainzaidi1994,1
Kyrgsom,1
Daniel taheri,1
Ryasmina,1
AwesomeEvilGenius,0
RazingRazor,0
Derekariel,1
Leslie.rose13,1
TRThorntonesq,1
Mswurology,1
Donnanz,0
Abdulwasiualao,0
Ahmet.Tolgay,1
EditorOfScience,1
EmanueleTo1986,0
Drewdy190,1
Rinkoped,1
LoFluxTube,0
Malnath,1
Cookiegirllady,1
Flipmcf,0
ABHIKBHI,1
Eddie Packer,1
Gkafaf1,1
Kyledmichelson,0
Diyaaoda,1
Myheartswift,0
Bstrdsox04,1
Kirk loganewski,0
ArcticYearbook,1
BiconcaveDisk,1
Landsf12,1
Two2face,1
Rileywinkle,1
Vijay14887,0
Fixing222,0
Sabujawdeh,0
Prashanth nerlige basavarajaiah,1
Mdimon252,1
HenryKlay,0
RAJAB SATHIO,1
Kennyloou123,1
Cmeagher,1
Nbastek,1
Thegreatwonder,1
Anass Sedrati,1
Afirebugg,1
CalvinHenson11,1
Harshadghude,0
Emilyhu38,1
Writerfx,0
Hennings.iheid,0
Bedu Mumtaz,0
Heyweiler,1
Dhp17patel,1
Srkuniversal,1
LisaLodwick,1
Sami-88,0
Laphere,0
Mvertu2,1
Ankur53,1
Ritvik vasava,1
CorneliaBoldyreff,1
PoplLyricsBot,1
Hmtktrk,1
Isai Castro,1
Enelramredyns,1
Archimedesio,0
Nfm.BVE,1
Adilnisar143,1
Mhowry,0
Krila krajine,0
Suwijak.thongsanit,1
Vgreenuwrf,1
Virtualheritage,0
Jfdube999,1
Lewis.metzger,1
Vpvs,1
Bbelle235,1
Qoby,1
Charming.wiki,1
Cjame32,1
Deejawwad,0
Edgarismydaddy,0
Vedanta Vichara,1
Daniella Dzikunoo,1
JosephHeinrich,0
Hanvyng,0
Insmanikandan,1
Danamo999,1
Gybigybigybi Lalalalaaaa,0
Naz7,1
Jwardwell6,1
Laurameowting,1
WorldSIM,1
ReliableUdonNoodles,0
Wadala Cha Samrat,1
Swelch1,1
Noegid,1
Kpetric,1
Diplomatistuk,1
KAstudios,1
Asteur,0
Serbian wiki master,1
Cheezhead125,1
Jlim8694,0
Suresh from nepal,0
Lorgisanin,1
GeorgLeft,1
Renerivera3004,1
Michaeltheonlyone,0
Transdonia,1
The Reverend Imam Din Shahbaz DD,1
Killianb13,0
Ms. Aureen Monteiro,0
Hannahgrotz,1
Agimol Pradeep,1
Bornbrad1,0
Lisaabr,1
Hoshvilim,1
JosephHawk,0
Haigkirik,1
Nkultra,0
Owenbick,0
Kmm100791,0
Creaven1990,1
Goos Slotegraaf,0
J A Houston Photography,1
ILM126,0
Arbahfx,1
Randuck,1
Sei1023,1
Marele licurici,1
NickWeninger,0
Magadh01,1
Ludvonga,0
Bacon2337,0
Hcribs,1
Rpratesh,0
Zlatno krilo,0
Andean Alpaca,1
Just on air,1
HelloKittylover123,0
Occurring,1
Kingbrd,0
Venerable Nanda Priya Bhante,1
Raj Dj,1
Gkahnke,1
Leonore Barfield,1
MSTR2013,1
Gumusyildiz,1
Nhankpham,0
Jonathansharpe72,0
Robharary,0
Deadman54678,0
Yanccc,1
Vikas.manchikatla,1
Physorg 2013,1
Asingh86,1
Rmsolovay,1
Master412160,1
Soleil-FQX,1
Sahisuresh,1
IF3706 113130218,1
Dalelawson,1
MonkeyBarrel,0
Hax123,0
Wikiedit206,0
ChrisitanGrey,1
Ghaziafghan,1
DEL1025,1
Sshnuke,1
Richard Broughton,1
Lauex,0
Dennior,1
Tommybasham,0
Drwinstitute,1
Ckmosburg77,1
Ramtinsirous,0
Philnation,0
Oddshocks,0
Actorshashank,1
Anand.xiss,1
Hana.pasic,1
Khan 129,1
Baggioshirichena,1
Pradeep mundel,1
Chirokidz,1
NarendrakrVerma,1
Michellenotyourbelle,0
Msitar,0
Millermbm,1
Albania rep,0
Svefnleysi,0
Alex Praveen Alphonse,1
Lrg516,1
Assaad Awad,1
Megan Lacelle,0
AhmedTElkholy,1
Kaseymoo1,1
E garfield,1
Bnicole25,1
Jermainedefoe99,0
Copper8Quinolinolate,1
Nstone33,1
QuadraRocks,1
Maligranot,1
Unlinda,1
MrAwesomeGuy100,0
OcaasiTWA7,1
Carbonoatom,0
PapaSmurf79,1
Manoj sharma gandhi,1
Shepheal,1
Shinleeaa1,0
BQUB13-Rgraus,0
Kraja92,1
GianniMarricco,1
Carlrosengren,0
RazWiki,1
Daveweisz,1
Killin lyrics,1
PixelatedPanda,1
Bonong303,1
Library777,0
Vishnumali udaipur,1
Antonya James,1
Abdul Aziz Al-Saeed,1
Lovittc.seattleu,1
ANWAR5199,1
Anton von Loetzen,0
Pitpeelorchard,1
Billseeyah,1
Fionson,1
K.davidow99,1
Rtfwiki,0
Tevetu zuluts,0
30sos,1
Dramatech.solo,0
2goodaashish,1
Liz Granger,1
EloraECraw,1
Socratesjournal,1
Harrycecilross,1
Pantz1999,1
Alexandraf51895,1
Petronerd,0
Billtrent3,0
Jandee629,0
Cassie Hawthorne,0
BariumSulfate,1
Hronro,1
Cheapsideintky,0
Tahafarooqui,1
DDOGGIO,0
Askbillyx,1
Cerebusfan,1
Ian MacRae,0
Robertocalbucci,1
Fordguy1997,0
Maxime Vernier,0
Matthew Kastor,1
Snack eldridgr,1
PETER LUTEMA,1
EmmaLKrukar,1
Online coupon codes,1
Basketball0800,1
Mrofthemaker,0
MarkussM,0
TBR-qed,1
David-King,0
Vincy2013,1
Malek muteb,1
Knavish sprite,0
Hazel Muzzy,1
Sacredman144,0
Robertritz,0
Fly Boi J,1
Onelasallian,1
Zubi zen,1
Lmstoltz,0
Txf3593,0
LuckDaBoss,0
Librarychattering,1
Psp285,1
L.Shriheeran,1
Alexandharrison,0
Alternatelife,0
TheLPGuy,1
Jojozung,1
Marwa chowdhury,1
BQUB13-Jvallverdu,1
Caesariscool,0
Marburgmichi,1
Psud43,1
Jasmin casio,1
Prudencep,1
Marco Collado,0
Emblaser,1
Tallflower77,0
Adsah98,1
StatesManship GW,1
Seshuggina,0
BeBo86,1
Rathalance,0
