username1,pagetitle1,pagetitle2,counter
ParacusForward,List of unsolved murders in the United Kingdom,Rheology,311
ParacusForward,Rheology,Battle of Wisniowiec,320
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,Arianna Savall,324
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,Alfred Balitzer,326
ParacusForward,Avigdor Ben-Gal,Cato the Younger,335
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,Jamaica national bobsleigh team,341
ParacusForward,Jamaica national bobsleigh team,Academy of American Poets,342
ParacusForward,Academy of American Poets,"Daniel S. Peña, Sr.",343
ParacusForward,Thomas Powers,Paul K. Chappell,347
ParacusForward,Walter Schloss,Berit Bertling,354
ParacusForward,Berit Bertling,Hubert Perrodo,355
ParacusForward,Hubert Perrodo,Joanna Trollope,356
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2 10,Romas Dalinkevičius,362
ParacusForward,Talk:Romas Dalinkevičius,Falco (musician),367
ParacusForward,Gross domestic product,Wikipedia talk:Copying within Wikipedia,369
ParacusForward,Wikipedia talk:Copying within Wikipedia,Wikipedia:Contributor copyright investigations/Ardfern 4,376
ParacusForward,Wikipedia:Contributor copyright investigations/Ardfern 4,Claude Bigot de Sainte-Croix,377
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-5,"John Fairfax, 11th Lord Fairfax of Cameron",379
ParacusForward,"John Fairfax, 11th Lord Fairfax of Cameron",Antoine de Laforêt,380
ParacusForward,Wikipedia talk:Copying within Wikipedia,Rhett Butler,385
ParacusForward,Wikipedia:How to write a plot summary,Survivor: Guatemala,392
ParacusForward,Wikipedia talk:Copying within Wikipedia,Los Angeles Clippers,395
ParacusForward,Los Angeles Clippers,Martial Joseph Armand Herman,396
ParacusForward,Clothing,Bobby Hutchins,414
ParacusForward,Clothing,Point University,416
ParacusForward,Solar constant,Mike Rosenthal,419
ParacusForward,Asia's Next Top Model (cycle 2),Drew Brees,421
ParacusForward,Clothing,Rain Man,424
ParacusForward,Rain Man,Ali Merchant,425
ParacusForward,Clothing,Ibraima So,427
ParacusForward,List of LGBT Jews,Market (place),431
ParacusForward,Market (place),Takahiro Morita,432
ParacusForward,Takahiro Morita,The Yarrow,434
ParacusForward,Wikipedia:Administrator intervention against vandalism,Vivekanandha College of Engineering for Women,440
ParacusForward,Vivekanandha College of Engineering for Women,He's Got the Whole World in His Hands,445
ParacusForward,He's Got the Whole World in His Hands,Kapil Mishra,446
ParacusForward,Kapil Mishra,Death Bed: The Bed That Eats,447
ParacusForward,Death Bed: The Bed That Eats,Stuart Ewen,448
ParacusForward,My Best Friend's Girlfriend,Joker (comics),450
ParacusForward,Joker (comics),List of American television actresses,451
ParacusForward,Memphis Grizzlies,Wikipedia:Usernames for administrator attention,460
ParacusForward,Los Angeles Clippers,List of tallest buildings in the United States,463
Communist-USSR,Socialist Party of Ukraine,Red Flag Party,473
Communist-USSR,Red Flag Party,List of anti-capitalist and communist parties with national parliamentary representation,477
Communist-USSR,List of anti-capitalist and communist parties with national parliamentary representation,Communist Party of Ukraine,478
Communist-USSR,Communist Party of Ukraine,Semyon Bagdasarov,479
Communist-USSR,Semyon Bagdasarov,Socialist Alternative Party,480
Communist-USSR,List of anti-capitalist and communist parties with national parliamentary representation,Gennadiy Seleznyov,488
Communist-USSR,Gennadiy Seleznyov,Anti-Imperialist National Democratic Front,489
Communist-USSR,Anti-Imperialist National Democratic Front,Gaddafi loyalism after the Libyan Civil War,490
Communist-USSR,Gaddafi loyalism after the Libyan Civil War,Unified Progressive Party,491
Communist-USSR,Unified Progressive Party,Economic Freedom Fighters,492
Communist-USSR,Economic Freedom Fighters,Pravda,494
Communist-USSR,Gennady Zyuganov,List of Romanian communists,496
Communist-USSR,List of Romanian communists,1991 Soviet coup d'état attempt,497
Communist-USSR,1991 Soviet coup d'état attempt,Communist party,498
Communist-USSR,Economic Freedom Fighters,Communist Party of Belarus,500
Communist-USSR,Galina Lukashenko,Revolutions of 1989,504
Communist-USSR,Revolutions of 1989,Communist Party (Serbia),505
Communist-USSR,Communist Party (Serbia),Communist Party of India (Marxist),507
Communist-USSR,Greater Romania Party,Nicolae Ceaușescu,520
Communist-USSR,Nicolae Ceaușescu,List of communist parties,521
Communist-USSR,List of communist parties,Communist Party of the Russian Federation,522
Communist-USSR,"Russian presidential election, 1996",United Communist Party of Georgia,525
Communist-USSR,New Communist Party of the Netherlands,Pyongyang (restaurant chain),532
Communist-USSR,Pyongyang (restaurant chain),Mirjana Marković,533
Communist-USSR,Mirjana Marković,Party of Communists of the Republic of Moldova,534
Communist-USSR,Party of Communists of the Republic of Moldova,Education in Libya,536
Communist-USSR,Education in Libya,Communist Party of Bohemia and Moravia,538
Communist-USSR,Communist Party of Bohemia and Moravia,United Russia,542
Communist-USSR,United Communist Party (Netherlands),Romanian Communist Party (present-day),698
Communist-USSR,Communist Party of Albania 8 November,Communist Party of Germany,705
Communist-USSR,Socialist Party of Serbia,Essen,709
Communist-USSR,Essen,Alexander Lukashenko,710
Communist-USSR,Gaddafi loyalism after the Libyan Civil War,Talk:Ahmed al-Gaddafi al-Qahsi,718
Communist-USSR,Croatian Defence Forces,Communist Party of China,759
Communist-USSR,List of communist parties,Another Left,764
Communist-USSR,Communist Party of the Russian Federation,Muammar Gaddafi,766
Communist-USSR,Nicolae Ceaușescu,Viktor Yanukovych,771
Communist-USSR,Viktor Yanukovych,Cambodian People's Party,772
Communist-USSR,Italian Communist Party,Socialist Party of Chile,779
Communist-USSR,Socialist Party of Chile,Burundi Workers' Party,780
Communist-USSR,Revolutionary Communist Party of Côte d'Ivoire,Swaziland Communist Party,788
Communist-USSR,Communist Party of Indonesia (Red),Patriotic Union (Colombia),879
Communist-USSR,Communist Party of India,National Salvation Front (Russia),902
Communist-USSR,National Salvation Front (Russia),List of atheists in politics and law,903
Communist-USSR,Communist Party of Ukraine,Svoboda (political party),905
Communist-USSR,Communist Party of Ukraine,Libertarian Party (Netherlands),911
Communist-USSR,Maher al-Assad,RT (TV network),924
Communist-USSR,Communist Party of Luxembourg,Japanese Red Army,932
Communist-USSR,National Unity Party (Northern Cyprus),TeleSUR,936
Communist-USSR,Britain First,1954 Guatemalan coup d'état,952
Communist-USSR,1954 Guatemalan coup d'état,Socialist Labour Party of Croatia,954
Proonk,Robert Leeshock,Robert Leeshock,972
Proonk,Robert Leeshock,Idris Elba,991
Proonk,Robert Leeshock,Lyle Blackburn,999
Proonk,Lyle Blackburn,Fouke Monster,1002
Proonk,Lyle Blackburn,LeVar Burton,1007
Proonk,LeVar Burton,Monique Coleman,1008
Proonk,Idris Elba,Sullivan Stapleton,1010
Proonk,Robert Leeshock,Milauna Jackson,1016
Proonk,Milauna Jackson,Strike Back: Shadow Warfare,1026
Proonk,LeVar Burton,Robbie Amell,1037
Proonk,Italia Ricci,Karen David,1039
Proonk,Karen David,User:Proonk,1041
DeskSitter,Elliptical trainer,Dropbox (service),1047
DeskSitter,Dropbox (service),Precor StretchTrainer,1048
DeskSitter,Interval training,Running,1055
DeskSitter,TVA Sports,Olympic weightlifting,1062
DeskSitter,Dumbbell,Walking,1065
DeskSitter,"Nike, Inc.",Bowflex,1067
DeskSitter,Bowflex,Talk:Bowflex,1070
DeskSitter,Bowflex,United States men's national soccer team,1073
DeskSitter,United States men's national soccer team,Adidas,1075
DeskSitter,Adidas,Runtastic,1076
DeskSitter,Runtastic,Wearable technology,1077
LetsGoWest,London West (provincial electoral district),Peggy Sattler,1080
Eden Cheng,Four Pillars of Destiny,Four Pillars of Destiny,1112
Schoenw,NETCONF,NETCONF,1117
Schoenw,NETCONF,Management information base,1124
Schoenw,NETCONF,YANG,1126
Chuggaarocks,Virginia Dare,Super Mario 3D Land,1149
Chuggaarocks,Super Mario 3D Land,User:Chuggaarocks/sandbox,1150
Heythere2343334533,Formula One,Talk:Paddy Lowe,1160
Dkschofield,Wikipedia:Sandbox,Wikipedia:Sandbox,1179
Rabbit Eared Radio Antenae,Global Trade Exchange,Bruce Loveless,1212
Rabbit Eared Radio Antenae,Federal Bureau of Investigation,Talk:Federal Bureau of Investigation,1220
Rabbit Eared Radio Antenae,Talk:Federal Bureau of Investigation,Mohamed El Ghanem,1221
Rabbit Eared Radio Antenae,Mohamed El Ghanem,Michael Milken,1375
Rabbit Eared Radio Antenae,Michael Milken,International Business and Economic Research Center,1376
Frbosoy,User:Frbosoy/sandbox,Bergmann degradation,1393
Dear singularity...,Silver Threads Among the Gold,Silver Threads Among the Gold,1446
ExileFromGROGGS,Stephen C. Meyer,Talk:Stephen C. Meyer,1452
Lgaqucec,Marian Grzybowski,Robert A. Schwartz,1459
Lgaqucec,Franciszek Krzyształowicz,Tadeusz Chorzelski,1503
Lgaqucec,Kazimierz Lejman,Degos disease,1520
Ozdemirhalil,User:Ozdemirhalil,User:Ozdemirhalil/sandbox,1548
Mburpee,ArchitectsAlliance,Ideal Lofts,1574
Mburpee,ArchitectsAlliance,Context Development,1581
Mburpee,Ideal Lofts,Daily Bread Food Bank,1596
Mburpee,Daily Bread Food Bank,Palmerston Boulevard,1599
Mburpee,Palmerston Boulevard,File:Jimmy-Wales-Matthew-Burpee-Webcom-2010.png,1600
Mburpee,Ideal Lofts,Central Technical School,1608
Mburpee,Central Technical School,Portuguese Seventh-day Adventist Church (Toronto),1609
Kymn3wman,Technology Trust,New Philanthropy Capital,1729
Kymn3wman,Technology Trust,Charles Dunstone,1733
Synsepalum2013,Snedding,CNOT4,1745
Synsepalum2013,Sun Kaihua,Dairy Farm Nature Park,1748
Synsepalum2013,Dairy Farm Nature Park,Cereal leaf beetle,1749
Synsepalum2013,Cereal leaf beetle,Golden ghost crab,1750
Synsepalum2013,Golden ghost crab,Sea apple,1751
Synsepalum2013,Sea apple,Wikipedia:WikiProject Articles for creation/Help desk,1752
Synsepalum2013,Wikipedia:WikiProject Articles for creation/Help desk,User:Synsepalum2013/sandbox,1760
Synsepalum2013,User:Synsepalum2013/sandbox,Wikipedia:Feedback request service,1761
Synsepalum2013,Wikipedia:Feedback request service,User talk:Synsepalum2013,1762
Synsepalum2013,User talk:Synsepalum2013,User:Synsepalum2013,1766
Synsepalum2013,User:Synsepalum2013,Pantheism,1773
Synsepalum2013,Mind machine,Brain–computer interface,1793
Synsepalum2013,Brain–computer interface,User talk:Stifle,1794
Synsepalum2013,User talk:Synsepalum2013,Microwave auditory effect,1798
Synsepalum2013,Auditory hallucination,David Morehouse,1803
Synsepalum2013,User talk:Synsepalum2013,Talk:Auditory hallucination,1808
Synsepalum2013,Talk:Auditory hallucination,Voice of God,1811
Synsepalum2013,Voice of God,Wikipedia:Fringe theories/Noticeboard,1812
Synsepalum2013,Wikipedia:Feedback request service,JC Raulston Arboretum,1823
Synsepalum2013,Talk:Auditory hallucination,Talk:Project MKUltra,1837
Synsepalum2013,User:Synsepalum2013/sandbox,Electronic harassment,1850
Synsepalum2013,Wikipedia:Teahouse/Questions,Wikipedia:Village pump (technical),1867
Synsepalum2013,User talk:Synsepalum2013,Wikipedia:Administrators' noticeboard,1883
Synsepalum2013,User talk:Synsepalum2013,Wikipedia:Miscellany for deletion/Wikipedia:Articles for creation/Voice to skull,1886
NCOCEO,True toad,Serama,1928
NCOCEO,Serama,File:Serama Hen US.jpg,1939
NCOCEO,File:Serama Hen US.jpg,Mineral lick,1941
Faizannehal,Sia Furler,Nate Ruess,1966
Faizannehal,Nate Ruess,Riley Keough,1967
Faizannehal,Riley Keough,Eminem,1974
Faizannehal,Eminem,Bruno Mars,1985
Faizannehal,Eminem,Lil Wayne,1988
Faizannehal,Eminem,Headlights (Eminem song),1997
Faizannehal,Eminem,Talk:Paul Walker,2003
Faizannehal,Talk:Paul Walker,Justin Timberlake,2004
Faizannehal,Eminem,4G,2008
Faizannehal,4G,Pakistan,2009
Faizannehal,Pakistan,Al-Qaeda,2015
Faizannehal,Taliban,Foreign relations of Israel,2019
Faizannehal,Foreign relations of Israel,Germany–Pakistan relations,2020
Faizannehal,Germany–Pakistan relations,Operation Zarb-e-Azb,2021
Faizannehal,Al-Qaeda,Muslim world,2027
Faizannehal,Muslim world,List of wars involving Pakistan,2042
Elohim100,Hugo Gutmann,Gutman,2045
Bioscopic,Jesse Lee Kercheval,Wisconsin Center for Film and Theater Research,2102
Bioscopic,Wisconsin Center for Film and Theater Research,George Seaton,2123
Bioscopic,Wisconsin Center for Film and Theater Research,Edith Head,2160
Bioscopic,Edith Head,"File:Edith Head costume designs for Audrey Hepburn in 1954 film ""Sabrina."".jpg",2162
Bioscopic,Wisconsin Center for Film and Theater Research,Owen Moore,2187
Bioscopic,Billy Quirk,Alfred Paget,2189
Bioscopic,Antonio Moreno,Boston Blackie,2192
Bioscopic,Max Davidson,Mabel Van Buren,2195
Bioscopic,Wallace Reid,Harry Benham,2197
Bioscopic,Thanhouser Company,Edward Dillon (actor),2200
Bioscopic,Josephine Crowell,Claude Cooper (actor),2203
Bioscopic,Claude Cooper (actor),Solax Studios,2214
Bioscopic,Lottie Briscoe,Huntley Gordon,2282
Bioscopic,Jack McDonald (actor),The Cheat (1915 film),2284
Bioscopic,Sessue Hayakawa filmography,Gertrude Astor,2286
Bioscopic,Owen Moore,Florence Lawrence,2288
Bioscopic,Arthur V. Johnson,Madge Kennedy,2294
Bioscopic,Mary Alden,Karl Dane,2297
Bioscopic,Ethel Clayton,Marshall Pinckney Wilder (actor),2301
Bioscopic,John Bunny,Francis X. Bushman,2303
Bioscopic,Francis X. Bushman,Francis Ford (actor),2304
Bioscopic,Francis Ford (actor),Naomi Childers,2305
Bioscopic,Joseph Kaufman,Willard Mack,2308
Bioscopic,George Fawcett,W. E. Lawrence,2310
Bioscopic,Claude Cooper (actor),Intolerance (film),2313
Bioscopic,Intolerance (film),Billy Bitzer,2314
Bioscopic,Virginia Fox,Joe Roberts,2338
Bioscopic,Wisconsin Center for Film and Theater Research,Raymond McKee,2345
Bioscopic,Mack Sennett,Harry Beaumont,2349
Bioscopic,Dorothy Davenport,Jack Holt (actor),2355
Bioscopic,Jack Holt (actor),Howard Hickman,2356
Bioscopic,Eugene Gaudio,D. W. Griffith,2359
Bioscopic,D. W. Griffith,Raymond Hitchcock (actor),2360
Bioscopic,Fiske O'Hara,Nita Naldi,2373
Bioscopic,Nita Naldi,The Duchess of Dantzic,2375
Bioscopic,The Blue Moon (musical),Kalem Company,2377
Bioscopic,Louise Lovely,Valda Valkyrien,2382
Bioscopic,Valda Valkyrien,Glenn L. Martin,2383
Bioscopic,Eric Campbell (actor),Mae Marsh,2388
Bioscopic,Mae Marsh,Art Acord,2389
Bioscopic,Art Acord,Traffic in Souls,2390
Bioscopic,John Emerson (filmmaker),George W. Hill,2392
Bioscopic,George W. Hill,May Allison,2395
Bioscopic,Harold Lockwood,Behind the Door (film),2397
Bioscopic,Hobart Bosworth,H. B. Warner,2399
Bioscopic,Russell Bassett,Lina Cavalieri,2402
Bioscopic,Monte Blue,ZaSu Pitts,2412
Bioscopic,Better Times (film),Ford Sterling,2415
Bioscopic,Big Timber (film),Paul Kelly (actor),2419
Bioscopic,Paul Kelly (actor),Essanay Studios,2420
Bioscopic,The Blot,Viola Dana,2423
Bioscopic,Robert D. Walker,Phil Rosen,2426
Bioscopic,List of historical societies,Emile de Antonio,2441
Bioscopic,Alfred Lunt,Lynn Fontanne,2467
Bioscopic,Marc Blitzstein,Lenore Ulric,2488
Bioscopic,Lenore Ulric,Marion Davies,2490
Bioscopic,Forrest Stanley,Sheldon Harnick,2494
Bioscopic,Lenore Ulric,Mildred Davis,2523
Bioscopic,ZaSu Pitts,The Yellow Passport,2527
Bioscopic,The Adventurer (film),Newton N. Minow,2530
Bioscopic,Henry Bergman,Christine Mayo,2536
Bioscopic,Christine Mayo,Nick Grinde,2537
Bioscopic,Claude Cooper (actor),The Amazons (1917 film),2542
Bioscopic,Wisconsin Center for Film and Theater Research,United Artists,2546
Bioscopic,Marc Blitzstein,Kelvinator,2565
Bioscopic,Kelvinator,British Sign Language,2567
Bioscopic,Sophia Fowler Gallaudet,Chocolate Shoppe Ice Cream Company,2571
Bioscopic,Chocolate Shoppe Ice Cream Company,Sebastian Cabot (explorer),2572
Bioscopic,Wisconsin Center for Film and Theater Research,List of museums in Montevideo,2575
Bioscopic,List of museums in Montevideo,Siau Island tarsier,2576
Guru chai,Random walk,Kanishka,2613
Guru chai,Culex vishnui,Impact factor,2629
Guru chai,Impact factor,Culex,2631
Omert33,The Center for Jewish-Christian Understanding and Cooperation,Christian–Jewish reconciliation,2734
Omert33,The Center for Jewish-Christian Understanding and Cooperation,Shlomo Riskin,2737
Omert33,The Center for Jewish-Christian Understanding and Cooperation,User:Omert33,2772
Jane Cullingworth,User:Jane Cullingworth,User:Jane Cullingworth/sandbox,2852
Husn shujaat,Tracker (file manager),Tracker (file manager),2854
Husn shujaat,Tracker (file manager),Happy Home School,2857
Husn shujaat,Happy Home School,User:Husn shujaat,2863
Husn shujaat,User:Husn shujaat,List of schools in Karachi,2883
Husn shujaat,List of schools in Karachi,Pyarey Afzal,2884
Xt0rt3r,Page Kennedy,BMS,2889
Xt0rt3r,Jack Lawrence (musician),Dogecoin,2901
Xt0rt3r,Coinye,Froggy Fresh,2906
Xt0rt3r,Dawngate,Talk:Froggy Fresh,2915
Xt0rt3r,Talk:Froggy Fresh,The Behemoth,2917
Xt0rt3r,The Behemoth,NEStalgia,2918
Xt0rt3r,Sage,Template:Sage the Gemini,2924
Xt0rt3r,NEStalgia,Talk:Gang Forever,2954
Xt0rt3r,Talk:Gang Forever,User:Xt0rt3r/sandbox,2955
Xt0rt3r,User:Xt0rt3r/sandbox,File:WikiHow screenshot.png,2959
Xt0rt3r,File:WikiHow screenshot.png,How i met your mother,2960
SpacemanNumberFive,Talk:Tesco,Talk:Folly Farm Adventure Park and Zoo,2991
Randlesperance,User:Randlesperance,U.S. Virgin Islands national basketball team,2998
Randlesperance,U.S. Virgin Islands national basketball team,Evgeniy Pashutin,2999
Don Lancaster,"Prehistoric Bajada ""hanging"" canals of southeastern Arizona",Don Lancaster,3003
Don Lancaster,Don Lancaster,"Prehistoric Bajada ""hanging"" canals of southeastern Arizona",3004
Don Lancaster,"Prehistoric Bajada ""hanging"" canals of southeastern Arizona",Wikipedia:WikiProject Articles for creation/Help desk,3023
TheMilitaryExpert,Philippine Military Academy,Philippine Military Academy,3058
TheMilitaryExpert,Philippine Military Academy,Talk:Philippine Military Academy,3059
TheMilitaryExpert,Talk:Philippine Military Academy,Talk:Philippine Army,3062
TheMilitaryExpert,Talk:Philippine Army,Philippine Revolutionary Army,3063
TheMilitaryExpert,Philippine Revolutionary Army,Philippine Army,3064
TheMilitaryExpert,Artemio Ricarte,User:TheMilitaryExpert/About you,3068
TheMilitaryExpert,User:TheMilitaryExpert/About you,User:TheMilitaryExpert,3069
TheMilitaryExpert,Philippine Army,Wikipedia:WikiProject Military history/Members/Active,3076
TheMilitaryExpert,Philippine Military Academy,Talk:Armed Forces of the Philippines,3108
TheMilitaryExpert,Talk:Armed Forces of the Philippines,Armed Forces of the Philippines,3109
TheMilitaryExpert,Talk:Philippine Military Academy,Gay,3122
Groscochon72,Once Upon a Time (2013 film),User:Groscochon72/sandbox,3139
Groscochon72,User:Groscochon72/sandbox,Xi'an,3152
Groscochon72,Xi'an,Sergei Bobrovsky,3153
Groscochon72,Sergei Bobrovsky,Wikipedia:Teahouse/Guests/Left column,3154
Metropajihb,William Wilson Hunter,Wikipedia:Requests for permissions/Confirmed,3198
Metropajihb,Disco Singh,Wikipedia:Requests for adminship/Go Phightins!,3201
Uthorr,Cape Horn,Khairat el-Shater,3211
Uthorr,Freedom House,Brundtland Commission,3213
Uthorr,Brundtland Commission,Bohdan Boyko,3214
Uthorr,Bohdan Boyko,EKS (satellite),3216
Uthorr,Gary Burns (ice hockey),John Snow (physician),3218
Uthorr,John Snow (physician),Aristotle,3219
Uthorr,Aristotle,Fresh water,3220
Uthorr,Chernobyl disaster,Dogfight (musical),3225
Uthorr,Dogfight (musical),History of the Royal Marines,3226
Uthorr,History of the Royal Marines,Cat Island,3227
Uthorr,Cat Island,Lizard King,3228
Uthorr,Lizard King,Iota,3229
Uthorr,Iota,Valerie Jarrett,3230
Behavioralwareness,Live in Seattle: Acoustic at Tower Records,Human trafficking in Saint Vincent and the Grenadines,3244
69sportsdude420,Marie Calloway,Marie Calloway,3250
69sportsdude420,Marie Calloway,Talk:Alternative literature,3252
Pkalk10,Paul Kalkbrenner,Paul Kalkbrenner,3256
P1127,Cloud computing security,Digital forensics,3261
RoroOnions,User:RoroOnions/sandbox,User:RoroOnions/sandbox,3264
RoroOnions,User:RoroOnions/sandbox,Wilmslow High School,3266
Jschrade5,"Talk:Hoagland, Indiana",User:Jschrade5/sandbox,3284
Wilsonsherman2008,Olmstead Williams Communications,DreamHammer,3316
Pgadd,Aber Valley,User:Pgadd,3324
Pgadd,User:Pgadd,"Cray, Powys",3329
Pgadd,"Cray, Powys",User:Pgadd/Books/test,3330
Pgadd,User:Pgadd,Book:Test,3332
Xiaoguimen,Image Sensing Systems,User:Xiaoguimen,3343
Xiaoguimen,User:Xiaoguimen,"U.S. Concrete, Inc",3344
Xiaoguimen,User:Xiaoguimen,China Gerui Advanced Materials Group Ltd.,3346
Xiaoguimen,User:Xiaoguimen,Talk:China Gerui Advanced Materials Group Ltd.,3348
Xiaoguimen,Talk:China Gerui Advanced Materials Group Ltd.,FSI International,3349
Xiaoguimen,Talk:China Gerui Advanced Materials Group Ltd.,Alliance Fiber Optic Products,3352
Xiaoguimen,User:Xiaoguimen,EMagin,3354
Bwang0,Multilayer perceptron,Sogou,3367
Bwang0,Sogou,Neural processing for individual categories of objects,3372
Red House Telescope,Myland,Myland,3374
Red House Telescope,Myland,Wikipedia talk:Articles for creation/Myland Community Council,3379
Destructopuppy,Talk:Dota 2,Wikipedia:WikiProject Video games/Valve,3391
Destructopuppy,Wikipedia:WikiProject Video games/Valve,Warrior Kings: Battles,3392
Miltonmazariego12345,Iron Man (TV series),Nutrient,3395
Miltonmazariego12345,Nutrient,User talk:Miltonmazariego12345,3397
Miltonmazariego12345,User talk:Miltonmazariego12345,User:Miltonmazariego12345/sandbox,3400
NASH-I DANGER,Society for Nutrition Education,User:NASH-I DANGER,3404
Olidellev,User:Olidellev,Football in Luxembourg,3438
Olidellev,Football in Luxembourg,Football in Belgium,3444
Tickkle,The Hunger Games: Mockingjay – Part 1,The Hunger Games (film series),3476
Beautardy,User:Beautardy/sandbox,Bruschetta,3494
Deepseadrifter,Wikipedia:WikiProject Shipwrecks,User:Deepseadrifter,3513
Raghav63,Chitrangada,Dilshad Colony,3524
Raghav63,Dilshad Colony,Village,3525
POLY1956,Type–token distinction,Is-a,3534
POLY1956,Is-a,Charles Sanders Peirce's type–token distinction,3535
POLY1956,Occurrences of numerals,Truth-bearer,3537
POLY1956,Truth-bearer,Concatenation,3538
POLY1956,Concatenation,George Boole,3539
POLY1956,Truth-bearer,Wholistic reference,3545
