username1,pagetitle1,pagetitle2,counter
Spyglasses,Mobile phone,Electric power transmission,452
Spyglasses,Volt-ampere reactive,List of high voltage underground and submarine cables,460
Spyglasses,List of high voltage underground and submarine cables,High-voltage direct current,461
Spyglasses,Electric power transmission,Submarine power cable,485
Spyglasses,Submarine power cable,Compact Disc Digital Audio,487
Spyglasses,Compact Disc Digital Audio,Burst error,488
Spyglasses,Compact Disc Digital Audio,FLARM,492
Spyglasses,FLARM,Jet engine,494
Spyglasses,Jet engine,Single-ended triode,495
Spyglasses,Single-ended triode,Günther Lütjens,496
Spyglasses,Günther Lütjens,Coal-water slurry fuel,503
Spyglasses,Watt,Nominal power (photovoltaic),507
Spyglasses,Coal-water slurry fuel,Rankine cycle,512
Spyglasses,Creep (deformation),Maurice Ravel,520
Spyglasses,Maurice Ravel,Gilbert and Sullivan,521
Spyglasses,Gilbert and Sullivan,User:Spyglasses,522
Spyglasses,Rankine cycle,List of dams in the Columbia River watershed,528
Spyglasses,List of dams in the Columbia River watershed,Columbia River Treaty,536
Spyglasses,Columbia River Treaty,List of Canadian mobile phone companies,541
Spyglasses,Telus Mobility,Concorde aircraft histories,544
Spyglasses,Concorde aircraft histories,Coker unit,546
Spyglasses,Coker unit,Gasoline,547
Spyglasses,Gasoline,Tetraethyllead,549
Spyglasses,Tetraethyllead,Gas turbine,550
Spyglasses,Gas turbine,Lithium-ion battery,554
Spyglasses,Lithium-ion battery,Aluminium alloy,557
Spyglasses,Aluminium alloy,Supercruise,558
Spyglasses,Supercruise,Pratt & Whitney F135,559
Spyglasses,Pratt & Whitney F135,La Colle Falls Hydroelectric Dam,560
Spyglasses,La Colle Falls Hydroelectric Dam,Rolls-Royce Merlin,561
Spyglasses,Rolls-Royce Merlin,Wankel engine,562
Spyglasses,Wankel engine,Automatic meter reading,568
Spyglasses,Automatic meter reading,Wakefield Cathedral,569
Spyglasses,Wakefield Cathedral,List of Rocky Mountain passes on the continental divide,570
Spyglasses,List of Rocky Mountain passes on the continental divide,RBMK,571
Spyglasses,RBMK,Gas diffusion electrode,581
Spyglasses,Gas diffusion electrode,Fuel cell,583
Spyglasses,Fuel cell,Flow battery,584
Spyglasses,Talk:Flow battery,Athabasca oil sands,588
Spyglasses,Athabasca oil sands,X-ray computed tomography,595
Spyglasses,X-ray computed tomography,Mercury-arc valve,596
Spyglasses,Mercury-arc valve,Rectifier,600
Spyglasses,Rectifier,Harwell computer,602
Spyglasses,Harwell computer,Ring of bells,604
Spyglasses,Ring of bells,Big Ben,605
Spyglasses,Big Ben,Bellfounding,606
Spyglasses,Bellfounding,Permalloy,611
Spyglasses,Permalloy,Loading coil,615
Spyglasses,Wankel engine,History of the internal combustion engine,618
Spyglasses,History of the internal combustion engine,Edgar Buckingham,619
Spyglasses,Edgar Buckingham,Deep water blackout,620
Spyglasses,Deep water blackout,Respiratory failure,621
Spyglasses,Respiratory failure,Shallow water blackout,623
Spyglasses,Shallow water blackout,Scuba set,626
Spyglasses,Deep water blackout,Electrical ballast,630
Spyglasses,Electrical ballast,Glass cockpit,638
Spyglasses,Head-up display,Escapement,645
Spyglasses,Escapement,"Cuba Gooding, Jr.",646
Spyglasses,"Cuba Gooding, Jr.",Lockheed SR-71 Blackbird,647
Spyglasses,Lockheed SR-71 Blackbird,JP-8,648
Spyglasses,JP-8,Diesel fuel,649
Spyglasses,Diesel fuel,Common ethanol fuel mixtures,650
Spyglasses,Winter diesel fuel,Magnetophon,662
Spyglasses,Magnetophon,Tape bias,665
Spyglasses,Tape bias,Tape head,667
Spyglasses,Magnetophon,Amplifier,676
Spyglasses,Decibel,Audion,681
Spyglasses,Amplifier,Transformer,689
Spyglasses,Escapement,Balance spring,693
Spyglasses,Balance spring,Rupert Gould,695
Spyglasses,Rupert Gould,Longitude by chronometer,697
Spyglasses,Longitude by chronometer,Navigational triangle,699
Spyglasses,Navigational triangle,Boeing 787 Dreamliner,700
Spyglasses,Boeing 787 Dreamliner,Railroad chronometer,704
Spyglasses,Escapement,"Edmund Beckett, 1st Baron Grimthorpe",710
Spyglasses,"Edmund Beckett, 1st Baron Grimthorpe",Senoko Power Station,712
Spyglasses,Senoko Power Station,High Speed Packet Access,713
Spyglasses,High Speed Packet Access,H2S (radar),734
Spyglasses,H2S (radar),Ultra-linear,735
Spyglasses,Amplifier,Direct-sequence spread spectrum,746
Spyglasses,Direct-sequence spread spectrum,Pseudorandom noise,748
Spyglasses,Pseudorandom noise,W-CDMA (UMTS),749
Spyglasses,W-CDMA (UMTS),Advanced Mobile Phone System,750
Spyglasses,Advanced Mobile Phone System,ReserVec,753
Spyglasses,Pulse-code modulation,NTSC,758
Spyglasses,NTSC,Petroleum industry,772
Spyglasses,Lithium-ion battery,"Snag, Yukon",778
Spyglasses,"Snag, Yukon",Microwave landing system,779
Spyglasses,Microwave landing system,VHF omnidirectional range,781
Spyglasses,VHF omnidirectional range,Air navigation,783
Spyglasses,Air navigation,405-line television system,784
Spyglasses,405-line television system,Emley Moor transmitting station,786
Spyglasses,Emley Moor transmitting station,Overscan,787
Spyglasses,Overscan,Serial digital interface,788
Spyglasses,Nominal analogue blanking,Kell factor,796
Spyglasses,Kell factor,Information overload,797
Spyglasses,Head-up display,Radio frequency,801
Spyglasses,Radio frequency,General Motors EV1,802
Spyglasses,General Motors EV1,Lithium titanate,804
Spyglasses,Lithium titanate,Nickel–metal hydride battery,808
Spyglasses,Lithium-ion battery,Lithium cobalt oxide,819
Spyglasses,Lithium-ion battery,Thin film rechargeable lithium battery,821
Spyglasses,Separator (electricity),Conductivity (electrolytic),832
Spyglasses,Conductivity (electrolytic),Debye–Hückel theory,834
Spyglasses,Debye–Hückel theory,Debye–Hückel equation,838
Spyglasses,Debye–Hückel equation,Ion-association,839
Spyglasses,Ion-association,Superheated water,841
Spyglasses,Superheated water,DBZ (meteorology),844
Spyglasses,DBZ (meteorology),Intercept method,846
Spyglasses,Electric power transmission,"Nelson, British Columbia",849
Spyglasses,"Nelson, British Columbia",Metformin,850
Spyglasses,Metformin,Diabetes mellitus type 2,851
MoriTheDreamer,LGBT history in South Korea,LGBT history in South Korea,854
Linusw1,Switzerland in the Eurovision Song Contest 2010,Eurovision Song Contest 2008,862
Linusw1,Eurovision Song Contest 2008,Andorra in the Eurovision Song Contest 2005,863
Linusw1,Moldova in the Eurovision Song Contest 2010,Hungary in the Eurovision Song Contest 2007,866
Linusw1,Hungary in the Eurovision Song Contest 2007,Latvia in the Eurovision Song Contest 2002,874
Linusw1,Malta in the Eurovision Song Contest 2002,Israel in the Eurovision Song Contest 2007,878
Linusw1,Estonia in the Eurovision Song Contest 2007,Hungary in the Eurovision Song Contest 2005,882
Linusw1,Hungary in the Eurovision Song Contest 2005,Latvia in the Eurovision Song Contest 2007,885
Linusw1,Portugal in the Eurovision Song Contest 2006,Finland in the Eurovision Song Contest 2007,892
Linusw1,Netherlands in the Eurovision Song Contest 2005,Sweden in the Eurovision Song Contest 2002,895
Linusw1,Latvia in the Eurovision Song Contest 2000,Sweden in the Eurovision Song Contest 2000,900
Linusw1,Sweden in the Eurovision Song Contest 2000,Romania in the Eurovision Song Contest 2007,901
Linusw1,Romania in the Eurovision Song Contest 2004,Norway in the Eurovision Song Contest 2007,904
Linusw1,Poland in the Eurovision Song Contest 2007,Portugal in the Eurovision Song Contest 2007,908
Linusw1,Israel in the Eurovision Song Contest 2006,Belarus in the Eurovision Song Contest 2009,914
Linusw1,Belarus in the Eurovision Song Contest 2009,Estonia in the Eurovision Song Contest 2002,915
Linusw1,Estonia in the Eurovision Song Contest 2003,Armenia in the Eurovision Song Contest 2006,919
Linusw1,User:Linusw1/sandbox,Moldova in the Eurovision Song Contest 2006,925
Linusw1,Montenegro in the Eurovision Song Contest,Bulgaria in the Eurovision Song Contest 2005,1028
Linusw1,Lithuania in the Eurovision Song Contest,Poland in the Eurovision Song Contest 2003,1067
Linusw1,User:Linusw1/sandbox,Netherlands in the Eurovision Song Contest 2004,1071
Linusw1,Netherlands in the Eurovision Song Contest 2004,Lithuania in the Eurovision Song Contest 2005,1072
Linusw1,Slovenia in the Eurovision Song Contest 2006,Albania in the Eurovision Song Contest 2006,1092
Linusw1,Poland in the Eurovision Song Contest 2005,Denmark in the Eurovision Song Contest 2005,1104
Linusw1,User:Linusw1/sandbox,Macedonia in the Eurovision Song Contest 2002,1177
Linusw1,User:Linusw1/sandbox,Latvia in the Eurovision Song Contest 2010,1292
BB8904LYF,"Cronulla, New South Wales",List of people from Ballarat,1414
BB8904LYF,List of people from Ballarat,Joel Selwood,1415
StevoOnAir,Extra (TV channel),Smooth (radio network),1483
StevoOnAir,Smooth (radio network),OKR FM,1487
StevoOnAir,OKR FM,Ishop tv,1488
StevoOnAir,Ishop tv,List of radio stations in Australia,1489
StevoOnAir,List of radio stations in Australia,Template:Southern Cross Austereo,1491
Maurizio Martina,User:Maurizio Martina,User:Maurizio Martina,1494
Maurizio Martina,User:Maurizio Martina,User talk:Maurizio Martina,1501
Maurizio Martina,User:Maurizio Martina,Help:Infobox picture,1518
Hillary.conway,Affirming the consequent,Instant rebate,1538
PS171,LGBT history in Spain,LGBT rights in Brazil,1549
PS171,LGBT rights in Brazil,Antisemitism in the Arab world,1550
PS171,History of the Jews under Muslim rule,Slavery in Mauritania,1556
PS171,Slavery in Mauritania,Ad-Dahna Desert,1557
PS171,Ad-Dahna Desert,Georges Clemenceau,1558
PS171,LGBT rights in Brazil,Tiradentes,1568
PS171,LGBT rights in Brazil,Expulsion of the Jews from Portugal,1571
PS171,Kwame Nkrumah,Pope Francis,1581
PS171,Pope Francis,Law enforcement in Slovakia,1582
PS171,Law enforcement in Slovakia,Blennerhassett Hotel,1583
PS171,Slavery in Mauritania,Roger II of Sicily,1585
PS171,Roger II of Sicily,Ford Taurus (sixth generation),1586
PS171,Ford Taurus (sixth generation),Ford Fusion (Americas),1588
PS171,Ford Fusion (Americas),Quentin Bryce,1589
PS171,Quentin Bryce,Euronav,1590
PS171,Euronav,Erik the Red,1593
PS171,Law enforcement in Slovakia,Rutger Hauer,1598
PS171,Chuck Norris,Dutch cuisine,1600
PS171,Dutch cuisine,Leonardo DiCaprio,1601
PS171,Talk:Leonardo DiCaprio,Leonardo DiCaprio filmography,1631
PS171,Talk:Leonardo DiCaprio,Moves like Jagger,1683
Already1329,Mats Valk,Fridrich Method,1712
Already1329,Rubik's Cube,Wikipedia:Sandbox,1765
Already1329,Wikipedia:Sandbox,Baba Gurdit Singh,1796
Already1329,Wikipedia:Sandbox,Ron van Bruchem,1799
Buncher4,Terry Kennedy (speaker),Terry Kennedy (speaker),1815
Buncher4,Terry Kennedy (speaker),Myocardial infarction,1824
Whyasknow,Shaobing,Shaobing,1862
Whyasknow,Shao bing (disambiguation),Scrapie,1888
Whyasknow,Scrapie,Diabetes insipidus,1890
Whyasknow,Diabetes insipidus,Scattered disc,1894
Whyasknow,Scattered disc,File:Alanna masterson walking dead too far gone.png,1895
OrangeHerald,William Adams (sailor),Levant Company,1959
Vickie ronseru,Kinnaur district,Kinnaur district,1965
Syncmaster913n,Bow shape,Compound bow,1976
Syncmaster913n,Mounted archery,Mac OS,1978
Syncmaster913n,Compound bow,Talk:Dogecoin,1982
Yutost,Honda Accord,Honda Accord,2011
Edilbert.fernando,The Matrix Revolutions,Talk:Sonia Gandhi,2031
Taco Mon,Suzi Leather,User:Taco Mon,2435
Ramkannanraj,Pattiveeranpatti,Arvind Kumar Singh,2461
Kew Gardens 613,R46 (New York City Subway car),Ridgewood (LIRR Lower Montauk station),2481
Kew Gardens 613,Fresh Pond (LIRR station),Ridgewood (LIRR Evergreen Branch station),2484
Kew Gardens 613,Ridgewood (LIRR Evergreen Branch station),E (New York City Subway service),2491
Kew Gardens 613,E (New York City Subway service),J/Z (New York City Subway service),2492
Kew Gardens 613,J/Z (New York City Subway service),Second Avenue Subway,2493
Kew Gardens 613,Second Avenue Subway,K (New York City Subway service),2494
Kew Gardens 613,K (New York City Subway service),L (New York City Subway service),2495
Kew Gardens 613,L (New York City Subway service),R33 (New York City Subway car),2496
Kew Gardens 613,R4 (New York City Subway car),R160 (New York City Subway car),2500
Kew Gardens 613,R160 (New York City Subway car),R62A (New York City Subway car),2501
Kew Gardens 613,R62A (New York City Subway car),Angry Birds (video game),2502
Kew Gardens 613,Angry Birds (video game),174th Street (IRT White Plains Road Line),2504
Kew Gardens 613,Angry Birds (video game),Template:NYCS rolling stock,2508
Kew Gardens 613,Arnines,R40A (New York City Subway car),2511
Kew Gardens 613,R40A (New York City Subway car),R44 (New York City Subway car),2512
Kew Gardens 613,R44 (New York City Subway car),R68A (New York City Subway car),2517
Kew Gardens 613,R33 (New York City Subway car),R46 (New York City Subway car),2520
Kew Gardens 613,R211 (New York City Subway car),List of New York City Subway yards,2522
Kew Gardens 613,List of New York City Subway yards,City Hall (BMT Broadway Line),2523
Kew Gardens 613,City Hall (BMT Broadway Line),R42 (New York City Subway car),2525
Kew Gardens 613,R44 (New York City Subway car),R21 (New York City Subway car),2529
Kew Gardens 613,R21 (New York City Subway car),R6 (New York City Subway car),2530
Kew Gardens 613,R6 (New York City Subway car),IRT Broadway – Seventh Avenue Line,2532
Kew Gardens 613,R40A (New York City Subway car),R142A (New York City Subway car),2536
Kew Gardens 613,R188 (New York City Subway car),R142 (New York City Subway car),2538
Kew Gardens 613,R142 (New York City Subway car),C (New York City Subway service),2539
Kew Gardens 613,R68 (New York City Subway car),R27 (New York City Subway car),2563
Kew Gardens 613,R14 (New York City Subway car),IND Sixth Avenue Line,2591
Kew Gardens 613,R38 (New York City Subway car),R30 (New York City Subway car),2603
Kew Gardens 613,R30 (New York City Subway car),R12 (New York City Subway car),2605
Kew Gardens 613,R27 (New York City Subway car),R17 (New York City Subway car),2613
Kew Gardens 613,R211 (New York City Subway car),R29 (New York City Subway car),2645
Kew Gardens 613,R21 (New York City Subway car),R15 (New York City Subway car),2651
Kew Gardens 613,R16 (New York City Subway car),34th Street – Penn Station (IND Eighth Avenue Line),2661
Kew Gardens 613,R46 (New York City Subway car),R127/R134 (New York City Subway car),2673
Kew Gardens 613,Template:NYCS rolling stock,M (New York City Subway service),2687
Kew Gardens 613,List of New York City Subway R-type contracts,New York City Subway rolling stock,2695
Kew Gardens 613,R38 (New York City Subway car),Broad Street (BMT Nassau Street Line),2743
Kew Gardens 613,Broad Street (BMT Nassau Street Line),Unused New York City Subway service labels,2744
Kew Gardens 613,BMT Jamaica Line,Fifth Avenue – 59th Street (BMT Broadway Line),2746
Kew Gardens 613,South Ferry – Whitehall Street (New York City Subway),Norwood – 205th Street (IND Concourse Line),2749
Kew Gardens 613,R188 (New York City Subway car),East River Tunnels,2753
Kew Gardens 613,R46 (New York City Subway car),New York City Subway tiles,2757
Kew Gardens 613,R110A (New York City Subway car),IRT Flushing Line,2794
Kew Gardens 613,MPI MP8AC-3,Forest Hills – 71st Avenue (IND Queens Boulevard Line),2854
Kew Gardens 613,7 (New York City Subway service),Beach 90th Street (IND Rockaway Line),2859
Kew Gardens 613,New York City Subway,Kew Gardens – Union Turnpike (IND Queens Boulevard Line),2869
Kew Gardens 613,Kew Gardens – Union Turnpike (IND Queens Boulevard Line),D (New York City Subway service),2870
Kew Gardens 613,IRT Nostrand Avenue Line,Bowling Green – South Ferry Shuttle,2878
Kew Gardens 613,R (New York City Subway service),Rockaway Park Shuttle,2882
Kew Gardens 613,Northern Boulevard (IND Queens Boulevard Line),List of New York City Subway stations in Queens,2887
Kew Gardens 613,R142A (New York City Subway car),High Street (IND Eighth Avenue Line),2914
Kew Gardens 613,IRT Broadway – Seventh Avenue Line,Staten Island Railway,2935
Kew Gardens 613,Staten Island Railway,Flushing Avenue (BMT Jamaica Line),2936
Kew Gardens 613,R40A (New York City Subway car),List of 2014–15 NBA season transactions,2944
Kew Gardens 613,List of 2014–15 NBA season transactions,New Haven Line,2966
Kew Gardens 613,R68 (New York City Subway car),R65 (New York City Subway car),2978
TehBotol,User:TehBotol,Talk:Running Man (TV series),2989
BuahPukul,User talk:BuahPukul,Kuntao,3002
BuahPukul,Kuntao,Lian padukan,3005
BuahPukul,Silat,Tekpi,3010
Pereslavtsev,Khaibakh massacre,Template:Politics of the European Union,3018
Alex Deibel,Magnetar,Daayan,3041
Alex Deibel,Daayan,Battle of Lund,3043
Alex Deibel,Battle of Møn,Battle of Öland,3081
Alex Deibel,Battle of Öland,Simon Grundel-Helmfelt,3084
Alex Deibel,Simon Grundel-Helmfelt,Carl von Arensdorff,3085
Alex Deibel,Johan Vibe,Christian V of Denmark,3095
Alex Deibel,Dano-Swedish War (1657–58),March across the Belts,3129
Alex Deibel,Talk:Dano-Swedish War (1657–58),Langeland,3152
Alex Deibel,Christian IV of Denmark,Danish East India Company,3155
Alex Deibel,Christian I of Denmark,"John, King of Denmark",3170
Alex Deibel,Doggerland,Dogger Bank,3182
Alex Deibel,Dogger Bank,Norwegian trench,3185
BinkyGee,Talk:Tina Turner,"Talk:Vicksburg, Mississippi",3191
BinkyGee,"Talk:Vicksburg, Mississippi",Talk:Egon Schiele,3192
BinkyGee,Talk:Red-eye gravy,Talk:Canadian Epoch,3195
Anonymous capybara,Rising of the North,Talk:Classical electron radius,3204
Anonymous capybara,Talk:Classical electron radius,Classical electron radius,3205
Mkissane,Fairchild Republic A-10 Thunderbolt II,BB gun,3208
Pansh0,Néstor Vidrio,List of Mexican football transfers summer 2013,3225
Pansh0,List of Mexican football transfers summer 2013,José Luis López (footballer),3227
Pansh0,José Luis López (footballer),AS Monaco FC,3229
Pansh0,César Santin,Felipe Santana,3237
Quagmire5389,List of countries and dependencies by area,Alexander Mackenzie,3253
Libramtera,Talk:World War II,Iraq–United States relations,3258
B82mo,"Kearney, Nebraska",List of Mendelian traits in humans,3263
B82mo,Talk:List of Mendelian traits in humans,Diocese of Niassa,3267
B82mo,Diocese of Niassa,Talk:Mexican tetra,3270
Vimleshchandra,Silver Jubilee Railway Bridge Bharuch,Wikipedia talk:Articles for creation/SILVER JUBILEE RAILWAY BRIDGE BHARUCH,3277
Vimleshchandra,Silver Jubilee Railway Bridge Bharuch,List of longest bridges above water in India,3292
Aeroadam,User:Aeroadam,Chalk talk,3315
Aeroadam,Talk:Chalk talk,Talk:Ron Finley,3317
Aeroadam,Talk:Ron Finley,Talk:Before Midnight (film),3318
Aeroadam,Talk:Before Midnight (film),Talk:Doppelgänger,3319
IacobusIosephus,19th century,List of living supercentenarians,3335
IacobusIosephus,List of living supercentenarians,Talk:List of living supercentenarians,3336
NorthBySouthBaranof,Mount St. Helens National Volcanic Monument,Misty Fiords National Monument,3458
NorthBySouthBaranof,Talk:Harry S. Truman National Historic Site,Guardians of the Oglala Nation,3572
NorthBySouthBaranof,Crystal City Internment Camp,Talk:Megyn Kelly,3647
NorthBySouthBaranof,User:NorthBySouthBaranof,Prince of Wales Island (Alaska),3656
NorthBySouthBaranof,Whitman massacre,Grand Staircase-Escalante National Monument,3661
NorthBySouthBaranof,Template:Protected Areas of Colorado,Canyons of the Ancients National Monument,3666
NorthBySouthBaranof,Template:Protected Areas of Wyoming,Category:Units of the National Landscape Conservation System,3675
NorthBySouthBaranof,Indian massacre,Grand Canyon-Parashant National Monument,3719
NorthBySouthBaranof,Santa Rosa and San Jacinto Mountains National Monument,Rice Valley Wilderness,3726
NorthBySouthBaranof,S. David Freeman,"Tule Lake Unit, World War II Valor in the Pacific National Monument",3759
NorthBySouthBaranof,Mike Duffy,Forum,3768
NorthBySouthBaranof,Forum,Golden Gate National Recreation Area,3769
NorthBySouthBaranof,Giant Sequoia National Monument,Dahr Jamail,3780
NorthBySouthBaranof,Dahr Jamail,West Fertilizer Company explosion,3783
NorthBySouthBaranof,Fort Ord,Badlands National Park,3790
NorthBySouthBaranof,"Auke Bay, Juneau",Citizens' Military Training Camp,3793
NorthBySouthBaranof,Citizens' Military Training Camp,Morley Nelson Snake River Birds of Prey National Conservation Area,3794
NorthBySouthBaranof,Oregon Dunes National Recreation Area,Dzhokhar and Tamerlan Tsarnaev,3801
NorthBySouthBaranof,Miles Austin,Las Cienegas National Conservation Area,3807
NorthBySouthBaranof,Template:Protected Areas of Alaska,South Prince of Wales Wilderness,3815
NorthBySouthBaranof,Joe Hart,"Mammoth Lakes, California",3836
Up and in,International Bank Account Number,Paarl,3863
Up and in,Dirk Van der Hoff,De Zuid-Afrikaan,3880
Up and in,De Zuid-Afrikaan,John Philip (missionary),3881
Up and in,De Zuid-Afrikaan,Abraham Faure,3892
Up and in,Abraham Faure,Springbox,3937
Up and in,User talk:Qwertyus/archive2,Minister (Christianity),3969
Up and in,Minister (Christianity),Iziko South African Museum,3977
Up and in,Minister (Christianity),Tweebuffelsmeteenskootmorsdoodgeskietfontein,3993
KnittingQueenKY,Marjorie Gubelmann,Jeff Rabhan,4011
KnittingQueenKY,Clive Davis,Doug Davis (businessman),4015
KnittingQueenKY,Doug Davis (businessman),Jason Flom,4016
KnittingQueenKY,Vie Luxe International,Water Wizz,4023
KnittingQueenKY,Water Wizz,Marjorie Gubelmann,4025
Adrianburbie,"Talk:Albert Bridge, London",Queen Elizabeth's Grammar School for Boys,4041
Adrianburbie,Queen Elizabeth's Grammar School for Boys,Lucian Grainge,4045
Adrianburbie,Queen Elizabeth's Grammar School for Boys,The Latymer School,4047
Coignard,Wikipedia talk:WikiProject Articles for creation,Category:Contemporary art galleries in France,4055
Srisrisrivishwakarma,User:Srisrisrivishwakarma,Machilipatnam,4075
Ranjanamit86,Banmankhi,List of hospitals in India,4082
Kazar Abdullah,User:Kazar Abdullah,List of maritime disasters,4103
JohnLambert1950,Winston Churchill,Mandawuy Yunupingu,4159
JohnLambert1950,Mandawuy Yunupingu,Stuart Meaker,4160
SilverwingWolf,User:SilverwingWolf,List of Fables characters,4168
SilverwingWolf,List of Fables characters,Alfred Pennyworth,4169
SilverwingWolf,Alfred Pennyworth,Ever After High,4170
SilverwingWolf,Ever After High,Black rose (symbolism),4172
SilverwingWolf,User:SilverwingWolf,Pete (Disney),4174
SilverwingWolf,Pete (Disney),Supergirl,4175
OzLind,Bitcasa,File hosting service,4203
OzLind,Bitcasa,Convergent encryption,4209
OzLind,Talk:Convergent encryption,Wikipedia:WikiProject Aviation/Members,4212
Elicemark,Road surface marking,Concrete,4239
Elicemark,Concrete,Urban heat island,4240
Andreavictoria91,Emily Summers,User talk:Andreavictoria91,4366
Andreavictoria91,Emily Summers,Wikipedia:Article revisions for approval,4481
Andreavictoria91,Emily Summers,Wikipedia:WikiProject Articles for creation/Help desk,4503
Andreavictoria91,Emily Summers,Museum Tower (Dallas),4590
JSLSomaliland3,Dhahar District,Somali language,4627
JSLSomaliland3,Somali language,Djibouti,4628
JSLSomaliland3,Somali language,Somali Region,4630
JSLSomaliland3,Somali Region,Gode,4631
JSLSomaliland3,Gode,Land of Punt,4632
NBADavi17,2013 NBA Playoffs,2013 NBA Playoffs,4657
NBADavi17,2013 NBA Playoffs,User:NBADavi17,4658
Ravan,User:Ravan,Schlumberger,4663
Turdas,Talk:Myers-Briggs Type Indicator,Kill la Kill,4689
Turdas,Talk:Kill la Kill,Vaccinium erythrocarpum,4698
Turdas,Lemon (color),Wikipedia:Administrators' noticeboard/Incidents,4710
Turdas,User talk:HappyLogolover2011,Abdominopelvic cavity,4713
Turdas,Wikipedia:Administrators' noticeboard/Incidents,Talk:Field of view in video games,4716
Turdas,Aspect ratio (image),Battery,4729
Toonfilm,THQ,Edna Krabappel,4766
Toonfilm,Edna Krabappel,Flipnote Studio 3D,4769
Toonfilm,Flipnote Studio 3D,Nelvana,4770
Toonfilm,Universal Studios,Google+,4772
Toonfilm,Google+,The Simpsons,4774
Toonfilm,The Simpsons,Lab Rats Challenge,4777
Toonfilm,Lab Rats Challenge,Klasky Csupo,4778
Toonfilm,DNA Productions,O Entertainment,4781
Toonfilm,O Entertainment,Labor Pains (The Simpsons),4782
Toonfilm,O Entertainment,Cookie Jar Group,4785
Toonfilm,Cookie Jar Group,Mr. Bean (animated TV series),4788
Toonfilm,Mr. Bean (animated TV series),Saban Entertainment,4789
Toonfilm,Saban Entertainment,Killinaskully,4790
Toonfilm,Killinaskully,Bart the Mother,4791
Toonfilm,Bart the Mother,The High Fructose Adventures of Annoying Orange,4792
Toonfilm,Hatena (company),Ren and Stimpy (characters),4798
IPLRecordsUpdateBot,List of Indian Premier League records and statistics,Wikipedia:Sandbox,4816
FChyzak,User:FChyzak,Holonomic function,4823
Hardikvaria,User:Hardikvaria,User:Hardikvaria,4828
TriggTaylor,Charlotte metropolitan area,University of South Carolina Lancaster,4864
TriggTaylor,Charlotte metropolitan area,"Lancaster, South Carolina",4886
TriggTaylor,"Lancaster, South Carolina",File:LANCASTER SEAL.jpg,4895
Humongous125,Scottish independence,Government of the 3rd Scottish Parliament,4916
Humongous125,Government of the 3rd Scottish Parliament,Star Trek Into Darkness,4917
Humongous125,British Airways,Government of the 2nd Scottish Parliament,4920
Humongous125,Government of the 2nd Scottish Parliament,Government of the 1st Scottish Parliament,4921
Humongous125,Government of the 1st Scottish Parliament,Singapore Airlines,4925
Humongous125,Singapore Airlines,Members of the House of Lords,4926
Humongous125,Members of the House of Lords,Air India,4927
Humongous125,Air India,Template:New zealand pm timeline horizontal,4928
Humongous125,Template:New zealand pm timeline horizontal,Alex Salmond,4929
Humongous125,Alex Salmond,List of fictional Prime Ministers of the United Kingdom,4931
Humongous125,Star Trek Into Darkness,List of Desert Island Discs episodes (2011–present),4934
Humongous125,List of Desert Island Discs episodes (2011–present),Annabel Goldie,4935
Humongous125,Annabel Goldie,David McLetchie,4936
