username1,nts_nts
Texas Liberal,2
Death horn 5,3
Eatingbaconsince2000,0
Risperidone1234,4
Moayhsn,0
Roosterppr,0
16cheungk1,0
TenthProfit,0
Navyseals1209850,0
Yayyyayyayyaya131231,0
Tr3sLoverofToday,22
Ebz212,1
Gagua,1
Aknight142,0
Wreklss1,0
Terry3439,5
DanielJJ,1
BJSelavkaS1996,2
Proki,21
Notfinn,2
4shoogen,1
AMCHLiverpool,0
Blademaster561,0
Cheesepary3,0
Valcon71,1
Suitgroup,3
Qball5000,0
HCHalexfan,2
Sazbxr1,3
BillyHoldMe,0
Elfweird,1
BigMinge,0
Puffin2012,1
Samwatsonncfc,0
Stickman55z,0
Woody6n9,3
Dumbledalf,2
Showco123,1
Bobbobbob123456789,0
Qwerty50,0
Bigdumbsex,4
Coonaldo,2
Justthepersonguy,1
Rockabilly77,0
Zakk234,1
Freedyjr,0
Dragonleo111,1
Pwnclub,0
BIGpanis,0
Ciaranroy,1
Unicornperson999,0
Tony age,2
Gamesaver29,0
RaymondT.Odierno,0
Afgunitt,4
Claidheamohmor,6
Creepa12,0
Ostrich84,0
Bmorrow88,1
Jipwill,0
Deker999,0
JustinYanNumber1,0
G0d0fBudder,0
Bleakstratagems,0
Safnumber1,3
Nednerb1999,0
Cy19,0
Happybob701,0
William1492,0
04nsmalleyb,2
Lawschooleditor,0
Comeau443847,1
Adi3123,0
I am a godly being,0
Rlinn4753,1
Dragan888,1
Bubbyknowsall,1
Smittyredsox,1
Mrryan2582,18
Biolagrad96,1
Jammypotatoes,0
Baron40,3
Buggatti22,0
Psutcliffe,1
Davidmister2000,0
Monkeyheffa,0
Simon.magill,1
Soccerfootballknowledge,0
Football boys,16
Awesome monk,3
JMorgan1223,10
Lizzy Green,55
Lemmy Decker,8
Angelina hocombe,4
Lewishousden,0
Bdog256,2
Troller3000,0
Wiki x King,0
Tangoviper,0
BrockHoliox,0
CatTazer69,0
Helloeveryone91919,0
Tentri,0
Kurwiszonfiut,0
Pedro69914,0
JuanXolos,0
Lucario42t,0
Tablorprizerna,0
Chicken5000,0
Melikedonkeykong,0
Hartsleisure,0
Zanbaq2,0
TannerSauve911,0
Luxurious Line,0
Stegmeister1,0
LTFan22,0
MARTIN-HYDE,0
VictorMoses1,0
Byebro,0
Jonathanzimbron123,0
Midgetmaster123,0
Hunter.dickerson,0
Ebrahem2,0
NOTELLTHEOTHERS,0
Louiegriffin1,0
Kevinphilbob,0
Loganf18,0
Dragonwarrior16,0
Willo sexy,0
Iedityourarticle,0
JBecker16,0
Nebiyu e,0
MADLOL987,0
Prince$$eslol,0
PlaiPie,0
Michelle24250,0
Louis Tomlinson Is My Love,0
LR1998,0
Pishotche,0
AndyMarkis,0
EllieEllie2626,0
Forbesy3000,0
Ostoneo,0
Join d club,0
Rajvir Singh Randhawa,0
DannyLBkid,0
