username1,pagetitle1,pagetitle2,counter,hop,nhop
Strength1234,"Michael Brown (footballer, born 1977)",Michael Owen,2543,2,1
Billy00joe00,Oreo,Training,2548,3,1
TadBondy,Talk:Ted Bundy,D. B. Cooper,2555,3,1
Themrmoneymonk,Trichotillomania,Rupert Grint,2597,3,1
1qazxswedc,Engineering,Engineering,2627,1,1
Tinklewhite,San Francisco 49ers,Lubbock High School,2642,3,1
Tinklewhite,Gwyneth Paltrow,Georgie Pie,2649,3,1
Tinklewhite,Georgie Pie,"Glenside, New Zealand",2651,3,1
Nhlfan1456,Honda Center,Steve Novak,2675,2,1
Nhlfan1456,Charlotte Hornets,Rio Grande Valley Vipers,2677,2,1
Nhlfan1456,Rio Grande Valley Vipers,Jay Williams (basketball),2679,3,1
Nhlfan1456,Steve Nash,Dirk Hayhurst,2681,3,1
Nhlfan1456,Dirk Hayhurst,User:DaHuzyBru,2682,-1,0
Guykenol289,Milwaukee Bucks,Charlotte Hornets,2754,2,1
XLikeABoss12x,Titanoboa,Super Bowl XLVII,2768,4,0
Swagyolo69,Gattaca,Australian Mathematics Competition,2771,4,0
Swagyolo69,Australian Mathematics Competition,"Scotch College, Melbourne",2772,1,1
Swagyolo69,Australian Mathematics Competition,Beethoven's musical style,2774,4,0
Nelnerd,Loopback,Cedric,2778,4,0
Nelnerd,Cedric,Spurrell,2780,4,0
MagnumDong,Incredible Crew,Fanboy & Chum Chum,2790,2,1
Nexlink38,Lynn Strait,Never Shout Never,2795,3,1
Sato1212,Anthony Knockaert,Richard Branson,2800,3,1
Buzzjump,Cleveland Browns,Letchworth State Park,2819,3,1
Denzion.mil12,Far Cry 3,Hero,2850,3,1
Jony Caplan,Toe,McNeil High School,2854,4,0
Yhusha',Benjamin Netanyahu,Yahweh (disambiguation),2879,3,1
IamCoon,Wolgarston High School,Wolgarston High School,2940,3,1
Swaggadonian2k13,Wolgarston High School,Wolgarston High School,2942,3,1
I want it that way101d,Hair coloring,Jessie (TV series),2973,3,1
WikiTerminator1991,C++,C++,2992,0,1
DecMcA1996,Spastic,Rotherham United F.C.,3019,3,1
Jamesd633,Theodore Rex (film),Theodore Rex (film),3026,1,1
Jamesd633,Theodore Rex (film),The Hunger Games: Catching Fire,3031,3,1
Hex7201,Talk:The Dam Busters March,Talk:Henry VII of England,3036,-1,0
Embor Crusher,List of Governors of Pennsylvania,Trent Cutler,3039,5,0
Embor Crusher,Trent Cutler,Chicago Bears,3040,3,1
Padre Pirlo,"Muff, County Donegal",Moville,3090,2,1
Asdasldasda,"Upper Arlington, Ohio",Upper Arlington High School,3174,2,1
Wikiman 2257,The Marriage of Figaro,English,3194,4,0
Fattyfatboy,Joe Montana,Geno Smith,3246,2,1
Oggpogg123,Gecko,Nickname,3277,3,1
That1guy454,51st state,Cro-Magnon,3287,2,1
Parksidelowersixth,Tonbridge School,Charterhouse School,3309,2,1
Nibbleadams,Halloween II (2009 film),Nobelium,3325,3,1
Mirvworks,Ixchel,Saturn,3340,3,1
Conathon12,M14 rifle,St. John's Jesuit High School and Academy,3349,4,0
Conathon12,Tampa Bay Rays,Amnesia: The Dark Descent,3354,4,0
Philiepp1,"Laval, Quebec",Vincent de Paul,3369,2,1
Philiepp1,Vincent de Paul,Alexander Ovechkin,3370,3,1
Delta201000,Indian Oil Corporation,ExxonMobil,3385,4,0
Delta201000,ExxonMobil,Sun Pharmaceutical,3393,3,1
Sdwlang,Americas,Call of Duty: Ghosts,3431,3,1
Shahil sarif,Blockhouse Bay,Boeing 747,3445,3,1
Shahil sarif,Boeing 747,Battle of the River Plate,3446,3,1
Shahil sarif,Blockhouse Bay,Crime in New Zealand,3454,2,1
Nikkiminaj12345,Hermia,The John Cooper School,3467,4,0
Moorey552,Toucan,Deserts of Australia,3471,3,1
Moorey552,Deserts of Australia,Limerick,3474,4,0
Guyyumyumyum,Shigeto Tsuru,"Battle Mountain, Nevada",3477,4,0
PeaceEditor112400,Timbuktu,Coryphaena,3593,3,1
Armando1342,Cross burning,Hot Pockets,3635,4,0
Mylittlelol,Digimon,Barbra Streisand,3639,2,1
ShelbyNewsome456,Nick Cannon,Mad Max,3643,3,1
Shaun6665,Vibe (magazine),Ginger,3670,3,1
Shaun6665,Ginger,The Word (magazine),3671,4,0
Gubblebum2000,Collingwood Football Club,Geelong Football Club,3678,1,1
Oli21,Milking,Leighton Buzzard,3692,4,0
Metoo100,Wikipedia:Notifications/FAQ,Deforestation by region,3717,-1,0
Bgrainger1000987,Printing press,Lance Franklin,3733,4,0
Together in electic dreams,Afroman,Scatman John,3775,4,0
Oldsham,Iron Man 2,Pig,3779,3,1
Oldsham,Pig,Sarah Palin,3780,3,1
PlanesTrainsPlantains,Oedipus the King,Oedipus the King,3820,1,1
Kajal1234asd,Hewlett-Packard,Las Vegas Sands,3852,3,1
Kajal1234asd,Las Vegas Sands,Indian Oil Corporation,3856,3,1
Kajal1234asd,Indian Oil Corporation,Titan (supercomputer),3868,4,0
Kajal1234asd,Titan (supercomputer),Microsoft,3870,2,1
Meatboy101,Eddsworld,The Elder Scrolls,3882,4,0
Meatboy101,The Elder Scrolls,User:Meatboy101,3884,-1,0
Knowitall132467,Quicken Loans Arena,Barclays Center,3910,2,1
Mick Fortypott,Jeremy Bamber,Mick Philpott,3924,5,0
Chummick,Andrew Garfield,He Pingping,3935,4,0
CarloSpicyWeenur,Queens Park Rangers F.C.,Mole (animal),3947,3,1
Phil LaBrie,René Higuita,Wikipedia:Sockpuppet investigations/Phil LaBrie,3974,-1,0
Phil LaBrie,Thom Yorke,Summer Moved On,3978,4,0
Phil LaBrie,Summer Moved On,Ken Barlow,3979,4,0
Hobbnobbs,Need for Speed: Most Wanted (2005 video game),Sock'em boppers,4010,-1,0
Orla504,We (disambiguation),"St Mary's Cathedral, Edinburgh (Roman Catholic)",4159,4,0
Jupitus Jupiter,Liam Gallagher,Liam Gallagher,4169,1,1
Bob Federer,Yellowman,Yellowman,4212,1,1
Jackmccarthy23,Fan loyalty,Waunakee High School,4271,4,0
Donnie FatKid,Sam,Josh,4307,5,0
ABurns45,Emancipation Proclamation,Buffalo Soldier,4316,2,1
ABurns45,Buffalo Soldier,Emancipation Proclamation,4318,2,1
AissuR rehtoM,Aftermath of World War II,Lincoln Public Schools,4336,3,1
AissuR rehtoM,Lincoln Public Schools,Stereotypes of African Americans,4337,3,1
AissuR rehtoM,Stereotypes of African Americans,Chansi Stuckey,4338,3,1
Champions13,Ivan Turina,David Moyes,4351,3,1
Champions13,David Moyes,Burnley F.C.,4355,2,1
Champions13,Burnley F.C.,2013–14 Arsenal F.C. season,4359,2,1
Henrygroth,Samsung,Talk:Samsung,4383,-1,0
Tnt718,Prisoner of Conscious,Prisoner of Conscious,4386,1,1
Lesticals,247Sports.com,247Sports.com,4406,1,1
Twardyyy,Dean Ambrose,Jack Swagger,4412,2,1
Cockapiddle,Tug of war,Table tennis,4422,2,1
Lilguy216,Gianni,Gianni,4492,1,1
Prefessor Johnson,Flamingo,Maison,4504,-1,0
Dunmowlad,Alan Brazil,Talksport,4551,1,1
Dunmowlad,Talksport,Great Dunmow,4553,3,1
Dunmowlad,Great Dunmow,Sam Matterface,4554,4,0
Dunmowlad,Andy Jacobs,Darren Gough,4557,2,1
Dunmowlad,Mike Phelan,David Moyes,4560,1,1
FONCHO001,Spacecraft,Spacecraft,4562,1,1
Brockhole2001aspaceodyssey,Mikey Erg,David Schwimmer,4573,4,0
Dingo101,The Lord of the Rings,Thrift Shop,4639,3,1
Smcc111,Dominican Republic,Wikipedia:Bot policy,4652,3,1
Souichi yamaguchi,Second Coming,Second Coming,4671,1,1
JBC of NYC,Battle of the Alamo,Battle of the Alamo,4676,1,1
JBC of NYC,Battle of the Alamo,Monk (TV series),4677,3,1
2468exterminate,Tennessee,North Carolina,4702,1,1
Lgilb18,Nationalism,Nationalism,4785,1,1
Lgilb18,Nationalism,Serbian nationalism,4786,1,1
Lgilb18,Serbian nationalism,State of Origin series,4788,3,1
Lgilb18,State of Origin series,Rugby league,4789,1,1
Eman2929,Ostrich,Ostrich,4819,1,1
Storm surge1,Masquerade ball,Masquerade ball,4858,1,1
Tnorbs,Meteor shower,Meteor shower,4903,1,1
Hotca123,IPod Classic,Netflix,4925,2,1
Tomsac18,Regions of Morocco,Morocco,4971,1,1
Krasnokrai,Indonesia,Indonesian Army,4976,1,1
Krasnokrai,Indonesian Army,Indonesian Air Force,4977,2,1
Filipjoe69,Sphalerite,William Adams (sailor),4983,3,1
Thuppaki,Sunidhi Chauhan,Kajal Aggarwal,5002,3,1
Bowwho,Jay Carney,Jay Carney,5007,1,1
Georgelopez1,Santa Monica High School,Santa Monica High School,5013,1,1
Closey98,Sheet metal,Ferrous metal recycling,5189,2,1
Qazwsxedcrfvtgbyhnujmikolp101,Urinary incontinence,Oreo,5217,4,0
Nicki12dick,The Big Bang Theory (season 2),Johnny Bright,5221,4,0
Nicki12dick,Asexual reproduction,Rubén Wolkowyski,5223,4,0
Lukeyck34,Jim Gaffigan,Oklahoma City Thunder,5234,3,1
Onecreation,Dark matter,Dark energy,5255,1,1
Thatdudecray,Carly Rose Sonenclar,Marina and the Diamonds,5275,2,1
Dr. macaroni,Johnny Bright,User:Dr. macaroni/sandbox,5331,-1,0
Dr. macaroni,Johnny Bright,Johnny Rockets,5344,4,0
Walrusbreath,Talk:Jason Collins,Talk:Jason Collins,5382,-1,0
Mmgtdwstlfssls,The Exorcist (film),Father Christmas,5394,3,1
ShrinkingHypothesis,Subway (restaurant),Subway (restaurant),5411,1,1
Ramanuj dg,Human evolution,Human evolution,5512,1,1
Jack Normanlock,Russell Howard,The Lord of the Rings (film series),5525,3,1
Benny1909,"Stamford, Lincolnshire",Cheeseburger,5540,2,1
Benny1909,Cheeseburger,Wikipedia:WikiProject Chemicals,5544,5,0
Hayden12346,Manchester Grammar School,Maidstone Grammar School,5563,3,1
Jomumma123,Strood,Temple School,5577,2,1
Kevin1234567890,Rock Bottom,Singh,5625,4,0
Benhoo12,Sher Shall,Ford GT,5653,4,0
Nbchitwood,"Monroeville, Alabama","Monroeville, Alabama",5716,1,1
JoeySmough,Nathaniel Hawthorne,"Dothan, Alabama",5774,3,1
JoeySmough,German language,Gandalf,5777,3,1
Foxyroxy42,Ted Leonsis,Ted Leonsis,5936,1,1
Lyon549,Daniel,Daniel,5971,1,1
Mayanklahoti,User:Mayanklahoti,User:Mayanklahoti,5985,-1,0
Mayanklahoti,User:Mayanklahoti,User:FreeRangeFrog,6008,-1,0
Andi2176,Bossley Park High School,Bossley Park High School,6011,1,1
Graham1001,Banca d'Italia,St Gregory the Great Catholic School,6020,5,0
Graham1001,Bangladesh Bank,Gash,6025,6,0
Graham1001,Ben King (cyclist),Didcot,6027,4,0
ChenteChaculdifornio,Cuando quiero llorar no lloro (TV series),George Harrison,6064,3,1
ChenteChaculdifornio,Cuando quiero llorar no lloro (TV series),Quicksilver (comics),6069,4,0
ChenteChaculdifornio,Quicksilver (comics),Toad (comics),6070,1,1
ChenteChaculdifornio,Joe Chill,Wikipedia talk:WikiProject Comics,6074,-1,0
ChenteChaculdifornio,Wikipedia talk:WikiProject Comics,Victorinos,6075,4,0
Funrox123,Minnesota,"Keokuk, Iowa",6093,2,1
TheScouseAssassin,Portal:Current events/2013 May 19,2013–14 United Counties Football League,6099,5,0
Natalia katie chloe pekalska,Paranormal Activity 3,Paranormal Activity 3,6108,1,1
Natalia katie chloe pekalska,Paranormal Activity 3,Nikki Hahn,6109,4,0
Natalia katie chloe pekalska,Paranormal Activity 3,Paranormal Activity 2,6111,1,1
ThomasBeGaming,Roy Lichtenstein,Spacecraft,6128,3,1
Abbot gordon,Hailes Abbey,"Croyland Abbey, Wellingborough",6147,4,0
Abbot gordon,"Croyland Abbey, Wellingborough",Fountains Abbey,6161,3,1
Abbot gordon,Fountains Abbey,Tilty Abbey,6163,2,1
Endeddolby4,1924,MarineLand,6259,3,1
Endeddolby4,MarineLand,Nova Scotia,6261,2,1
Endeddolby4,Nova Scotia,Debby Boone,6262,2,1
Endeddolby4,Debby Boone,Lifestyle Lift,6263,1,1
Endeddolby4,Lifestyle Lift,Disney's America,6264,3,1
Endeddolby4,Disney's America,Disney's Animal Kingdom,6265,2,1
Wadeb098,Jack Clark (baseball),Template:Db-person/doc,6269,-1,0
Wadeb098,1960 English cricket season,Bouncy ball,6271,5,0
Wadeb098,Bouncy ball,Bounty hunter,6272,4,0
BRAIN THE BIB,Monarchy,Monarchy,6275,1,1
Reisima1,Waipawa,Otane,6286,3,1
Reisima1,Otane,Waipawa,6289,3,1
John7Tree,Sega Saturn,Grey alien,6298,3,1
John7Tree,Sega Saturn,Pontifical Institute of Sacred Music,6304,4,0
Mat1987,Talk:Alan Tracy,Talk:List of science fiction films of the 1970s,6320,-1,0
Mat1987,List of science fiction films of the 1970s,2012 Summer Olympics,6348,3,1
Mat1987,List of science fiction films of the 1970s,PlayStation 4,6350,3,1
Gimmeyermaw,Gleniffer High School,"Glenburn, Paisley",6363,1,1
Gimmeyermaw,"Glenburn, Paisley",Gleniffer Braes,6366,1,1
Gimmeyermaw,Gleniffer Braes,Ferguslie Park,6369,2,1
Gimmeyermaw,Ferguslie Park,Gleniffer High School,6371,2,1
Gimmeyermaw,Gleniffer High School,Gallowhill,6372,3,1
Killer54654,2013–14 Premier League,Eton College,6382,3,1
AH-HEY!,Ezio Auditore da Firenze,Halo 4,6385,2,1
AH-HEY!,Halo 4,Injustice: Gods Among Us,6386,2,1
AH-HEY!,Injustice: Gods Among Us,Steam (software),6387,3,1
Wikitheif600,American Idol,American Idol,6389,1,1
Wikitheif600,American Idol (season 13),MasterChef (U.S. season 4),6398,3,1
Wikitheif600,MasterChef (U.S. season 4),Template:American Idol,6399,3,1
NotCPM,St Gregory the Great Catholic School,Richard Wagner,6442,3,1
NotCPM,Richard Wagner,Shenzhou 10,6443,4,0
Tybalt130135,Peter McDonald (poet),List of The Story of Tracy Beaker episodes,6468,4,0
Robbie360,Tyler Moon,Centipede,6475,4,0
XxProSniperzxX,Andy Gill,IOS,6504,3,1
JOSTON,Portal:Biography/Selected article/May,User:Josten Benedito D'souza,6508,-1,0
Tahmeed10,Stuart Broad,Types of volcanic eruptions,6515,3,1
AmirAfzal123,Football League Two play-offs,Portal:Current events/2013 May 18,6522,5,0
AmirAfzal123,Portal:Current events/2013 May 18,Emily Ratajkowski,6524,4,0
AmirAfzal123,Emily Ratajkowski,List of Canadians,6528,3,1
AmirAfzal123,List of Canadians,Hardcore pornography,6530,3,1
Blake boesl,Arizona State Route 202,Interstate 10 in Arizona,6539,1,1
Otterlover9453425,"Evansville, California",The Colbert Report,6546,3,1
Joshuawe94,Super Bowl XLVII,Super Bowl XLV,6554,2,1
Joshuawe94,Super Bowl III,Sonic,6559,4,0
Wowserver,Sliabh Luachra,George III of the United Kingdom,6563,3,1
Recardo10,Elasticity (physics),Joseph Jackson Lister,6573,4,0
XyoshiX3141,Joel Heyman,WWE Network,6588,2,1
Nickolaskehler,Rice,Down with Webster,6591,4,0
Nickolaskehler,Down with Webster,The Pentagon,6594,3,1
Professormomo5210,Raj Koothrappali,Magic: The Gathering,6641,3,1
Hshoemark,Database,Database,6645,1,1
Johnbronton,Angola,Kebab,6652,3,1
Visorinfluence1985,Armed Forces of the Argentine Republic,Armed Forces of Armenia,6662,3,1
Visorinfluence1985,Armed Forces of Armenia,Armed Forces of the Philippines,6673,1,1
Tyl0rles,Deborah Ann Woll,Deborah Ann Woll,6683,1,1
Bknonlnkkn Bakabvqnwnn,Maureen Starkey Tigrett,Residual property,6686,-1,0
Bobby2121212169,Asshole (disambiguation),Pimple,6708,4,0
Atombomb00,Shinhwa,2012 Summer Olympics medal table,6713,3,1
Atombomb00,Shinhwa,Richie McCaw,6716,3,1
Blinggu,Taiwan,Lin,6718,5,0
Blinggu,Lin,Finding Nemo,6719,4,0
Blinggu,Finding Nemo,Singing,6720,3,1
33tygb,Portal:Contents/Religion and belief systems,Sander Levin,6742,-1,0
Goldenboy12345678910,DayZ (mod),Temple in Jerusalem,6744,3,1
Goldenboy12345678910,Temple in Jerusalem,Our Lady of Sorrows,6746,2,1
Goldenboy12345678910,Mary Help of Christians,DayZ,6750,5,0
Dobadoom,Logging,Shell shock,6753,4,0
Dobadoom,Shell shock,Supermarine Spitfire,6757,3,1
Khalidmahmood390,Nawaz Sharif,List of Prime Ministers of Pakistan,6763,1,1
Khalidmahmood390,List of Prime Ministers of Pakistan,Khalid Mahmood,6764,4,0
Khalidmahmood390,Khalid Mahmood,Bollywood,6766,3,1
Dabuddy23,Rage comic,Pectus carinatum,6809,4,0
Dabuddy23,Template:Template sandbox,Lord,6811,-1,0
Dabuddy23,Lord,User talk:Dabuddy23,6812,-1,0
Dabuddy23,User talk:Dabuddy23,Rage comic,6813,5,0
Dabuddy23,Rage comic,Conversation,6816,3,1
Pamelaness,Toxic tort,Mercury poisoning,6831,2,1
Pamelaness,Mercury poisoning,Vermin,6842,3,1
Pamelaness,Rat-baiting,Politics of Belize,6844,3,1
Isofat,Nan Chiau High School,Mercury(II) thiocyanate,6851,4,0
Isofat,Nan Chiau High School,Aaron Yan,6854,4,0
EthanBraden,Wikipedia:Main Page/Errors,Russell Howard,6856,-1,0
Axellicari,Reaction rate,Jayme Langford,6862,-1,0
Axellicari,Townsville,Treaty of Versailles,6869,2,1
Axellicari,Treaty of Versailles,Bray,6871,3,1
Axellicari,Bray,Pre-ejaculate,6872,3,1
Toetaptown,Fanboy & Chum Chum,Master of Puppets (song),6875,4,0
Toetaptown,Master of Puppets (song),Fred Durst,6876,2,1
Toetaptown,Space Jam,Ram Jam,6880,3,1
Toetaptown,Ram Jam,Black Betty,6881,1,1
