username1,pagetitle1,pagetitle2,counter,hop,nhop
SeanMacRae,Alfreð Finnbogason,Steven Whittaker,1929,2,1
SeanMacRae,Steven Whittaker,Kenny Miller,1930,1,1
Fwilc2,Licking,Tariff,1945,3,1
Fwilc2,Tariff,Eucalyptus,1946,3,1
Bob2323bob,Paul Wesley,Tyler Posey,1959,2,1
Kaceforkevin,Ron Kim (politician),Swag (TV series),1984,5,0
Househomer,Eye to Eye (Taher Shah song),Eye to Eye (Taher Shah song),1993,3,1
Geoff69forever,Christian Jessen,Cat Deeley,1997,2,1
FredDSalient,We Are Never Ever Getting Back Together,Battlestar Galactica (1978 TV series),2025,3,1
Princepringle7,Demetrius,Chatty Cathy,2049,3,1
Followertotheoverlord,Prairie dog,Western rat snake,2069,3,1
Followertotheoverlord,Western rat snake,African elephant,2070,3,1
SupermassiveBH,Sujata and seven types of wives,Madeleine (name),2073,5,0
SupermassiveBH,Sujata and seven types of wives,Women in Islam,2075,4,0
SupermassiveBH,Women in Islam,Women in Buddhism,2076,2,1
SupermassiveBH,Women in Buddhism,User talk:SupermassiveBH,2082,-1,0
AndreasBauer1,Stępowo,Stępowo,2095,1,1
AndreasBauer1,Stępowo,Gymnastics at the 1990 Asian Games,2098,6,0
Mariowontlose,Lexi Belle,Lela Star,2108,2,1
Hebster1,Sabra and Shatila massacre,Big Pimpin',2113,4,0
Hebster1,Big Pimpin',Führer,2114,4,0
Hebster1,Connotation,Israel,2121,3,1
Dr. Doughdee,André 3000,Lit Up,2160,3,1
Dr. Doughdee,Xavier Pick,Doctor,2178,5,0
SCREAM4567,Forest,User:SCREAM4567/Joseph Hudson,2185,-1,0
SCREAM4567,User:SCREAM4567/Joseph Hudson,Mary (mother of Jesus),2186,-1,0
SCREAM4567,Mary (mother of Jesus),Daintree Rainforest,2187,3,1
SCREAM4567,Daintree Rainforest,Camberwell High School,2188,4,0
Trainspotter815,"Clarion, Pennsylvania",Cook Forest State Park,2219,2,1
Hollyfan103,History of Indigenous Australians,Leafy seadragon,2224,3,1
Hollyfan103,Leafy seadragon,Elizabethan era,2225,3,1
Big d rock,Nchelenge District,King Philip's War,2244,4,0
Big d rock,King Philip's War,Xenu,2246,4,0
Mondayits,Uncle Ruckus,Extinction event,2274,3,1
Chammoro2000,Johnny Cash,Robert Sacre,2291,3,1
SirPanda7,Wikipedia:Articles for creation/Redirects,Kickin' It,2312,3,1
Nick powel,Octal,David Brown (Australian musician),2327,5,0
Nicholascorredor,End of Time (song),Countdown (Beyoncé song),2384,2,1
Arcaxci,Alashkert FC,Alashkert FC,2392,1,1
ItsCaptainObvious,Tomb of Seuthes III,Spherical surface Acoustic Wave (SAW) sensor,2463,-1,0
Chris13467881,Baker,Chatfield Public Library,2498,5,0
Abidmadul,Kathryn Bernardo,Charice Pempengco,2551,2,1
Johnny the knowledger,Gay Byrne,Mary McAleese,2572,1,1
Johnny the knowledger,Mary McAleese,User:Johnny the knowledger/sandbox,2573,-1,0
IDropBabies,James Rolfe (filmmaker),DeMoulas Market Basket,2608,3,1
IDropBabies,The Fresh Prince of Bel-Air (season 1),Red Hot Chili Peppers,2610,3,1
Alihewitt87,Jordan Henderson,Stewart Downing,2617,2,1
Alihewitt87,Danny Graham (footballer),Ron Atkinson,2620,2,1
K.mcc11,Louis Tomlinson,Louis Tomlinson,2622,1,1
Nutash Maria,Classically Mild,Chanda Ki Doli,2627,1,1
Johntomney,Steve Georganas,Australian Family Association,2643,4,0
Johntomney,Steve Georganas,Don Farrell,2648,3,1
Johntomney,Stephen Conroy,Tanya Plibersek,2651,2,1
Agreco16,Spanking,Hebrew language,2654,3,1
Bluepotato99,Aziz Ansari,Bree Olson,2680,3,1
TheAznGod,Falling from Grace (novel),DuckDuckGo,2696,4,0
DMMacdonald96,Rangers F.C.,Rangers F.C.,2699,1,1
Drs1892,Newcastle United F.C.,The Goonies,2708,3,1
Drs1892,The Goonies,Mick Foley,2709,2,1
Kareem M.,Suzanne Middle School,Diamond Bar High School,2729,2,1
Gavinswildlife,Grumpy Cat,Menstruation,2747,3,1
Alecbowman666,Help talk:Searching,Amish,2753,4,0
Duffywba,Josh Peck,Kenan Thompson,2775,2,1
Hsimon8,Tyson Fury,Andy Carroll,2823,3,1
Joannamurawska,WikiLeaks,Liberal Party of Australia,2826,2,1
Muslimdunia,Buckman (company),Buckman (company),2840,3,1
Manunitedprem,Leon Osman,Saint Eunan's College,2843,4,0
Babyscumbag,Stevie Williams,Betty White,2858,3,1
Asdfqwerty1967,Michael Rooker,Emma Stone,2894,3,1
Osa1397,Boat,List of premodern combat weapons,2901,3,1
Submarinefy,Cousin Skeeter,Ezra Koenig,2908,4,0
Submarinefy,Ezra Koenig,Cousin Skeeter,2909,3,1
Zahir379,Portal:Biography/Selected article/August,Portal:Contents/Overview/People and self,3083,-1,0
Zahir379,Portal:Contents/Overview/People and self,Portal:Contents,3084,3,1
Zahir379,Portal:Contents,Dawood Ibrahim,3086,4,0
Zahir379,Dawood Ibrahim,Karoonjhar Mountains,3088,3,1
Huasostehd,Human body,Trial (ship),3092,4,0
Henry Dykes,Despicable Me,Despicable Me,3152,1,1
GIANTSFAN1324,Bruce Smith (defensive end),Deacon Jones,3171,2,1
Hannahnannashearer,Keeping Up with the Kardashians,Justin Bieber discography,3205,3,1
Yllihp,Chris Anderson (entrepreneur),Shake Weight,3230,4,0
Yllihp,Shake Weight,Quantum computer,3231,3,1
Yllihp,Quantum computer,Asiana Airlines Flight 214,3233,4,0
Yllihp,Andrei Kirilenko (politician),Russell Westbrook,3236,4,0
Yllihp,Manu Ginóbili,Javanese people,3239,3,1
Yllihp,Javanese people,Allen Iverson,3241,3,1
Yllihp,Quantum computer,Samuel Dalembert,3246,4,0
Yllihp,Allen Iverson,Eddy Curry,3250,2,1
Yllihp,Eddy Curry,Resonator,3251,3,1
Yllihp,Russell Westbrook,Squat (exercise),3253,3,1
Dahal aavas,Accounting,Accounting,3285,0,1
Storm8181,No Name in the Street,List of tropical cyclone records,3302,4,0
Storm8181,List of tropical cyclone records,South Atlantic tropical cyclone,3303,2,1
Storm8181,User talk:Storm8181,Hurricane Humberto (1995),3310,4,0
Swagmoney22,2013 MTV Video Music Awards,2013 MTV Video Music Awards,3335,1,1
Dodanegrar,Court McGee,Dana White,3361,1,1
Evil Barney,Mongols,The Jeremy Kyle Show,3373,3,1
Evil Barney,The Jeremy Kyle Show,Tesco,3374,3,1
Subject Omega,Blackfriars Priory School,2537 Battlefords Army Cadets,3388,-1,0
Akselherrera,Austin Mahone,Austin Mahone,3471,1,1
Nemoismyhomie,Doctor Who,Sherlock (TV series),3543,2,1
SlowBrozz,Schurr High School,Mark Keppel High School,3556,1,1
Bluecew,Multiplication,Order of operations,3587,1,1
Bluecew,Penis,User talk:Bluecew,3594,-1,0
Saucygoat123,Gareth Southgate,VfB Stuttgart,3600,2,1
Saucygoat123,VfB Stuttgart,Marco Kurz,3601,2,1
Saucygoat123,Marco Kurz,Daniel Pacheco,3602,3,1
Saucygoat123,Daniel Pacheco,First-past-the-post voting,3603,3,1
Saucygoat123,Social Democratic Party of Germany,Kapp Putsch,3607,2,1
Shsi1123,Salt in the Bible,Miami,3617,3,1
Shsi1123,Miami,Diode,3618,3,1
Mfroggatt,Peter MacNicol,Copperhead (DC Comics),3636,2,1
Mfroggatt,Copperhead (DC Comics),Batman: Arkham Origins,3637,2,1
SaidMuqaffa,Langsa,Arab League,3643,3,1
SaidMuqaffa,Arab League,Television in the United Arab Emirates,3644,3,1
SaidMuqaffa,Emtek,Who Wants to Be a Millionaire?,3648,4,0
SaidMuqaffa,The Voice (TV series),That's Solent,3652,2,1
SaidMuqaffa,ITV Meridian,Central European Media Enterprises,3659,4,0
SaidMuqaffa,Central European Media Enterprises,MBC Action,3662,3,1
SaidMuqaffa,Nilesat,Visi Media Asia,3669,4,0
SaidMuqaffa,MBC Action,Doha,3677,3,1
Qazmlpfatcol,Blurred Lines,Blurred Lines,3714,1,1
Qazmlpfatcol,Blurred Lines,Philosophy (disambiguation),3716,4,0
George 176,Night of Champions (2013),Minecraft,3749,3,1
Alexjpyatt,Sierra Kay,Sierra Kay,3774,1,1
Diego123141,2013 FIVB Girls Youth World Championship,European Volleyball Confederation,3777,1,1
Diego123141,European Volleyball Confederation,Gruppo Sportivo Oratorio Villa Cortese,3778,2,1
Turninganoopppaiggeeiii,List of people who disappeared mysteriously,The Ren & Stimpy Show,3787,3,1
Jimmycardiffwales,Severn Bridge,Halloween Havoc,3789,4,0
Shawnmichaelsisjewish11,The Bugs Bunny Birthday Blowout,Authorship of the Bible,3792,4,0
Tikyswquareoreioo,Kingdom Hearts (video game),U.S. Route 192,3800,3,1
Tikyswquareoreioo,U.S. Route 192,SummerSlam (1990),3801,4,0
Gabucho43,Windows XP,Futurama,3807,3,1
Gabucho43,Futurama,Template:Comedy Central programming,3808,2,1
Gabucho43,Template:Comedy Central programming,List of programs broadcast by Fox,3809,-1,0
Gabucho43,List of programs broadcast by Comedy Central,The Cleveland Show,3812,2,1
Gabucho43,The Cleveland Show,The X's,3815,3,1
Gabucho43,The X's,User talk:Gabucho43,3821,-1,0
Gabucho43,User talk:Gabucho43,User:Davejohnsan,3822,-1,0
153 belfast,John Wayne,Ben Rothwell,3829,4,0
153 belfast,Ben Rothwell,User:Chris troutman,3833,-1,0
Sun rocking,Volcanic explosivity index,NSYNC,3836,4,0
TukTukTalk,2013 Formula One season,User talk:TukTukTalk,3839,-1,0
Alexphillies2468,Adam Scott (golfer),Budweiser Made in America Festival,3863,3,1
Alexphillies2468,Keri Smith,Wikipedia:Sandbox,3870,3,1
Alexphillies2468,Wikipedia:Sandbox,Ray William Johnson,3872,-1,0
Loganmills45,Aaron Hernandez,Aaron Hernandez,3886,1,1
Kloppy52,So Much to Tell You,Ainu people,3888,4,0
Kloppy52,Ainu people,Camel,3889,2,1
Kloppy52,Camel,Religion in Japan,3890,3,1
Kloppy52,Religion in Japan,Ice pack,3896,3,1
Kloppy52,Ice pack,Tissue engineering,3906,2,1
Hellozejaykay,Event-driven programming,Wikipedia:Sandbox,3916,4,0
ZEJAYKAY,Event-driven programming,Vladimir Putin,3927,3,1
Professor Giggert,Greek mythology,User:Danno uk,3933,-1,0
Wyatt117halo,John Wesley,Black Death,3947,2,1
Leoroo21,Hulk Hogan,Egon Spengler,3958,3,1
Leoroo21,Macklemore,James Crossley,3960,-1,0
Leoroo21,James Crossley,Iain Dowie,3962,4,0
Leoroo21,Chris Pine,Gareth Keenan,3965,3,1
Leoroo21,Gareth Keenan,Wayne Knight,3966,3,1
Dannyriv82,Joseph Corozzo,James Dean,3969,3,1
Smart guy 1111111111,Lil B,Macklemore,3973,2,1
Abcdefghijklmnopqrstuvwxyz112,"Cathedral High School (Springfield, Massachusetts)","Cathedral High School (Springfield, Massachusetts)",3975,1,1
Slugingss,City of Lost Souls (Mortal Instruments),City of Bones (Mortal Instruments),3986,2,1
Slugingss,City of Bones (Mortal Instruments),Agents of S.H.I.E.L.D.,4001,3,1
1800sManuel,Fulmore Middle School,Fulmore Middle School,4004,1,1
1800sManuel,Fulmore Middle School,Jeff Gerstmann,4005,3,1
Candy Ninja,Zozoc,Hay Green,4009,-1,0
Candy Ninja,Hay Green,"Hotel Francis, Hikkaduwa",4010,-1,0
Candy Ninja,"Hotel Francis, Hikkaduwa",Reginald Punnett,4011,-1,0
Candy Ninja,Aleksander Szczygło,Orsodacne,4017,5,0
Candy Ninja,Orsodacne,The Reverse Peephole,4018,5,0
Candy Ninja,The Reverse Peephole,Ballacobb,4019,5,0
Candy Ninja,Ballacobb,Toby Jenkins,4020,5,0
Candy Ninja,Colleen Peterson Songwriting Award,List of television series considered the worst,4022,5,0
Dee59,Software developer,Swift (disambiguation),4024,4,0
Dee59,Swift (disambiguation),Wikipedia:Wikipedia essays,4025,-1,0
Dee59,Wikipedia:Wikipedia essays,Template:GPL/doc,4026,-1,0
Dee59,Template:GPL/doc,Multiplayer video game,4027,-1,0
Dee59,Multiplayer video game,Software,4028,2,1
Dee59,Software,Deposit account,4029,3,1
Dee59,Deposit account,John Jay,4030,3,1
Dee59,John Jay,User:Dee59/sandbox,4032,-1,0
Dee59,JavaScript,Stock,4035,3,1
Dee59,Stock,Cisco (disambiguation),4036,4,0
Ecspertoneverything1,No,Yes,4039,5,0
Assasinator24,Dialysis,History of the Earth,4042,3,1
Assasinator24,History of the Earth,Rotation period,4044,2,1
Assasinator24,Rotation period,Something (Beatles song),4045,3,1
Avocajoe,Muhammad (name),"Fulda, Minnesota",4053,4,0
Avocajoe,"Fulda, Minnesota","Avoca, Minnesota",4054,1,1
Avocajoe,"Fulda, Minnesota","Wolf (Tyler, The Creator album)",4056,4,0
Avocajoe,"Wolf (Tyler, The Creator album)",Hassan Nasrallah,4057,4,0
AnthonyKlimczak,Epoxy,Chips,4062,4,0
Wazminator,Dream,Holography,4067,2,1
BahutMarunga,List of educational institutions in Guwahati,List of educational institutions in Guwahati,4080,1,1
DJfish1995,American Nazi Party,User talk:DJfish1995,4086,-1,0
Big long stick,Group-serving bias,Cedar Point,4091,3,1
Test777,History of Australia (1901–45),42,4098,4,0
Test777,42,Parramatta River,4102,4,0
Bobyjoyride,Bob,MediaWiki,4120,4,0
Pornkingwithasmallwilly,Simraceway,Simraceway,4123,1,1
Boomdoodle1000,Half Dome,Lobster,4127,3,1
Loo Junyuan10,Lee Chong Wei,Johnny Depp,4129,3,1
Loo Junyuan10,Johnny Depp,Rafael Nadal,4130,3,1
Loo Junyuan10,Rafael Nadal,Xavi,4131,2,1
Loo Junyuan10,Neymar,Paolo Maldini,4138,2,1
Loo Junyuan10,Petr Čech,Lee Chong Wei,4146,4,0
Loo Junyuan10,Lee Chong Wei,Marlon Brando,4147,3,1
Loo Junyuan10,Alex Ferguson,LeBron James,4151,3,1
Loo Junyuan10,LeBron James,Michael Phelps,4152,2,1
WirelessBook,Talk:Toronto,User talk:WirelessBook,4189,-1,0
WirelessBook,"LaSalle, Quebec",Municipal political parties in Montreal,4193,2,1
WirelessBook,Municipal political parties in Montreal,Progressive Conservative Party of Canada,4194,3,1
WirelessBook,Progressive Conservative Party of Canada,Capitalism,4195,2,1
WirelessBook,Adam Smith,Montreal City Council,4197,3,1
WirelessBook,Côte-des-Neiges–Notre-Dame-de-Grâce,People's Voice,4199,3,1
WirelessBook,People's Voice,Politics of Montreal,4200,2,1
WirelessBook,Politics of Montreal,Carlos Latuff,4201,4,0
WirelessBook,Israel,Charles de Gaulle,4203,2,1
WirelessBook,Charles de Gaulle,Le Vésinet,4204,3,1
WirelessBook,"Oakwood, Montgomery County, Ohio",Quebec,4208,3,1
WirelessBook,Quebec,Conservatism,4209,2,1
WirelessBook,Conservative Party (UK),Andy Kaufman,4211,3,1
WirelessBook,Andy Kaufman,Progressive Conservative Party of Ontario,4213,3,1
WirelessBook,Progressive Conservative Party of Ontario,Rob Ford,4214,2,1
Sararocks1,Pizza Hut,Fifth Harmony,4222,3,1
Sararocks1,Emblem3,Midnight Memories,4226,2,1
FinallyAUsernameICanUse,Compost,Cantor's theorem,4242,3,1
FinallyAUsernameICanUse,Cantor's theorem,User talk:FinallyAUsernameICanUse,4245,-1,0
Masterdon5,Death of Ian Tomlinson,Michael Gove,4258,2,1
Masterdon5,Michael Gove,State of Florida v. George Zimmerman,4259,3,1
Bosteeboy,Zhou dynasty,Tread,4262,4,0
Bosteeboy,Tread,Terrestrial planet,4264,3,1
Thisisyourbackstory,User talk:Thisisyourbackstory,Ace Ventura: When Nature Calls,4267,-1,0
Dying monkeys,Femi Fani-Kayode,Femi Fani-Kayode,4288,1,1
TheWizardOfEditing,The O'Reilly Factor for Kids,Franking,4310,3,1
TheWizardOfEditing,User talk:TheWizardOfEditing,User:RenegadeCenobite,4322,-1,0
TheWizardOfEditing,User talk:TheWizardOfEditing,Talk:Rupert Brooke,4332,-1,0
TheWizardOfEditing,Snow Job (G.I. Joe),Boglin,4338,3,1
TheWizardOfEditing,Boglin,The Independent,4339,3,1
TheWizardOfEditing,The Independent,Magdalena Solís,4340,4,0
TheWizardOfEditing,Magdalena Solís,Princes in the Tower,4343,3,1
Nismo 5zigen,Aline,Oliver!,4359,4,0
Nismo 5zigen,Aline,Clan Pringle,4362,4,0
Nismo 5zigen,Tran,Hardwell,4368,4,0
Nismo 5zigen,Aline,Air Jordan,4374,4,0
Nismo 5zigen,Pringle,Strickland (surname),4377,4,0
Kilza986,Isco,Talk:Mesut Özil,4380,-1,0
Kilza986,Talk:Mesut Özil,Per Mertesacker,4386,3,1
KillersAreQuiet133,Diego López,Guns N' Roses,4392,4,0
KillersAreQuiet133,Guns N' Roses,San Ysidro High School,4395,4,0
Lewi77,Ashley Harris,Izale McLeod,4397,3,1
Lewi77,Portsmouth F.C.,Aruna Dindane,4400,1,1
Lewi77,Aruna Dindane,Paul Benson,4401,3,1
Lewi77,Patrick Agyemang,"Ryan Taylor (footballer, born 1988)",4403,3,1
RahulRamdhany,Extreme Rules (2013),Bound for Glory (2013),4407,3,1
RahulRamdhany,Bound for Glory (2013),Night of Champions (2013),4408,2,1
RahulRamdhany,Night of Champions (2013),Ratchet & Clank: Into the Nexus,4409,4,0
RahulRamdhany,Ratchet & Clank: Into the Nexus,"TLC: Tables, Ladders & Chairs (2012)",4410,4,0
RahulRamdhany,"TLC: Tables, Ladders & Chairs (2012)",WrestleMania 29,4411,2,1
RahulRamdhany,WrestleMania 29,TNA No Surrender,4412,3,1
RahulRamdhany,TNA No Surrender,Jennette McCurdy,4413,3,1
RahulRamdhany,Jennette McCurdy,User talk:Gogo Dodo,4414,-1,0
RahulRamdhany,User talk:Gogo Dodo,Tara Sharma,4415,-1,0
RahulRamdhany,Ratchet & Clank: Going Mobile,Randy Spears,4418,5,0
RahulRamdhany,Money in the Bank (2013),Nostradamus,4425,3,1
RahulRamdhany,Night of Champions (2013),WrestleMania XXX,4427,2,1
RahulRamdhany,Night of Champions (2013),2013 in video gaming,4430,3,1
RahulRamdhany,2013 in video gaming,Battleground (2013),4431,4,0
RahulRamdhany,Battleground (2013),Ratchet & Clank: Full Frontal Assault,4432,4,0
RahulRamdhany,Ratchet & Clank: Full Frontal Assault,Waqt Batayega Kaun Apna Kaun Paraya,4434,5,0
RahulRamdhany,Waqt Batayega Kaun Apna Kaun Paraya,12 Rounds 2: Reloaded,4435,4,0
RahulRamdhany,Battleground (2013),Besharam (2013 film),4440,4,0
RahulRamdhany,Battleground (2013),Apollo Robbins,4447,3,1
RahulRamdhany,Battleground (2013),Ramaiya Vastavaiya,4465,4,0
RahulRamdhany,Ramaiya Vastavaiya,Hell in a Cell (2013),4466,4,0
RahulRamdhany,Hell in a Cell (2013),Survivor Series (2013),4468,2,1
RahulRamdhany,Bound for Glory (2013),A New Love Ishtory,4477,5,0
RahulRamdhany,A New Love Ishtory,Life Mein Kabhie Kabhiee,4478,3,1
