username1,pagetitle1,pagetitle2,counter,hop,nhop
AchisDeGeth,2014 unrest in Bosnia and Herzegovina,Narayan Waman Tilak,726,4,0
AchisDeGeth,Vinayak Damodar Savarkar,Abhinav Bharat Society,734,1,1
AchisDeGeth,Abhinav Bharat,Parmanand Jha,740,3,1
AchisDeGeth,Parmanand Jha,Torch Commando,747,4,0
AchisDeGeth,Torch Commando,"Uttar Maithilanchal, Nepal",748,4,0
AchisDeGeth,"Uttar Maithilanchal, Nepal",Highway (2014 Hindi film),753,3,1
AchisDeGeth,Narayan Waman Tilak,Central Provinces and Berar,758,1,1
AchisDeGeth,Central Provinces and Berar,Saugor and Nerbudda Territories,759,1,1
Not so slim shady951,"Lithgow, New South Wales",User talk:Not so slim shady951,771,-1,0
Not so slim shady951,Kalgoorlie,User:Not so slim shady951/sandbox,773,-1,0
Not so slim shady951,"Lithgow, New South Wales",Wyangala Dam,781,2,1
Gummif,Talk:Prediction interval,Compressed sensing,788,5,0
Gummif,Compressed sensing,User:Gummif/sandbox,789,-1,0
Jascalara04,Sunday All Stars,Kylie Padilla,802,1,1
Jacobarmstrong472,Maurice De Muer,Thespiae,822,4,0
OfficialRikudouSennin,List of video game consoles,List of video game consoles,874,1,1
ScreamingDuck,1965 Cape South Easter Trophy,1986 Grand Prix motorcycle racing season,880,3,1
ScreamingDuck,1986 Grand Prix motorcycle racing season,1981 Grand Prix motorcycle racing season,881,2,1
ScreamingDuck,1981 Grand Prix motorcycle racing season,List of Grand Prix motorcycle racers: D,882,4,0
ScreamingDuck,1981 Grand Prix motorcycle racing season,User:ScreamingDuck/sandbox,884,-1,0
ScreamingDuck,User:ScreamingDuck/sandbox/2006 WRC Privateers' season,User:ScreamingDuck/sandbox/2012 WRC Privateers' season,947,-1,0
ScreamingDuck,2013 European Junior Cup season,European Junior Cup,980,1,1
ScreamingDuck,1984 European Rallycross Championship season,1985 European Rallycross Championship season,987,2,1
ScreamingDuck,User:ScreamingDuck/sandbox/2006 WRC Privateers' season,1987 Grand Prix motorcycle racing season,1023,2,1
ScreamingDuck,1987 Grand Prix motorcycle racing season,1987 Japanese motorcycle Grand Prix,1025,-1,0
ScreamingDuck,1985 European Rallycross Championship season,1985 World Rally Championship season,1030,2,1
ScreamingDuck,List of World Rally Championship co-drivers,Connie M'Gadzah,1036,5,0
ScreamingDuck,List of World Rally Championship co-drivers,Daniel Cammish,1044,3,1
ScreamingDuck,Daniel Cammish,File:The logo of Jim'll Paint It.jpg,1050,-1,0
ScreamingDuck,File:The logo of Jim'll Paint It.jpg,Jim'll Paint It,1051,-1,0
ScreamingDuck,List of World Rally Championship co-drivers,Brickleberry,1053,4,0
ScreamingDuck,List of World Rally Championship drivers,2014 World Rally Championship-2 season,1058,2,1
ScreamingDuck,2014 World Rally Championship-2 season,2012 World Rally Championship season,1071,2,1
ScreamingDuck,List of World Rally Championship co-drivers,2004 World Rally Championship season,1081,2,1
ScreamingDuck,2004 World Rally Championship season,1999 World Rally Championship season,1082,2,1
ScreamingDuck,1999 World Rally Championship season,Jutta Gebert,1083,3,1
ScreamingDuck,2012 World Rally Championship season,2011 World Rally Championship season,1089,2,1
ScreamingDuck,List of World Rally Championship co-drivers,Robbin Harms,1092,4,0
ScreamingDuck,Robbin Harms,1999 Supersport World Championship season,1097,2,1
ScreamingDuck,1999 Supersport World Championship season,European Superstock 600 Championship,1100,3,1
ScreamingDuck,European Superstock 600 Championship,2014 European Superstock 600 Championship season,1101,1,1
ScreamingDuck,2014 European Superstock 600 Championship season,1988 Donington Superbike World Championship round,1103,4,0
ScreamingDuck,1988 Donington Superbike World Championship round,2006 FIM Superstock 1000 Championship season,1104,-1,0
ScreamingDuck,2006 FIM Superstock 1000 Championship season,1987 German motorcycle Grand Prix,1105,3,1
ScreamingDuck,1987 German motorcycle Grand Prix,User:Anti-lag/2014 WRC,1106,-1,0
ScreamingDuck,2014 GP3 Series season,List of winners of the London Marathon,1109,4,0
ScreamingDuck,List of winners of the London Marathon,User:ScreamingDuck/1997 2-Litre World Rally Cup for Drivers,1110,-1,0
ScreamingDuck,User:ScreamingDuck/1997 2-Litre World Rally Cup for Drivers,2013 European Rally Championship season,1111,2,1
ScreamingDuck,2014 Internationale Jänner Rallye,2014 Drive DMACK Cup season,1113,4,0
ScreamingDuck,2014 Drive DMACK Cup season,Hank Zipzer,1114,4,0
ScreamingDuck,Hank Zipzer,2014 Circuit of Ireland,1115,4,0
ScreamingDuck,2014 Circuit of Ireland,Template:FIA Alternative Energies Cup,1120,4,0
ScreamingDuck,2014 FIA Alternative Energies Cup season,Mike Kirkland (rally driver),1122,4,0
ScreamingDuck,2014 Circuit of Ireland,2013 Rallye International du Valais,1128,2,1
ScreamingDuck,2012 World Rally Championship season,Nerds and Monsters,1131,4,0
ScreamingDuck,Nerds and Monsters,Marco Simoncelli,1138,3,1
ScreamingDuck,Marco Simoncelli,List of teams and cyclists in the 2014 Giro d'Italia,1139,4,0
ScreamingDuck,2014 World Rally Championship-2 season,2014 World Rally Championship season,1144,2,1
ScreamingDuck,List of World Rally Championship drivers,Erwin Weber,1153,1,1
ScreamingDuck,List of World Rally Championship drivers,2014 European Rally Championship season,1156,2,1
ScreamingDuck,List of World Rally Championship co-drivers,Jim Clark Rally,1165,3,1
ScreamingDuck,List of World Rally Championship co-drivers,Emporis Skyscraper Award,1169,4,0
ScreamingDuck,Emporis Skyscraper Award,Robert Berry (runner),1173,3,1
ScreamingDuck,Nerds and Monsters,Robin Femy,1178,5,0
ScreamingDuck,List of World Rally Championship drivers,2014 European Junior Cup season,1185,4,0
ScreamingDuck,2014 World Rally Championship-2 season,Teletubbies,1201,4,0
ScreamingDuck,Teletubbies,2014 Ypres Rally,1204,4,0
ScreamingDuck,2014 European Rally Championship season,2014 Rally Azores,1207,2,1
ScreamingDuck,2014 European Rally Championship season,1998 Safari Rally,1209,2,1
ScreamingDuck,2014 Drive DMACK Cup season,List of European Rally Championship drivers,1219,3,1
ScreamingDuck,UAE Sportbike Championship,2012 Eurocup Formula Renault 2.0 season,1233,4,0
ScreamingDuck,UAE Sportbike Championship,2014 Volkswagen Scirocco R-Cup season,1239,5,0
ScreamingDuck,Derek Tohill,Hans Stadelmann,1242,5,0
ScreamingDuck,2014 Volkswagen Scirocco R-Cup season,Davy Jeanney,1244,3,1
ScreamingDuck,2014 FIA World Rallycross Championship season,2014 British Rallycross Championship season,1247,-1,0
ScreamingDuck,2014 British Rallycross Championship season,List of rallycross drivers,1250,-1,0
ScreamingDuck,Daniel Cammish,Emma Tate (actress),1268,5,0
ScreamingDuck,Emma Tate (actress),Charlie Moody,1276,-1,0
ScreamingDuck,List of World Rally Championship drivers,2014 Rally Estonia,1280,2,1
ScreamingDuck,List of European Rally Championship drivers,1998 Rally GB,1286,2,1
ScreamingDuck,2014 Rally Estonia,Swimming at the 2014 Commonwealth Games,1291,4,0
ScreamingDuck,List of World Rally Championship drivers,2013 CEV Moto3 series season,1296,5,0
ScreamingDuck,2013 CEV Moto3 series season,Aidan Cook,1297,-1,0
ScreamingDuck,Horrid Henry (TV series),The Beano timeline,1304,3,1
ScreamingDuck,List of European Rally Championship drivers,2014 British Rally Championship season,1316,2,1
ScreamingDuck,Jutta Gebert,Timothy Cathcart,1323,5,0
ScreamingDuck,Timothy Cathcart,List of Grand Prix motorcycle racers: R,1332,4,0
ScreamingDuck,List of 2014 motorsport champions,List of 2013 motorsport champions,1344,-1,0
ScreamingDuck,2014 Great North Run,2014 Barum Czech Rally Zlín,1366,5,0
Dabomb44,List of volcanoes in New Zealand,America's Cup,1385,3,1
Gingeroscar,Edmonton Light Rail Transit,Capital Line,1449,1,1
Gingeroscar,Template:Valley Line (ETS),Edmonton Transit System,1453,-1,0
Gingeroscar,Edmonton Transit System,User talk:Gingeroscar,1460,-1,0
Gingeroscar,Edmonton Transit System,Transportation in Edmonton,1502,2,1
Gingeroscar,Metro Line,Template:ETS LRT navbox,1505,2,1
Gingeroscar,Template talk:ETS LRT navbox,Churchill LRT Station,1508,-1,0
Gingeroscar,Metro Line,"St. Albert, Alberta",1546,1,1
Gingeroscar,Edmonton Light Rail Transit,Wikipedia:Sandbox,1558,4,0
Gingeroscar,Wikipedia:Sandbox,Talk:Megalopolis (city type),1559,-1,0
Gingeroscar,Talk:Megalopolis (city type),NAIT LRT Station,1560,4,0
Gingeroscar,Template talk:Metro Line,Expert witness,1569,4,0
Gingeroscar,Expert witness,User:Gingeroscar/sandbox,1570,-1,0
Gingeroscar,Edmonton Light Rail Transit,Stephen Mandel,1572,2,1
Gingeroscar,Stephen Mandel,List of mayors of Edmonton,1573,2,1
Gingeroscar,User talk:Gingeroscar,User talk:Ronhjones,1641,-1,0
Gingeroscar,User:Gingeroscar/sandbox,Manitoba Schools Question,1652,3,1
Gingeroscar,Template:Valley Line (ETS),Leduc County,1667,-1,0
Gingeroscar,Leduc County,Sherwood Park,1671,2,1
Gingeroscar,User:Gingeroscar/sandbox,Edmonton City Centre (Blatchford Field) Airport,1677,2,1
Gingeroscar,User:Gingeroscar/sandbox,Talk:Edmonton Transit System,1691,-1,0
Gingeroscar,User:Gingeroscar/sandbox,Traces series,1709,5,0
Gingeroscar,User:Gingeroscar/sandbox,Rogers Place,1714,2,1
Gingeroscar,User:Gingeroscar/sandbox,Municipal government in Canada,1717,3,1
Gingeroscar,NAIT LRT Station,"Section 91(27) of the Constitution Act, 1867",1720,3,1
Gingeroscar,"Section 91(27) of the Constitution Act, 1867",A Charlie Brown Christmas,1721,4,0
Gingeroscar,Transportation in Edmonton,Alberta Highway 2,1724,1,1
Gingeroscar,Alberta Highway 2,McKnight–Westwinds (C-Train),1726,2,1
Gingeroscar,McKnight–Westwinds (C-Train),Canadian Light Rail Vehicle,1727,3,1
Gingeroscar,Canadian Light Rail Vehicle,METRO Green Line,1728,3,1
Gingeroscar,User:Gingeroscar/sandbox,List of rail yards,1732,3,1
Gingeroscar,List of rail yards,G:link,1733,2,1
Gingeroscar,G:link,Act of Congress,1735,3,1
Gingeroscar,Act of Congress,Cable theft,1736,-1,0
Gingeroscar,Cable theft,Template:S-line/METRORail right/Red,1737,-1,0
Gingeroscar,UH–Downtown (METRORail station),Burnett Transit Center,1739,2,1
Gingeroscar,Burnett Transit Center,Talk:Unlawful assembly,1740,-1,0
Gingeroscar,User:Gingeroscar/sandbox,Edmonton Pedway,1743,2,1
Gingeroscar,User talk:Gingeroscar,Talk:Metro Line,1747,-1,0
Gingeroscar,Talk:Metro Line,Federation,1748,-1,0
Gingeroscar,Federation,"Talk:50 Street, Edmonton",1749,-1,0
Gingeroscar,Talk:Battle of Okinawa,Learning disability,1761,4,0
Gingeroscar,Edmonton Light Rail Transit,Battle of Bladensburg,1772,4,0
Gingeroscar,Battle of Bladensburg,Progressive Conservative Association of Alberta,1773,3,1
Gingeroscar,User:Gingeroscar/sandbox,Talk:Methamphetamine,1777,-1,0
Gingeroscar,Talk:Methamphetamine,Contiguous United States,1778,3,1
Gingeroscar,User talk:Gingeroscar,Communications-based train control,1783,2,1
Gingeroscar,Communications-based train control,Talk:Children's rights,1785,-1,0
Gingeroscar,Talk:Edmonton Light Rail Transit,Toronto,1795,3,1
Gingeroscar,Edmonton Light Rail Transit,C-Train,1799,2,1
Gingeroscar,C-Train,Talk:Fort Zachary Taylor Historic State Park,1801,-1,0
Gingeroscar,Ukraine,Foreign relations of North Korea,1814,2,1
Gingeroscar,METRO Green Line,Enbridge Northern Gateway Pipelines,1816,3,1
Gingeroscar,Kingsway/Royal Alex LRT Station,Ethics of eating meat,1821,3,1
Gingeroscar,Ethics of eating meat,Talk:Supreme Court of Canada,1822,-1,0
Gingeroscar,Talk:Supreme Court of Canada,Kingsway (Edmonton),1823,3,1
Gingeroscar,"111/112 Avenue, Edmonton",Transportation in Calgary,1825,3,1
Gingeroscar,Transportation in Calgary,Rail transport in Israel,1826,3,1
Gingeroscar,Clareview LRT Station,"Gorman, Edmonton",1839,2,1
Gingeroscar,"Gorman, Edmonton",Anthony Henday Drive,1840,1,1
Gingeroscar,C-Train,Health food,1844,3,1
Gingeroscar,Traces series,Talk:G:link,1848,-1,0
Gingeroscar,Edmonton Light Rail Transit,Congenital insensitivity to pain,1852,4,0
Gingeroscar,Congenital insensitivity to pain,SkyTrain (Vancouver),1853,4,0
Gingeroscar,SkyTrain (Vancouver),Talk:Millennium Line,1854,-1,0
Gingeroscar,Grandin LRT Station,Millwood,1881,-1,0
Gingeroscar,Millwood,List of Alberta provincial highways,1882,3,1
Gingeroscar,List of Alberta provincial highways,Leduc Transit,1883,3,1
Gingeroscar,Template:Public transit systems in Canada,Talk:Edmonton,1885,-1,0
Gingeroscar,Edmonton Light Rail Transit,Tuscany (C-Train),1895,3,1
Gingeroscar,Clareview LRT Station,Illinois Central Railroad,1898,3,1
Gingeroscar,Edmonton Light Rail Transit,Edmonton,1900,1,1
Gingeroscar,Edmonton,"Heritage Valley Town Centre, Edmonton",1902,1,1
Gingeroscar,Coriolis effect,Level crossing,1906,4,0
Gingeroscar,Level crossing,Transport in the Netherlands,1907,3,1
Gingeroscar,Leduc Transit,Talk:Human,1910,4,0
Gingeroscar,Bacon,Fail-safe,1912,3,1
Gingeroscar,Fail-safe,Duress,1913,4,0
Gingeroscar,User:Gingeroscar/sandbox,One-line joke,1919,4,0
Gingeroscar,One-line joke,MAX Light Rail,1920,4,0
Gingeroscar,MAX Light Rail,Rob Ford,1921,3,1
Gingeroscar,Rob Ford,Talk:Bambi,1922,-1,0
Gingeroscar,Talk:Bambi,United States,1923,3,1
Gingeroscar,United States,Nunavut,1924,2,1
Gingeroscar,Nunavut,Alberta,1925,2,1
Gingeroscar,Alberta,Cycling infrastructure,1926,2,1
Gingeroscar,Cycling infrastructure,List of Toronto municipal elections,1927,3,1
Highrez2,User:Highrez2/Arcadia Inc,Wikipedia:Sandbox,1938,-1,0
Highrez2,Wikipedia:Sandbox,Wikipedia talk:Articles for creation/Arcadia Inc.,1939,-1,0
Highrez2,Wikipedia talk:Articles for creation/Arcadia Inc.,List of California companies,1958,3,1
Highrez2,"Draft:Arcadia, Inc.",Wikipedia:WikiProject Articles for creation/Help desk,2027,-1,0
Smuggli,Apache Solr,Wiki software,2044,2,1
Smuggli,BlueSpice for MediaWiki,Comparison of wiki software,2048,2,1
Verogreg,Wikipedia talk:Articles for creation/Arnott Inc.,Wikipedia talk:Articles for creation/Arnott Inc.,2051,-1,0
Verogreg,Wikipedia talk:Articles for creation/Arnott Inc.,Wikipedia:WikiProject Articles for creation/Help desk,2142,-1,0
Hedonil,The Death of Yugoslavia,User:Hedonil,2237,-1,0
Hedonil,User:Hedonil,User talk:Petrb,2241,-1,0
Hedonil,Wikipedia:Disambiguation,Wikipedia:Statistics,2250,4,0
Hedonil,Wikipedia:Statistics,User talk:Scottywong,2256,-1,0
Hedonil,Wikipedia:Village pump (technical),Wikipedia:WikiProject Check Wikipedia,2292,-1,0
Hedonil,Wikipedia:Village pump (technical),Wikipedia:WikiProject edit counters,2304,6,0
Ecofica public,Gianni Letta,Carlos Moedas,2331,2,1
Ecofica public,Carlos Moedas,Petros Christodoulou,2334,1,1
Ecofica public,Technical University of Lisbon,António Borges,2396,2,1
Ecofica public,António Borges,Guillermo de la Dehesa,2401,3,1
Ecofica public,Guillermo de la Dehesa,Goldman Sachs,2405,1,1
Ecofica public,Goldman Sachs,Lawrence Summers,2406,2,1
Ecofica public,Carlos Moedas,Rahm Emanuel,2426,3,1
Ecofica public,Guillermo de la Dehesa,Arthur Levitt,2437,3,1
Ecofica public,Massimo Tononi,Luis de Guindos,2450,2,1
Ecofica public,Willem Buiter,Victor Halberstadt,2462,3,1
Ecofica public,Ian Macfarlane (economist),Charles de Croisset,2467,3,1
Ecofica public,Charles de Croisset,Ziad Bahaa-Eldin,2468,3,1
Ecofica public,Vladimír Dlouhý (politician),Claudio Aguirre,2470,3,1
Ecofica public,Claudio Aguirre,Óscar Fanjul,2472,3,1
Ecofica public,Klaus Luft,Diethart Breipohl,2481,3,1
Brianjh59,Pooja Kiven AA,Thai Global Network,2517,4,0
Brianjh59,Two Sisters (On the Terrace),File:New York Yankees game at Yankee Stadium.jpg,2521,-1,0
Zafar.saqi,User:Zafar.saqi/Books/oad rajput pakistan,Wikipedia:VisualEditor/Default State RFC,2550,-1,0
Digghutid,User:Digghutid,Anger management,2575,-1,0
Digghutid,Anger management,Boom and bust,2579,3,1
Aditya44 patil,User talk:Aditya44 patil,Mangasuli,2598,1,1
AugurNZ,User:AugurNZ,User:AugurNZ,2672,-1,0
AugurNZ,User:AugurNZ,Wikipedia talk:WikiProject New Zealand,2687,-1,0
AugurNZ,Wikipedia:Teahouse/Questions,InterACT Disability Arts Festival,2719,5,0
AugurNZ,InterACT Disability Arts Festival,Talk:InterACT Disability Arts Festival,2740,-1,0
AugurNZ,Talk:InterACT Disability Arts Festival,Wikipedia:Requested articles/Social sciences,2741,-1,0
AugurNZ,Talk:InterACT Disability Arts Festival,Wikipedia:GLAM/State Library of New South Wales/Paralympics Workshop,2744,-1,0
AugurNZ,Template:Australia opentask,"Henderson, New Zealand",2750,4,0
AugurNZ,"Henderson, New Zealand",Henderson Railway Station,2751,2,1
AugurNZ,Henderson Railway Station,Wikipedia talk:WikiProject Auckland,2752,-1,0
AugurNZ,InterACT Disability Arts Festival,Wikipedia:New Zealand Wikipedians by location,2770,-1,0
AugurNZ,Wikipedia:Teahouse/Questions,KFC,2773,3,1
AugurNZ,User:AugurNZ,Wikipedia talk:WikiProject Discrimination,2804,-1,0
AugurNZ,Template:User Hemisphere Neutral,User talk:B.d.mills,2810,-1,0
AugurNZ,Wikipedia:Teahouse/Questions,Talk:Sisters of War,2824,-1,0
AugurNZ,Wikipedia talk:Manual of Style/Dates and numbers,Wikipedia:WikiProject Countering systemic bias/Global perspective,2840,-1,0
Bekhouche Salah Eddine,Provinces of Algeria,2012–13 in Argentine football,2859,5,0
Bekhouche Salah Eddine,2012–13 in Argentine football,2013–14 in Argentine football,2860,4,0
Xontia,Daniel Sturridge,Zakaria Bakkali,2865,3,1
Pocketkings,Leptothorax acervorum,Talk:Leptothorax acervorum,2911,-1,0
Pocketkings,Talk:Leptothorax acervorum,Army ant,2914,4,0
Pocketkings,Army ant,Talk:Austroplatypus incompertus,2922,-1,0
Pocketkings,Talk:African bee,Talk:Myrmecocystus mexicanus,2925,-1,0
Pocketkings,Talk:Leptothorax acervorum,Formica rufa,2930,5,0
Pocketkings,Talk:Formica rufa,Talk:Tapinoma sessile,2938,-1,0
Pocketkings,Talk:Tapinoma sessile,Talk:Eciton burchellii,2939,-1,0
Pocketkings,Talk:Eciton burchellii,Talk:Polistes annularis,2940,-1,0
Pocketkings,Talk:Polistes annularis,Formica,2941,-1,0
Pocketkings,Army ant,Neivamyrmex,2943,1,1
Pocketkings,Neivamyrmex,Eciton,2944,2,1
Pocketkings,Eciton,Aenictus,2946,2,1
Pocketkings,Army ant,User talk:Khazar2,2954,-1,0
Pocketkings,Talk:Army ant,Thrips,3002,3,1
DBrown SPS,List of number-one R&B/hip-hop songs of 2013 (U.S.),Roc Nation,3013,2,1
DBrown SPS,Roc Nation singles discography,Invincible (Michael Jackson album),3017,3,1
DBrown SPS,Roc Nation singles discography,List of Billboard number-one R&B/Hip-Hop albums of 2013,3024,-1,0
DBrown SPS,List of Billboard number-one R&B/Hip-Hop albums of 2013,List of number-one albums of 2013 (Canada),3034,-1,0
DBrown SPS,List of number-one albums of 2013 (Canada),Hotel California (Tyga album),3035,3,1
DBrown SPS,Hotel California (Tyga album),Don't Be S.A.F.E.,3038,3,1
DBrown SPS,Trinidad James,Paradise Valley (album),3050,3,1
DBrown SPS,Trap Lord,Layzie Bone,3053,2,1
DBrown SPS,Layzie Bone,BTNHResurrection,3054,2,1
DBrown SPS,Thug World Order,Def Jam Recordings discography,3056,2,1
DBrown SPS,Def Jam Recordings discography,Talk:Don't Be S.A.F.E.,3058,-1,0
DBrown SPS,Talk:Don't Be S.A.F.E.,H.N.I.C. (Prodigy album),3059,-1,0
DBrown SPS,H.N.I.C. (Prodigy album),Kingdom Come (Jay-Z album),3062,2,1
DBrown SPS,RIAA certification,List of Billboard 200 number-one albums of 2013,3064,2,1
DBrown SPS,Roc Nation,Hail to the King (Avenged Sevenfold album),3067,3,1
DBrown SPS,Hail to the King (Avenged Sevenfold album),Long. Live. ASAP,3068,4,0
DBrown SPS,Long. Live. ASAP,User:DBrown SPS/List of best-selling R&B albums in the United States,3070,-1,0
DBrown SPS,List of best-selling R&B albums in the United States,Roc Nation Sports,3073,-1,0
DBrown SPS,Roc Nation Sports,Hall of Fame (Big Sean album),3075,3,1
DBrown SPS,Roc Nation albums discography,Hell on Earth (Mobb Deep album),3081,3,1
DBrown SPS,Roc Nation singles discography,Mortal Kombat (film),3084,3,1
DBrown SPS,Mortal Kombat (film),Mortal Kombat: Original Motion Picture Soundtrack,3085,2,1
DBrown SPS,Roc Nation albums discography,List of best-selling hip hop albums in the United States,3094,-1,0
DBrown SPS,List of best-selling R&B albums in the United States,American Idiot,3100,-1,0
DBrown SPS,O (Omarion album),The Massacre,3102,3,1
DBrown SPS,The Massacre,RED Distribution,3105,3,1
DBrown SPS,Magna Carta Holy Grail,GOOD Music,3107,1,1
DBrown SPS,GOOD Music,Eve Torres,3108,3,1
DBrown SPS,List of best-selling R&B albums in the United States,Jay-Z discography,3115,-1,0
DBrown SPS,List of Billboard number-one rap albums of 2013,Yours Truly (Ariana Grande album),3120,3,1
DBrown SPS,Love and War (Tamar Braxton album),Tamar Braxton discography,3122,2,1
DBrown SPS,Tamar Braxton discography,My Life II... The Journey Continues (Act 1),3124,3,1
DBrown SPS,List of Billboard number-one rap albums of 2013,Virgin EMI Records,3130,2,1
DBrown SPS,Virgin EMI Records,Love and War (Tamar Braxton song),3132,3,1
DBrown SPS,Love and War (Tamar Braxton song),Jay-Z,3134,2,1
DBrown SPS,Roc Nation Sports,Goji Electronics,3136,3,1
DBrown SPS,My Life II... The Journey Continues (Act 1),User talk:The Banner,3139,-1,0
DBrown SPS,Victor Cruz (American football),List of UK R&B Chart number-one albums of 2013,3146,-1,0
DBrown SPS,List of Billboard number-one R&B/Hip-Hop albums of 2013,Craig (given name),3152,-1,0
DBrown SPS,Craig (given name),No ID production discography,3153,4,0
DBrown SPS,Born Sinner,Grammy Award for Best Rap Album,3160,2,1
