username1,pagetitle1,pagetitle2,counter,hop,nhop
Theresacris,The 25th Annual Putnam County Spelling Bee,List of Spin City episodes,3252,3,1
Theresacris,Bill Maher,Michael J. Fox,3256,2,1
CheezWhizard,Backstreet Boys (1996 album),Pokémon Gold and Silver,3259,4,0
Wankat21,Gollum,Orc,3265,2,1
Elizabethmcswag,Fifth Harmony,Kermit the Frog,3347,3,1
Headhunter FRANK,Intercontinental ballistic missile,User talk:Vsmith,3373,-1,0
Swagisnothing,Carcinus maenas,Carcinus maenas,3383,1,1
Qtray,Nine-banded armadillo,Box turtle,3401,2,1
Jinxyeh,Speech,Carrot cake,3409,4,0
Jinxyeh,Carrot cake,Speeches of Barack Obama,3410,3,1
ҌӮӅӁ,Sonic Generations,"Brandon, Manitoba",3425,3,1
Bmeister487,People (magazine),Chrysler Building,3430,3,1
Bmeister487,Chrysler Building,Peanut butter,3432,3,1
Abenaske,Bugatti Veyron,Central America,3461,3,1
Black Sabbath is awesome,User:Wlmg,User:EvergreenFir,3479,-1,0
SpiderManTeam,John Conover Smock,Andrija Mutafelija,3482,5,0
SpiderManTeam,Andrija Mutafelija,Maphevu Dlamini,3483,5,0
SpiderManTeam,Maphevu Dlamini,Ilanlı,3484,5,0
Spikely,Talk:The Timberland Company,J. David Shapiro,3517,6,0
Spikely,J. David Shapiro,Asa Butterfield,3518,4,0
TomFB97,Burnley F.C.,New Coke,3525,3,1
Wayneutd2013,Shyla Stylez,Asa Akira,3530,3,1
Wayneutd2013,Asa Akira,Rozanna Purcell,3532,4,0
Tariq.usher,Sudan Airways,Emirates (airline),3550,2,1
Tariq.usher,Emirates (airline),Khartoum International Community School,3551,3,1
Ayush1008,Michael Hussey,Shane Watson,3577,2,1
Ayush1008,Michael Hussey,Australia national cricket team,3581,1,1
Famous821,History of the potato,Grammar,3620,3,1
Matt11239,Bartholomew Gosnold,User talk:Matt11239,3639,-1,0
Waffleboat67,Abyssal zone,Wikipedia:Teahouse/Questions,3655,-1,0
Wong1jordan2,Caldera,Fold mountain,3719,3,1
Wong1jordan2,Fold mountain,Meander,3720,2,1
Gauravpar,Polish People's Republic,Edward Snowden,3724,3,1
Johnjohn289,Instant camera,"Leonard v. Pepsico, Inc.",3729,4,0
Geekofhistory,Pornography (disambiguation),IPod Touch,3738,4,0
Geekofhistory,IPod Touch,Meridian Peak,3740,4,0
Geekofhistory,South Fork South Platte River,Ryan Zimmerman,3743,4,0
Xrpmx13,Talk:Wikipedia,User talk:Xrpmx13,3757,-1,0
ADCOLAB,Alan Alda,Aaron Swartz,3772,3,1
ADCOLAB,Aaron Swartz,Kett's Rebellion,3773,3,1
Zombieslayermob,Sicamous,Prostitution by country,3804,4,0
Byroncraig1234,NatureShare,Handgun,3814,3,1
Jigglewiggleq,Tomato,Panda (disambiguation),3832,3,1
Ophiuchus12,Werecat,Siren (mythology),3876,2,1
My heart will go on,Instant messaging,Portaferry,3901,4,0
JimBWatkin,Aswan Dam,User talk:JimBWatkin,3938,-1,0
JimBWatkin,User talk:JimBWatkin,Junichi Kakizaki,3939,4,0
Johnlompa,IMac,Emerald-eyed tree frog,3965,4,0
Gabucho45,Fanboy & Chum Chum,List of Fanboy & Chum Chum episodes,3977,2,1
TheBro524,Bubble Guppies,Nolan Ryan,4040,4,0
Louisk98,Wheel,Cameron Diaz,4055,3,1
Poop2345432,Subduction,Subduction,4075,1,1
Mohsinrajana,Rajana,Toba Tek Singh,4155,1,1
Mohsinrajana,Toba Tek Singh,Toba Tek Singh District,4162,1,1
Frank69331,Wernher von Braun,Wernher von Braun,4166,1,1
Liam-ball-17,300 (film),Liam,4177,4,0
Laurenismyidolshanesuck,Shane and Friends,User:Drm310,4188,-1,0
Mynameiswkk,2013 FIVB Women's World Grand Champions Cup,2009 FIVB Women's World Grand Champions Cup,4220,2,1
Mynameiswkk,2009 FIVB Women's World Grand Champions Cup,2007 FIVB Women's World Cup,4221,2,1
Mandingo1212,"Campbell High School (Smyrna, Georgia)",Osborne High School (Georgia),4242,3,1
Fergyboy,Jordan Rhodes,Adam Deacon,4249,4,0
Fergyboy,Adam Deacon,Kenny Miller,4252,4,0
Fergyboy,Kenny Miller,Jordan Rhodes,4253,2,1
Fergyboy,Jordan Rhodes,Burnley F.C.,4254,1,1
Hellkentaro,Basketball positions,United World College of South East Asia,4292,4,0
Battsmangaming,Take Me Home Tour (One Direction),Crotch,4305,3,1
Battsmangaming,Like button,User talk:Battsmangaming,4307,-1,0
Battsmangaming,State school,Hank Aaron,4310,3,1
Landon618r,Cameron Boyce,Cameron Boyce,4313,1,1
크로아티아,Ice cream cake,User talk:크로아티아,4345,-1,0
Zarpor scopez,Congress of Lutsk,The Animals,4358,3,1
Wiki^keller edward,Karl Landsteiner,Daniel Hale Williams,4378,3,1
Ccsc918,The Boss (roller coaster),Roller coaster,4401,2,1
Ilovegerbils,Murder,Space Shuttle,4421,2,1
Anonymouscaterpillar,Mun River,Harald zur Hausen,4442,4,0
Baronvonsnook,Robocall,Purdue University College of Technology at Kokomo,4454,-1,0
Lalabela,Dwight-Englewood School,"Gordon ""Comissioner Gordon"" Williams",4496,-1,0
Ilikeaboy,Talk:Pie,Talk:2013 Atlantic hurricane season,4529,-1,0
RP078,Pro Football Hall of Fame,Balchik,4532,4,0
Dankmastaflex,Northampton Area School District,Northampton Area High School,4537,1,1
TheProtoss98,User talk:EuroCarGT,User talk:TheProtoss98,4548,-1,0
Thenames vivian,Ian Somerhalder,Derek Hough,4605,3,1
Adam david hooley,MI5,Captain Britain and MI13,4624,3,1
Adam david hooley,Captain Britain and MI13,Mil Mi-24,4627,3,1
Jarodstanfield,Milton S. Hershey,Robert Fulton,4637,3,1
Tomzastley,Railfan,Ernie Kent,4652,4,0
LiamBleek97,Wayne Bridge,Durham Cathedral,4663,3,1
Paulonei83,Stacey McClean,Hannah Spearritt,4674,2,1
Oldmcdonald123,Toxic waste,Royals (song),4712,4,0
Joshttt,Pitchfork Media,Piero Scaruffi,4726,4,0
Bslegend,User:Bslegend/sandbox,User:Bslegend/sandbox,4729,-1,0
Bslegend,User:Bslegend/sandbox,University of Chester,4730,-1,0
Chicken Fried Steak 101,Fried chicken,Miscegenation,4746,3,1
Doingedits,Battle of Guanzhong (1861),The Muppets (film),4765,4,0
Oilerfans9000,Super Bowl XXXIV,Super Bowl XLVI,4779,2,1
Orchdorks123,Boulder High School,Coprophagia,4829,3,1
Mann madrosiya,Anodyne (album),Wikipedia:Teahouse/Host landing,4837,-1,0
Mann madrosiya,Wikipedia:Teahouse/Host landing,Talk:One Day in the Life of Ivan Denisovich,4838,-1,0
Mann madrosiya,Talk:One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,4840,1,1
Paytonissuperawesome,Terry Deary,Rick Riordan,4896,4,0
Lalalalalalalalalalalalalalala3456,Shawn Spencer,Swimming pool,4927,3,1
Jackgrant68,Talk:One Direction,Wikipedia:Simple guide to creating your first article,4933,-1,0
Lolhashtaggetmoney,Prokaryote,Face-to-face,4938,5,0
Scottm97,Table tennis,Engraving Copyright Act 1734,4950,4,0
Mintesnot hailu benti,Haile Selassie,Haile Selassie,4958,1,1
Mintesnot hailu benti,Haile Selassie,Zewditu I,4959,1,1
Mintesnot hailu benti,Menelik II,Tewodros II,4963,1,1
Mintesnot hailu benti,Tewodros II,User talk:Mintesnot hailu benti,4964,-1,0
Ceptoplasm,Bracket,Grey,5040,3,1
Neh109,"William Thomson, 1st Baron Kelvin","William Thomson, 1st Baron Kelvin",5085,1,1
Garr1984,Drake Bell,Drake Bell,5217,1,1
Olympicgymnast365,The Clique (series),The Clique (series),5244,1,1
Tuvin osagie,Teen Beach Movie,Teen Beach Movie,5255,1,1
Hs374874,Testicular cancer,Indian,5280,4,0
Dinghymad,Whooper swan,Ostrich,5336,3,1
Jaa1297,Joseph Adams,Joseph Adams,5339,1,1
Seosandipfoundatiopn,The Further Adventures of Hank the Cowdog,Engineering education,5357,4,0
Seosandipfoundatiopn,Institute of Engineering and Technology (college),Talk:The Further Adventures of Hank the Cowdog,5362,6,0
Seosandipfoundatiopn,Talk:The Further Adventures of Hank the Cowdog,The Further Adventures of Hank the Cowdog,5363,-1,0
Melodylee999,User:Nymf,Category:Articles with missing files,5377,-1,0
Omar hasan 123,UEFA Europa League,Wikipedia:Sandbox,5513,4,0
Roymz,Dimitri Logothetis,Mario & Luigi: Dream Team,5532,3,1
Markcole313,20th Century Fox,The New York Times,5542,3,1
OperatorBot,User talk:Jimbo Wales,User talk:Ross Hill,5583,-1,0
OperatorBot,User talk:Ross Hill,Wikipedia:Teahouse/Questions,5586,-1,0
Asa123123,"Baton Rouge, Louisiana",Common law,5594,2,1
Asa123123,Common law,Free love,5595,2,1
Asa123123,Sexual revolution,British America,5604,3,1
Asa123123,British America,Polish brothers,5613,4,0
Asa123123,Polish brothers,Tom Szaky,5614,5,0
Asa123123,Tom Szaky,Harry Lindgren,5615,4,0
Asa123123,Noah Webster,Lucille Ball,5619,2,1
Asa123123,Lucille Ball,Star Trek: The Original Series,5620,2,1
Asa123123,Star Trek: The Original Series,"Norway, South Carolina",5621,4,0
Asa123123,"Burlington, Iowa",Gordon G. Chang,5624,4,0
Asa123123,Gordon G. Chang,Barbados,5625,2,1
Seatingogres,The Naked Brothers Band (TV series),Joe Satriani,5628,2,1
Seatingogres,Joe Satriani,Kill the King (song),5629,2,1
Seatingogres,Kill the King (song),Long Live Rock 'n' Roll,5634,1,1
Seatingogres,Long Live Rock 'n' Roll,The Police,5636,3,1
Seatingogres,Blackmore's Night,Joe Lynn Turner,5638,2,1
Pr1nnyraid,User:Pr1nnyraid/sandbox,Wycombe Wanderers F.C.,5662,-1,0
Thommasjones,Auburn Tigers,Meuse-Argonne Offensive,5664,3,1
Thommasjones,Battle of Tannenberg,Miami Heat,5667,3,1
Thommasjones,Kentucky,Mario Chalmers,5670,3,1
Oom1ngmach5,"Jigalong Community, Western Australia",Mining,5675,3,1
StarOfSagittarius1,System justification,Expeditionary economics,5681,3,1
StarOfSagittarius1,Expeditionary economics,Internet service provider,5682,3,1
StarOfSagittarius1,Internet service provider,Antinatalism,5683,4,0
StarOfSagittarius1,Antinatalism,Multimedia Class Scheduler Service,5685,3,1
StarOfSagittarius1,Multimedia Class Scheduler Service,Consumption (economics),5686,4,0
StarOfSagittarius1,Consumption (economics),Endocrinology,5687,3,1
StarOfSagittarius1,Endocrinology,User:Clarkcj12,5688,-1,0
JamesGaming,Jungle,Red panda,5696,3,1
Superkid761,List of World War II firearms,Wikipedia:Orphan,5699,3,1
Andrewmontoya,Fifth Harmony,Word of Mouth (The Wanted album),5715,3,1
Arettig19,Kanadukathan,Black Watch,5751,4,0
Arettig19,Alma River (Crimea),User talk:Pratyya Ghosh,5756,-1,0
Angas04,Angas,Bushfood,5762,3,1
Dishel126,Goychay District,Hybodontiformes,5770,4,0
Dishel126,Arthur L. Liman,Fiber optic filter,5773,5,0
Moh5811,Jennifer Winget,Jennifer Winget,5776,1,1
Moh5811,Jennifer Winget,Gautam Rode,5781,1,1
Moh5811,Gautam Rode,Dani Harmer,5784,4,0
DuckDudeJD,Martinsville Speedway,Jeff Gordon,5789,1,1
Daboywiki,Paul Wall,Sam Walton,5795,2,1
Daboywiki,Sam Walton,List of Houston rappers,5801,4,0
Hagayy123,Bertolt Brecht,Sahara,5804,3,1
Hagayy123,Sahara,Deforestation of the Amazon rainforest,5805,3,1
Derpaherpaderp1,History of video games,History of video games,5808,1,1
Derpaherpaderp1,History of video games,American Broadcasting Company,5810,2,1
Derpaherpaderp1,American Broadcasting Company,The Legend of Zelda: The Wind Waker,5811,2,1
Derpaherpaderp1,The Legend of Zelda: The Wind Waker,User talk:Derpaherpaderp1,5812,-1,0
Swagmastadecaf,Puffin,Charles Dickens,5827,3,1
Dirtboy 13,List of soccer clubs in Australia,Conference Premier,5829,3,1
Dirtboy 13,Conference Premier,List of Artemis Fowl characters,5830,4,0
Dirtboy 13,List of Artemis Fowl characters,Steak,5831,2,1
Dirtboy 13,Meat,WebQuest,5833,4,0
EpicBean36,User:EpicBean36/sandbox,Bristol Brunel Academy,5842,-1,0
Lucymbg 13338447,Fifth Harmony,Teala Dunn,5848,3,1
Shadoweater22,Penkun,"Qeshlaq, Kermanshah",5854,5,0
Shadoweater22,"Qeshlaq, Kermanshah",Andreas Hofgaard Winsnes,5855,5,0
Shadoweater22,John Willson,Aplectana,5858,5,0
Shadoweater22,Bangarang (EP),Swan Valley Anglican Community School,5861,5,0
Shadoweater22,I Cesaroni,House of Saraka,5864,4,0
Shadoweater22,House of Saraka,Cecil Cook (Australia),5865,4,0
Shadoweater22,C.I.D. Nazir,Elizabeth II,5868,3,1
Shadoweater22,Elizabeth II,Esther Abrahams,5869,3,1
Dieselpowered,The Warrior (song),Triangular trade,5873,3,1
Haskitav0,Trojan Horse,Monster truck,5879,4,0
Potatodeman,Lego,Lawn mower,5888,3,1
Potatodeman,Giant Bicycles,Rhinoceros,5893,3,1
Wikiguy3000,Mobile device,List of states with nuclear weapons,5897,3,1
Wikiguy3000,List of states with nuclear weapons,Niels Bohr,5900,2,1
Samward1998,Telematics,Bionics,5902,3,1
Samward1998,Bionics,Waste-to-energy,5903,2,1
Samward1998,Telematics,Kaizen,5908,3,1
Psyrulz87,Globalization,Vertebrate,5913,2,1
Psyrulz87,Globalization,Pulley,5916,2,1
BFoy4,Pierre-Emerick Aubameyang,Dean Whitehead,5930,3,1
BFoy4,Dean Whitehead,Yaya Sanogo,5934,2,1
BFoy4,"Michael Keane (footballer, born 1993)",Eric Djemba-Djemba,5936,3,1
BFoy4,Eric Djemba-Djemba,Grant Leadbitter,5937,2,1
Minnelinusa,"Prichard, Alabama",User talk:Minnelinusa,5939,-1,0
Minnelinusa,User talk:Minnelinusa,The Replacements (TV series),5940,2,1
Minnelinusa,Mollusca,Template:TV5 Shows (current and upcoming),5944,4,0
Anthmone,Castle Walls,Castle Walls,5986,1,1
Anthmone,Castle Walls,User:Anthmone/sandbox,5987,-1,0
Anthmone,Henry Lawson,J. Edgar Hoover,5993,2,1
Anthmone,Toyota Fortuner,Berlin Blockade,5996,3,1
M dog124,Smart (automobile),Jamie Oliver,6001,4,0
