username1,pagetitle1,pagetitle2,counter,hop,nhop
TheTruthfulGay,The Yogscast,Happy Tree Friends,511,3,1
Jumpingwater,Waxhaws,Adoption,518,3,1
Jpv123456,Soviet Union,French Army,521,2,1
Jpv123456,French Army,Pro Evolution Soccer 2013,522,4,0
Jpv123456,User:Ezhiki,Themistocles,535,3,1
Jpv123456,Themistocles,Dario Herrera,536,5,0
Extriniti,User talk:Yintan,Psychological warfare,554,-1,0
Jizjos,The Dead Zone (TV series),Ryan O'Keefe,573,4,0
Cameronpeattie,Borussia Dortmund,Elliott Hewitt,597,3,1
Androllinswag,Mile run,Long jump,641,2,1
Androllinswag,Long jump,User talk:Smtchahal,642,-1,0
Tinycee1,Lee Archer (footballer),Nasi lemak,647,4,0
Tinycee1,Yaya Touré,Michael Carrick,650,2,1
Hamzah iftikhar,Chris Jericho,Ryback,667,2,1
Hamzah iftikhar,Ryback,NXT Championship,669,2,1
Hamzah iftikhar,NXT Championship,List of current WWE programming,670,2,1
Hamzah iftikhar,List of current WWE programming,WWE Main Event,673,1,1
Hamzah iftikhar,WWE Main Event,Daniel Bryan,674,2,1
Hamzah iftikhar,Daniel Bryan,John Laurinaitis,677,2,1
Hamzah iftikhar,Big Show,CM Punk,679,1,1
Hamzah iftikhar,CM Punk,Big E Langston,680,2,1
QuatroUno,Hadiyya language,Khachig Oskanian,696,5,0
Dprince607,Henry Browne Blackwell,Wikipedia:Teahouse/Questions,742,-1,0
Robbiecabobby,Culture of Egypt,Sphinx,775,3,1
Carlosemurillo,Peeta Mellark,Rigoberta Menchú,792,4,0
Itsakitten,"Pryor Creek, Oklahoma",Fritzl case,812,3,1
Colby Mars,Jim Nicholson (politician),Octopus (comics),847,4,0
Bastard,Anthony Browne (author),Rob Kelly,852,4,0
Blick56,Diary of a Bad Man,The Boondocks (TV series),858,3,1
Blick56,The Boondocks (TV series),Angola national football team,859,3,1
TJ songz,Attack the Block,4 O'Clock Club,875,4,0
TJ songz,4 O'Clock Club,Zimbabwe national football team,877,3,1
FelipeCaraVieja,Michelle Williams (singer),Pom Poms (song),890,3,1
FelipeCaraVieja,Come & Get It (Selena Gomez song),Remember Me (Daley song),892,4,0
FelipeCaraVieja,Remember Me (Daley song),Angie Miller (American singer),893,3,1
FelipeCaraVieja,Angie Miller (American singer),Michelle Williams (singer),894,2,1
Rikigagnon,Keyon Dooling,Luke Walton,938,3,1
Rikigagnon,Luke Walton,Keyon Dooling,939,3,1
MikeDude123456,Peso da Régua,Adebayo Akinfenwa,968,4,0
Celanostaw,Legolas,Discus throw,1018,3,1
Sindre kruger,Scooter Braun,Mosjøen,1036,4,0
Wtfboom814,Kimono,Kokeshi,1038,3,1
Malcon 95,Malaysian Army,Malaysian Army,1042,1,1
Daboyzajdj,Women's National Basketball Association,Acadia,1121,3,1
ZOLLTAN2,Nickelodeon,Francis W. Parker School (Chicago),1131,3,1
Swag420blazeit,St. John's International School (Belgium),The Two Noble Kinsmen,1172,4,0
Hardysinep,Mike Binder,Politics of Panama,1194,3,1
The beast 1234 canada,"Russell, Ontario",Yolo,1197,5,0
Tepid Glitter,Pencil sharpener,Lemonade,1268,2,1
Tiva12,Grace Van Pelt,International trade,1272,3,1
Tiva12,International trade,Reese Witherspoon,1273,3,1
Blindknyttstories,Sonic the Hedgehog (series),Sonic the Hedgehog (series),1275,1,1
Fingerelevenfanatic9,86th Infantry Division (German Empire),User:Andrew Gray,1302,-1,0
Fingerelevenfanatic9,User:Andrew Gray,Wikipedia:Sandbox,1303,5,0
Fingerelevenfanatic9,Pittsburgh Penguins,Google Maps,1305,3,1
Gimli678,Temple Run,Legolas,1328,3,1
Mofuggah,Andrew Comiskey,Kenneth Widmerpool,1342,4,0
Gabby362,Great Britain,Czech Republic,1375,2,1
Yopappa3899,Hokusai,Minamoto no Yoshiie,1377,3,1
STKoz98,Never Say Never (Justin Bieber song),Richard Hickock,1403,4,0
Dave Castrillon,Dyslexia,National Beta Club,1431,4,0
Dave Castrillon,National Beta Club,Genetic engineering,1432,3,1
Wailordwew,Lord Lieutenant of Wales,Alternating current,1439,4,0
Wailordwew,Alternating current,Direct current,1440,1,1
Wailordwew,Direct current,Pleistocene,1441,3,1
DoctorHenryHowardHolmes,Ed Gein,Ed Gein,1448,1,1
DoctorHenryHowardHolmes,Red Russia,Ronald L. Thompson,1459,5,0
DoctorHenryHowardHolmes,Pasquale Cafaro,User:SummerPhD,1479,-1,0
Sold37,Blue baby syndrome,Virgil,1496,3,1
Holyawesomeawesomeness1,Los Angeles Baptist High School,25B-NBOMe,1539,4,0
SirFart,User:Ashill,Logan International Airport,1571,4,0
Cconst,Beny Steinmetz,Beny Steinmetz,1697,1,1
Iwillremainanon,Sherlock (TV series),Jake Pitts,1708,4,0
KHugie,French toast,Cereal,1730,2,1
Olaf 1324,Cement,Estonia,1741,2,1
Yermaww123,Baby (Justin Bieber song),Cameron ministry,1751,-1,0
Biolifeline,Index of health articles,Index of health articles,1774,1,1
Proletarianbearcub,David Icke,Schutzstaffel,1791,2,1
Glendylopez,"Winfield, Kansas",Kelly Clarkson,1800,3,1
"Jack ""badman"" webb",Víctor Valdés,Víctor Valdés,1853,1,1
Nic0l4c00mb4s,Coraline,Keith Lemon,1860,4,0
Holmsse,NATO phonetic alphabet,Gone (novel series),1885,4,0
Jdeco10,Luscious,User:Jdeco10/sandbox,1888,-1,0
Bsdinnan,"Thistle, Utah","Thistle, Utah",1966,1,1
Noahlevin59,The Wall Street Journal,Beats Electronics,2018,2,1
Benjaminpaglia,Chad O'Shea,Anne Hathaway,2060,4,0
Benjaminpaglia,Anne Hathaway,Natalie Portman,2061,2,1
Epicwinner2112,Places of interest in the Death Valley area,Urban legend,2077,3,1
Epicwinner2112,Joke,Eraser,2081,3,1
Tbob84,User:Tbob84/sandbox,Penny (The Big Bang Theory),2177,-1,0
Tbob84,Machine,Sidney Phillips,2183,4,0
Joemanbro49,Heliocentrism,Zucchini,2195,3,1
Djdragon12,Patrick Star,Witchcraft,2197,3,1
Lovelyme00,JSON,Content management system,2215,2,1
Lovelyme00,Creative Commons,Template talk:Did you know,2222,3,1
Lonelygeorge,Lunch box,User talk:Lonelygeorge,2230,-1,0
Trevor5761,IPod Nano,Martha Washington,2269,3,1
Chrisiehappy,Linda Evangelista,Linda Evangelista,2293,1,1
Chrisiehappy,Pamela Anderson,York House School,2299,3,1
Jsad6969,Carl Sandburg,Carl Sandburg,2346,1,1
Babafira123,2013 Boston Marathon,2013 Boston Marathon,2382,1,1
Jamubingham,Abraham Hoagland,Chingford,2428,3,1
Lily91349,Suicide of Amanda Todd,Pamela Anderson,2451,3,1
Rope The Dope,Missouri,User talk:Yintan,2483,-1,0
Kfried,Battle of Waterloo,Wikipedia:Changing username/Simple,2491,-1,0
CommieCaunck,Jean-Luc Picard,James T. Kirk,2613,1,1
CommieCaunck,James T. Kirk,Obi-Wan Kenobi,2614,3,1
CommieCaunck,Obi-Wan Kenobi,Wikipedia community,2615,3,1
CommieCaunck,Wikipedia community,Downtown Toronto,2616,3,1
Speakeasysky,Kryptos,Kryptos,2648,1,1
Gopang123,Adnan Sami,Adnan Sami,2686,1,1
Gopang123,Adnan Sami,Ali Zafar,2690,2,1
Littleninja1,The Hunger Games (film),Chamber pot,2751,3,1
Liam.Jamison,Louis Daguerre,Stranger danger,2755,4,0
Blaggle.commm,Stranger danger,Stranger danger,2757,1,1
Ajk8296529,Princess Eugenie of York,Ri Sol-ju,2792,4,0
Schwartzer690,Kinder Happy Hippo,ABC,2809,3,1
Flendermann,Kinder Chocolate,ABC,2815,3,1
Notautomateduser,Reverse domain hijacking,User talk:Notautomateduser,2843,-1,0
69land,Ferrari,Toyota,2846,2,1
Kizandjack,Three Little Pigs,2012 FA Cup Final,2879,4,0
Kizandjack,UEFA Euro 2012,UEFA Champions League,2881,1,1
Dongbags,Robert H. Foglesong,Robert H. Foglesong,2892,1,1
ETBO12,Mount Taranaki,Mount Taranaki,2947,1,1
Jaymon69,Klamath Union High School,Klamath Union High School,3003,1,1
Bbob84,Sheldon Cooper,Howard Wolowitz,3038,1,1
MattyTaylor12,Stephen Harper (disambiguation),Milky Way,3115,4,0
SamWASSAMEN,Pantech,Tropical wave,3157,4,0
Joemamma1025,What Is Property?,Wikimania,3189,4,0
Clyide Harice,Anggun,Anggun,3217,1,1
Ertha berfolimue,Summer Knight,Switzerland,3235,3,1
Bigolebill47,Dean Blevins,Mario Lemieux,3243,3,1
Barney La Pera,"Barranquitas, Puerto Rico",Pear,3262,2,1
Davidtheapple,IHF Women's Youth World Championship,Centrifugal force,3271,3,1
DON'TEDITTHEWIKI,Happy Tree Friends,Happy Tree Friends,3291,1,1
AJR200,Daniel Devlin,Daniel Devlin,3302,1,1
Jason5958,Geographic information system,Geographic information system,3316,1,1
Demon Seed3331,Jada Pinkett Smith,User talk:Pratyya Ghosh,3338,-1,0
Charlieminogue,Wings (Macklemore and Ryan Lewis song),Olive,3364,-1,0
Charlieminogue,Olive,Eating,3365,3,1
Meowcat341,User:Meowcat341,Marist College Canberra,3389,-1,0
Qwertyasdfgzxcv135,Suspension bridge,Robert F. Kennedy,3399,3,1
Tomonkeys,History of Berlin,Great Pyramid of Giza,3428,3,1
Ahurt22,Kentucky,Kentucky,3457,1,1
Daniel w12,Nirmal Baba,Nirmal Baba,3494,2,1
Jk2689,Nirmal Baba,Nirmal Baba,3510,2,1
Vernmildew,Tom Rogers (executive),Wayne Boden,3577,4,0
Anarcho-syndikalist101,Mike Gonzalez (historian),OpIsrael,3611,4,0
Thatothertroll45,Guitar Hero III: Legends of Rock,Fallout Online,3629,3,1
Jabirbhr,User:Jabirbhr/sandbox,Wikipedia:IPs are human too,3649,-1,0
Fatslenderman,Charizard,Hat,3693,3,1
Billybob917,The Place Beyond the Pines,Silk Road (marketplace),3736,4,0
Brosephjoseph99,Sand,Sand,3777,1,1
Qazwsxedcrfvtgbyhnujmikolp5,Red,"Ni Hao, Kai-Lan",3791,3,1
Donotlogout,WWE Raw,WWE brand extension,3810,2,1
Donotlogout,WWE brand extension,Olly Murs,3811,3,1
Donotlogout,Olly Murs,List of current champions in WWE,3812,3,1
Donotlogout,List of WWE personnel,List of Total Nonstop Action Wrestling personnel,3817,2,1
Callumnbbbb,England national football team,Model (people),3831,3,1
SongForOrhan,Ellis Short,Ellis Short,3852,1,1
Daler123,United Arab Emirates,"Harris Park, New South Wales",3869,3,1
Mynameisbenny,Computer graphics,Brush,3896,2,1
Penny grabber,NBA Development League,User talk:Gogo Dodo,3932,-1,0
Amuletbooks40,Vishuddha,Wisconsin Idea,3952,4,0
Amuletbooks40,Wisconsin Idea,Wajdi Mouawad,3953,4,0
Pen.cil.80,Jiiva,Vishal (actor),4016,2,1
Pen.cil.80,Jayam Ravi,Arya (actor),4018,2,1
Pen.cil.80,Arya (actor),Dhanush,4019,2,1
Pen.cil.80,Dhanush,Mallu Singh,4042,3,1
VizifyEdit,Hayley Williams,Hayley Williams,4067,1,1
AnonymousUser19,A Good Day to Die Hard,Fast food,4082,2,1
Dazt89,Lucy Pinder,Lucy Pinder,4119,1,1
BrownYellaPRHaiSssa,Ellis Short,User:Coolguy22468,4160,-1,0
Qwerty12345678932,Rocket-propelled grenade,Rocket-propelled grenade,4207,1,1
Qwerty12345678932,Rocket-propelled grenade,M4 cannon,4208,3,1
Ujbbh,Australian gold rushes,Indigenous Australian art,4230,2,1
RSFtheBrony,Jade Cocoon 2,ChalkZone,4255,3,1
RSFtheBrony,ChalkZone,List of My Little Pony: Friendship Is Magic characters,4256,4,0
Jettaron91vw,Darren Sharper,Cal Clutterbuck,4260,3,1
Realanimals,Colombia,Chickenhawk (bird),4269,4,0
Emeylol,Recycling,Talk:Sex,4281,-1,0
Swagger mcyolo,"St Luke's Church, Holmes Chapel",Luigi Di Costanzo,4312,5,0
Harro98,Arse,Snail,4362,3,1
Beasting99,Real Madrid C.F.,Aberdeen F.C.,4390,2,1
Minehdeh,William Harvey,Leonidas I,4430,2,1
4fab2u,5 Seconds of Summer,5 Seconds of Summer,4468,1,1
Stevie sarah louise,Max Branning,Karl Munro,4476,2,1
Stevie sarah louise,Alfie Moon,Joel Dexter,4480,3,1
Stevie sarah louise,Alfie Moon,Grant Mitchell (EastEnders),4482,2,1
Stevie sarah louise,Grant Mitchell (EastEnders),Lola Pearce,4484,2,1
Stevie sarah louise,Jay Brown,Brendan Brady,4487,3,1
Stevie sarah louise,Brendan Brady,List of Hollyoaks characters (2013),4491,2,1
Stevie sarah louise,List of EastEnders characters (2012),Tom Cunningham,4496,2,1
Stevie sarah louise,Tom Cunningham,List of Hollyoaks characters (2011),4501,2,1
Stevie sarah louise,List of Emmerdale characters (2011),Clare Devine,4504,3,1
Stevie sarah louise,Clare Devine,List of Hollyoaks characters (2012),4505,2,1
Stevie sarah louise,List of Hollyoaks characters (2012),Broadchurch,4508,2,1
Stevie sarah louise,Broadchurch,Danny Miller (actor),4509,2,1
Stevie sarah louise,Cheryl Brady,Warren Fox,4513,1,1
Stevie sarah louise,Warren Fox,Jack Branning,4514,2,1
Stevie sarah louise,List of Hollyoaks characters (2011),Steve John Shepherd,4517,3,1
Stevie sarah louise,Cheryl Brady,Diane Sugden,4522,3,1
Stevie sarah louise,Diane Sugden,Justin Burton,4523,3,1
Stevie sarah louise,Justin Burton,Texas Longford,4524,2,1
Stevie sarah louise,Texas Longford,Michael Moon (EastEnders),4525,3,1
Stevie sarah louise,List of Hollyoaks characters (2013),Vicki Fowler,4530,2,1
Stevie sarah louise,Vicki Fowler,Roly,4531,1,1
Stevie sarah louise,List of Hollyoaks characters (2013),Eddie Windass,4535,3,1
Stevie sarah louise,Eddie Windass,Ronnie Mitchell,4536,3,1
Stevie sarah louise,Roxy Mitchell,Dot Cotton,4539,2,1
Stevie sarah louise,Dot Cotton,David Wicks,4540,2,1
Stevie sarah louise,Jay Brown,Sean Slater,4542,2,1
Stevie sarah louise,List of Emmerdale characters (2011),Michael McIntyre,4557,3,1
Theguywhosalwaysright,Banshee,Carl Friedrich Gauss,4642,4,0
Shambo95,Lancaster and Morecambe College,Lancaster and Morecambe College,4645,1,1
WyattMoon19,Mojang,Rod Blagojevich,4661,3,1
WyattMoon19,Rod Blagojevich,Jim Edgar,4662,2,1
Kord Kakurios,Wikipedia talk:Child protection,Talk:Cliff Bleszinski,4664,-1,0
Kord Kakurios,Wikipedia talk:Child protection,Latvia,4666,3,1
JESLabour,Conservative Party (UK),User talk:JESLabour,4687,-1,0
JESLabour,Southend-on-Sea Borough Council,Wikipedia:Sockpuppet investigations/JESLabour/Archive,4690,-1,0
JESLabour,Wikipedia:Sockpuppet investigations/JESLabour/Archive,James Duddridge,4694,-1,0
Montyman21,Bengal tiger,Percentage,4699,3,1
Montyman21,Percentage,Pupil,4700,3,1
Kushaan,User:Kushaan/Young Samurai: The Ring of Water,Lap dog,4703,-1,0
Jacktraynor98,"Arthur Wellesley, 1st Duke of Wellington",List of countries by number of military and paramilitary personnel,4719,2,1
Jacktraynor98,User:Jacktraynor98/sandbox,1998,4721,-1,0
Jacktraynor98,Terry Wogan,Giuseppe Garibaldi,4724,3,1
Jacktraynor98,Giuseppe Garibaldi,Darren Shan,4725,4,0
Jacktraynor98,Darren Shan,"Hugh O'Neill, Earl of Tyrone",4726,4,0
Jacktraynor98,Peter O'Toole,Hurricane Debbie (1961),4729,4,0
Jacktraynor98,List of countries by number of military and paramilitary personnel,Johnny Logan (singer),4731,3,1
Jacktraynor98,Johnny Logan (singer),Burger King,4732,3,1
Jacktraynor98,KFC,Louis Theroux,4737,3,1
Dustr.badalyan,Lagged Fibonacci generator,Lagged Fibonacci generator,4740,0,1
Ccoleman01,2013–14 United States network television schedule,TY,4788,5,0
BetterSkatez,Kidz Bop 23,Winter,4792,4,0
BetterSkatez,Winter,Hentai,4794,3,1
BetterSkatez,Talk:Barney's Hide & Seek Game,Barney & Friends,4802,-1,0
BetterSkatez,Talk:Dora the Explorer,User talk:BetterSkatez,4817,-1,0
Zapdos101,Outlawed (album),Capture the Crown,4848,2,1
Zapdos101,Issues (band),"Woe, Is Me",4853,1,1
Zapdos101,Make Me Famous,Sumerian Records discography,4877,2,1
Zapdos101,User talk:Vianello,Jeremy McKinnon,4886,4,0
Zapdos101,Jeremy McKinnon,Ronnie Radke,4887,3,1
Wasunnon,Tourism in Thailand,Suvarnabhumi Airport,4890,2,1
Wasunnon,Suvarnabhumi Airport,World Tourism rankings,4891,3,1
Wasunnon,Suvarnabhumi Airport,Tourism in Thailand,4897,2,1
Awkwardpotato-the-7th,Friends of the ABC,Les Misérables (musical),4900,1,1
Kelseyelaine28,This Is the End,This Is the End,4904,1,1
Kelseyelaine28,User:Vincent Liu,Flipped (film),4906,3,1
Tab8,Orbit,Halifax Range,4918,4,0
Tab8,Halifax Range,Olly Murs,4919,4,0
Tab8,Monster Energy,Duck Dynasty,4921,3,1
Tab8,Duck Dynasty,Vitoria,4923,4,0
Tab8,Royal Saskatchewan Museum,User:Tab8,4935,-1,0
Tab8,User:Tab8,Chris Hadfield,4936,-1,0
My Flight,Motocross,Conscription in the United States,4942,3,1
Chokybug44,Radish,Radish,4945,1,1
Nurmy123,Tampon,Pete Rose,4950,3,1
Nurmy123,"Maywood, New Jersey",New Jersey,4959,1,1
Nurmy123,"Maywood, New Jersey",Hamster,4964,3,1
Crusader808,Bu Laia,Bu Laia,4967,0,1
Crusader808,Bu Laia,Phosphorus,4969,4,0
Aniyawillisrocks,Manfred von Richthofen,World War I Victory Medal (United States),4972,3,1
Aniyawillisrocks,John J. Pershing,The Omnivore's Dilemma,4975,3,1
Da2956hero,Aftermath of World War II,Fascism,4980,2,1
Da2956hero,Fascism,Wikipedia:Sandbox,4981,4,0
Da2956hero,Wikipedia:Sandbox,Grand Theft Auto IV,4983,-1,0
Cliffooo,The Rutles 2: Can't Buy Me Lunch,Ghana national under-17 football team,5014,4,0
Cliffooo,Nigeria national under-17 football team,Christian Eriksen,5016,2,1
Cliffooo,Christian Eriksen,Cape Verde,5017,3,1
Cliffooo,Cape Verde,Praia,5018,1,1
Cliffooo,"Santiago, Cape Verde",Chris Wondolowski,5020,3,1
Cliffooo,Yaya Touré,Lazar Marković,5025,2,1
Tbismonte0127,"Kargalı, Besni",Natural gas,5030,3,1
Tbismonte0127,Natural gas,TP73-AS1,5032,-1,0
Tbismonte0127,Farol da Ribeira Brava,India,5040,3,1
Ajayandalex,User:Ajayandalex,Jonathan (name),5043,-1,0
Ajayandalex,Jonathan (name),Alex,5044,4,0
James timberly,Western Province Prep,Dras,5062,4,0
James timberly,Kazakhstan,Castle Junction,5064,4,0
JenGamer,Kim Possible,Dhole,5072,3,1
Barri123,Low-level programming language,User talk:Yintan,5082,-1,0
Mike12225,Very high-level programming language,Computer cooling,5102,3,1
Mike12225,Computer cooling,Microsoft Flight Simulator X,5103,4,0
Mike12225,Microsoft Flight Simulator X,War Thunder,5105,3,1
Mike12225,War Thunder,Bull,5107,3,1
Mike12225,War Thunder,Grand Theft Auto: San Andreas,5109,3,1
Mike12225,Grand Theft Auto: San Andreas,User talk:Mike12225,5110,-1,0
Mike12225,War Thunder,User talk:Yintan,5112,-1,0
Alanarran,Margaret Thatcher,Bull,5120,3,1
Xcuray,Pornographic film actor,The Ring (2002 film),5124,3,1
Xcuray,The Ring (2002 film),The Grudge,5126,1,1
Xcuray,The Ring,The Grudge 2,5129,3,1
Xcuray,The Grudge 2,Sid the Science Kid,5131,3,1
Funnyman3104,J. J. Watt,Texas kangaroo rat,5134,4,0
Funnyman3104,Human reproduction,Mount Everest,5140,3,1
JadeGuardian,Kepa Hamuera Anaha Ehau,Wikipedia:Requested articles/Applied arts and sciences,5168,-1,0
JadeGuardian,Wikipedia:Requested articles/Applied arts and sciences,User:RedAndr/ViewMol3D,5169,-1,0
JadeGuardian,User talk:RedAndr,Super Mario,5176,4,0
JadeGuardian,Super Mario,Talk:Super Mario Bros.: The Lost Levels,5178,-1,0
JadeGuardian,Talk:Super Mario Bros.: The Lost Levels,Wikipedia:Changing username/Simple,5179,-1,0
JadeGuardian,Wikipedia:Changing username/Simple,Electronic game,5180,-1,0
JadeGuardian,Bonobo,Wikipedia:Administrator intervention against vandalism,5187,4,0
JadeGuardian,MediaWiki talk:Recentchangestext,Wheat,5304,4,0
JadeGuardian,User talk:194.81.46.164,Wikipedia:Assume bad faith,5318,-1,0
JadeGuardian,Wikipedia:Assume bad faith,Talk:Tufted capuchin,5319,-1,0
JadeGuardian,Talk:Tufted capuchin,Swimming (sport),5320,4,0
JadeGuardian,Goof,Holocene extinction,5375,3,1
JadeGuardian,Holocene extinction,Baiji,5378,2,1
JadeGuardian,Klaus Kubinger,Chayyim Moses ben Isaiah Azriel Cantarini,5401,5,0
JadeGuardian,Chayyim Moses ben Isaiah Azriel Cantarini,Ace Ventura: When Nature Calls,5402,4,0
JadeGuardian,Ace Ventura: When Nature Calls,Pokémon Colosseum,5403,3,1
JadeGuardian,Pokémon Colosseum,Wikipedia:Reference desk/Computing,5404,-1,0
JadeGuardian,Wikipedia:Reference desk/Entertainment,Jason Collins,5420,4,0
Bananasoda,Blink-182,Toby Keith,5433,3,1
Bananasoda,Toby Keith,Post-grunge,5435,3,1
Bananasoda,Barenaked Ladies,One Less Lonely Girl,5437,3,1
Bananasoda,One Less Lonely Girl,Hot Pockets,5438,4,0
Wwc(worldwidechoppers),Playboy: The Mansion,PlayStation 3,5445,3,1
Meysam salehe,Wikipedia:Sandbox,Persepam Madura United,5450,-1,0
Lardy321,Roy H. Crosby Public School,Wikipedia:Wikipedians,5497,5,0
Lardy321,Wikipedia:Wikipedians,Young-adult fiction,5498,3,1
Lardy321,Wikipedia:Sandbox,Lul,5502,-1,0
Kranjol,Archipelago,River source,5534,3,1
Kranjol,Harbor,Cape,5536,3,1
Kranjol,Cape,Ben Roberts-Smith,5537,3,1
Kranjol,Ben Roberts-Smith,Anne Frank,5543,3,1
Meepsterbanana,Abdominal obesity,"Iwaki, Fukushima",5547,3,1
Funnydeaths567,List of unusual deaths,Emancipation Proclamation,5578,2,1
Alexialove01,Mary (mother of Jesus),Stephanie Courtney,5586,4,0
VictorDiaz619,WWE 2K,List of people barred or excluded from the United States,5591,4,0
VictorDiaz619,List of people barred or excluded from the United States,Maybach Music Group,5592,3,1
VictorDiaz619,Maybach Music Group,IHeartRadio,5593,3,1
VictorDiaz619,IHeartRadio,SpongeBob SquarePants,5594,3,1
Blacklisting,Carlton Cinema,Robert Bosch GmbH,5601,3,1
Blacklisting,John Lewis (department store),Iceland (supermarket),5607,2,1
Blacklisting,Iceland (supermarket),BBC Food,5608,3,1
Blacklisting,BSkyB,TUI AG,5613,2,1
Blacklisting,TUI AG,Eden (TV channel),5616,3,1
Blacklisting,Eden (TV channel),Lloyds Bank,5617,4,0
Blacklisting,Rankin/Bass Productions,Bmibaby,5625,3,1
Blacklisting,Bmibaby,Tikkabilla,5626,3,1
Blacklisting,Pick (TV channel),Allders,5636,3,1
Blacklisting,Allders,Soapnet,5642,3,1
Blacklisting,Virgin Green Fund,Dreams (bed retailer),5650,4,0
Blacklisting,Dreams (bed retailer),Gold (TV channel),5654,4,0
Blacklisting,Gold (TV channel),Alibi (TV channel),5655,2,1
Blacklisting,Home (TV channel),Boomerang (TV channel),5660,3,1
Blacklisting,BBC,Bizarre ER,5663,2,1
Blacklisting,UKTV,Red Bee Media,5669,2,1
Blacklisting,Yesterday (TV channel),ThyssenKrupp,5682,3,1
Indikamonatheiya,List of U.S. presidential relatives,Dutch language,5697,2,1
TacticalMouse,British Columbia,Panama,5706,2,1
Tom01011,Taraxacum,Titulcia eximia,5733,6,0
Bhills996,Sino-Vietnamese War,Sino-Vietnamese War,5741,1,1
XXNebraskFanXx,Turbonilla mariajoseae,Talk:YouTube,5754,-1,0
123tree,Trombone,Hair,5759,3,1
DiddoMC,History of the United States,Marker,5767,4,0
DiddoMC,Marker,History of the United States,5770,3,1
DiddoMC,History of the United States,Crystal,5772,2,1
Uhuhhello,IP address blocking,Yousaf Raza Gillani,5774,4,0
Uhuhhello,Yousaf Raza Gillani,Pakistan Army,5775,1,1
60op8,Template:2013 NBA Playoffs,Template:2013 NBA Playoffs,5785,-1,0
60op8,Template:NBA season record/doc,2012 NBA Playoffs,5791,-1,0
Go1denretrevr,National Outsourcing Association,Outsourcing,5795,1,1
Evan2003,List of tallest buildings in the United States,Lois Griffin,5800,4,0
Evan2003,Lois Griffin,Bill Ritter,5801,3,1
Evan2003,Richard Lamm,Ronald Reagan,5806,2,1
Evan2003,Walter Mondale,Jimmy Carter,5812,1,1
Evan2003,Jimmy Carter,Yingluck Shinawatra,5817,3,1
Evan2003,Chaovarat Chanweerakul,List of Presidents of the United States,5820,3,1
Evan2003,List of Prime Ministers of Thailand,Æthelstan,5825,3,1
Evan2003,List of English monarchs,List of tallest buildings in Denver,5836,4,0
Evan2003,List of tallest buildings in Denver,John D. Vanderhoof,5837,2,1
Dan2964,3553 Mera,Zune,5847,4,0
Feedthepanda002,Thierry Le Luron,Nat Turner,5853,4,0
