username1,pagetitle1,pagetitle2,counter,hop,nhop
Agirretxe,Ludovic Sylvestre,Phil Younghusband,669,3,1
Agirretxe,Youssef Msakni,Alexandru Suvorov,706,4,0
Agirretxe,Wilfried Bony,Adel Taarabt,711,3,1
Agirretxe,Alcides Peña,Mateo Kovačić,717,4,0
Agirretxe,José Miguel Granadino,Florin Costea,724,4,0
Agirretxe,Alcides Peña,Younès Belhanda,727,3,1
Agirretxe,Pierre-Emerick Aubameyang,Luc Castaignos,729,3,1
Agirretxe,Luc Castaignos,Raúl (footballer),730,2,1
Van-x07,Montgomery Bus Boycott,Montgomery Bus Boycott,733,1,1
MR.SPARKLE'S-UNICORN-ZOMBIE,Dachshund,Dachshund,770,1,1
MR.SPARKLE'S-UNICORN-ZOMBIE,Dachshund,The Doodlebops,773,3,1
Troll4321,Nicholas,List of sky deities,806,3,1
Inferior17,Mikko Esko,Freaks and Geeks,837,4,0
Wayne59,Talk:Nicki Minaj,Wikipedia:WikiProject Disambiguation,858,5,0
Dansmith2424,Sexuality of Abraham Lincoln,Sexuality of Abraham Lincoln,868,1,1
Dansmith2424,Sexuality of Abraham Lincoln,User:North Shoreman,869,-1,0
Hannah.zetley,The Ringer (2005 film),Soft drink,877,3,1
KDNDJjdjdjddj,Justin Schultz,2012–13 NHL lockout,884,2,1
KDNDJjdjdjddj,2012–13 NHL lockout,Calgary Flames,885,1,1
KDNDJjdjdjddj,Calgary Flames,Saint Nicholas,887,3,1
Beautiful Angie,Mountain Dew,Boomer's Adventure in ASMIK World,935,4,0
Transerd,Wikipedia:Administrators' noticeboard/Incidents,László Kovács (writer),974,5,0
Transerd,Talk:Castra of Poiana,Talk:Corvin Castle,1001,-1,0
Transerd,Corvin Castle,Hungarian invasions of Europe,1005,2,1
Transerd,Talk:Corvin Castle,Hungarian Revolution of 1848,1034,2,1
Transerd,Talk:Corvin Castle,Castra of Olteni,1037,4,0
Transerd,Talk:Corvin Castle,World War I,1041,2,1
Transerd,World War I,Wikipedia talk:WikiProject Romania,1043,-1,0
Transerd,Wikipedia talk:WikiProject Romania,Castra of Brașov,1045,5,0
Transerd,Daco-Roman,Michael Szilágyi,1051,3,1
Transerd,Talk:Michael Szilágyi,Talk:Daco-Roman,1055,-1,0
Transerd,Talk:Michael Szilágyi,János Scheffler,1058,4,0
Transerd,Michael Szilágyi,Johannes Caioni,1205,3,1
Transerd,Matthias Bel,Kingdom of Hungary (1000–1526),1217,1,1
Transerd,Demographics of Hungary,Hungarians,1229,1,1
Transerd,Talk:Michael Szilágyi,Battle of Guruslău,1246,3,1
Transerd,Template:Campaignbox Long War (Ottoman wars),Battle of Braşov,1263,-1,0
Transerd,Battle of Guruslău,Template:Eastern name order,1277,-1,0
Transerd,Demographics of Hungary,Talk:Battle of Braşov,1284,-1,0
Jasonballballing,Charlie Chaplin: Intimate Close-Ups,Gravity Falls,1337,3,1
Jasonballballing,Gravity Falls,Duchess Elsa of Württemberg,1338,4,0
Bigbodybob,Staten Island,Brooklyn,1356,1,1
Tonymontana1235312,Montana,Pope Alexander VI,1360,3,1
S2044267,Ascog House,Wikipedia:How to delete a page,1378,-1,0
Natecross97,Cloning,Health care,1386,2,1
Wullysaurus,Train,User talk:Richard BB,1394,-1,0
SubaruLion8000,Last Resort (song),Star Wars: Rebel Assault II: The Hidden Empire,1424,4,0
SubaruLion8000,Star Wars: Rebel Assault II: The Hidden Empire,Ben Stein,1427,4,0
SubaruLion8000,Ben Stein,Infected Mushroom,1428,3,1
BusinessLaw2013,Ron Johnson (U.S. politician),Ron Johnson (U.S. politician),1449,1,1
BusinessLaw2013,Ed Royce,Mike Coffman,1459,1,1
Swagmaestro,Gothenburg,Malmö,1506,1,1
Sakaisinai5,World Boxing Organization,Boxing,1526,1,1
Cool guy is cool 69,Hot Subdistrict,Bread,1533,4,0
Iji342,Template:Football in Vietnam,Japan national football team,1536,-1,0
Condomsecrets,Sim Lim Square,Sim Lim Square,1544,1,1
Nandu22,Anjali (actress born 1986),Ravindra Jadeja,1555,3,1
Nandu22,Tamannaah,Lakshmi Manchu,1560,2,1
Billyz90,Jake Short,Vanessa Morgan,1593,2,1
Idiots22,Talk:Michael Jackson,Talk:Barack Obama,1596,-1,0
Jr930,Rehovot,Sexual arousal,1608,3,1
Jr930,Sexual arousal,Netanya,1609,3,1
Burty17,John William Gregg,John William Gregg,1635,1,1
Burty17,Elsässische Maschinenbau-Gesellschaft Grafenstaden,"Bamba, Guinea",1640,5,0
Thomy98,Turn One Racing,Cole Whitt,1669,1,1
Thomy98,Cole Whitt,2013 NASCAR Nationwide Series,1670,2,1
Thomy98,2013 NASCAR Nationwide Series,HScott Motorsports,1671,2,1
Rabby Ahmed Musa,Dhaka,Richa Gangopadhyay,1704,3,1
Rabby Ahmed Musa,Amman,Darjeeling,1709,3,1
Paybillycom,George Jepsen,George Jepsen,1725,1,1
CockediBlockedi,Mohawk people,Mohawk people,1734,1,1
Vgvjgbjnbbghfhb,Motion (physics),Motion (physics),1789,1,1
Handoman123210,Zoolander,Zoolander,1793,1,1
Handoman123210,Zoolander,Germanium,1794,3,1
Vedantvedant,Vasant Narhar Phene,LexCorp,1886,5,0
Vedantvedant,LexCorp,Halo 4,1889,3,1
Pielover40434,Talk:Wind turbine,Talk:Wind turbine,1891,1,1
Kakamanal,Iran–Saudi Arabia relations,Mahmoud Ahmadinejad,1932,1,1
Jobmcdonald,Brinsworth Comprehensive School,Wikipedia:Sandbox,1955,5,0
Jobmcdonald,Quidditch,Whisk,1957,4,0
Jobmcdonald,Brinsworth Comprehensive School,German,1965,4,0
Jobmcdonald,German,Facebook,1966,3,1
Joefish178,Foxdale,Great Britain,1970,3,1
Joefish178,Foxdale,Portsmouth F.C.,1972,3,1
Bong Hits For Muhammad,Here and Now (Nickelback album),"Concordia College (Moorhead, Minnesota)",2000,3,1
Unicorn Slayer4,Empire State Building,Soil salinity,2018,3,1
Pieqqqqqq,Birdemic: Shock and Terror,Sutter's Mill,2050,3,1
Anoymous69,"Huntingburg, Indiana","Huntingburg, Indiana",2075,1,1
Anoymous69,Louis C.K.,"Evansville, Indiana",2082,3,1
LenaDelRay,Liv Tyler,How I Met Your Mother,2100,3,1
LenaDelRay,Julia Jones,American Idol (season 12),2102,3,1
LenaDelRay,American Idol,Second inauguration of Barack Obama,2104,2,1
LenaDelRay,Second inauguration of Barack Obama,Anne Hathaway,2105,3,1
LenaDelRay,Anne Hathaway,UNICEF,2115,2,1
Brockhole8,User:YuMaNuMa,Authority,2119,3,1
Brockhole8,Authority,M&M's,2121,4,0
Sheen33,Google Chrome,Google Chrome,2127,1,1
Sheen33,Google Chrome,Gentoo Linux,2129,2,1
BLEEAARRG,Romantic Circles,List of Gravitation characters,2168,5,0
BLEEAARRG,Andy Auld,Wrexham General railway station,2170,3,1
BLEEAARRG,Shrew,Łączki Jagiellońskie,2173,5,0
BLEEAARRG,Łączki Jagiellońskie,Mary Harris Jones,2174,4,0
BLEEAARRG,Mary Harris Jones,William W. Fife,2175,5,0
LesGuppy,Alan Pardew,Timmy Mallett,2269,3,1
Markake97,Philip Olivier,Clare Balding,2274,2,1
Yualmer,University of Alberta,Iroquois,2343,3,1
Thunderwhip2000,Frogfish,Frogfish,2358,1,1
Amsnow9498,IPod Touch,Ray Bradbury,2369,3,1
Kazhuhggbn,Greek tragedy,Slug,2393,3,1
Kazhuhggbn,Slug,Slag,2397,3,1
Shrewman123,Corn Islands,Lesotho,2410,3,1
Shrewman123,Lesotho,Center for Teaching and Learning,2411,4,0
Tempuser1,Spotted owl,Cucumber,2435,3,1
Alf247,AdventureQuest Worlds,Mollusca,2438,3,1
XXBOBMARLEYXx,Sega Genesis,Clock,2475,2,1
Akshayep,Mr. Bean,Hinduism by country,2507,3,1
Akshayep,Hinduism by country,Jesus in Islam,2508,2,1
Abush635,Tom Ketchum,Basic English,2512,3,1
CumbrianLegend1,Moor Row,Ipswich,2531,3,1
CumbrianLegend1,Ipswich,Moor Row,2533,4,0
Taylor.brazell,Talk:Pacific Northwest tree octopus,Talk:Cat,2604,-1,0
MasterHaydow,Capital punishment in the United States,Metal rubber,2640,3,1
Doc Ock3,All Souls' Day,Category:Sex toys,2657,-1,0
Dawn Keibals,Jay Westerveld,User talk:Barek,2676,-1,0
Abdinasirqoorte,Portal:Contents/People and self/Intro,Wikipedia:Articles for creation/Redirects,2689,-1,0
Abdinasirqoorte,Wikipedia:Articles for creation/Redirects,Flavoparmelia caperata,2691,4,0
Abdinasirqoorte,Template:COTWs,Template:FPO number,2693,-1,0
Vniuvutbvgutgbtg,Ghost,User:Tom harrison,2746,-1,0
Miss Pauling,Murphy's law,Murphy's law,2792,1,1
Matthew wand,Air Burundi,Richard Osman,2807,4,0
Jjdhdhhdhdhdhd,Acid rain,Acid rain,2810,1,1
Starociota,Stanisław Dziwisz,Stanisław Dziwisz,2819,1,1
Mrmunchkinhead,Romantic music,Ireland,2840,3,1
SushiLuver22,Asia's Next Top Model,Top Model,2851,2,1
WikiGoddest,World War III,Monster,2862,3,1
Jackbadman123,Gandalf,Sauron,2873,1,1
Treemidjet,Otter,North American river otter,2904,1,1
Narwhalmcbobbins,Quidditch,Memory,2917,3,1
Nowaski,Seth MacFarlane,Women's boxing,2967,3,1
Brockhole5,Lamington,Ice cube,2986,3,1
Brockhole5,Ice cube,Bread,2987,3,1
Khaduja,Jumeirah English Speaking School,Marge Simpson,3019,4,0
Khaduja,Marge Simpson,Franck Ribéry,3021,4,0
Bigfathistorylibrarian,German Empire,Airsoft,3034,2,1
I love freestuff,Eyelash,Mole (animal),3047,2,1
BraxtonRiddle,Firefox,New Forest pony,3051,4,0
Luigi4509,Portal:England/Introduction,Yoshi,3059,3,1
Giggle doctor,Dr. Giggles,Dr. Giggles,3067,1,1
Lucrae Jenkins,Hannibal Lecter,Cooping,3115,4,0
Louie120493,Bramble,Tom Jones (singer),3128,3,1
Give Idea,User:Give Idea,Talk:John Lennon,3154,-1,0
Wa Audio Visual,Talk:Tempsford railway station,Tempsford railway station,3170,-1,0
Bob0009,"Raleigh, North Carolina",Climbing protection,3187,3,1
Bob0009,Climbing protection,"Kinston, North Carolina",3189,4,0
EditMasterBetterThanKing,Floppy disk,User talk:The Illusive Man,3197,-1,0
Jizztanker8008,Vaginal lubrication,Vaginal lubrication,3200,1,1
Kappatau6,Odyssey,Things Fall Apart,3253,2,1
Kappatau6,Things Fall Apart,AP Human Geography,3256,4,0
Duckymac01,Star Wars Episode III: Revenge of the Sith,Babylonian captivity,3258,3,1
Duckymac01,Babylonian captivity,The Voyage of the Dawn Treader,3259,3,1
IAMTHECHANGER1234,Gabriel García Márquez,Gabriel García Márquez,3277,1,1
Happy890,Tej (actor),The Legend of Zelda,3282,4,0
Mikey11160,Paul Staines,Pat Condell,3290,3,1
Sepouh,Henrikh Mkhitaryan,Yura Movsisyan,3319,2,1
Stoneiscool,Roman military personal equipment,List of Roman deities,3346,2,1
Bobspalding,Wikipedia:Sandbox,Math (disambiguation),3371,-1,0
Jefferybackpack,Quail,Electric company,3409,4,0
ManCityRoxTS,Shahril Ishak,Punggol MRT/LRT Station,3482,3,1
ManCityRoxTS,Teck Lee LRT Station,Faroe Islands,3484,3,1
ManCityRoxTS,Faroe Islands,Christmas Island,3485,2,1
Detfournier,List of photo-sharing websites,List of photo-sharing websites,3523,1,1
Bjfdchber,Gary Oldman,The True Confessions of Charlotte Doyle,3530,3,1
Abishua2208,Abhishek Bachchan,Nintendo,3533,3,1
Adwerq,Eva Hesse,Louise Bourgeois,3535,2,1
Bff711,Infection,Carpet,3556,3,1
A7XFTW,List of anti-war songs,Robinson Secondary School,3560,4,0
Bobskis,One Pound Fish Man,One Pound Fish Man,3566,1,1
Yuiuy22,Wikipedia talk:IRC/wikipedia-en-help,User talk:Chzz,3575,-1,0
Zeppelin cheeky boi,Zeppelin,List of metro systems,3580,3,1
The dumbnut,The Patriot (2000 film),The Patriot (2000 film),3608,1,1
Serengeti11,Tony Hawk,Kelly Smith,3627,3,1
Serengeti11,Kelly Smith,Antonio Nocerino,3628,3,1
Prolarrytumblr,Beard (companion),Beard (companion),3640,1,1
Johnsmithisgroovy,Scouts Canada,Heritage Regional High School,3646,3,1
Johnsmithisgroovy,Heritage Regional High School,User talk:Gogo Dodo,3651,-1,0
Thecrimdog,Jesse Ventura,John Wayne,3658,2,1
Sunshine Tanphiphat,High sheriff,High sheriff,3682,0,1
Chub22230230,Kirk Herbstreit,Kirk Herbstreit,3694,1,1
RalphWarren35,North Carolina,Mark Elliot (voice-over artist),3725,3,1
Dr.Ishbal,Barbra Streisand,Pamela Anderson,3746,2,1
Butefraim22,United States,United States,3758,1,1
Kleo7906,User:Kleo7906,User:Kleo7906,3769,-1,0
Kleo7906,User:Kleo7906,Cookie Jar Group,3770,-1,0
Kleo7906,Cookie Jar Group,Film Roman,3771,2,1
Kleo7906,Film Roman,DHX Media,3775,2,1
MarioVSYoshi,Soylent Green,Babylon 5,3805,2,1
Baneful Mauler,Saori Minami,Tardigrade,3815,3,1
7thshadow1234,Chandio,Kenneth,3863,5,0
7thshadow1234,Kenneth,Nectar,3864,3,1
Kaboom4674,Airbus,Airbus,3927,1,1
Braydencimino,Kraft Dinner,Buzz Lightyear,3985,2,1
Дадададададададада,Hetalia: Axis Powers,Fire and Ice (1983 film),4125,3,1
Дадададададададада,Fire and Ice (1983 film),Sagittarius (astrology),4130,4,0
Дадададададададада,Sagittarius (astrology),Opossum,4131,4,0
Iambaconhawk,Willy Wonka,Willy Wonka,4137,1,1
Magnitudepoppop,Carlos Bustamante,Space Jam,4157,3,1
Mvickdawgz,"El Dorado High School (Placentia, California)","El Dorado High School (Placentia, California)",4185,1,1
Mvickdawgz,"El Dorado High School (Placentia, California)",Harrison High School (Georgia),4186,4,0
AMANDARICON,List of The X Factor finalists (U.S. season 2),List of The X Factor finalists (U.S. season 2),4226,1,1
BiaSaori,List of The X Factor finalists (U.S. season 2),List of The X Factor finalists (U.S. season 2),4245,1,1
Johnjackjohnjack,Tours FC,Nicklas Bendtner,4329,3,1
David Malinin,BDSM,BDSM,4340,0,1
Bradzarb123,Calculator,Calculator,4355,1,1
Yoloswagymcmb,Robert Rodriguez (American football),Limp Bizkit,4361,3,1
Jjchingo,Kim Tae-yeon,Deaths in 2013,4372,4,0
Jjchingo,User talk:Mediran,Data,4394,4,0
LamborghiniDoorsOnEscalade,Dolph Ziggler,The Miz,4414,1,1
Lukeburke123,Empire State Building,Caterpillar,4461,3,1
Biggfizz,"Dover High School (Dover, Ohio)",Garaway Local School District,4514,5,0
TylerSmith97,Shannon Leto,Cillian Murphy,4528,3,1
Nick valinchie,Sicilian Mafia,Sicilian Mafia,4559,0,1
Akbaruddin Owaisi,Akbaruddin Owaisi,Akbaruddin Owaisi,4587,1,1
Nacker12,Rakim,Bundoran,4660,3,1
Cool194988,French River (Massachusetts),DDD,4685,5,0
JaredRianeCastillo,Olongapo,McPixel,4696,4,0
Cawck,Robert Ghiz,Ring of Fire (song),4709,4,0
Cawck,Ring of Fire (song),List of youngest birth mothers,4710,4,0
Decaract10,Syrup,Maple syrup,4712,1,1
Decaract10,Maple syrup,Syrup,4713,1,1
Decaract10,Tomato sauce,Noodle,4716,2,1
Gotham123,Starbucks,Yoga,4718,2,1
Gotham123,Yoga,Kevin Stöger,4720,4,0
Cameron05230301,Frances Hodgson Burnett,Polly Horvath,4733,4,0
Cameron05230301,Rhode Island,"Gardner, Colorado",4743,4,0
Cameron05230301,"Gardner, Colorado","New Shoreham, Rhode Island",4744,3,1
Cameron05230301,"New Shoreham, Rhode Island",Little House on the Prairie,4746,3,1
Cameron05230301,Little House on the Prairie,Cynthia Rylant,4747,1,1
Thedoob,World,MPLA,4749,3,1
Thedoob,MPLA,Women Media Center,4750,5,0
Thedoob,Colorado State University,Athena,4753,3,1
Willdalley,Refugee Boy,Refugee Boy,4755,1,1
Thatjewishguy829,Mike and Ike,Mike and Ike,4767,1,1
Thatjewishguy829,WALL-E,User:Thatjewishguy829/sandbox,4771,-1,0
Sithara03,Sinhalese people,Talk:Sri Lanka,4779,-1,0
Sithara03,Talk:Sri Lanka,Colombo,4788,2,1
Ruthless Villain,The D.O.C. discography,DJ Yella,4811,2,1
Ruthless Villain,Panic Zone,Ice Cube,4850,2,1
Ruthless Villain,Eazy-E,Up in Smoke Tour,4870,2,1
Azizurehman007,Arfa Karim,Arfa Software Technology Park,4893,1,1
Azizurehman007,Arfa Software Technology Park,Malala Yousafzai,4894,2,1
Azizurehman007,Arfa Karim,Microsoft,4897,2,1
Dragon756,Bubble Wrap (brand),Ring of Fire,4901,4,0
Hacked Developer,User:Hacked Developer/sandbox,Jacob C. Vouza,4909,-1,0
Mxobb124,Rajesh Rajilal,Rajesh Rajilal,4913,-1,0
Mxobb124,Rajesh Rajilal,Peter Blake (artist),4914,-1,0
Mxobb124,Peter Blake (artist),Fire triangle,4919,4,0
Mxobb124,Fire triangle,List of million-selling game consoles,4920,4,0
Mxobb124,Muammar Gaddafi,Boris Johnson,4923,2,1
Mxobb124,Markus Persson,Linus Torvalds,4925,3,1
Dumby12345,Oakham School,Legislation,4930,3,1
Jeffrolfvondenbaumen11,International Space Station,Category:Explorers of Canada,4938,-1,0
Jeffrolfvondenbaumen11,Category:Canadian explorers,Canada goose,4943,-1,0
Caincoo,Slogan,Long,4949,4,0
49ers14,Trinidad James,Donyell Marshall,4952,3,1
Rch1984,"Chris Wood (footballer, born 1991)",Sergio Hellings,4955,4,0
TabbSingleton,Newtons (cookie),Josh Peck,4962,4,0
Miladragon3,Tupoutoʻa ʻUlukalala,Potato,4968,3,1
Miladragon3,Potato,Universe,4970,2,1
Piero9,Edmonton Oilers,Boxxy,4977,4,0
Reznoff2,Asian literature,Pidor,4983,3,1
Reznoff2,Pidor,ARCA (NGO),4984,4,0
Reznoff2,ARCA (NGO),White people,4990,3,1
FGNE,Spanish Army,Steven M. Greer,5004,4,0
Johnnycup,"Christ Church, Oxford",Chemist,5017,3,1
Johnnycup,Chemist,Punic Wars,5018,3,1
Phydo7,Aldfrith of Northumbria,Amy (video game),5023,5,0
Bloomingtonk12,List of American television series,List of American television series,5036,1,1
Bloomingtonk12,List of American television series,Scooby-Doo's Haunted Mansion,5037,2,1
Bloomingtonk12,Boo Blasters on Boo Hill,Caillou,5039,3,1
123lilbrad,File:Caddo Flag.gif,"Fairview Alpha, Louisiana",5050,-1,0
123lilbrad,"Fairview Alpha, Louisiana","Kraft, Louisiana",5051,2,1
Winger wong,"Portland, Oregon",Ginger,5056,2,1
Winger wong,Ginger,Yo,5057,4,0
Winger wong,Yo,Portland Trail Blazers,5058,3,1
Chickenmcface,Talk:Bill Clinton,Mountain Dew,5063,4,0
Chickenmcface,Mountain Dew,Chef Boyardee,5066,3,1
YDHbulldog,Yeshiva Derech HaTorah,Yeshiva Derech HaTorah,5071,2,1
YDHbulldog,Yeshiva Derech HaTorah,User talk:YDHbulldog,5083,-1,0
Minmindougajuku,Mark Striegl,Mark Striegl,5086,1,1
Moondalek101,Smosh,2010 Winter Paralympics,5089,3,1
Moondalek101,2010 Winter Paralympics,Smosh,5090,3,1
Moondalek101,Smosh,Battle of Waterloo,5092,3,1
Qdog83,User:Qdog83/sandbox,Scottish cuisine,5106,4,0
Riflebellows,Stop & Shop,Stop & Shop,5109,1,1
Riflebellows,Stop & Shop,Book of Samuel the Seer,5110,4,0
Betterthanlebron,Mark Cuban,Dunce,5114,3,1
Beckford9,Habib Habibou,Robert Snodgrass,5124,2,1
Beckford9,Wayne Rooney,Ku Klux Klan,5126,3,1
Benedict.bien,Culture of Singapore,Roti Island snake-necked turtle,5132,4,0
A. J. Abbasi,Dokri Taluka,Larkana,5139,2,1
Zombiedude101,Episodic video game,Rick Astley,5146,3,1
Zombiedude101,Rick Astley,Hebrew language,5149,3,1
Demonspud07,The Binding of Isaac (video game),Gogo Dodo,5159,3,1
Demonspud07,Gogo Dodo,Laudanosine,5160,3,1
Blackmanjoe,Yolo,Sodbuster,5168,5,0
RedSoxStudent,Major League Baseball,Pasta,5180,3,1
DrewDickles,Principal Skinner,Chief Wiggum,5214,2,1
DrewDickles,Chief Wiggum,Space Cadet (Family Guy),5215,3,1
DrewDickles,Adenoid,Truckin',5223,4,0
DrewDickles,Truckin',Thomas Friedman,5224,3,1
DrewDickles,Thomas Friedman,Duclod Man,5225,3,1
DrewDickles,Duclod Man,Sandy Hook Elementary School shooting,5226,3,1
DrewDickles,"San Luis Obispo, California",Double Take (group),5229,1,1
DrewDickles,Double Take (group),Liverpool,5230,3,1
DrewDickles,Liverpool,Category:German people of Israeli descent,5231,-1,0
DrewDickles,Huell Howser,Caress Me Down,5235,3,1
DrewDickles,Dookie,Beelzebubba,5246,3,1
DrewDickles,Sublime (album),Smoke Two Joints,5249,2,1
DrewDickles,Richard Cheese,Niagara (painter and singer),5251,4,0
DrewDickles,Niagara (painter and singer),Dem Bones,5253,4,0
DrewDickles,Dem Bones,Walt Disney,5254,2,1
DrewDickles,Walt Disney,Spotted dick,5255,3,1
DrewDickles,Spotted dick,Mrs Dalloway,5256,3,1
DrewDickles,Mrs Dalloway,Moe's Tavern,5257,4,0
DrewDickles,Korova Milk Bar,Amish Guy,5259,4,0
DrewDickles,Amish Guy,Swass,5260,4,0
DrewDickles,Tim Heidecker,Forked tongue,5262,4,0
DrewDickles,Pinkerton (album),Aqua Teen Hunger Force (season 1),5266,3,1
DrewDickles,Aqua Teen Hunger Force (season 1),Death Rides a Pale Cow (The Ultimate Collection),5267,4,0
DrewDickles,List of fictional holidays,Franklin K. Lane High School,5270,4,0
DrewDickles,Franklin K. Lane High School,Sassafras (disambiguation),5271,4,0
DrewDickles,Sassafras (disambiguation),Mrs. Blaileen,5272,4,0
Avrahamburg,Jewish population by country,Volkswagen Schwimmwagen,5292,3,1
Avrahamburg,Volkswagen Schwimmwagen,Brad Anderson (cartoonist),5293,4,0
Avrahamburg,Brad Anderson (cartoonist),Max von Stephanitz,5294,4,0
Fisherdude8,Least concern,Boston,5307,3,1
Teeth69,Electromagnetic radiation,Salt,5311,2,1
Zebedee1217,Daisy Waugh,Nani,5314,4,0
Smellyburrito42,Sandy Upper School,Sandy Upper School,5325,1,1
Zionsmall,Frankenstein,Johann de Kalb,5334,3,1
LeMemeCentral,Stereophonics,Kherson,5343,3,1
LeMemeCentral,Kherson,Yo Momma,5346,4,0
LeMemeCentral,Yo Momma,Googlewhack,5347,4,0
LeMemeCentral,Googlewhack,Unreal Tournament,5348,4,0
LeMemeCentral,Garry's Mod,Troll (Internet),5355,3,1
HurricaneBlahg,Willy Wonka,Rebecca,5360,3,1
HurricaneBlahg,Rebecca,"Lila C, California",5362,5,0
HurricaneBlahg,Rebecca,Train,5367,4,0
Mosbruckercj,Paul Burlin,Samar Samir Mezghanni,5370,5,0
Jcapeless717,Buster Posey,Buster Posey,5388,1,1
SDMIfanatic,List of Scooby-Doo! Mystery Incorporated episodes,Scooby-Doo! Mystery Incorporated,5390,1,1
SDMIfanatic,Scooby-Doo! Mystery Incorporated,List of Scooby-Doo! Mystery Incorporated episodes,5399,1,1
SDMIfanatic,Scooby-Doo! Mystery Incorporated,Scooby-Doo! Mask of the Blue Falcon,5412,2,1
Ddorai5,José Bosingwa,Lee Chung-yong,5431,3,1
Ddorai5,Tom Miller,Runner-up Man,5434,3,1
Ddorai5,Runner-up Man,Ronaldo,5437,2,1
Jstacy1,Carbohydrate,Algea,5446,4,0
Tc456,Rush (band),Rush (band),5454,1,1
Tc456,Clockwork Angels,Pocket Planes,5458,5,0
Tc456,Pocket Planes,Friction,5460,3,1
Tc456,Friction,List of National Basketball Association longest winning streaks,5461,4,0
Prisinor108,Rydon Community College,List of schools in West Sussex,5471,2,1
Prisinor108,List of schools in West Sussex,Mary White (textile designer),5472,4,0
Prisinor108,Mary White (textile designer),Capuchin monkey,5474,4,0
Prisinor108,Mary White (textile designer),Macbeth,5481,3,1
Wikicreeperrock,The Yogscast,Amazon basin,5515,4,0
Wikicreeperrock,Amazon basin,Pipipi,5516,3,1
Wikicreeperrock,Pipipi,Rick Riordan,5517,4,0
Bumcheeks717,Agalychnis callidryas,Thuja plicata,5528,3,1
Clairlove619,Sonny,Wikipedia:Editor's index to Wikipedia,5547,-1,0
Mr. Greg R McPhee,Girls Aloud,Australia's Got Talent (series 7),5552,2,1
Mr. Greg R McPhee,The X Factor (U.S. season 3),The X Factor (UK series 9),5555,2,1
Mr. Greg R McPhee,The X Factor (UK series 9),List of past EastEnders characters,5556,3,1
Mr. Greg R McPhee,List of past EastEnders characters,List of Coronation Street characters (2012),5557,3,1
Mr. Greg R McPhee,List of Coronation Street characters (2012),Alice Levine,5558,3,1
Mr. Greg R McPhee,Alice Levine,Tommy Knight,5560,3,1
L. Hulbert,Saturn C-2,Synbiotics,5563,4,0
L. Hulbert,List of Chinese dictionaries,Soham Village College,5567,4,0
L. Hulbert,Soham Village College,Presidency of Barack Obama,5574,3,1
Grobelaar0811,F.C. Porto,F.C. Porto,5579,1,1
Grobelaar0811,F.C. Porto,CVC Capital Partners,5581,4,0
Grobelaar0811,Marc Rich,Fulham F.C.,5584,3,1
Grobelaar0811,F.C. Porto,Dynamo (magician),5591,4,0
Grobelaar0811,Dynamo (magician),Darth Vader,5592,3,1
Thompsonam23,Luke the Evangelist,Courageous (film),5605,4,0
