username1,pagetitle1,pagetitle2,counter,hop,nhop
Spyglasses,Gamma-Aminobutyric acid,Chapel Royal,402,4,0
Spyglasses,Chapel Royal,Wasteland Speech,403,4,0
Spyglasses,Wasteland Speech,Antibiotic resistance,404,3,1
Spyglasses,Antibiotic resistance,Power system harmonics,415,4,0
Spyglasses,Electric power distribution,Dynamic demand (electric power),425,2,1
Spyglasses,Dynamic demand (electric power),Bath County Pumped Storage Station,426,2,1
Spyglasses,Three Mile Island accident,National Grid (Great Britain),431,3,1
Spyglasses,National Grid (Great Britain),Spasticity,436,4,0
Spyglasses,Spasticity,William Stephenson,437,4,0
Spyglasses,William Stephenson,Ferroresonance in electricity networks,438,5,0
Spyglasses,Ferroresonance in electricity networks,Lithium polymer battery,440,3,1
Spyglasses,Lithium polymer battery,Output transformerless,442,4,0
Spyglasses,Output transformerless,Mobile phone,443,3,1
Spyglasses,Mobile phone,Electric power transmission,452,2,1
Spyglasses,Volt-ampere reactive,List of high voltage underground and submarine cables,460,2,1
Spyglasses,List of high voltage underground and submarine cables,High-voltage direct current,461,2,1
Spyglasses,Electric power transmission,Submarine power cable,485,1,1
Spyglasses,Submarine power cable,Compact Disc Digital Audio,487,4,0
Spyglasses,Compact Disc Digital Audio,Burst error,488,1,1
Spyglasses,Compact Disc Digital Audio,FLARM,492,4,0
Spyglasses,FLARM,Jet engine,494,2,1
Spyglasses,Jet engine,Single-ended triode,495,4,0
Spyglasses,Single-ended triode,Günther Lütjens,496,4,0
Spyglasses,Günther Lütjens,Coal-water slurry fuel,503,2,1
Spyglasses,Watt,Nominal power (photovoltaic),507,1,1
Spyglasses,Coal-water slurry fuel,Rankine cycle,512,2,1
Spyglasses,Creep (deformation),Maurice Ravel,520,3,1
Spyglasses,Maurice Ravel,Gilbert and Sullivan,521,2,1
Spyglasses,Gilbert and Sullivan,User:Spyglasses,522,-1,0
Spyglasses,Rankine cycle,List of dams in the Columbia River watershed,528,3,1
Spyglasses,List of dams in the Columbia River watershed,Columbia River Treaty,536,1,1
Spyglasses,Columbia River Treaty,List of Canadian mobile phone companies,541,3,1
Spyglasses,Telus Mobility,Concorde aircraft histories,544,4,0
Spyglasses,Concorde aircraft histories,Coker unit,546,4,0
Spyglasses,Coker unit,Gasoline,547,2,1
Spyglasses,Gasoline,Tetraethyllead,549,1,1
Spyglasses,Tetraethyllead,Gas turbine,550,2,1
Spyglasses,Gas turbine,Lithium-ion battery,554,2,1
Spyglasses,Lithium-ion battery,Aluminium alloy,557,2,1
Spyglasses,Aluminium alloy,Supercruise,558,3,1
Spyglasses,Supercruise,Pratt & Whitney F135,559,1,1
Spyglasses,Pratt & Whitney F135,La Colle Falls Hydroelectric Dam,560,4,0
Spyglasses,La Colle Falls Hydroelectric Dam,Rolls-Royce Merlin,561,4,0
Spyglasses,Rolls-Royce Merlin,Wankel engine,562,2,1
Spyglasses,Wankel engine,Automatic meter reading,568,3,1
Spyglasses,Automatic meter reading,Wakefield Cathedral,569,4,0
Spyglasses,Wakefield Cathedral,List of Rocky Mountain passes on the continental divide,570,5,0
Spyglasses,List of Rocky Mountain passes on the continental divide,RBMK,571,3,1
Spyglasses,RBMK,Gas diffusion electrode,581,2,1
Spyglasses,Gas diffusion electrode,Fuel cell,583,2,1
Spyglasses,Fuel cell,Flow battery,584,1,1
Spyglasses,Talk:Flow battery,Athabasca oil sands,588,4,0
Spyglasses,Athabasca oil sands,X-ray computed tomography,595,3,1
Spyglasses,X-ray computed tomography,Mercury-arc valve,596,2,1
Spyglasses,Mercury-arc valve,Rectifier,600,1,1
Spyglasses,Rectifier,Harwell computer,602,3,1
Spyglasses,Harwell computer,Ring of bells,604,4,0
Spyglasses,Ring of bells,Big Ben,605,2,1
Spyglasses,Big Ben,Bellfounding,606,2,1
Spyglasses,Bellfounding,Permalloy,611,3,1
Spyglasses,Permalloy,Loading coil,615,1,1
Spyglasses,Wankel engine,History of the internal combustion engine,618,2,1
Spyglasses,History of the internal combustion engine,Edgar Buckingham,619,1,1
Spyglasses,Edgar Buckingham,Deep water blackout,620,3,1
Spyglasses,Deep water blackout,Respiratory failure,621,3,1
Spyglasses,Respiratory failure,Shallow water blackout,623,2,1
Spyglasses,Shallow water blackout,Scuba set,626,2,1
Spyglasses,Deep water blackout,Electrical ballast,630,4,0
Spyglasses,Electrical ballast,Glass cockpit,638,2,1
Spyglasses,Head-up display,Escapement,645,3,1
Spyglasses,Escapement,"Cuba Gooding, Jr.",646,4,0
Spyglasses,"Cuba Gooding, Jr.",Lockheed SR-71 Blackbird,647,3,1
Spyglasses,Lockheed SR-71 Blackbird,JP-8,648,2,1
Spyglasses,JP-8,Diesel fuel,649,1,1
Spyglasses,Diesel fuel,Common ethanol fuel mixtures,650,1,1
Spyglasses,Winter diesel fuel,Magnetophon,662,3,1
Spyglasses,Magnetophon,Tape bias,665,1,1
Spyglasses,Tape bias,Tape head,667,1,1
Spyglasses,Magnetophon,Amplifier,676,1,1
Spyglasses,Decibel,Audion,681,3,1
Spyglasses,Amplifier,Transformer,689,1,1
Spyglasses,Escapement,Balance spring,693,1,1
Spyglasses,Balance spring,Rupert Gould,695,2,1
Spyglasses,Rupert Gould,Longitude by chronometer,697,3,1
Spyglasses,Longitude by chronometer,Navigational triangle,699,1,1
Spyglasses,Navigational triangle,Boeing 787 Dreamliner,700,3,1
Spyglasses,Boeing 787 Dreamliner,Railroad chronometer,704,3,1
Spyglasses,Escapement,"Edmund Beckett, 1st Baron Grimthorpe",710,2,1
Spyglasses,"Edmund Beckett, 1st Baron Grimthorpe",Senoko Power Station,712,4,0
Spyglasses,Senoko Power Station,High Speed Packet Access,713,3,1
Spyglasses,High Speed Packet Access,H2S (radar),734,4,0
Spyglasses,H2S (radar),Ultra-linear,735,2,1
Spyglasses,Amplifier,Direct-sequence spread spectrum,746,2,1
Spyglasses,Direct-sequence spread spectrum,Pseudorandom noise,748,1,1
Spyglasses,Pseudorandom noise,W-CDMA (UMTS),749,-1,0
Spyglasses,W-CDMA (UMTS),Advanced Mobile Phone System,750,-1,0
Spyglasses,Advanced Mobile Phone System,ReserVec,753,3,1
Spyglasses,Pulse-code modulation,NTSC,758,2,1
Spyglasses,NTSC,Petroleum industry,772,3,1
Spyglasses,Lithium-ion battery,"Snag, Yukon",778,3,1
Spyglasses,"Snag, Yukon",Microwave landing system,779,3,1
Spyglasses,Microwave landing system,VHF omnidirectional range,781,2,1
Spyglasses,VHF omnidirectional range,Air navigation,783,2,1
Spyglasses,Air navigation,405-line television system,784,3,1
Spyglasses,405-line television system,Emley Moor transmitting station,786,2,1
Spyglasses,Emley Moor transmitting station,Overscan,787,2,1
Spyglasses,Overscan,Serial digital interface,788,2,1
Spyglasses,Nominal analogue blanking,Kell factor,796,4,0
Spyglasses,Kell factor,Information overload,797,4,0
Spyglasses,Head-up display,Radio frequency,801,2,1
Spyglasses,Radio frequency,General Motors EV1,802,4,0
Spyglasses,General Motors EV1,Lithium titanate,804,3,1
Spyglasses,Lithium titanate,Nickel–metal hydride battery,808,2,1
Spyglasses,Lithium-ion battery,Lithium cobalt oxide,819,1,1
Spyglasses,Lithium-ion battery,Thin film rechargeable lithium battery,821,2,1
Spyglasses,Separator (electricity),Conductivity (electrolytic),832,2,1
Spyglasses,Conductivity (electrolytic),Debye–Hückel theory,834,2,1
Spyglasses,Debye–Hückel theory,Debye–Hückel equation,838,1,1
Spyglasses,Debye–Hückel equation,Ion-association,839,2,1
Spyglasses,Ion-association,Superheated water,841,1,1
Spyglasses,Superheated water,DBZ (meteorology),844,3,1
Spyglasses,DBZ (meteorology),Intercept method,846,3,1
Spyglasses,Electric power transmission,"Nelson, British Columbia",849,3,1
Spyglasses,"Nelson, British Columbia",Metformin,850,3,1
Spyglasses,Metformin,Diabetes mellitus type 2,851,1,1
MoriTheDreamer,LGBT history in South Korea,LGBT history in South Korea,854,1,1
MoriTheDreamer,LGBT history in South Korea,User:MoriTheDreamer,855,-1,0
MoriTheDreamer,User:MoriTheDreamer,LGBT rights in South Korea,856,-1,0
Linusw1,Switzerland in the Eurovision Song Contest 2010,Eurovision Song Contest 2008,862,2,1
Linusw1,Eurovision Song Contest 2008,Andorra in the Eurovision Song Contest 2005,863,2,1
Linusw1,Moldova in the Eurovision Song Contest 2010,Hungary in the Eurovision Song Contest 2007,866,3,1
Linusw1,Hungary in the Eurovision Song Contest 2007,Latvia in the Eurovision Song Contest 2002,874,3,1
Linusw1,Malta in the Eurovision Song Contest 2002,Israel in the Eurovision Song Contest 2007,878,3,1
Linusw1,Estonia in the Eurovision Song Contest 2007,Hungary in the Eurovision Song Contest 2005,882,3,1
Linusw1,Hungary in the Eurovision Song Contest 2005,Latvia in the Eurovision Song Contest 2007,885,4,0
Linusw1,Portugal in the Eurovision Song Contest 2006,Finland in the Eurovision Song Contest 2007,892,3,1
Linusw1,Netherlands in the Eurovision Song Contest 2005,Sweden in the Eurovision Song Contest 2002,895,3,1
Linusw1,Latvia in the Eurovision Song Contest 2000,Sweden in the Eurovision Song Contest 2000,900,2,1
Linusw1,Sweden in the Eurovision Song Contest 2000,Romania in the Eurovision Song Contest 2007,901,4,0
Linusw1,Romania in the Eurovision Song Contest 2004,Norway in the Eurovision Song Contest 2007,904,3,1
Linusw1,Poland in the Eurovision Song Contest 2007,Portugal in the Eurovision Song Contest 2007,908,2,1
Linusw1,Israel in the Eurovision Song Contest 2006,Belarus in the Eurovision Song Contest 2009,914,3,1
Linusw1,Belarus in the Eurovision Song Contest 2009,Estonia in the Eurovision Song Contest 2002,915,3,1
Linusw1,Estonia in the Eurovision Song Contest 2003,Armenia in the Eurovision Song Contest 2006,919,3,1
Linusw1,Armenia in the Eurovision Song Contest 2007,User:Linusw1,921,-1,0
Linusw1,User:Linusw1/sandbox,Moldova in the Eurovision Song Contest 2006,925,3,1
Linusw1,User:Linusw1,Slovenia in the Eurovision Song Contest 2007,959,-1,0
Linusw1,User:Linusw1,Sweden in the Eurovision Song Contest 2001,969,-1,0
Linusw1,User:Linusw1,Denmark in the Eurovision Song Contest 2004,981,-1,0
Linusw1,User:Linusw1,Eurovision Song Contest 2010,997,-1,0
Linusw1,User:Linusw1,Montenegro in the Eurovision Song Contest,1027,-1,0
Linusw1,Montenegro in the Eurovision Song Contest,Bulgaria in the Eurovision Song Contest 2005,1028,3,1
Linusw1,User:Linusw1,France in the Eurovision Song Contest 2004,1030,-1,0
Linusw1,User:Linusw1,Finland in the Eurovision Song Contest 1998,1045,-1,0
Linusw1,User:Linusw1,Israel in the Eurovision Song Contest 2004,1053,-1,0
Linusw1,User:Linusw1,Lithuania in the Eurovision Song Contest,1066,-1,0
Linusw1,Lithuania in the Eurovision Song Contest,Poland in the Eurovision Song Contest 2003,1067,3,1
Linusw1,User:Linusw1/sandbox,Netherlands in the Eurovision Song Contest 2004,1071,4,0
Linusw1,Netherlands in the Eurovision Song Contest 2004,Lithuania in the Eurovision Song Contest 2005,1072,3,1
Linusw1,User:Linusw1,Slovenia in the Eurovision Song Contest 2006,1090,-1,0
Linusw1,Slovenia in the Eurovision Song Contest 2006,Albania in the Eurovision Song Contest 2006,1092,2,1
Linusw1,User:Linusw1,Iceland in the Eurovision Song Contest 2005,1102,-1,0
Linusw1,Poland in the Eurovision Song Contest 2005,Denmark in the Eurovision Song Contest 2005,1104,2,1
Linusw1,User:Linusw1/sandbox,Macedonia in the Eurovision Song Contest 2002,1177,4,0
Linusw1,User:Linusw1/sandbox,Latvia in the Eurovision Song Contest 2010,1292,2,1
Ghost49424942,User:Ghost49424942,User talk:Ghost49424942,1363,-1,0
Ghost49424942,User talk:Ghost49424942,User:Ghost49424942/sandbox,1367,-1,0
HosseinSagart,User:HosseinSagart,Birjand,1380,-1,0
Stanbrock,User:Stanbrock,User talk:Stanbrock,1406,-1,0
BB8904LYF,User:BB8904LYF,"Cronulla, New South Wales",1413,-1,0
BB8904LYF,"Cronulla, New South Wales",List of people from Ballarat,1414,3,1
BB8904LYF,List of people from Ballarat,Joel Selwood,1415,2,1
Vnurshaba,Banking Network System of Kosovo,User talk:Vnurshaba,1421,-1,0
Vnurshaba,User talk:Vnurshaba,User:Vnurshaba/Information network,1425,-1,0
Hashan22,User:Hashan22,List of libraries in Sri Lanka,1434,-1,0
Lmcintyre2,User:Tobyhigbie,Whiting Williams,1441,-1,0
Lmcintyre2,Whiting Williams,User:Lmcintyre2,1474,-1,0
Lmcintyre2,User:Lmcintyre2,User:Lmcintyre2/Benjamin J. Williams,1475,-1,0
StevoOnAir,User:StevoOnAir,Extra (TV channel),1482,4,0
StevoOnAir,Extra (TV channel),Smooth (radio network),1483,3,1
StevoOnAir,Smooth (radio network),OKR FM,1487,2,1
StevoOnAir,OKR FM,Ishop tv,1488,4,0
StevoOnAir,Ishop tv,List of radio stations in Australia,1489,3,1
StevoOnAir,List of radio stations in Australia,Template:Southern Cross Austereo,1491,2,1
Maurizio Martina,User:Maurizio Martina,User:Maurizio Martina,1494,-1,0
Maurizio Martina,User:Maurizio Martina,User talk:Maurizio Martina,1501,-1,0
Maurizio Martina,User:Maurizio Martina,Help:Infobox picture,1518,-1,0
Hillary.conway,Affirming the consequent,Instant rebate,1538,5,0
PS171,LGBT history in Spain,LGBT rights in Brazil,1549,3,1
PS171,LGBT rights in Brazil,Antisemitism in the Arab world,1550,3,1
PS171,1945 Anti-Jewish Riots in Tripolitania,User:PS171,1553,-1,0
PS171,History of the Jews under Muslim rule,Slavery in Mauritania,1556,3,1
PS171,Slavery in Mauritania,Ad-Dahna Desert,1557,3,1
PS171,Ad-Dahna Desert,Georges Clemenceau,1558,3,1
PS171,LGBT rights in Brazil,Tiradentes,1568,2,1
PS171,LGBT rights in Brazil,Expulsion of the Jews from Portugal,1571,3,1
PS171,Kwame Nkrumah,Pope Francis,1581,2,1
PS171,Pope Francis,Law enforcement in Slovakia,1582,3,1
PS171,Law enforcement in Slovakia,Blennerhassett Hotel,1583,5,0
PS171,Slavery in Mauritania,Roger II of Sicily,1585,2,1
PS171,Roger II of Sicily,Ford Taurus (sixth generation),1586,3,1
PS171,Ford Taurus (sixth generation),Ford Fusion (Americas),1588,2,1
PS171,Ford Fusion (Americas),Quentin Bryce,1589,4,0
PS171,Quentin Bryce,Euronav,1590,4,0
PS171,Euronav,Erik the Red,1593,4,0
PS171,Law enforcement in Slovakia,Rutger Hauer,1598,3,1
PS171,Chuck Norris,Dutch cuisine,1600,3,1
PS171,Dutch cuisine,Leonardo DiCaprio,1601,3,1
PS171,Talk:Leonardo DiCaprio,Leonardo DiCaprio filmography,1631,-1,0
PS171,Talk:Leonardo DiCaprio,Moves like Jagger,1683,-1,0
Already1329,Speedcubing,User:Already1329,1702,-1,0
Already1329,Mats Valk,Fridrich Method,1712,2,1
Already1329,Rubik's Cube,Wikipedia:Sandbox,1765,5,0
Already1329,Wikipedia:Sandbox,Baba Gurdit Singh,1796,-1,0
Already1329,Wikipedia:Sandbox,Ron van Bruchem,1799,-1,0
Buncher4,Terry Kennedy (speaker),Terry Kennedy (speaker),1815,6,0
Buncher4,Terry Kennedy (speaker),Myocardial infarction,1824,3,1
Girlitzerpink,Wikipedia:Categories for discussion/Log/2013 May 18,User:Girlitzerpink,1827,-1,0
J-ostin,User:J-ostin,Wikipedia:Changing username/Usurpations,1836,5,0
Suitecaseharry,User:Suitecaseharry,Boyd Coddington,1841,-1,0
Whyasknow,Shaobing,Shaobing,1862,1,1
Whyasknow,Shaobing,Shào Bīng,1865,0,1
Whyasknow,Shào Bīng,Shao bing,1866,0,1
Whyasknow,User:Whyasknow,Cinema of China,1876,-1,0
Whyasknow,Shao bing (disambiguation),Scrapie,1888,4,0
Whyasknow,Scrapie,Diabetes insipidus,1890,3,1
Whyasknow,Diabetes insipidus,Scattered disc,1894,3,1
Whyasknow,Scattered disc,File:Alanna masterson walking dead too far gone.png,1895,-1,0
EinVaktel,User:EinVaktel,User:EinVaktel,1898,-1,0
Rejectess,Lee Bracegirdle,User:Rejectess,1916,-1,0
Nea Geo,Talk:Chakra,User talk:Dchmelik/Chakras - number of petals,1924,-1,0
OrangeHerald,William Adams (sailor),User:OrangeHerald,1955,-1,0
OrangeHerald,User:OrangeHerald,Richard Leveson (admiral),1956,-1,0
OrangeHerald,William Adams (sailor),Levant Company,1959,2,1
OrangeHerald,William Adams (sailor),User talk:OrangeHerald,1962,-1,0
Vickie ronseru,Kinnaur district,Kinnaur district,1965,1,1
Vickie ronseru,Kinnaur district,User:Vickie ronseru,1966,-1,0
Syncmaster913n,Bow shape,Compound bow,1976,1,1
Syncmaster913n,Mounted archery,Mac OS,1978,4,0
Syncmaster913n,User:Syncmaster913n,Bikram Yoga,1980,-1,0
Syncmaster913n,Compound bow,Talk:Dogecoin,1982,-1,0
Prof.Dr Talat Efendija,User:Talat Efendija,User:Prof.Dr Talat Efendija,1988,-1,0
TrishLevey,User:TrishLevey,User:TrishLevey,1993,-1,0
Dhanushkurosaki,User talk:Dhanushkurosaki,User talk:Omshivaprakash,2002,-1,0
Dhanushkurosaki,User talk:Omshivaprakash,User:Dhanushkurosaki,2003,-1,0
Yutost,Honda Accord,Honda Accord,2011,1,1
Yutost,Honda Accord,User talk:Yutost,2012,-1,0
Yutost,Honda Accord,User:Yutost,2015,-1,0
Geisst,List of Dual Survival episodes,User:Geisst,2019,-1,0
Edilbert.fernando,The Matrix Revolutions,Talk:Sonia Gandhi,2031,-1,0
Edilbert.fernando,Talk:Sonia Gandhi,User talk:Edilbert.fernando,2032,-1,0
Edilbert.fernando,User talk:Edilbert.fernando,User:Edilbert.fernando,2033,-1,0
Edilbert.fernando,User:Edilbert.fernando,ReactOS,2034,-1,0
Theroyalnikunj,User:Theroyalnikunj,User:Theroyalnikunj,2037,-1,0
Theroyalnikunj,User talk:Theroyalnikunj,Wikipedia:Articles for creation/Redirects,2059,-1,0
HhhipBot,User talk:HhhipBot,User:HhhipBot/Sandbox,2064,-1,0
HhhipBot,User:HhhipBot/Physics pages/AMO,User:HhhipBot/Physics pages/Biographies,2070,-1,0
HhhipBot,User:HhhipBot/Physics candidates/Theory,User:HhhipBot/Cleanup listing/Physics/Sources,2086,-1,0
HhhipBot,User:HhhipBot/Cleanup listing/Physics/Unreferenced,User:HhhipBot/Cleanup listing/Biophysics,2135,-1,0
Taco Mon,Suzi Leather,User:Taco Mon,2435,-1,0
Ramkannanraj,User:Ramkannanraj,Pattiveeranpatti,2459,-1,0
Ramkannanraj,Pattiveeranpatti,Arvind Kumar Singh,2461,5,0
Kew Gardens 613,R46 (New York City Subway car),Ridgewood (LIRR Lower Montauk station),2481,3,1
Kew Gardens 613,Fresh Pond (LIRR station),Ridgewood (LIRR Evergreen Branch station),2484,3,1
Kew Gardens 613,Ridgewood (LIRR Evergreen Branch station),E (New York City Subway service),2491,2,1
Kew Gardens 613,E (New York City Subway service),J/Z (New York City Subway service),2492,2,1
Kew Gardens 613,J/Z (New York City Subway service),Second Avenue Subway,2493,2,1
Kew Gardens 613,Second Avenue Subway,K (New York City Subway service),2494,3,1
Kew Gardens 613,K (New York City Subway service),L (New York City Subway service),2495,2,1
Kew Gardens 613,L (New York City Subway service),R33 (New York City Subway car),2496,2,1
Kew Gardens 613,R4 (New York City Subway car),R160 (New York City Subway car),2500,2,1
Kew Gardens 613,R160 (New York City Subway car),R62A (New York City Subway car),2501,2,1
Kew Gardens 613,R62A (New York City Subway car),Angry Birds (video game),2502,4,0
Kew Gardens 613,Angry Birds (video game),174th Street (IRT White Plains Road Line),2504,4,0
Kew Gardens 613,Angry Birds (video game),Template:NYCS rolling stock,2508,4,0
Kew Gardens 613,Arnines,R40A (New York City Subway car),2511,2,1
Kew Gardens 613,R40A (New York City Subway car),R44 (New York City Subway car),2512,2,1
Kew Gardens 613,R44 (New York City Subway car),R68A (New York City Subway car),2517,1,1
Kew Gardens 613,R33 (New York City Subway car),R46 (New York City Subway car),2520,2,1
Kew Gardens 613,R211 (New York City Subway car),List of New York City Subway yards,2522,2,1
Kew Gardens 613,List of New York City Subway yards,City Hall (BMT Broadway Line),2523,2,1
Kew Gardens 613,City Hall (BMT Broadway Line),R42 (New York City Subway car),2525,2,1
Kew Gardens 613,R44 (New York City Subway car),R21 (New York City Subway car),2529,2,1
Kew Gardens 613,R21 (New York City Subway car),R6 (New York City Subway car),2530,2,1
Kew Gardens 613,R6 (New York City Subway car),IRT Broadway – Seventh Avenue Line,2532,2,1
Kew Gardens 613,R40A (New York City Subway car),R142A (New York City Subway car),2536,2,1
Kew Gardens 613,R188 (New York City Subway car),R142 (New York City Subway car),2538,1,1
Kew Gardens 613,R142 (New York City Subway car),C (New York City Subway service),2539,2,1
Kew Gardens 613,R68 (New York City Subway car),R27 (New York City Subway car),2563,1,1
Kew Gardens 613,User:Mtattrain,R14 (New York City Subway car),2590,2,1
Kew Gardens 613,R14 (New York City Subway car),IND Sixth Avenue Line,2591,2,1
Kew Gardens 613,R38 (New York City Subway car),R30 (New York City Subway car),2603,2,1
Kew Gardens 613,R30 (New York City Subway car),R12 (New York City Subway car),2605,2,1
Kew Gardens 613,R27 (New York City Subway car),R17 (New York City Subway car),2613,2,1
Kew Gardens 613,R211 (New York City Subway car),R29 (New York City Subway car),2645,2,1
Kew Gardens 613,R21 (New York City Subway car),R15 (New York City Subway car),2651,2,1
Kew Gardens 613,R16 (New York City Subway car),34th Street – Penn Station (IND Eighth Avenue Line),2661,2,1
Kew Gardens 613,R46 (New York City Subway car),R127/R134 (New York City Subway car),2673,2,1
Kew Gardens 613,Template:NYCS rolling stock,M (New York City Subway service),2687,-1,0
Kew Gardens 613,List of New York City Subway R-type contracts,New York City Subway rolling stock,2695,2,1
Kew Gardens 613,R38 (New York City Subway car),Broad Street (BMT Nassau Street Line),2743,2,1
Kew Gardens 613,Broad Street (BMT Nassau Street Line),Unused New York City Subway service labels,2744,2,1
Kew Gardens 613,BMT Jamaica Line,Fifth Avenue – 59th Street (BMT Broadway Line),2746,3,1
Kew Gardens 613,South Ferry – Whitehall Street (New York City Subway),Norwood – 205th Street (IND Concourse Line),2749,2,1
Kew Gardens 613,R188 (New York City Subway car),East River Tunnels,2753,3,1
Kew Gardens 613,R46 (New York City Subway car),New York City Subway tiles,2757,2,1
Kew Gardens 613,R12 (New York City Subway car),User talk:Mysteryman557,2783,-1,0
Kew Gardens 613,R110A (New York City Subway car),IRT Flushing Line,2794,2,1
Kew Gardens 613,MPI MP8AC-3,Forest Hills – 71st Avenue (IND Queens Boulevard Line),2854,2,1
Kew Gardens 613,Northern Boulevard (IND Queens Boulevard Line),User talk:Kew Gardens 613,2856,-1,0
Kew Gardens 613,User talk:Kew Gardens 613,7 (New York City Subway service),2857,2,1
Kew Gardens 613,7 (New York City Subway service),Beach 90th Street (IND Rockaway Line),2859,3,1
Kew Gardens 613,New York City Subway,Kew Gardens – Union Turnpike (IND Queens Boulevard Line),2869,1,1
Kew Gardens 613,Kew Gardens – Union Turnpike (IND Queens Boulevard Line),D (New York City Subway service),2870,2,1
Kew Gardens 613,IRT Nostrand Avenue Line,Bowling Green – South Ferry Shuttle,2878,2,1
Kew Gardens 613,R (New York City Subway service),Rockaway Park Shuttle,2882,2,1
Kew Gardens 613,Northern Boulevard (IND Queens Boulevard Line),List of New York City Subway stations in Queens,2887,2,1
Kew Gardens 613,List of New York City Subway stations in Queens,User:Kew Gardens 613,2888,-1,0
Kew Gardens 613,A (New York City Subway service),User talk:Doniago,2906,-1,0
Kew Gardens 613,R142A (New York City Subway car),High Street (IND Eighth Avenue Line),2914,3,1
Kew Gardens 613,IRT Broadway – Seventh Avenue Line,Staten Island Railway,2935,2,1
Kew Gardens 613,Staten Island Railway,Flushing Avenue (BMT Jamaica Line),2936,3,1
Kew Gardens 613,R40A (New York City Subway car),List of 2014–15 NBA season transactions,2944,-1,0
Kew Gardens 613,List of 2014–15 NBA season transactions,New Haven Line,2966,3,1
Kew Gardens 613,R68 (New York City Subway car),R65 (New York City Subway car),2978,2,1
TehBotol,User:TehBotol,Talk:Running Man (TV series),2989,-1,0
TehBotol,User:TehBotol,List of Running Man: Monday Couple episodes,2992,-1,0
TehBotol,List of Running Man: Monday Couple episodes,Gravity Force,2993,5,0
BuahPukul,User talk:BuahPukul,Kuntao,3002,-1,0
BuahPukul,Kuntao,Lian padukan,3005,2,1
BuahPukul,Silat,Tekpi,3010,2,1
BuahPukul,Tekpi,Wikipedia talk:Articles for deletion/Buah pukul,3011,-1,0
Pereslavtsev,Khaibakh massacre,Template:Politics of the European Union,3018,3,1
Pereslavtsev,Template:Politics of the European Union,User:Pereslavtsev,3019,-1,0
Mithridaties,User:Mithridaties,Anwar al-Awlaki,3029,-1,0
Mithridaties,Anwar al-Awlaki,User:Mithridaties,3030,-1,0
Alex Deibel,Magnetar,Daayan,3041,3,1
Alex Deibel,Daayan,Battle of Lund,3043,4,0
Alex Deibel,Battle of Møn,Battle of Öland,3081,1,1
Alex Deibel,Battle of Öland,Simon Grundel-Helmfelt,3084,2,1
Alex Deibel,Simon Grundel-Helmfelt,Carl von Arensdorff,3085,2,1
Alex Deibel,Johan Vibe,Christian V of Denmark,3095,2,1
