username1,pagetitle1,pagetitle2,counter,hop,nhop
MacedoniaisMacedonia,List of city name changes,List of cities conquered by the Ottoman Empire,504,3,1
MacedoniaisMacedonia,List of cities conquered by the Ottoman Empire,List of city name changes,505,4,0
Hldavis17,Lucille Ball,Personal computer,549,2,1
Whyyounohackme,Syd Anderson,Parafield railway station,563,5,0
Brownguy123,Testicle (food),Foreskin,568,2,1
KieranWATERS,Benton Park School,Return of the Killer Tomatoes,591,4,0
PopsLover,Kate Micucci,Dunny (toy),639,4,0
PopsLover,Dunny (toy),Random! Cartoons,640,3,1
Swagtaha,Johnathan Thurston,F1 in Schools,660,4,0
Monkeypolice000,Red Hot Chili Peppers,Mike Tyson,666,3,1
Monkeypolice000,Mike Tyson,PlayStation 3,667,2,1
Tomsimpson1,Paul Mackie,Oxy-fuel welding and cutting,676,4,0
Tomsimpson1,Oxy-fuel welding and cutting,Jan Koller,677,4,0
Spenda509,Robert E. Pattison,Marlin,704,3,1
CoinVaultLover,User:CoinVaultLover/sandbox,Apple Jacks,729,-1,0
CoinVaultLover,Apple Jacks,Television content rating systems,730,4,0
Stilllegit,Wheelchair,Wheelchair,749,1,1
Stilllegit,Wheelchair,Talk:Muhammad,750,4,0
Yodaddy555,Shakira,Shakira,753,1,1
Jaymcyo,Oldham Athletic A.F.C.,FA Cup,801,1,1
Antinorms,Ali Daei,Siavash Shahshahani,829,3,1
111no111,FF,Casimiro A. Ynares Sr. Memorial National High School,929,5,0
111no111,Casimiro A. Ynares Sr. Memorial National High School,5-HT1A receptor,930,-1,0
111no111,5-HT1A receptor,Delgerekh,931,5,0
EverybodyHz,List of music considered the worst,Scream (Tokio Hotel album),994,4,0
MHJRA,Bangladesh Navy,Indian Army,1035,2,1
Mattyran,Ysgol Bryn Alyn,List of The X Factor finalists (UK series 9),1042,4,0
Proskatr,Dog communication,Dog communication,1059,1,1
Tabrnakus,Rondell Sheridan,User talk:Gogo Dodo,1097,-1,0
Tabrnakus,User talk:Gogo Dodo,User:Tabrnakus/sandbox,1098,-1,0
Tabrnakus,Rondell Sheridan,Fiesta Online,1114,4,0
Tabrnakus,Fiesta Online,Wilford Brimley,1120,4,0
Nomatey,List of political parties in the United Kingdom,Conservative Party (UK),1135,1,1
Themaxandpeter,The Yogscast,England cricket team,1211,3,1
Wwwwwwwf,WWE Intercontinental Championship,Stuart Kettlewell,1223,5,0
Wwwwwwwf,Stuart Kettlewell,WWE World Heavyweight Championship,1224,4,0
Wwwwwwwf,Asda,Layla El,1226,3,1
Keijaun123,Wikipedia:Skin,Bog,1248,4,0
Zaneb17,Teenage Mutant Ninja Turtles (IDW Publishing),Barney,1268,5,0
Jayzeeboo,RIU Hotels,Günzburg,1272,4,0
XVmage456,Calday Grange Grammar School,Calday Grange Grammar School,1288,1,1
Meowcats69ps3,Guitar Hero: On Tour series,Guitar Hero (video game),1322,2,1
Camelsareawesome,Pol Pot,Pol Pot,1333,1,1
Camelsareawesome,Pol Pot,Aldo Moro,1334,2,1
Qwerty3.o,Civil Rights Act of 1964,Civil Rights Act of 1964,1393,1,1
RespectorGadget,Daniel Johnson (pirate),IOS,1415,3,1
ButterNuggets777,Pledge of Allegiance,Pledge of Allegiance,1423,1,1
ButterNuggets777,Fern,Pen,1426,3,1
Blahblahblah12345678,The Silk Road (film),The Silk Road (film),1432,1,1
Lebronfodjames,Arsenal,Xavi,1434,4,0
Bluebonez123,Great Blizzard of 1888,Easter,1474,3,1
Bluebonez123,Easter,Pi Day,1478,3,1
Bluebonez123,Pi Day,White tiger,1479,4,0
Bluebonez123,Pi Day,Veganism,1483,3,1
Benjytdog,Benjamin of Tudela,Matteo Ricci,1503,2,1
Ballsohardpopowanafindme,Rhys,Little Girl (Miwa song),1505,5,0
Ballsohardpopowanafindme,File:Miwa littlegirl.jpg,Seedless fruit,1507,-1,0
Ballsohardpopowanafindme,Seedless fruit,Niggas in Paris,1509,4,0
Skullkid00x,Wamashrahu,Tony Yeboah,1523,4,0
Giannird123,Pine,Beats Electronics,1540,3,1
Abos in paris,Bernie Banton,Terry Mills (politician),1569,7,0
Rittman1,Emerald,Saudi Arabia,1577,2,1
Kewlkids123,Paul the Apostle,Sri Lanka,1580,2,1
Alfie1234,Boris Johnson,Little Lever,1582,3,1
Qfang12,Higgs boson,User talk:SoCalSuperEagle,1664,-1,0
Chrislcfc1,FIFA 13,Gareth Bale,1684,1,1
Potatoes2198,Amazon River,Vegetation,1696,2,1
Febut33,Ariel,Ivan the Terrible,1702,3,1
Febut33,Ivan the Terrible,Anaconda,1705,3,1
Febut33,Anaconda,Catherine the Great,1706,3,1
Weedisstupid,Hank Hill,Suzanne Collins,1734,3,1
Jase1997,Kidderminster Harriers F.C.,Mitchell Johnson (cricketer),1740,3,1
Madistaten,The Oprah Winfrey Show,Matthew Fox,1745,3,1
Justinlogin,My Little Pony,Georgia (U.S. state),1749,3,1
Stefanthegreat12,Mitosis,Petri dish,1766,2,1
Ortomy1,Trophy,Censorship in the United States,1802,3,1
Gingerrules,Longfield Academy,List of redheads,1817,5,0
Lewisdixon123,Shola Ameobi,Shola Ameobi,1829,1,1
Cramlingtonhighshool2013,Cramlington Learning Village,Sunderland,1834,3,1
HiIamanactualguy,Longfield Academy,Longfield Academy,1855,0,1
Wadehh,Sonny Bill Williams,Canterbury-Bankstown Bulldogs,1863,1,1
AstoniA,Sprowston Community High School,Dench,1883,-1,0
AstoniA,Nabarro,Thomas Brooks,1887,4,0
Hillatoppa,Jak and Daxter,Call of Duty: Black Ops II,1890,2,1
Hillatoppa,Jak and Daxter,Mortal Kombat,1893,3,1
Dave Daveson123,End time,Emancipation Proclamation,1920,3,1
PerPerHiss,Angel (Buffy the Vampire Slayer),Red panda,1930,3,1
Mexicanpride69,Franz Kafka,Coriander,1951,3,1
Zombieloustrikesagain,(Everything I Do) I Do It for You,Billboard Year-End Hot 100 singles of 1991,1963,2,1
Chineesegamertag,Nostalgia,Hartlepool,1985,4,0
FanforClark13,The Amazing World of Gumball,"Lake Forest Park, Washington",1989,4,0
FanforClark13,"Lake Forest Park, Washington",The Amazing World of Gumball,1990,4,0
FanforClark13,The Amazing World of Gumball,Bob's Burgers,1991,3,1
FanforClark13,Bob's Burgers,Kalil Wilson,1993,4,0
FanforClark13,Bob's Burgers,Lalaloopsy,2000,3,1
Rsthelighting,Ruby,Chocolate cake,2020,3,1
Wilt02468,The Powerpuff Girls,The Powerpuff Girls,2035,1,1
Wilt02468,The Powerpuff Girls,Allergy,2037,3,1
Kurrymurr,Sun Yaoting,Osceola High School (Wisconsin),2066,5,0
Kurrymurr,Osceola High School (Wisconsin),Minnesota Vikings,2069,3,1
Topmodelallnew,America's Next Top Model (cycle 20),The Face (U.S. TV series),2099,3,1
Topmodelallnew,The Face (U.S. TV series),America's Next Top Model (cycle 17),2101,2,1
Topmodelallnew,America's Next Top Model (cycle 17),America's Next Top Model (cycle 12),2102,1,1
Topmodelallnew,America's Next Top Model (cycle 17),America's Next Top Model (cycle 11),2104,1,1
Topmodelallnew,America's Next Top Model (cycle 11),Dance Moms,2106,3,1
Topmodelallnew,Dance Moms,America's Next Top Model (cycle 9),2107,3,1
RealMI6Fan,Casualty (TV series),Star Wars: The Clone Wars (2008 TV series),2118,3,1
RealMI6Fan,Star Wars: The Clone Wars (2008 TV series),SimCity (2013 video game),2120,3,1
RealMI6Fan,SimCity (2013 video game),Empire: Total War,2124,3,1
RealMI6Fan,SimCity (2013 video game),Talk:List of Walt Disney Pictures films,2126,-1,0
StrandedSoup,Popsicle (brand),Popsicle (brand),2136,1,1
OceanBlue13,Hoda Kotb,Roseanne,2150,2,1
Ldoss11,Steve Walsh (rugby referee),Steve Walsh (rugby referee),2195,1,1
Nunx,Thomas Deacon Academy,Thomas Deacon Academy,2198,1,1
NIALLLLLL,Rebecca,Dione,2225,5,0
Mimidawn17,Kippah,Mezuzah,2230,2,1
Falca0123,Raúl (footballer),Talk:Cristiano Ronaldo,2243,-1,0
Falca0123,Talk:Cristiano Ronaldo,Fernando Morientes,2244,2,1
Falca0123,Fernando Morientes,Ezequiel Lavezzi,2247,3,1
Charlie Bronson,Nezumia toi,American Legislative Exchange Council,2258,4,0
Iansonnnn,Brawijaya Stadium,"Cavour, Piedmont",2262,5,0
Iluvangelt,Grandparent,Search and rescue,2274,3,1
Salsudoikari,Maroon 5,Maroon 5,2277,1,1
DragonEndless0,Kanō Jigorō,Kanō Jigorō,2298,1,1
Dan709opi,Cinecittà,Fast & Furious (2009 film),2326,3,1
Scooter2013,No Mercy (UK),Alvin and the Chipmunks: Chipwrecked,2342,3,1
Tescohorse,Workhouse,Market Bosworth,2413,3,1
Swaggergirl3emo,Talk:Dark Shadows,Talk:Shark,2428,-1,0
Swaggergirl3emo,Talk:Shark,Talk:Obesity,2429,-1,0
The decor,"Diana, Princess of Wales",User:The decor/sandbox,2463,-1,0
The decor,User:The decor/sandbox,Popovnjak,2464,-1,0
OsamaLaden67,Michael Barker (drummer),Australia national soccer team,2482,3,1
Josswhite,Kriss Akabusi,Frankie & The Heartstrings,2511,3,1
Josswhite,Frankie & The Heartstrings,Janet Street-Porter,2515,3,1
Thecoolman124,Taxidermy,California Academy of Sciences,2530,3,1
Thecoolman124,The Last of the Mohicans,Wisconsin Highway 157,2533,4,0
Luserface1,Talk:Football,Cheat Lake,2535,6,0
WadewinstonWilson,Iron Man (disambiguation),Iron Man (2008 film),2539,2,1
Alberttheeinstien,Accuracy International Arctic Warfare,Tank,2569,2,1
Billy hilly,Phirangipuram,Jack Nicholson,2578,4,0
Billy hilly,Bob Hope,Patch Adams (film),2583,3,1
Billy hilly,Patch Adams (film),Bob Dylan,2584,3,1
Djdjdjdjj,Piracy,Portland Trail Blazers,2589,3,1
Honorabletundra,Portugal,Belgium,2607,2,1
SarahShoshana,Asa Butterfield,Kevin James Maher,2618,4,0
Himsis,Ojibwe,James Farmer,2663,3,1
Pugs10,Scale model,Talk:Feces,2714,-1,0
CelticIrish1996,British Airways,British Airways,2778,1,1
CelticIrish1996,British Airways,Seth MacFarlane,2779,3,1
Durkadurka987654321,Norwich,Xabi Alonso,2923,3,1
Wikitroller13,Ministry of Internal Affairs (Dagestan),Jackson Mendoza,2927,5,0
CSBulut14,Capital punishment in Yemen,Abdullah Öcalan,2953,3,1
CSBulut14,Abdullah Öcalan,Armenian Genocide recognition,2954,2,1
CSBulut14,Armenian Genocide recognition,Foreign relations of Syria,2956,2,1
CSBulut14,Foreign relations of Syria,Template:Capital punishment,2957,3,1
CSBulut14,Israel Defense Forces,William Luther Pierce,2959,3,1
Sambullimore97,Long Field Academy,Long Field Academy,3027,1,1
Sambullimore97,Christina Perri,Dessert,3034,3,1
Georgebridges1221,Matt Tubbs,Tony Pulis,3039,2,1
Derpedia,Dobroslav Jevđević,Binomial nomenclature,3051,3,1
Theericnoscar,Inglemoor High School,Chinese,3064,4,0
Theericnoscar,Chinese language,High school,3067,2,1
Weejobby1,Holy Cross High School (South Lanarkshire),Holy Cross High School (South Lanarkshire),3084,1,1
Seankerley19,Tewkesbury School,Tewkesbury School,3099,1,1
Account123456,Account,English,3127,4,0
Mummy29,Glasgow Academy,User:Mummy29,3134,-1,0
Dustin2k4,Dominic Capone,Dominic Capone,3163,2,1
KINGKAMEHAMEHAVI4ever,Wikipedia:WikiProject Articles for creation/feedback,House of Kamehameha,3183,4,0
Hugme65,John Barnes (footballer),Boris Johnson,3315,2,1
Abzismad,Mogadishu,Mogadishu,3320,1,1
Abzismad,Mogadishu,Thorpe Park Resort,3321,4,0
Sndtvs,John Factor,John Factor,3330,1,1
June Q Choi,Zimbabwe,Jamal,3353,3,1
Wateryshadesofgrey,Dartford,Delhi,3370,2,1
JON123,Vaccine,Vaccine,3375,1,1
Asassasasasasassasasasasasa,Pokémon X and Y,User:Asassasasasasassasasasasasa/sandbox,3428,-1,0
Sert112,Alliance of Valiant Arms,Alliance of Valiant Arms,3440,1,1
Hypereagle2655,Artery,Nomad,3453,3,1
XemnasUndead,John the Baptist,Portal:Ancient Egypt/Intro,3466,-1,0
Sean mcgravy,Hamburger,Macy's Thanksgiving Day Parade,3476,3,1
Sean mcgravy,Macy's Thanksgiving Day Parade,Glasses,3477,2,1
Sean mcgravy,Glasses,Hamburger,3480,3,1
Fatchick107,Better Tomorrow (album),Northern Mali conflict,3516,4,0
AnirbanWikiUpdate,Phil Heath,Anirban,3549,-1,0
AnirbanWikiUpdate,Anirban,Big E Langston,3555,5,0
Jonphipps97,Bishopsgarth,Al-Qaeda in the Islamic Maghreb,3563,4,0
18HI`,David Stremme,2012 NFL draft,3595,3,1
18HI`,2012 NFL draft,2009 NFL draft,3598,2,1
Relykk,Marcus Williams (footballer),Chinese people,3624,3,1
Crystal Milk,Dolly Parton,User talk:Crystal Milk,3680,-1,0
Hibernated Panda,William Blake,Hitman (video game series),3709,3,1
Bruce Lee The Kid,Slave ship,Treatment of slaves in the United States,3744,2,1
Bruce Lee The Kid,Treatment of slaves in the United States,Waltzing Matilda,3746,3,1
Penguin8997,"English, Indiana",LeTua Cycling Team,3837,4,0
Penguin8997,LeTua Cycling Team,List of cities in South America,3839,3,1
Trayawesome,Rob Van Dam,Extreme Championship Wrestling,3901,1,1
Superboop,Tucuruí Dam,Hoover Dam,3910,2,1
Ballin777,Silver,Silver,3939,1,1
Gary waterhouse,CAD/CAM dentistry,Hugh Christie Technology College,3967,4,0
Gmoney97,Trinidad James,Lil B,3981,3,1
Gmoney97,"Bethel Acres, Oklahoma",Yelawolf,3984,3,1
Naomiz,Defamation,Naomi Watts,4013,3,1
Lakaboos,Geography of Saudi Arabia,Hubble Space Telescope,4027,3,1
JahleeleStanley,Joey Badass,Flying Lotus,4037,2,1
Temuujin2001,Lake George (New South Wales),Marcus Clarke,4040,3,1
Wraley98,"Nevada, Iowa",Monarch,4103,3,1
ASUSK401E,Mountain tube-nosed fruit bat,James Ruse Agricultural High School,4152,4,0
ASUSK401E,Sujate Jantarang,Samsung Galaxy S II,4154,4,0
Thenumberonegeniusoftheevent,Homelessness,Star Wars: Battlefront,4202,4,0
Gir4rocks,List of South Park episodes,Carrot Top,4210,2,1
Rocky Bilboa,Rocky,Missouri River,4247,3,1
Rocky Bilboa,Rocky,Mariandl,4250,4,0
Rocky Bilboa,Erwin Pröll,Aaron,4254,3,1
RiseofAnglotopia,Stan Marsh,Bob McDonnell,4285,3,1
Bobbyman12345,Richard Wagner,Robert Newman,4337,4,0
Armyofandroid,App Store (iOS),IOS,4364,1,1
SirJimmySavileOBE,List of pressure groups in the United Kingdom,List of pressure groups in the United Kingdom,4377,1,1
Theniallmc1,Wikipedia:Sandbox,Rattata,4389,4,0
Theniallmc1,Bidoof,"Martin Luther King, Jr.",4397,3,1
Gir2rocks,Tennis ball,Bowling ball,4408,2,1
Gir2rocks,Timeline of scientific experiments,Grease (musical),4410,3,1
Findward,Zachary,Travis Walker,4420,4,0
Ombeskoft,List of Super Bowl halftime shows,The Mrs. Carter Show World Tour,4424,2,1
Ombeskoft,The Mrs. Carter Show World Tour,Template:Beyoncé,4425,2,1
Ombeskoft,The Mrs. Carter Show World Tour,Beyoncé,4431,1,1
Ombeskoft,The Mrs. Carter Show World Tour,Revel Presents: Beyoncé Live,4436,2,1
Ombeskoft,The Mrs. Carter Show World Tour,I Am... World Tour,4438,2,1
Ombeskoft,Template:Beyoncé,Beyoncé discography,4443,-1,0
Hacker921,Cape Hatteras Light,Mount Pinatubo,4450,3,1
Hacker921,Mount Pinatubo,Bangladesh,4452,3,1
Karsevak,Mulayam Singh Yadav,Hindustan Times,4454,2,1
Karsevak,Sushilkumar Shinde,Digvijaya Singh,4459,2,1
Karsevak,Talk:Rahul Gandhi,Ahmed Patel,4461,-1,0
Karsevak,User talk:Malik Shabazz,Homosexuality,4464,3,1
Karsevak,Homosexuality,Sonia Gandhi,4465,3,1
Karsevak,Sonia Gandhi,Vilasrao Deshmukh,4466,2,1
Porbaan,Toulouse FC,Sol Campbell,4468,3,1
Porbaan,Sol Campbell,Toulouse FC,4469,2,1
MikePancho,Erik Spoelstra,Wet floor sign,4493,4,0
MikePancho,Wet floor sign,Orlando Bloom,4496,4,0
MikePancho,Atlético,Yorkshire Terrier,4498,4,0
MikePancho,Yorkshire Terrier,User talk:MikePancho,4499,-1,0
MikePancho,Karl Malone,Egypt Renaissance Party,4517,4,0
MikePancho,Egypt Renaissance Party,Stratis Myrivilis,4523,5,0
Furutututu shitrititi 2,Wikipedia:WikiProject Fishes,Kublai Khan,4537,3,1
Sexysandy111,Scrubs (TV series),Frank Sinatra,4551,2,1
Sexysandy111,Victor of Marseilles,Vandalism on Wikipedia,4553,4,0
Mattstevensmullet,Shiva,Brad Elder,4558,5,0
Mattstevensmullet,Brad Elder,Seymour High School (Connecticut),4559,4,0
Celinastudent,"Celina High School (Celina, Ohio)",Wikipedia:Administrator intervention against vandalism,4561,4,0
Aryanjaipur,Jaipur,Java (software platform),4568,3,1
Koolman69,Goo (programming language),Bogeyman,4576,4,0
Tomstery,Pangbourne College,Pangbourne College,4581,1,1
Weinbergjos2,University of Texas at Austin,Tic Tac,4591,3,1
Aaronminer123,Cottage pie,Phineas and Ferb,4607,3,1
Aaronminer123,Phineas and Ferb,Dolph Ziggler,4608,3,1
Skankadoodles,Samuel Pepys,Kentucky,4617,3,1
Aircraft1,March Air Reserve Base,Amazing Grace,4619,3,1
Olive234,Spring Breakers,Believe Tour,4643,3,1
Kfleet,Screw (song),Middle Passage,4650,4,0
FLE123,Fritz Haber,Haber process,4655,1,1
FLE123,User talk:Vsmith,Faraday constant,4658,4,0
Huddieman,Eyemouth,Eyemouth,4665,1,1
Omar.J.Omar,Larry King,Kevin Kolb,4677,3,1
Omar.J.Omar,NBC,Kareem Abdul-Jabbar,4682,2,1
Manojledjordjevic,Rope access,Đorđević,4686,4,0
Manojledjordjevic,Đorđević,Kal,4687,5,0
Manojledjordjevic,Kal,Rope access,4688,4,0
Manojledjordjevic,Rope access,Subotica,4690,4,0
Alexander585,Experiment,User:Alexander585,4702,-1,0
Alexander585,User:Alexander585,Deer in mythology,4703,-1,0
Alexander585,Shivaji,Kanhoji Angre,4705,1,1
Alexander585,Second Anglo-Maratha War,Shakuni,4734,3,1
Alexander585,Shakuni,Sati (practice),4741,2,1
Alexander585,User:Alexander585,Mughal,4760,-1,0
Jerdem,"The Block, Baltimore",National Rifle Association,4767,3,1
Jerdem,National Rifle Association,Eric Pickles,4768,3,1
Jerdem,Eric Pickles,William H. Noble,4771,4,0
Jerdem,William H. Noble,Gwyneth Paltrow,4772,3,1
Taniquab2014,Duke University,Boston College,4782,1,1
Yorkearl,Pleasant Goat and Big Big Wolf,Mission Incredible: Adventures on the Dragon's Trail,4792,1,1
Yorkearl,Mission Incredible: Adventures on the Dragon's Trail,The Super Snail Adventure,4794,2,1
Yorkearl,Pleasant Goat and Big Big Wolf,House (TV series),4797,3,1
Yorkearl,Pleasant Goat and Big Big Wolf,The Amazing Race 22,4799,3,1
Dougefreshberries,Anal bleaching,Anal bleaching,4804,1,1
Dougefreshberries,Anal bleaching,Dust,4805,3,1
Matteblackful,Resident Evil 4,User talk:Gogo Dodo,4827,-1,0
Mail Facts,The Shawshank Redemption,Cloud Atlas (film),4831,2,1
Mail Facts,Cloud Atlas (film),85th Academy Awards,4832,2,1
Mail Facts,85th Academy Awards,Forrest Gump,4833,2,1
Mail Facts,Academy Award for Best Picture,R.E.D. (Ne-Yo album),4837,3,1
Coolermaster1314,Kernel (operating system),Kernel (operating system),4839,1,1
Nipplecruncher,George Elokobi,George Elokobi,4852,1,1
Timothyh3553,Western Australia cricket team,100 metres,4889,3,1
Noskcaj10,Ubuntu (operating system),"Gold Coast, Queensland",4899,3,1
Angst1005,DZMM,DYLS-FM,4908,2,1
Angst1005,DYLS-FM,DZOE-TV,4911,3,1
Angst1005,DWIZ,Roman Catholic Diocese of Malolos,4917,3,1
Angst1005,Roman Catholic Diocese of Malolos,Divine Mercy,4921,3,1
Angst1005,DZOE-TV,"Philippine general election, 2013",4926,2,1
Angst1005,"Philippine general election, 2013",DWGT-TV,4929,2,1
Angst1005,DZOE-TV,AKTV,4933,3,1
Angst1005,AKTV,DZEC-AM,4935,2,1
Angst1005,DWIZ,DZMM,4937,1,1
Angst1005,DZMM,DZXL,4938,1,1
Angst1005,DZXL,Motorcycle Diaries (documentary),4939,3,1
Angst1005,Motorcycle Diaries (documentary),DZEM,4940,3,1
Angst1005,DZEM,DZUP,4949,1,1
Angst1005,DXED,DYMF,4956,3,1
Angst1005,DWIZ,Net 25,4961,2,1
Angst1005,Front Row,DZRM,4965,5,0
Angst1005,DZEC-AM,DZAS,4967,1,1
Angst1005,DZEM,DXRK,4973,3,1
Angst1005,DXRK,DZRH,4976,2,1
Angst1005,DYWB,Bombo Radyo Philippines,4988,1,1
Angst1005,DZWN,DYRI,5060,3,1
Angst1005,DYFM,DXBR,5083,2,1
Angst1005,DYTX,News Team 13,5088,4,0
Angst1005,DXRK,List of Intercontinental Broadcasting Corporation channels and stations,5099,3,1
Angst1005,DZOE-TV,"PMFTC, Inc.",5117,3,1
Angst1005,List of Intercontinental Broadcasting Corporation channels and stations,List of People's Television Network stations and channels,5164,2,1
Emremmacs,Levant water frog,Hara Island,5216,4,0
PurpleZebra64,Amesbury School,Team Fortress 2,5219,4,0
Jakegantt4,Mario Party: Island Tour,Electronic Entertainment Expo 2013,5227,3,1
Jakegantt4,Electronic Entertainment Expo 2013,Wizard101,5229,3,1
Jakegantt4,Wizard101,2013 in home video,5231,4,0
Jakegantt4,Kaos Studios,Wii Fit U,5237,3,1
Jakegantt4,Electronic Entertainment Expo 2013,List of Wii U software,5244,2,1
Jakegantt4,Wizard101,List of party video games,5246,4,0
Jakegantt4,Wizard101,Electronic Arts,5253,2,1
Jakegantt4,Electronic Arts,Need for Speed Rivals,5254,2,1
Jakegantt4,List of films broadcast by Nickelodeon,List of Blue's Clues episodes and videos,5261,3,1
Jakegantt4,List of Blue's Clues episodes and videos,2017 in film,5262,4,0
Jakegantt4,Madagascar (franchise),History of E3,5264,2,1
Jakegantt4,Wizard101,Ratchet & Clank (film),5267,4,0
Jakegantt4,2017 in film,Mario Kart 8,5270,3,1
Dkusnitz,Jason Terry,Mario Chalmers,5285,2,1
Geggs,James Armistead Lafayette,Daniel Descalso,5294,4,0
Ill hammer the door down,"Phil Murphy (rugby union, born 1976)","Phil Murphy (rugby union, born 1976)",5299,1,1
"Shan,s,985",Time travel,Player Uno,5342,4,0
Yunusemregenc,Antony Flew,Ed van Thijn,5345,3,1
Yunusemregenc,Ed van Thijn,Edip Yüksel,5346,4,0
Yunusemregenc,Edip Yüksel,Karl Kautsky,5349,3,1
Yunusemregenc,Karl Kautsky,Turan Dursun,5352,3,1
Yunusemregenc,Celâl Şengör,Heinrich Himmler,5355,3,1
Yunusemregenc,Heinrich Himmler,Kumail Nanjiani,5356,4,0
Yunusemregenc,Edip Yüksel,Lounès Matoub,5364,3,1
Yunusemregenc,Sultan Yahya,Ehsan Jami,5372,4,0
Yunusemregenc,Lounès Matoub,Hatice Muazzez Sultan,5374,4,0
Yunusemregenc,Hatice Muazzez Sultan,Fred Hoyle,5375,4,0
Chriskingsnake,Hamad bin Khalid Al Thani,All-terrain vehicle,5404,4,0
Chriskingsnake,All-terrain vehicle,Monarch,5406,3,1
Jadenbraun,Politics of Ghana,"Celina, Ohio",5414,3,1
Jadenbraun,"Celina, Ohio",University of Michigan,5422,2,1
Jadenbraun,Joey Votto,New York Yankees all-time roster,5425,2,1
PETEY 123,Anna Gunn,Dirk Edward Ziff,5434,4,0
PETEY 123,Dirk Edward Ziff,Robert D. Ziff,5438,1,1
Alfie594,Joomla,Wikipedia:Sandbox,5440,3,1
Alfie594,Wikipedia:Sandbox,User:Alfie594/sandbox,5442,-1,0
Alfie594,User:Alfie594/sandbox,Jack (song),5443,-1,0
Alfie594,Jack (song),Omegle,5445,5,0
Nikhilgraphicskielpetal,Panthera tigris acutidens,Ashcroft High School,5454,4,0
XNinjax45s,UFOs in fiction,Matthew Fontaine Maury,5457,3,1
XNinjax45s,Matthew Fontaine Maury,Oceanography,5458,1,1
Zarafirecat,Mia,Iceberg B-15,5464,4,0
Troyalexander65,Robin Mattson,Molly Wood,5469,3,1
Ntvert,Tyler,James Prescott Joule,5482,3,1
Ntvert,James Prescott Joule,Gerard Butler,5488,2,1
Ntvert,Gerard Butler,Justus Sustermans,5489,3,1
Bobbybrownbeats01,Brooke Hogan,DeWayne Bruce,5503,3,1
Bobbybrownbeats01,DeWayne Bruce,Luther Reigns,5504,2,1
Thedigitalabe,Indian palm squirrel,User:Thedigitalabe/sandbox,5507,-1,0
Thedigitalabe,User:Thedigitalabe/sandbox,Plutonium,5508,-1,0
Cabla99,List of video game developers,Johnny Appleseed,5511,3,1
MattFlynnForPresident,Carson Palmer,"Ted Ginn, Jr.",5516,2,1
MattFlynnForPresident,Greg Jennings,Matt Flynn,5528,2,1
MattFlynnForPresident,Matt Flynn,Carson Palmer,5530,2,1
MattFlynnForPresident,Carson Palmer,Ben Obomanu,5531,3,1
MattFlynnForPresident,Ben Obomanu,Wikipedia:Teahouse/Questions,5534,-1,0
MattFlynnForPresident,Matt Flynn,Ryan Fitzpatrick,5542,2,1
MattFlynnForPresident,Ryan Fitzpatrick,Jordan Palmer,5543,2,1
MattFlynnForPresident,Colt McCoy,Template:Tennessee Titans roster,5549,2,1
MattFlynnForPresident,Template:Tennessee Titans roster,Luke McCown,5550,-1,0
