username1,pagetitle1,pagetitle2,counter,hop,nhop
Martinw1200,Shivalli Smarta Brahmins,Wikipedia:Teahouse/Questions,483,-1,0
Martinw1200,Wikipedia:Teahouse/Questions,Sahasrara,491,4,0
Martinw1200,Wikipedia:Teahouse/Questions,Babbu Maan,497,4,0
Martinw1200,Babbu Maan,User talk:Martinw1200,500,-1,0
Martinw1200,Wikipedia:Teahouse/Questions,User:Martinw1200,504,-1,0
Martinw1200,User:Martinw1200,Na Afriki,507,-1,0
Martinw1200,Na Afriki,Nabarup Jatiya Vidyapith,508,-1,0
Martinw1200,Nabarup Jatiya Vidyapith,Marco Dimitri,509,-1,0
Martinw1200,Marco Dimitri,User:Martinw1200/sandbox,510,-1,0
Martinw1200,Wikipedia:Teahouse/Questions,Wikipedia:Administrators' noticeboard,523,5,0
Martinw1200,User talk:Martinw1200,List of religious populations,528,-1,0
Martinw1200,User talk:Martinw1200,Give Me Love (Give Me Peace on Earth),537,-1,0
TenebrisCaelo,User:TenebrisCaelo/sandbox,Ramsauer–Townsend effect,546,-1,0
TenebrisCaelo,Wikipedia:Village pump (technical),Talk:Venus,550,-1,0
Gwsell,User:Gwsell/sandbox,User:Vmsipe/sandbox,580,-1,0
Imdiscgolf,John Houck,John Houck,589,1,1
Artiserver,2012 Atlantic hurricane season,Hurricane Irene,609,2,1
Steven Collett,User:Steven Collett,"Mount Washington, Kentucky",624,-1,0
KurtTrowbridge,TommyD,Sheppard (band),632,3,1
KurtTrowbridge,Epic Records,List of Epic Records artists,635,1,1
JakeOlivier,Bicycle helmets in Australia,Bicycle helmets in Australia,641,1,1
JakeOlivier,Bicycle helmets in Australia,Bicycle helmet,644,1,1
JakeOlivier,Bicycle helmet,Talk:Bicycle helmets in Australia,645,-1,0
JakeOlivier,Bicycle helmets in Australia,Wikipedia:Reliable sources/Noticeboard,682,-1,0
JakeOlivier,Wikipedia:Reliable sources/Noticeboard,Talk:Bicycle helmet,685,-1,0
Pappat708,Downtown (owarai),Wikipedia:Teahouse/Questions,718,-1,0
TOderson,Talk:Haxe,User:TOderson/sandbox,727,-1,0
Amcwk,Almajd TV Network,Al-Resalah Satellite TV,790,4,0
Amcwk,Al-Resalah Satellite TV,Al-Hafez,791,4,0
Amcwk,Al-Hafez,Ummah Channel,801,-1,0
Arcussenilis,"Richard, Count of Évreux",Robert II (archbishop of Rouen),813,1,1
Arcussenilis,Robert II (archbishop of Rouen),Ralph de Gacé,816,1,1
Arcussenilis,"Richard, Count of Évreux","William, Count of Évreux",825,1,1
Arcussenilis,Robert II (archbishop of Rouen),William d'Évreux,832,1,1
Arcussenilis,William d'Évreux,William Devereux,846,1,1
Arcussenilis,William Devereux,Roger Devereux of Norfolk,851,2,1
Arcussenilis,William Devereux,"John Devereux, 1st Baron Devereux",898,2,1
Arcussenilis,"John Devereux, 1st Baron Devereux",Walter Devereux (1411–1459),899,2,1
Arcussenilis,William Devereux,Lyonshall,931,1,1
Arcussenilis,"John Devereux, 1st Baron Devereux","Maud de Badlesmere, Countess of Oxford",989,2,1
Arcussenilis,William Devereux,Stephen Devereux,1001,2,1
Arcussenilis,Stephen Devereux,William Devereux (1219 to 1265),1058,2,1
Arcussenilis,William Devereux (1219 to 1265),"William Devereux, Baron Devereux of Lyonshall",1065,1,1
Arcussenilis,"John Devereux, 1st Baron Devereux","Robert Devereux, 3rd Earl of Essex",1077,3,1
Arcussenilis,"John Devereux, 1st Baron Devereux","Robert Devereux, 2nd Earl of Essex",1079,3,1
Arcussenilis,"John Devereux, 1st Baron Devereux",Herefordshire (UK Parliament constituency),1099,3,1
Arcussenilis,Herefordshire (UK Parliament constituency),Walter Devereux (died 1402),1100,1,1
Arcussenilis,Walter Devereux (died 1402),High Sheriff of Herefordshire,1103,1,1
Arcussenilis,Walter Devereux (died 1402),Walter Devereux (died c. 1383),1161,2,1
Arcussenilis,Walter Devereux (died c. 1383),"Hugh de Lacy, Lord of Meath",1170,3,1
Arcussenilis,Walter Devereux (died c. 1383),William Devereux (died 1376/7),1198,2,1
Arcussenilis,"William Devereux, Baron Devereux of Lyonshall",Stephen Devereux of Bodenham and Burghope,1222,1,1
Arcussenilis,Herefordshire (UK Parliament constituency),William II de Cantilupe,1266,3,1
Arcussenilis,Stephen Devereux,Talk:William Longchamp,1305,-1,0
Arcussenilis,Lyonshall,St Briavels Castle,1307,3,1
Clempsy,User:Clempsy,Ostwald process,1330,-1,0
Clempsy,Ostwald process,Chromyl chloride,1331,3,1
Clempsy,Chromyl chloride,Sangli,1333,4,0
Minnowonsay,Jinhae-gu,Sheridan Le Fanu,1354,4,0
Jagadeeshmv1990,Aranmula International Airport,Talk:Aranmula International Airport,1357,-1,0
Kagawaen,"Coolum Beach, Queensland","Obi Obi, Queensland",1474,1,1
Kagawaen,"Coolangatta, Queensland",Chris D'Elia,1492,4,0
Kagawaen,Chris D'Elia,User talk:Isurusappreciation,1493,-1,0
Kagawaen,User talk:Isurusappreciation,Kessenich (Bonn),1494,-1,0
Kagawaen,Kessenich,Samantha Harris (model),1500,4,0
Kagawaen,Samantha Harris (model),Norse colonization of the Americas,1502,3,1
Kagawaen,Kessenich (Bonn),Template:Districts of Bonn,1504,1,1
Upleward,Greetsiel,Imke Folkerts Prize for Fine Arts,1513,1,1
Upleward,Greetsiel,Krummhörn,1521,1,1
Izy ze Frog,Neutron generator,Sodern,1530,-1,0
Chris D Isaac,User:Chris D Isaac/sandbox,King of Wales,1574,5,0
Dankie127,User:Dankie127,User:Dankie127/sandbox,1585,-1,0
Jeovs,User:Jeovs,User:Jeovs,1604,-1,0
Jeovs,User:Jeovs,Ultrasound,1610,-1,0
RobotsPlease,Tabloid,United States Disciplinary Barracks,1676,4,0
The Danno 5,User:The Danno 5,Stress in medical students,1687,-1,0
Blubber220,Bad Blood (Bastille album),Colour of the Trap,1694,3,1
Blubber220,Colour of the Trap,Miles Kane,1699,1,1
Blubber220,Miles Kane,Lungs (album),1705,2,1
Blubber220,Lungs (album),The Last Airbender,1707,3,1
Blubber220,The Last Airbender,Never Let Me Go (Florence and the Machine song),1708,3,1
Blubber220,"No Light, No Light",Shake It Out,1711,2,1
Blubber220,Shake It Out,Florence and the Machine,1715,1,1
Blubber220,Florence and the Machine,Over the Love,1725,1,1
Blubber220,Over the Love,Ceremonials Tour,1730,2,1
MilanKovacevic,FK Železničar Smederevo,FK Smederevo,1735,2,1
MilanKovacevic,FK Smederevo,FK Železničar Smederevo,1738,2,1
MilanKovacevic,KK Smederevo 1953,Chelsea F.C.,1744,3,1
MilanKovacevic,FK Železničar Smederevo,FK Partizan,1746,2,1
MilanKovacevic,Serbian League West,Partizan Stadium,1788,3,1
MilanKovacevic,Belgian Pro League,Serbian Cyrillic alphabet,1793,2,1
MilanKovacevic,Serbian Cyrillic alphabet,Lipe (Smederevo),1794,3,1
MilanKovacevic,Lipe (Smederevo),Vučak (Smederevo),1795,2,1
MilanKovacevic,Vučak (Smederevo),Petrijevo,1796,2,1
MilanKovacevic,Šalinac,Smederevo–Vršac dialect,1801,3,1
MilanKovacevic,Šumadija–Vojvodina dialect,The Partysquad,1803,4,0
MilanKovacevic,The Partysquad,Ismaël Béko Fofana,1805,5,0
MilanKovacevic,Ismaël Béko Fofana,Simon Vukčević,1807,2,1
MilanKovacevic,Simon Vukčević,Serbia at the 2013 World Championships in Athletics,1810,-1,0
MilanKovacevic,Serbia at the 2013 World Championships in Athletics,Aleksandar Mitrović (footballer),1813,3,1
MilanKovacevic,Aleksandar Mitrović (footballer),Subotica,1814,2,1
MilanKovacevic,Belgrade,Münchwilen District,1816,4,0
MilanKovacevic,Aadorf,SC Partizan-Teleoptik,1818,4,0
MilanKovacevic,SC Partizan-Teleoptik,Grobari,1820,2,1
MilanKovacevic,Grobari,Serbians,1821,2,1
MilanKovacevic,Eternal derby (Serbia),Miss Serbia,1823,4,0
MilanKovacevic,Miss Serbia,Filip Đorđević,1827,3,1
MilanKovacevic,Filip Đorđević,Konzum,1828,3,1
MilanKovacevic,Konzum,Sports Hall Smederevo,1830,3,1
MilanKovacevic,Aleksandar Mitrović (footballer),KHK Red Star,1833,2,1
MilanKovacevic,Miss Montenegro,Smederevo City Stadium,1836,3,1
MilanKovacevic,FK Smederevo,Kosovo,1844,2,1
MilanKovacevic,FK Železničar Smederevo,Southampton,1863,3,1
MilanKovacevic,Southampton,List of shopping malls in Serbia,1864,4,0
MilanKovacevic,List of shopping malls in Serbia,Eschlikon,1868,5,0
MilanKovacevic,Eschlikon,Nikola Drinčić,1869,4,0
MilanKovacevic,Nikola Drinčić,International Champions Cup,1870,3,1
MilanKovacevic,International Champions Cup,Tiësto discography,1871,4,0
MilanKovacevic,Tiësto discography,Martina Navratilova,1872,3,1
MilanKovacevic,Martina Navratilova,List of tallest structures in Yugoslavia,1873,3,1
MilanKovacevic,List of tallest structures in Yugoslavia,Lazar Ćirković,1874,3,1
MilanKovacevic,Lazar Ćirković,Template:FK Partizan,1875,2,1
MilanKovacevic,Template:Red Star Belgrade,Template:2012–13 in Serbian football,1877,-1,0
MilanKovacevic,Template:FK Partizan,2013–14 ABA League,1883,-1,0
MilanKovacevic,2013–14 ABA League,Jasna Šekarić,1884,2,1
MilanKovacevic,Template:FK Partizan,User:MilanKovacevic,1887,-1,0
MilanKovacevic,User:MilanKovacevic,Serbia national under-21 football team,1895,-1,0
Pradyothcjohn,Indian Institute of Management Indore,Indian Institutes of Management,1897,1,1
Pradyothcjohn,AB de Villiers,Draft:WealthRays,1904,-1,0
Pradyothcjohn,Draft:WealthRays,File:WealthRays Logo.png,1910,-1,0
Poorya0014,Shahid Mohebbi Complex for the blind,Darrel Ray,1944,4,0
Poorya0014,Darrel Ray,Euthanasia device,1945,3,1
Poorya0014,Euthanasia device,Suicide bag,1946,1,1
Poorya0014,Euthanasia device,Exit International,1948,2,1
Poorya0014,Exit International,Dignitas (assisted dying organisation),1949,2,1
Poorya0014,Dignitas (assisted dying organisation),Child euthanasia in Nazi Germany,1950,3,1
Poorya0014,Shahid Mohebbi Complex for the blind,Right to Die?,1952,4,0
Poorya0014,Right to Die?,Human sex ratio,1953,3,1
Poorya0014,Human sex ratio,Hemlock Society,1954,3,1
Poorya0014,Hemlock Society,Compassion & Choices,1955,2,1
Poorya0014,Compassion & Choices,World Federation of Right to Die Societies,1956,2,1
Poorya0014,World Federation of Right to Die Societies,Journal of Medical Ethics,1959,3,1
Poorya0014,Journal of Medical Ethics,Jean's Way,1960,4,0
Poorya0014,Morning glory,Template:Disability navbox,1963,4,0
Poorya0014,Template:Disability navbox,List of suicide sites,1964,-1,0
Poorya0014,List of suicide sites,Murder–suicide,1965,2,1
Poorya0014,Murder–suicide,Sally port,1966,3,1
Poorya0014,Sally port,Bioptics (device),1967,4,0
Poorya0014,Bioptics (device),List of suicide crisis lines,1969,4,0
Scarlson0921,Wikipedia:Sandbox,User:Scarlson0921/sandbox,1998,-1,0
Scarlson0921,User:Scarlson0921/sandbox,User:AbbeyMaynard/sandbox,2002,-1,0
Scarlson0921,User:Scarlson0921/sandbox,Youth in Uganda,2023,2,1
KLi 32,User:KLi 32,Talk:Nueva canción,2051,-1,0
KLi 32,User:KLi 32,User:KLi 32/doc,2070,-1,0
KLi 32,User:KLi 32,User:KLi 32/sandbox,2090,-1,0
KLi 32,User:KLi 32,User:MKassmeier/sandbox,2159,-1,0
KLi 32,User:KLi 32,User:Melholle/sandbox,2214,-1,0
Sjl02012,User:Alicetim/sandbox,User:Nkass21/sandbox,2344,-1,0
FDonovan,User:FDonovan/sandbox,User:SamuelAgee/sandbox,2386,-1,0
Hchoi91,Progress note,Myxedema,2441,3,1
Hchoi91,Myxedema,Cushing's disease,2445,3,1
Viraltonic,Virotherapy,Talimogene laherparepvec,2479,1,1
Viraltonic,Talimogene laherparepvec,Wikipedia:WikiProject Medicine/Assessment,2481,-1,0
Viraltonic,Biotechnology,List of emerging technologies,2533,2,1
Viraltonic,List of emerging technologies,Management of cancer,2534,3,1
Viraltonic,JX-594,Wikipedia talk:WikiProject Medicine,2570,-1,0
Viraltonic,Oncolytic virus,Reoviridae,2573,1,1
Viraltonic,Virotherapy,Talk:RIGVIR,2661,-1,0
Viraltonic,Oncolytic adenovirus,Adenoviridae,2668,2,1
Viraltonic,Adenoviridae,DEPT (medicine),2669,2,1
Viraltonic,DEPT (medicine),User talk:Lemms13,2709,-1,0
Viraltonic,Oncolytic virus,File:Generalised diagram of the cancer specificty of oncolytic viruses.png,2802,-1,0
AngelFang,Gong Beibi,Anthony Wong (Hong Kong actor),2809,2,1
AngelFang,Anthony Wong (Hong Kong actor),Assorted Gems,2811,4,0
AngelFang,Assorted Gems,So Yi-hyun,2814,1,1
AngelFang,Assorted Gems,Lee Hyun-jin (actor),2817,1,1
Zaryn,User:Zaryn,User:Zaryn,2828,-1,0
Zaryn,User:Zaryn,Wikipedia:WikiProject Chemicals,2829,5,0
Zaryn,Vinyl chloride,Bromobenzene,2841,3,1
Zaryn,Bromobenzene,Blagoje Adžić,2842,4,0
Zaryn,József Nyírő,Lenz's law,2845,3,1
Zaryn,User:Zaryn,Wikipedia:WikiProject Astronomy/Members,2855,-1,0
Zaryn,Wikipedia:WikiProject Astronomy/Members,Talk:Chinese constellations,2856,-1,0
Zaryn,Talk:Phenols,Talk:Traditional Chinese star names,2862,-1,0
Zaryn,Talk:Traditional Chinese star names,Methanol,2863,2,1
Zaryn,Being Human,Legoland Discovery Centre,2869,4,0
Zaryn,User:Zaryn,Talk:Ferric chloride test,2871,-1,0
Zaryn,Ferric chloride test,Talk:Salmiya,2873,-1,0
Zaryn,Talk:Salmiya,Talk:Camphor,2874,-1,0
Zaryn,Talk:Camphor,Virtual image,2875,4,0
Zaryn,Virtual image,Chromatic aberration,2876,2,1
Zaryn,Robeson Planetarium and Science Center,FlyLady,2879,5,0
Zaryn,FlyLady,Isoamyl alcohol,2880,3,1
Slawless,User:Slawless/sandbox,User:Slawless/sandbox,2885,-1,0
Slawless,User:Slawless/sandbox,The Lord is My Shepherd (Eastman Johnson),2892,4,0
Hlhight,User:Hlhight/sandbox,User:Kawright4/sandbox,2899,-1,0
Atlswag69,User:Atlswag69,2013 Atlanta Braves season,2914,3,1
Atlswag69,2013 Atlanta Braves season,Atlanta Braves,2917,1,1
Atlswag69,2013 Atlanta Braves season,Talk:Babe Ruth,2922,-1,0
Atlswag69,2013 Atlanta Braves season,Dan Uggla,2933,1,1
Atlswag69,Craig Kimbrel,Turner Field,2949,2,1
Atlswag69,Turner Field,Liván Hernández,2955,2,1
Atlswag69,2013 Atlanta Braves season,Template:Did you know nominations/Atlanta Braves,2957,-1,0
Atlswag69,Turner Field,Ivan Allen Jr. Braves Museum and Hall of Fame,2962,1,1
Atlswag69,Ivan Allen Jr. Braves Museum and Hall of Fame,File:Greg Maddux promo.jpg,2963,-1,0
Atlswag69,2013 Atlanta Braves season,David Ortiz,2974,2,1
Atlswag69,David Ortiz,Gerald Laird,2975,2,1
Atlswag69,Gerald Laird,Atlanta Falcons,2978,2,1
Atlswag69,Ring of Honor (disambiguation),Ramiro Peña,2980,3,1
Atlswag69,Ramiro Peña,Babe Ruth Award,2981,2,1
Atlswag69,2013 Atlanta Braves season,Alex Wood (baseball),2992,1,1
Atlswag69,2013 Atlanta Braves season,"List of Major League Baseball players with 1,000 runs batted in",3001,2,1
Atlswag69,Juan Francisco,Chipper Jones,3008,1,1
Atlswag69,File:Greg Maddux promo.jpg,List of Atlanta Braves Opening Day starting pitchers,3016,-1,0
Atlswag69,2013 Atlanta Braves season,Atlanta–Fulton County Stadium,3019,2,1
Atlswag69,Atlanta Braves,Talk:Atlanta Braves,3023,-1,0
Atlswag69,2013 Atlanta Braves season,Rise Up,3029,6,0
Atlswag69,Rise Up,Phil Coke,3030,4,0
Atlswag69,Alex Wood (baseball),Template:Atlanta Braves roster navbox,3046,2,1
Atlswag69,2013 Atlanta Braves season,Template:Atlanta Braves roster,3051,2,1
Atlswag69,2013 Atlanta Braves season,Paul Janish,3066,1,1
Atlswag69,2013 Atlanta Braves season,Cory Gearrin,3087,1,1
Atlswag69,Joey Terdoslavich,Template:Gwinnett Braves roster,3092,2,1
Atlswag69,2013 Atlanta Braves season,Yasiel Puig,3102,1,1
Atlswag69,2013 Atlanta Braves season,Template:United States roster 2006 World Baseball Classic,3121,2,1
Atlswag69,2013 Atlanta Braves season,Kameron Loe,3129,1,1
Atlswag69,Kameron Loe,Brandon Beachy,3144,2,1
Atlswag69,2013 Atlanta Braves season,Template:2013 NL Wild Card standings,3148,-1,0
Itsazzad,Baliakandi Upazila,Sylhet,3217,2,1
Itsazzad,List of twin towns and sister cities in Asia,Rajshahi,3220,1,1
Itsazzad,List of twin towns and sister cities in Asia,Template:Culture of Bengal,3222,3,1
Itsazzad,Template:Culture of Bengal,SAP Business ByDesign,3223,-1,0
Itsazzad,Comparison of project management software,Baliakandi,3227,6,0
Itsazzad,Baliakandi Upazila,Bangladeshi passport,3237,3,1
Raradhikaag,Instruments used in obstetrics and gynecology,Postpartum hemorrhage,3256,2,1
Ankur28,Jodhpur,User:Ankur28,3263,-1,0
Ankur28,User:Ankur28,Digi International,3270,5,0
Ankur28,Digi International,2013 Bangalore blast,3271,4,0
Ankur28,2013 Bangalore blast,Abhishek Bachchan,3272,3,1
Ankur28,Abhishek Bachchan,Operation Red Spider,3273,3,1
Ankur28,Operation Red Spider,Ashwani Kumar,3274,4,0
Ankur28,Kapil Sibal,Durga Shakti Nagpal,3276,3,1
Ankur28,Durga Shakti Nagpal,Alka Lamba,3277,3,1
CORREZE,Peterchurch,Wikipedia:Teahouse/Questions,3358,-1,0
CORREZE,Wikipedia:Teahouse/Questions,Church reordering,3359,-1,0
CORREZE,Church reordering,Wikipedia:Help desk,3393,4,0
CORREZE,Church reordering,Peterchurch,3395,1,1
CORREZE,User:CORREZE/sandbox,Vole (magazine),3401,5,0
CORREZE,Vole (magazine),Mille Miglia,3404,3,1
CORREZE,"The Hive, Worcester",Byzantium (film),3453,3,1
CORREZE,William Lethaby,Brockhampton-by-Ross,3470,1,1
CORREZE,Byzantium (film),Greene and Greene,3475,3,1
3abos,Syriac Catholic Church,Wikipedia:No original research/Noticeboard,3575,-1,0
3abos,Syriac Catholic Church,Wikipedia:Articles for deletion/Heterophobia (4th nomination),3611,-1,0
3abos,Syriac Catholic Church,Chaldean Catholic Church,3636,2,1
3abos,Syriac Catholic Church,George Pell,3656,3,1
3abos,George Pell,Louis Raphael I Sako,3657,2,1
3abos,Syriac Catholic Church,Kalimavkion,3709,3,1
3abos,Mosul,File:Fr. Luigi Taparelli.jpg,3715,-1,0
3abos,Social justice,Talk:Social justice,3719,1,1
3abos,Social justice,User talk:Malik Shabazz,3722,-1,0
3abos,Syrian Catholic,Beth Gazo,3743,3,1
3abos,Beth Gazo,Gloria Patri,3744,3,1
3abos,Chaldean Catholic Church,Maronite Eparchy of Saint Maron of Sydney,3755,3,1
3abos,Maronite Eparchy of Saint Maron of Sydney,Patriarchy,3756,2,1
3abos,Syriac alphabet,Jesus Prayer,3769,4,0
3abos,Jesus Prayer,Nicene Creed,3770,2,1
3abos,Nicene Creed,Melkite,3772,2,1
3abos,Melkite,Vicarious liability (criminal),3773,4,0
3abos,Vicarious liability (criminal),Tony Abbott,3775,3,1
3abos,Tony Abbott,Ignatius George V Shelhot,3776,4,0
3abos,Purgatory,Sydney University Liberal Club,3791,4,0
3abos,Sydney University Liberal Club,Anthony Fisher,3795,3,1
3abos,Anthony Fisher,Ignatius Aphrem II,3796,3,1
3abos,Ignatius Aphrem II,Janette Howard,3797,4,0
3abos,Janette Howard,Roman Catholic Archdiocese of Sydney,3799,3,1
3abos,Peter Comensoli,Assyrian people,3805,3,1
Canud,Panzer I,Degu,3852,4,0
Canud,Degu,Skiing,3853,2,1
Canud,Skiing,Askari Aviation,3856,4,0
Canud,Askari Aviation,Anthony Van Egmond,3857,4,0
Vmsipe,User:Vmsipe/sandbox,Animal ethics,3959,2,1
Mervol,Gangnam District,Gyeongbokgung,3973,2,1
Mervol,Gyeongbokgung,Krutynia,3974,4,0
Mervol,Krutynia,Wyspa Piasek,3975,3,1
Mervol,Mikołajskie Lake,Siemomysł,3978,3,1
Mervol,Siemomysł,Lestek,3979,1,1
Mervol,Lestek,Hiberna,3980,-1,0
AllieQuinn7,User:AllieQuinn7/sandbox,User:Court caitlin/sandbox,4022,-1,0
AllieQuinn7,User:AllieQuinn7/sandbox,User:Scarlson0921/sandbox,4038,-1,0
AllieQuinn7,User:AllieQuinn7/sandbox,Human trafficking in Georgia (country),4054,1,1
AllieQuinn7,Human trafficking,User:Jesswalther/sandbox,4073,-1,0
Maraflip2,Roger (American Dad!),Stewie Griffin,4089,2,1
Maraflip2,Roger (American Dad!),Frozen (2013 film),4091,3,1
Maraflip2,Frozen (2013 film),Zach Galifianakis,4093,2,1
Maraflip2,Zach Galifianakis,Bobcat Goldthwait,4095,2,1
Maraflip2,Bobcat Goldthwait,Kaley Cuoco,4096,3,1
Maraflip2,Kaley Cuoco,Jinxed (2013 film),4097,3,1
Maraflip2,Jennifer Lawrence,Kesha,4102,3,1
Maraflip2,Kesha,Kenton Duty,4103,3,1
Maraflip2,Kenton Duty,Justin Bieber,4104,3,1
Maraflip2,Justin Bieber,Jane Seymour (actress),4105,3,1
Maraflip2,Jane Seymour (actress),Identity Thief,4108,3,1
Maraflip2,Identity Thief,17 Again (film),4109,3,1
Maraflip2,17 Again (film),Jim Parsons,4110,3,1
AmberGillan,Gravenhurst High School,"Gravenhurst, Ontario",4113,1,1
Alkoller,Wikipedia:Teahouse/Guests/Left column,User talk:Carliitaeliza,4115,-1,0
Alkoller,User talk:Carliitaeliza,Wikipedia:Teahouse/Questions,4116,-1,0
Alkoller,Wikipedia:Teahouse/Questions,User talk:Alkoller,4119,-1,0
Alkoller,Draft:NASA Alumni League,Electronics Technicians Association,4122,4,0
Alkoller,Wikipedia:WikiProject Articles for creation/Help desk,Professional certification,4173,3,1
Alkoller,Professional certification,ISO/IEC 17024,4206,2,1
Alkoller,ISO/IEC 17024,NASA,4208,4,0
JJA-SKB,Haitian art,Laurent Casimir,4256,1,1
JJA-SKB,Haitian art,Jean-Louis (artist),4258,1,1
Kav02011,Distributive tendency,Policy,4323,1,1
Falenica,Movable type,Hugh Laurie,4351,3,1
Falenica,Janusz,Leonard Chess,4357,3,1
Falenica,Leonard Chess,House (TV series),4358,3,1
Falenica,Hugh Laurie,Social commerce,4363,3,1
Falenica,Social commerce,Małgorzata,4365,5,0
Falenica,Małgorzata,Georges Feydeau,4366,4,0
Falenica,Georges Feydeau,Philip Seymour Hoffman on stage and screen,4367,4,0
Falenica,Philip Seymour Hoffman on stage and screen,Jennifer (given name),4369,4,0
Holmium,Grand'Combe-des-Bois,"Samson, Doubs",4372,2,1
Holmium,"Samson, Doubs",María Zambrano,4373,3,1
Holmium,María Zambrano,Goux-sous-Landet,4374,3,1
Holmium,Goux-sous-Landet,Jennersdorf,4375,4,0
Holmium,Jennersdorf,Twelve Apostles of Ireland,4376,4,0
Holmium,Twelve Apostles of Ireland,"Torpes, Doubs",4377,4,0
Holmium,Scey-Maisières,"Konary, Strzelin County",4381,5,0
Holmium,"Konary, Strzelin County",Nishihira Kosei,4382,6,0
Holmium,Nishihira Kosei,Ursus Wehrli,4383,5,0
Holmium,Ursus Wehrli,Largest artificial non-nuclear explosions,4384,4,0
Holmium,Largest artificial non-nuclear explosions,Richie Havens,4385,3,1
Holmium,Richie Havens,West Fertilizer Company explosion,4386,4,0
Holmium,West Fertilizer Company explosion,Adi-Buddha,4387,4,0
Holmium,Adi-Buddha,Montreal Jubilation Gospel Choir,4388,5,0
Holmium,Montreal Jubilation Gospel Choir,Trevor W. Payne,4390,1,1
Holmium,Trevor W. Payne,"William Cavendish, 1st Duke of Devonshire",4391,4,0
Holmium,"William Cavendish, 1st Duke of Devonshire",Takasago International Corporation,4392,4,0
Holmium,Takasago International Corporation,Karen Mok,4393,3,1
Holmium,Karen Mok,User talk:Werddemer,4394,-1,0
Holmium,User talk:Werddemer,"Victor Cavendish, 9th Duke of Devonshire",4396,4,0
Holmium,"Victor Cavendish, 9th Duke of Devonshire",Thomas Lauderdale,4397,4,0
Holmium,User talk:Werddemer,Mica Paris,4401,4,0
Holmium,Mica Paris,Cherry Ghost,4402,3,1
Holmium,Cherry Ghost,Wikipedia:Changing username/Usurpations,4403,4,0
Holmium,Wikipedia:Changing username/Usurpations,Millionaires Express,4406,-1,0
Holmium,Millionaires Express,PTT Public Company Limited,4407,4,0
Holmium,PTT Public Company Limited,Do That to Me One More Time,4408,5,0
Holmium,Glenn Kaiser,How to Build a Better Boy,4414,4,0
Banan12,Remember the Titans,Talk:Remember the Titans,4432,-1,0
Danihan,Talk:John Steinbeck,Jason Scott,4446,5,0
Danihan,Jason Scott,Dan Jinks,4449,4,0
