username1,pagetitle1,pagetitle2,counter,hop,nhop
Hungryfirefanatic123,Christingle,Circle,3837,4,0
SamClaflinsWife,Theo James,Sam Claflin,3872,2,1
Midgetlovers,Rhoma Irama,Pelita Harapan School,3902,2,1
XXHYP3RMANIACXx,Soapbox,Landfill,3913,3,1
Sunny-boy-smith,Beauty School Dropout,Tintin (character),3921,4,0
Bottom butt,Navigation Acts,Harvard-Westlake School,3938,4,0
Auntdebby,Pyganodon gibbosa,Mamma Knows Best,3953,4,0
Pale Feaunati,Newlands College,Stan Walker,3977,3,1
Username9001,Sylvester Igboun,User talk:Username9001,3995,-1,0
CoffeeBean300,MGMT (album),User talk:CoffeeBean300,4015,-1,0
Kylepooface,Slam dunk,Bath salts (drug),4040,4,0
Coolbonz,J,Eduard Khil,4047,4,0
Coolbonz,Eduard Khil,Talk:Koala,4048,-1,0
Wikibasher609,"Seven Hills School (Cincinnati, Ohio)",User talk:Wikibasher609,4066,-1,0
ODRISC96,Everton F.C.,New Orleans Saints,4090,3,1
Snooker Lover,Jimmy White,Neil Robertson (snooker player),4191,1,1
Jamesfileman,John Maynard Keynes,Robbie Kay,4207,3,1
Josh9876,Thomas Bogar,Market segmentation,4225,4,0
NickLaney,Johannes Brahms,"Willard, Ohio",4280,3,1
Nationalfannz,Henri-Joseph Paixhans,Bikini Atoll,4292,3,1
Nationalfannz,Bikini Atoll,Lunar rover,4293,3,1
Nationalfannz,Lunar rover,Wellington Cable Car,4294,3,1
Indianaretard,Ronald Reagan High School (San Antonio),Royal Bengal Airline,4308,4,0
Indianaretard,Royal Bengal Airline,Hamilton Southeastern High School,4309,5,0
TheNameChangerer,Crown Prince of Saudi Arabia,Grace Santiago,4467,4,0
Mrsilvalicksdicks,Chariho Regional School District,Chariho Regional School District,4470,1,1
The editer1234,President,Wikipedia:Silly Things,4477,-1,0
Dacubster517,2013 Tennessee Volunteers football team,Template:2007 SEC football standings,4549,4,0
Dacubster517,1989 Tennessee Volunteers football team,2012 Georgia State Panthers football team,4571,3,1
11nazimm,Fernand Léger,Tunbridge Wells Grammar School for Boys,4660,4,0
11nazimm,Limestone,Deadly Prey,4666,4,0
11nazimm,Tunbridge Wells Grammar School for Boys,Karaoke,4669,3,1
11nazimm,Oxted School,User talk:11nazimm,4671,-1,0
Ramdomedits,Marking gauge,Nuclear warfare,4687,3,1
SexMyAunt123,YooHoo & Friends,YooHoo & Friends,4700,1,1
SexMyAunt123,YooHoo & Friends,User talk:SexMyAunt123,4701,-1,0
Why hairy,Three Little Pigs,Thomas Bevan,4707,4,0
Why hairy,Thomas Bevan,Jenga,4708,3,1
Nestsboys,Yin Yang Yo!,The X's,4739,2,1
Nestsboys,Warlord (manhua),Grow Up or Sleep In,4741,5,0
Holladay inn,Eunectes murinus,Champ (cryptozoology),4778,3,1
Dell12345678987654321,French invasion of Russia,French invasion of Russia,4827,1,1
Bellagre,Hockey contracts,Hockey contracts,4832,2,1
Bellagre,Hockey contracts,Nicklas Lidström,4843,3,1
Bellagre,Nicklas Lidström,Los Angeles Kings,4845,1,1
Katedid,User talk:Katedid,User talk:Petrb,4859,-1,0
Katedid,Help:Archiving a talk page,Talk:Vegetarianism,4863,-1,0
21Kentdude24,Brent Musburger,Nitrogen,4886,3,1
Domtom22,Bradley Cooper,Renée Zellweger,4891,1,1
Drag Me To Hell,Clock,User talk:Drag Me To Hell,4908,-1,0
Loverofpie2themax,Nebraska Cornhuskers football,Chlorophyll,4913,3,1
LARRY MURPHY1,El Hadji Diouf,Black and Tans,4956,3,1
Hacker124816,Head,Head,4987,1,1
Hacker124816,Stop motion,Urinary bladder,4989,3,1
Hacker124816,Urinary bladder,Rubber band,4993,3,1
Hacker124816,Rubber band,Theft,4994,3,1
Mirardowin,Nether,Nether,5023,-1,0
I may be lying,Walter Lewin,User talk:I may be lying,5089,-1,0
Ubersmartwatch,Smartwatch,Sony SmartWatch,5100,1,1
Ubersmartwatch,Sony SmartWatch,Pebble (watch),5101,1,1
Ubersmartwatch,Pebble (watch),WIMM One,5104,2,1
Rowscrime,Wikipedia:Plain and simple,Wikipedia:Noticeboards,5127,4,0
Tippykqp,Denver Broncos,User talk:Tippykqp,5158,-1,0
Prof edwards123,Russian government censorship of Chechnya coverage,Russian government censorship of Chechnya coverage,5171,1,1
Ndfxz,Italian cuisine,Indian,5208,3,1
Sandyboyzz,Yo Momma,Great Hanshin earthquake,5220,3,1
BestpersonFTW,Quarantine (disambiguation),Derek,5234,5,0
Jackbrown101,Operation Crossroads,Hammerhead shark,5300,3,1
IPlayMRatedGames,Team Umizoomi,Happy Tree Friends: False Alarm,5319,4,0
IPlayMRatedGames,Happy Tree Friends: False Alarm,Common toad,5320,4,0
Hairbaofbsiebjjskandi,River Lee,River Lee,5330,1,1
Leithmarshman,Giffgaff,Dead Island,5335,4,0
Leithmarshman,Dead Island,User talk:Leithmarshman,5340,-1,0
Slip pk,Frederick Varley,Arthur Lismer,5383,1,1
Licitbate,Operation Crossroads,Robot and Monster,5413,3,1
Licitbate,Earle School District,User talk:Licitbate,5419,-1,0
Slimshady455,Addis Ababa,Thai National Anthem,5453,3,1
TheRealMM01,User talk:TheRealMM01,Marco Reus,5508,-1,0
InsideEmptiness,Burakcan Kunt,Kangaarsuk Island,5528,5,0
InsideEmptiness,Acronicta bicolor,Iceland,5530,3,1
InsideEmptiness,Iceland,Cupar Muir,5531,3,1
InsideEmptiness,Derren Brown,Red Hot Chili Peppers,5534,3,1
Stannyreed,Stanley Foster Reed,Stanley Foster Reed,5538,1,1
Slaunster22,Autism spectrum,New Delhi,5544,3,1
Ic11lc,Sammy Sosa,Litter box,5570,4,0
Terack,Weddell,User talk:Terack,5587,-1,0
Patatospud,Poker,History of Facebook,5618,3,1
Atmosteron,Danny Phantom,Karpf Point,5632,-1,0
Atmosteron,Karpf Point,Julianne Moore,5633,3,1
Atmosteron,Zapol Glacier,Nanjing West Railway Station,5639,5,0
Atmosteron,Nanjing West Railway Station,List of programs broadcast by Sprout,5640,4,0
Atmosteron,Brandy & Mr. Whiskers,User talk:Atmosteron,5656,-1,0
Piemaster32,Need for Speed: Most Wanted (2012 video game),Time travel,5671,2,1
Dbood,Volkswagen,Donald A. Thomas,5709,4,0
Mick Sandova,Banjo,Necktie,5722,2,1
Mick Sandova,Necktie,Banjo,5725,3,1
Beardie383,International School of Tianjin,Necktie,5732,4,0
Beardie383,Necktie,Warheads (candy),5733,4,0
Beardie383,Necktie,Banjo,5737,3,1
Potteringer,Andy Tsang,Timothy Tong,5809,2,1
Potteringer,Simon Peh,Brain–computer interface,5812,4,0
Anynomus12,Green Zone (film),Shinedown,5843,4,0
Anynomus12,Shinedown,Women's National Basketball Association,5844,3,1
Anynomus12,Women's National Basketball Association,Odin,5847,3,1
Jhp1999,Jason Kidd,Bernie Kosar,5899,3,1
Slibbo7,Whispering Wind,1948 FA Cup Final,5936,4,0
Slibbo7,Leicester City F.C.,1900 FA Cup Final,5939,2,1
Thewrongtuber,25,User talk:Thewrongtuber,5963,-1,0
Kaylarosered,Socialist Party of Egypt,Cognition,5977,3,1
Kaylarosered,Cognition,Choqa Kabud-e Sofla,5978,4,0
Kaylarosered,Pink (ship),SmartLink (television),5980,-1,0
Kaylarosered,SmartLink (television),High Sheriff of Denbighshire,5981,5,0
Kaylarosered,High Sheriff of Denbighshire,Pedro Almíndez Chirino,5982,4,0
Kaylarosered,Pedro Almíndez Chirino,User talk:Kaylarosered,5983,-1,0
Kaylarosered,Schisms (Star Trek: The Next Generation),Henri de Brouckère,5989,-1,0
Kaylarosered,François de Robiano,Meyumuluke,5993,4,0
Kaylarosered,Meyumuluke,"Hanumanpur, Gujarat",5994,-1,0
Kaylarosered,Gonghe Regency,Kong Jia,6007,3,1
Kaylarosered,Taha Jabir Alalwani,1986–87 Belgian First Division,6009,4,0
Kaylarosered,1986–87 Belgian First Division,PDC Order of Merit,6010,4,0
Kaylarosered,Schempp-Hirth Standard Cirrus,Peddapur,6014,5,0
Kaylarosered,Kama Reservoir,Santanna Blue Chip,6016,6,0
Kaylarosered,Moghanjuq,Hybe,6018,4,0
Llama wizard,Ravensong,Nether,6023,-1,0
Longliveswift,One Direction,The Script,6030,2,1
Longliveswift,The Script,Mytown,6033,1,1
Creeper122,Neogene,Shark (disambiguation),6035,3,1
DHUSHENRAJ,Prithviraj Sukumaran,Jilla,6053,3,1
DHUSHENRAJ,Jilla,Wanted (2004 film),6054,3,1
DHUSHENRAJ,Jilla,Niveda Thomas,6062,1,1
DHUSHENRAJ,Niveda Thomas,Vijay (actor),6063,2,1
Windows7Guy100,Chelsea Manning,Chelsea Manning,6069,1,1
Windows7Guy100,Chelsea Manning,George Zimmerman,6071,3,1
Windows7Guy100,Chaz Bono,Marilyn Manson,6073,3,1
TheRedJay37,Writing,Writing,6079,1,1
Ilovedogs4314529,Adventure Time (pilot),Samuel Gompers,6084,3,1
Ilovedogs4314529,Samuel Gompers,Mount Sinabung,6086,4,0
Kagus,Victor Ortiz,James F. Amos,6093,4,0
YOLOskits,Sami (name),Tecumseh,6095,3,1
Pisapiza,User:Pisapiza/sandbox,Phil Ochs,6109,-1,0
Pisapiza,Phil Ochs,User talk:Pisapiza,6110,-1,0
Depeszy Morda,Violator (album),Enjoy the Silence,6138,1,1
Depeszy Morda,Music for the Masses,The Darkest Star (song),6153,1,1
Depeszy Morda,The Darkest Star (song),Perfect (Depeche Mode song),6160,2,1
Depeszy Morda,Sounds of the Universe,Behind the Wheel 2011,6165,2,1
Depeszy Morda,Enjoy the Silence,Behind the Wheel,6186,2,1
Depeszy Morda,Fragile Tension / Hole to Feed,Just Can't Get Enough (Depeche Mode song),6188,2,1
Depeszy Morda,Walking in My Shoes,Peace (Depeche Mode song),6201,2,1
Depeszy Morda,Peace (Depeche Mode song),Personal Jesus,6217,2,1
Depeszy Morda,Speak & Spell (album),She Wants Revenge (album),6229,4,0
Jacksonthegreat,Brian Setencich,Brian Setencich,6234,1,1
Alexxxxxxla,Mineral,New York Giants,6241,3,1
Hallovan,Phineas and Ferb (season 4),Phineas and Ferb the Movie: Across the 2nd Dimension,6244,2,1
Hallovan,Phineas and Ferb the Movie: Across the 2nd Dimension,Disney Channel (Australia and New Zealand),6245,3,1
Hallovan,Disney Channel (Scandinavia),Sleepy Hollow (TV series),6249,3,1
Hallovan,Sleepy Hollow (TV series),Phineas and Ferb (season 4),6250,4,0
Hallovan,Phineas and Ferb (season 4),List of Phineas and Ferb songs,6251,2,1
Hallovan,Phineas and Ferb (season 4),Disney Channel (Asia),6257,2,1
Hallovan,Disney Channel (Asia),Central African Republic conflict under the Djotodia administration,6258,3,1
Hallovan,Reinforced concrete,User talk:Hallovan,6268,-1,0
Griffinchico,Alberto Santos-Dumont,Dick Rutan,6272,2,1
Griffinchico,Dick Rutan,Alberto Santos-Dumont,6273,2,1
NWBTNewsWatcher,Keith Ablow,Keith Ablow,6313,1,1
NWBTNewsWatcher,Keith Ablow,"United States Senate election in Massachusetts, 2014",6317,4,0
MikeBitHell,Thomas Was Alone,Oliver Twist (character),6322,3,1
Wanda claire,SummerSlam,Seth Rollins,6332,2,1
PETERKETTLEWELL1,List of McDonald's products,User talk:PETERKETTLEWELL1,6347,-1,0
Krikorian35,Bluebird,Death of Edgar Allan Poe,6353,4,0
Correcterofwrongfatcs123,Gaius Cassius Longinus (Rome character),Sugar glider,6365,3,1
JToddKincannon,Todd Kincannon,Todd Kincannon,6367,2,1
JToddKincannon,Todd Kincannon,Tony Katz,6368,-1,0
JToddKincannon,Tony Katz,Dana Loesch,6370,-1,0
PastaPatriot,Todd Kincannon,Todd Kincannon,6372,2,1
Dportwood,Todd Kincannon,Todd Kincannon,6374,2,1
Dportwood,Todd Kincannon,Nick Searcy,6379,4,0
Dportwood,Nick Searcy,Dana Loesch,6380,3,1
Davesmithdave,Stotfold,Eric Pickles,6383,3,1
Totodiletroll,Mewtwo,Ching chong,6391,3,1
WackyPhysicist,Formby High School,Formby High School,6393,1,1
WackyPhysicist,William Shakespeare,Wikipedia:Requests for adminship,6408,4,0
WackyPhysicist,William Shakespeare,User talk:WackyPhysicist,6412,-1,0
Lovingmom738,Aaron Tveit,Aaron Tveit,6418,1,1
Ryguy Muhammedd,Gold Standard Act,Gold Standard Act,6425,1,1
Ryguy Muhammedd,Gold Standard Act,Green Party of the United States,6426,3,1
Ryguy Muhammedd,Green Party of the United States,Malik Zulu Shabazz,6431,2,1
Ryguy Muhammedd,Malik Zulu Shabazz,Louis Farrakhan,6432,2,1
Ryguy Muhammedd,Louis Farrakhan,Billy Ray Cyrus,6433,3,1
Mikie1234,"Crowley, Louisiana",Neo-Druidism,6439,3,1
Sayan Basu,Jalpaiguri,Jalpaiguri,6455,1,1
Sayan Basu,Jalpaiguri,Bagdogra,6469,2,1
Sayan Basu,Jalpaiguri,Jalpaiguri Railway Station,6474,1,1
Sayan Basu,Jalpaiguri,Cooch Behar,6479,2,1
Sayan Basu,Cooch Behar,User talk:Sayan Basu,6494,-1,0
Fresh Sullivan,2014 NFL season,Gagak Item,6498,4,0
Headset 12,List of The Legend of Korra episodes,List of The Legend of Korra episodes,6549,1,1
Electricmango,Garrett (name),Tanner (given name),6559,5,0
Paigeb48616,Sanjay and Craig,Austin & Ally,6567,3,1
Paigeb48616,Austin & Ally,Cameron Boyce,6568,2,1
Paigeb48616,"Peyton List (actress, born 1998)",Jessie (TV series),6571,1,1
Slap my wolf,Tool,Tool,6574,1,1
Milicifent,Nobber,Nobber,6580,1,1
Surfacerhelloyou,James Eagan Holmes,Portia de Rossi,6590,3,1
Surfacerhelloyou,Portia de Rossi,Stefanie Scott,6591,3,1
BobJohnTom,The Biggest Loser: Second Chances 2,The Biggest Loser (U.S. TV series),6623,1,1
BobJohnTom,The Biggest Loser (U.S. TV series),The Biggest Loser: Couples 2,6634,2,1
MusicPersonxx,The Truth About Love Tour,Terry Richardson,6639,3,1
JbreezCapricorn1,Mary Mary,Mary Mary,6646,1,1
JbreezCapricorn1,Mary Mary,Mary Mary (TV series),6647,1,1
JbreezCapricorn1,Mary Mary (TV series),Love & Hip Hop,6648,2,1
JbreezCapricorn1,Love & Hip Hop,Fashion Queens,6650,4,0
JbreezCapricorn1,Fashion Queens,The Real Housewives of Atlanta,6651,1,1
JbreezCapricorn1,Love & Hip Hop,R&B Divas: Los Angeles,6655,3,1
JbreezCapricorn1,R&B Divas: Atlanta,The Real Housewives of Beverly Hills,6659,3,1
JbreezCapricorn1,The Real Housewives of Beverly Hills,The Real Housewives of New Jersey,6661,1,1
JbreezCapricorn1,The Real Housewives of New Jersey,The Real (TV series),6663,3,1
JbreezCapricorn1,The View (U.S. TV series),Girlfriends,6668,2,1
JbreezCapricorn1,Girlfriends,The Single Moms Club,6669,2,1
JbreezCapricorn1,The Single Moms Club,"Blood, Sweat & Heels",6670,3,1
JbreezCapricorn1,Houston Beauty,Basketball Wives LA,6673,3,1
JbreezCapricorn1,Basketball Wives,The Chew,6676,3,1
JbreezCapricorn1,The Chew,Mob Wives,6677,3,1
Brodybam11,Endoplasmic reticulum,Ethiopia,6689,3,1
Hold your light,Heath (musician),Andy Biersack,6693,4,0
Semicolon Gallbladder,Yamasubaru Dam,Seattle Seahawks,6701,3,1
Tomfeather11,Kingston upon Hull,Nick Proschwitz,6712,3,1
Tomfeather11,Dani Harmer,Kingston upon Hull,6715,3,1
FirestarFan08,Lyrics,User talk:FirestarFan08,6726,-1,0
Ryanator008,Yu-Gi-Oh! Zexal,List of Power Rangers Megaforce episodes,6728,3,1
Aidanwillking,Xavier: Renegade Angel,Amy Winehouse,6733,3,1
Aidanwillking,Amy Winehouse,Eamon (singer),6736,3,1
Aidanwillking,Amy Winehouse,Selena,6743,2,1
Aidanwillking,Selena,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,6746,4,0
Aidanwillking,Xavier: Renegade Angel,Vince Offer,6751,4,0
King Jr High School,Captain Flamingo,Yin Yang Yo!,6763,2,1
King Jr High School,Yin Yang Yo!,London Senior Cup,6764,4,0
King Jr High School,The Wild Thornberrys,The Replacements (TV series),6767,3,1
Adabadaman,Scott Parker,Scott Parker,6772,1,1
Sint Maarten,Marine forensics,Wikipedia:Teahouse/Host landing,6792,-1,0
Sint Maarten,National Board of Examiners in Optometry,Sandwatch,6806,3,1
Sint Maarten,User:Sint Maarten,Sint Maarten,6823,-1,0
Sint Maarten,Indianapolis Catacombs,"Moscow, Idaho",6867,4,0
