username1,pagetitle1,pagetitle2,counter,hop,nhop
Liswani,Subdivisions of England,Local government in England,2144,1,1
Jibjab12345,Clifton College,Deuil-la-Barre,2151,3,1
Kelin swag,Spider monkey,Cruelty to animals,2180,3,1
Micah9826398263,Tap dance,Tap dance,2182,1,1
Micah9826398263,File:Bojangles & Shirley Temple.jpg,Raccoon,2185,4,0
Andrew Mason53,Upper St. Clair High School,Samford University,2191,3,1
JoeSchmo2000,Chris Paul,Chris Paul,2283,1,1
Red-devil3960,Ed Woodward,AOL,2289,3,1
Fuzball01,Jordan Maron,User:Fuzball01,2297,-1,0
Fuzball01,User:Fuzball01,Jessie (TV series),2298,-1,0
Daisy4102,Princess Daisy (character),Princess Daisy (character),2316,1,1
"Poppa ""Pet Boy"" Soreanal",Talk:Crazy Taxi (series),Talk:Gears of War,2331,-1,0
"Poppa ""Pet Boy"" Soreanal",Talk:List of Sonic the Hedgehog characters,"User talk:Poppa ""Pet Boy"" Soreanal",2334,-1,0
Igh104,Squash (sport),Scott v. Harris,2379,4,0
BartSimpo,Christian Benteke,Vinnie Jones,2428,3,1
Heastling,Pro Evolution Soccer 2014,Erasto Nyoni,2459,3,1
Horrible234,David,David,2468,1,1
Horrible234,David,Solomon,2469,1,1
Hkmaher01,Weathering,Mineral,2495,1,1
Jdisaprombiker,San Francisco,Category:Mathematics books,2513,5,0
Themisteryguywhoedits,Margarita María López de Maturana,Margarita María López de Maturana,2535,0,1
Phoenixwright7321,Magnetic water treatment,Magnetic water treatment,2539,1,1
Wikipoker007,IPhone 4S,Bembridge,2555,4,0
Austinn98,Jackass Presents: Bad Grandpa,Gun politics in Canada,2579,3,1
AngrySRKfan,Boss (2013 Hindi film),Happy New Year (2014 film),2594,2,1
AngrySRKfan,Once Upon ay Time in Mumbai Dobaara!,PK (film),2597,3,1
Slickvicpost,Adam Lazzara,Tyler Posey,2621,4,0
Flightles,Tiger shark,Rainbow trout,2664,2,1
두드러기,Mandu (dumpling),Misu (drink),2685,3,1
두드러기,Misu (drink),User talk:두드러기,2689,-1,0
Cgoulty11,Aylsham High School,Power,2706,4,0
Isaachewson,"St Paul's College, Adelaide","St Paul's College, Adelaide",2708,1,1
Mylittleanimal1,Grey DeLisle,Nika Futterman,2723,2,1
Mylittleanimal1,Tom Kenny filmography,June Foray,2738,2,1
Mylittleanimal1,June Foray,John Kassir,2739,2,1
Chipfan,Mike Shanahan,Santana Moss,2753,2,1
Ksu1101-2013,WRBD-LP,Black-casqued hornbill,2771,5,0
Ksu1101-2013,Apiomerus crassipes,2013 BMW Open,2774,5,0
Midgetpenguin,Egyptian mythology,Egyptian mythology,2784,1,1
Midgetpenguin,Egyptian mythology,Goldy Locks,2785,5,0
Midgetpenguin,Goldy Locks,Elo rating system,2786,3,1
God's brain surgeon,User talk:God's brain surgeon,Ridin',2792,-1,0
Thebigbi,Wikipedia:Notability (music),Edge pull,2807,5,0
Thebestesteditor,A.N.T. Farm,Noah Munck,2820,3,1
LukePearsons,Red-backed mannikin,Atlacomulco,2838,4,0
Himoiiodfoifdoiooioi0990,Fifth Beatle,Fifth Beatle,2888,1,1
Dobielarossuo,1948,College GameDay (basketball),2891,3,1
Jacktheuuwripper11,Punch-Out!! (NES),Ronald Coase,2900,3,1
C0rsicoCorsiiii,Snowden on Ice,Mauricio Robles,2906,4,0
C0rsicoCorsiiii,Talk:Korean War,Disney family,2914,4,0
Herbyourenthusiasm88,1962,List of Governors of Arkansas,2919,2,1
Banjofitty23900,Banjo-Tooie,Banjo-Tooie,2925,1,1
Banjofitty23900,Banjo-Tooie,Super Mario 3D World,2926,2,1
Corsobomb212021909,Scream 4,Locations of College GameDay (football),2928,-1,0
Nandaparesh,User:Nandaparesh,Bhanushali,2938,-1,0
Hailsatin,"Lincolnview High School (Van Wert, Ohio)","Crestview High School (Convoy, Ohio)",2947,2,1
BallsAllupInYuh,Van Wert High School,Van Wert High School,2950,1,1
A17171717A,Marseille turn,User:Loriendrew,2996,-1,0
Unknownbot2,Hypolycaena hatita,Electromagnetic,2998,4,0
JonathanPoop,Clash of Clans,Crew sock,3038,4,0
Bluebun439430990,Locations of College GameDay (football),Locations of College GameDay (football),3052,-1,0
Bluebun439430990,Locations of College GameDay (football),Wikipedia:Administrator intervention against vandalism,3058,-1,0
Joshmetlol,Bruce Almighty,Jack Sparrow,3077,3,1
Lmab89,F.C. Porto,F.C. Porto,3118,1,1
Kre45oi,Ghostbusters,Defy Media,3156,3,1
Brutalitybus,Wikipedia:Sandbox,Wallace & Gromit: The Curse of the Were-Rabbit (video game),3221,-1,0
Brutalitybus,Wallace & Gromit: The Curse of the Were-Rabbit (video game),Chad Muska,3222,4,0
Brutalitybus,Chad Muska,The Rocker (film),3223,3,1
Brando21,Nathan Kress,The Legend of Korra (season 2),3230,4,0
SupaPosta,Gengar,Fat Albert and the Cosby Kids,3243,3,1
Tiff or Nick,Killara High School,2000,3249,4,0
Tiff or Nick,2000,Template:Bowlers who have taken 300 wickets in Test cricket,3250,3,1
Russellrado13,Catalan's conjecture,User talk:Russellrado13,3273,-1,0
Baricaptian,Mummers play,Pretzel,3303,2,1
Eddy3dt,Polar,Falls,3306,5,0
The Bear From Another Past,Lil B,Lil B,3333,1,1
Ohheybabes,Sitting Bull,Sitting Bull,3335,1,1
Basicallythisismagic,User:FreeRangeFrog,Internet celebrity,3350,-1,0
Basicallythisismagic,Internet celebrity,Dance party,3352,3,1
Jmckinnis0595,Empire State Building,North Carolina,3405,2,1
RadicalDame,Gretchen Carlson,Carol Alt,3423,2,1
Microwavemanperson,Nathan Craig,FC Torrevieja,3427,4,0
Sniffmybutt,Sophie Anderton,Nev Schulman,3448,4,0
Flyguy2040,Dinner,Maple syrup,3482,2,1
Messupindrama,Rule of Saint Benedict,Diet,3531,4,0
Messupindrama,Track and field,Benedict of Nursia,3534,2,1
Leahbee33,Pitch Perfect,Good,3557,4,0
Chocolatemilk1,What's past is prologue,"Colegio Franklin Delano Roosevelt, The American School of Lima",3574,4,0
Himbo Stales,ESPN Radio College GameDay,ESPN Radio College GameDay,3577,1,1
CharlesWhiteUSA,Wikipedia:Teahouse/Guests/Left column,Wikipedia:Teahouse/Host landing,3605,-1,0
CharlesWhiteUSA,Wikipedia:Teahouse/Host landing,Wikipedia:Administrators' noticeboard/Incidents,3606,-1,0
Uandmelove,Golden Gate Bridge,Ancient Egyptian technology,3641,3,1
Scottie311994,Wale (rapper),Wale (rapper),3648,1,1
Derpmaster28,Derp,User talk:Gogo Dodo,3651,-1,0
Jasong1337,Daisy (given name),Princess Daisy (character),3655,2,1
Jasong1337,Princess Daisy (character),Melanie Iglesias,3658,4,0
Mikeman62,Bowser (character),TAFLIR,3671,4,0
Gengarfan99,CeeLo Green,Squidward Tentacles,3685,3,1
Gengarfan99,List of Ben 10 aliens,List of Pokémon (320–386),3688,3,1
Reginaldfyukon,David Duchovny,William Labov,3717,3,1
Neel Katwa,Nower Hill High School,Whitmore High School,3731,2,1
GreigBrown,Scotland,Charlie Adam,3752,2,1
Blessthefood,Mike Fuentes (musician),Cassadee Pope,3762,3,1
E.N.Gdeath,Dove Cameron,Benjamin King (actor),3807,2,1
Packieboy69,Crazy Frog,Shayne Ward,3825,3,1
Barneyben7,Thor: The Dark World,Nintendo 2DS,3843,3,1
Editorbooboo,Nick Redfern,"Francis, Duke of Brunswick-Lüneburg",3858,4,0
FilipP.99,Erjon Bogdani,Lorik Cana,3890,2,1
FilipP.99,Lorik Cana,Mateja Kežman,3891,2,1
FilipP.99,Mateja Kežman,1954 FIFA World Cup,3892,2,1
Brooksypoo123,Tom Brooks,Rainbow flag (LGBT movement),3923,4,0
Mariae68,Northern Cyprus,Northern Cyprus,3965,1,1
Mariae68,Northern Cyprus,Northern Cypriot passport,3966,2,1
Mariae68,Cyprus Turkish Football Federation,Northern Cyprus national football team,3968,1,1
Jlancaster1,Redfoo,Nicole Kidman,3987,2,1
ConfidentLaptop,The Real Thing (story),Popcorn,3997,4,0
శ్రీధర్ బాబు,Talk:Bhajji,Khandava Forest,4065,4,0
శ్రీధర్ బాబు,Khandava Forest,Shesha,4066,2,1
శ్రీధర్ బాబు,Bhima,Imarti,4073,3,1
శ్రీధర్ బాబు,Imarti,User:శ్రీధర్ బాబు/sandbox,4074,-1,0
శ్రీధర్ బాబు,User:శ్రీధర్ బాబు/sandbox,User:శ్రీధర్ బాబు/Books/History of India,4084,-1,0
శ్రీధర్ బాబు,User:శ్రీధర్ బాబు/Books/History of India,User:శ్రీధర్ బాబు/Books/History of India Volume I,4085,-1,0
శ్రీధర్ బాబు,User:శ్రీధర్ బాబు/sandbox,Aryan race,4087,-1,0
శ్రీధర్ బాబు,Delhi conspiracy case,List of mythological objects,4092,4,0
శ్రీధర్ బాబు,Wikipedia:Requests for undeletion,Narada,4101,4,0
శ్రీధర్ బాబు,User:శ్రీధర్ బాబు/sandbox,Nizam army,4108,-1,0
శ్రీధర్ బాబు,User talk:Beloochee,Carabinier,4127,3,1
శ్రీధర్ బాబు,Fall of Baghdad (1917),Siege of Skardu,4132,5,0
శ్రీధర్ బాబు,Help:Contents,Portal:Contents,4160,-1,0
Danieljesusromanirios,Asian Football Confederation,Guam national football team,4183,1,1
Danieljesusromanirios,Guam national football team,2013 Women's NORCECA Volleyball Championship,4184,4,0
Danieljesusromanirios,2013 Women's NORCECA Volleyball Championship,Synchronized swimming at the 2011 Pan American Games,4186,5,0
Danieljesusromanirios,Synchronized swimming at the 2011 Pan American Games,2013 Bolivarian Games,4187,4,0
Danieljesusromanirios,2013 Bolivarian Games,Futsal,4189,3,1
Danieljesusromanirios,Futsal,2014 FIVB Volleyball Women's World Championship,4192,2,1
Danieljesusromanirios,Futsal,FIBA Americas,4196,2,1
Danieljesusromanirios,FIBA Americas,List of cities in South America,4197,3,1
Danieljesusromanirios,List of cities in South America,Capital District (Venezuela),4200,2,1
Danieljesusromanirios,List of cities in South America,Medellín,4211,1,1
Danieljesusromanirios,List of cities in South America,2013–14 CONCACAF Champions League,4229,4,0
Danieljesusromanirios,Caracas,Los Angeles,4232,2,1
Danieljesusromanirios,Los Angeles,Greater Los Angeles Area,4233,1,1
Danieljesusromanirios,Caracas,Greater Mexico City,4238,2,1
Danieljesusromanirios,Mexico City,2009 Bolivarian Games,4245,3,1
Danieljesusromanirios,2009 Bolivarian Games,Palau national football team,4246,3,1
Danieljesusromanirios,List of cities in South America,Maracaibo,4255,1,1
Danieljesusromanirios,Maracaibo,Asian Football Confederation,4256,3,1
Danieljesusromanirios,Asian Football Confederation,FIFA World Cup hosts,4259,2,1
Danieljesusromanirios,FIFA World Cup hosts,"Cartagena, Colombia",4260,2,1
Danieljesusromanirios,Capital District (Venezuela),2015 South American Youth Football Championship,4269,4,0
Danieljesusromanirios,Palau Football Association,Barquisimeto,4275,3,1
Oddrianne,Sarah Jessica Parker filmography,The Horse Whisperer (film),4283,3,1
PokeJoe,Harlem Shake (song),Pavel Pogrebnyak,4296,4,0
PokeJoe,Harlem Shake (song),Eddie Stobart,4299,3,1
PokeJoe,Selfie,Paradox,4301,3,1
Eppic74,The Perfect Woman,2013 World's Strongest Man,4304,4,0
Eppic74,2013 World's Strongest Man,Philistines,4307,3,1
Kazu7777777,Masato Tanaka,Masahiro Chono,4313,2,1
Kazu7777777,Mitsuharu Misawa,Kazuo Yamazaki,4318,2,1
Kazu7777777,Kazuo Yamazaki,Rob Van Dam,4319,3,1
Kazu7777777,Rob Van Dam,D'Lo Brown,4320,2,1
Kazu7777777,Kaz Hayashi,Road Warrior Hawk,4335,2,1
Kazu7777777,Great Kabuki,Chris Benoit,4338,2,1
Kazu7777777,Dynamite Kid,Stan Hansen,4340,2,1
Kazu7777777,Stan Hansen,Scott Norton,4343,2,1
Kazu7777777,Alexander Otsuka,Joe Doering,4346,2,1
Kazu7777777,Joe Doering,German Shepherd,4347,3,1
Kazu7777777,German Shepherd,Belgian Shepherd,4348,2,1
Kazu7777777,German Shepherd,Labrador Retriever,4354,1,1
Kazu7777777,Labrador Retriever,Siberian Husky,4364,2,1
Kazu7777777,Siberian Husky,Akita (dog),4376,1,1
Kazu7777777,Akita (dog),Doberman Pinscher,4384,2,1
Kazu7777777,German Shepherd,Bullmastiff,4404,2,1
ChristopherBaras,Economy of Costa Rica,Immanuel Kant,4412,3,1
ChristopherBaras,Montesquieu,Niels Bohr,4416,3,1
Squishy901,Knapsack problem,Michael Crichton,4422,3,1
Squishy901,Michael Crichton,Homosexuality,4425,3,1
Gytu8,Organisation for the Prohibition of Chemical Weapons,Joss Whedon,4427,3,1
Igotthefactsdownpack,User talk:Igotthefactsdownpack,"MLK, Jr. (DART station)",4430,1,1
Igotthefactsdownpack,"MLK, Jr. (DART station)",System of measurement,4431,3,1
Igotthefactsdownpack,System of measurement,Centaur,4434,3,1
Igotthefactsdownpack,Centaur,Sex (disambiguation),4435,3,1
C96Mackenzie,Neck,Thorne North railway station,4440,5,0
Domey64,Child abuse,Child abuse,4444,1,1
Waki paki woki toki,Ibrahim Tannous,Lebanese Armed Forces,4485,1,1
Waki paki woki toki,Lebanese Armed Forces,Phoenicia,4486,2,1
Filancio Estrella,Gran Canaria,Lake Placid 2,4496,5,0
Dragoncake4,Selling,Selling,4507,1,1
MrMan712,The Pie,Avengers (comics),4513,3,1
Coltano123,Fictional universe,The Dark Phoenix Saga,4520,3,1
Coltano123,Return of the Jedi,Liv and Maddie,4527,3,1
Violethillmgmt,The Lost Get Found,User:The Banner,4531,-1,0
MagicEagle67,Old Firm,Old Firm,4534,1,1
Gjhgjghjhgjhgj,Turkish people,Turkish people,4581,1,1
DarkRoseThorn,Charles-Émile Reynaud,Anus,4603,4,0
JFletch2395,Bedford,"Batman, Turkey",4610,4,0
Hdog1022,China Anne McClain,Joe Walters,4620,4,0
Beurocraticobama,Kilogram,Tornadoes of 2000,4626,5,0
Beurocraticobama,User talk:24.246.104.98,User:Slowmover/Vandalism,4637,-1,0
Beurocraticobama,User talk:Beurocraticobama,User talk:Jimbo Wales,4639,-1,0
Beurocraticobama,User talk:Beurocraticobama,User:Cyde,4647,-1,0
Karrar-commando,Salman Shahid,Grand Mosque Seizure,4651,2,1
Karrar-commando,Grand Mosque Seizure,Minhas,4652,3,1
Haxis27,Reza Pahlavi,Pahlavi dynasty,4666,2,1
Haxis27,Pahlavi dynasty,United States,4667,3,1
Aodhan145,Rory McIlroy,User talk:Aodhan145,4678,-1,0
Lewishogarth,"Mayfield, Midlothian",Colin Nish,4686,3,1
Lewishogarth,Colin Nish,Derek Riordan,4688,2,1
Lewishogarth,Colin Nish,Baroque,4690,3,1
Holaexpress,Motu One (Society Islands),Nathan Bedford Forrest,4692,4,0
JFelder,David Burtka,Lisa Ann,4703,4,0
Leonel1497,Insidious: Chapter 2,KWP,4708,-1,0
Leonel1497,KWP,Crystal Castles (band),4709,4,0
Connor091,Ravel Morrison,Danny Ings,4714,2,1
Zebrataco,Clerks,To Kill a Mockingbird (film),4723,3,1
Kjg12,Tom Kenny,Northville High School,4734,4,0
Kjg12,Northville High School,African American Vernacular English,4735,3,1
Funnybunny08,Hanging Gardens of Babylon,Lighthouse of Alexandria,4740,1,1
Jbrione,Suncoast Community High School,Suncoast Community High School,4745,1,1
Yoloswag420swagyolo,Porterville High School,Hitler family,4753,4,0
390djdjdjd,Bob (physics),Hokusai,4758,4,0
Milney108,Emmanuel Emenike,Brownlow Medal,4773,3,1
GUUBU2013,Nickelodeon,Nick Jr.,4776,1,1
Mr. Doot,User talk:Mr. Doot,Helicoprion,4783,-1,0
Mr. Doot,User talk:Mr. Doot,Walking with Monsters,4785,-1,0
Animatedminer,Grasshopper,Fablehaven,4791,4,0
Animatedminer,Fablehaven,Igneous rock,4793,3,1
FRTH,Katy Perry,Katy Perry,4796,1,1
FRTH,Katy Perry,Ramaria botrytis,4797,5,0
Papthis,Alabama Hills,DREAM Act,4815,3,1
Runekille190,User talk:Runekille190,"Ipswich Borough Council election, 2012",4825,5,0
Runekille190,Basarab railway station,Grand Theft Auto V,4828,4,0
Runekille190,Grand Theft Auto V,"Aurora, Ohio",4840,4,0
Morsesamuel,Oregon Ducks football,Moral,4846,3,1
Morsesamuel,Talk:Adolf Hitler,Scheherazade,4848,4,0
Stanleyfosterreed,Stanley Foster Reed,Stanley Foster Reed,4854,1,1
Devanday4,Daws Butler,June Foray,4887,1,1
Vtank54,String theory,String trio,4910,3,1
MINDBLOWING1000,Naked Lunch (film),Role of automobiles in the 1920s,4933,4,0
Monsoorto,3rd Marine Regiment (United States),United States Fifth Fleet,4944,2,1
JackDEEE,Owen Chamberlain,Howard Carter,4953,3,1
JackDEEE,Howard Carter,Horus,4954,2,1
Wereq123,Olojo festival,Wikipedia:Arbitration Committee Elections December 2013,4956,-1,0
Rasputin's inflatable turnip,Garbage Pail Kids,Talk:Mirror test,4960,4,0
Rasputin's inflatable turnip,Talk:Mirror test,Iron Man,4961,4,0
Jonathanthesmartguy,Liu Bolin,Liu Bolin,4970,1,1
Jonathanthesmartguy,Liu Bolin,"Renaissance College, Hong Kong",4972,4,0
Jonathanthesmartguy,"Renaissance College, Hong Kong",Ramires,4973,4,0
Darkrai Crogunk,Joseph Plumb Martin,User talk:Darkrai Crogunk,4976,-1,0
Darkrai Crogunk,User talk:Darkrai Crogunk,Roller coaster,4991,1,1
Vikas Choudhary Tangor,User talk:Vikas Choudhary Tangor,India Under-19 cricket team,4994,-1,0
Vikas Choudhary Tangor,India Under-19 cricket team,2013 Top End Under-19 Series in Australia,4999,4,0
Vikas Choudhary Tangor,2013 Top End Under-19 Series in Australia,User talk:Vikas Choudhary Tangor,5000,-1,0
Aljanabiboy,Iraq,World Military Cup,5004,3,1
Vh1roberts,Wilhelm von Gloeden,Steve Wozniak,5012,3,1
Vh1roberts,Steve Wozniak,Religious affiliation in the United States Senate,5013,3,1
