username1,pagetitle1,pagetitle2,counter,hop,nhop
LiveRail,Talk:Watford DC Line,Civil defense siren,503,3,1
LiveRail,Civil defense siren,Bhopal disaster,505,3,1
LiveRail,Talk:List of current systems for electric rail traction,User:Bhtpbank,507,-1,0
LiveRail,Bhopal disaster,Talk:Waterloo & City line,510,-1,0
LiveRail,Talk:Waterloo & City line,Glossary of United Kingdom railway terms,511,4,0
LiveRail,Watford DC Line,Talk:Cryogenic oxygen plant,517,-1,0
LiveRail,Waterloo & City line,Talk:Lorenz cipher,526,-1,0
LiveRail,Talk:Lorenz cipher,Ground-level power supply,527,4,0
LiveRail,Ground-level power supply,Talk:Random-access memory,530,4,0
LiveRail,Talk:Random-access memory,Conduit current collection,531,4,0
LiveRail,Conduit current collection,Talk:Tunnel,533,3,1
LiveRail,Talk:Tunnel,Zig-zag in-line package,534,4,0
LiveRail,Flash memory,Third rail,536,3,1
NigelFontaine,Wikipedia:Sandbox,George Sidney,548,-1,0
NigelFontaine,George Sidney,User:NigelFontaine/sandbox,550,-1,0
NigelFontaine,User:NigelFontaine/sandbox,User:NigelFontaine,572,-1,0
Saify Ahmed,Tomb Raider II,TRL (disambiguation),614,4,0
Saify Ahmed,TRL (disambiguation),Thorpe Park,616,4,0
Saify Ahmed,Thorpe Park,Tomb Raider: The Angel of Darkness,617,3,1
Saify Ahmed,Tomb Raider: The Angel of Darkness,Signal,618,4,0
Saify Ahmed,Heart of Slough,Gill Sans,623,4,0
Saify Ahmed,Gill Sans,List of San Francisco State University people,624,4,0
MihalyLukacs,3D Systems,UC Browser,627,3,1
MihalyLukacs,Raleigh Fire Department,Syrian Civil War,637,3,1
MihalyLukacs,Syrian Civil War,Western gray squirrel,638,3,1
Nikunj vasoya,Flamingo,Gir Forest National Park,682,3,1
Nikunj vasoya,Gir Forest National Park,Asiatic lion,683,1,1
Dradilramzan,Duodenum,File:D.C. Moran.jpg,724,-1,0
Dradilramzan,File:D.C. Moran.jpg,Daniel Chavez Moran,725,-1,0
Dradilramzan,Paracetamol,File:David Carter With Amir Khan.png,747,-1,0
Dradilramzan,David Carter (entrepreneur),Saad Khan,760,-1,0
Dradilramzan,Saad Khan,File:Carter speaking at Guardian Activate Summit 2013.jpg,761,-1,0
Mentabolism,Shaffi Mather,Geevarghese Mar Philoxenos,778,4,0
Mentabolism,Geevarghese Mar Philoxenos,"St. Mary's Orthodox Cathedral, Puthencavu",821,1,1
Mentabolism,Geevarghese Mar Philoxenos,J B Koshy,853,1,1
Mentabolism,Geevarghese Mar Philoxenos,User:Mentabolism,866,-1,0
Mentabolism,User:Mentabolism,User talk:Graphium,880,-1,0
Mentabolism,User talk:Graphium,Wikipedia:Teahouse/Questions,883,-1,0
Mentabolism,User:Mentabolism,Saad Al Barrak,922,1,1
Mentabolism,Philipose Mar Chrysostom,Immanuel (film),977,4,0
Mentabolism,User:Mentabolism,Thomas Chandy,1073,1,1
Mentabolism,User talk:Vaishalipatil2582,Puthencavu,1112,-1,0
Mentabolism,Puthencavu,K. M. Tharakan,1123,1,1
Mentabolism,Shobhana George,Indrajaalam,1246,3,1
Sonoflamont,Sam Ross,2013 American Le Mans Series season,1292,3,1
Sonoflamont,2013 American Le Mans Series season,Oak Tree Grand Prix,1293,1,1
Sonoflamont,2013 American Le Mans Series season,2013 Rolex Sports Car Series season,1299,2,1
Sonoflamont,2013 Rolex Sports Car Series season,Michelle Wie,1300,2,1
Sonoflamont,Michelle Wie,Wikipedia:Teahouse/Questions,1301,-1,0
Sonoflamont,Wikipedia:Teahouse/Questions,Nico Rosberg,1302,4,0
Sonoflamont,Nico Rosberg,Stefano Coletti,1304,2,1
Sonoflamont,Jon Lancaster,Fabrizio Crestani,1309,2,1
Sonoflamont,2013 Rolex Sports Car Series season,2013 Formula One season,1311,2,1
Sonoflamont,2013 Rolex Sports Car Series season,Wikipedia:VisualEditor/Feedback,1313,-1,0
Sonoflamont,Wendell Scott,User talk:Sonoflamont,1331,-1,0
Sonoflamont,User talk:Sonoflamont,List of The Open Championship champions,1333,-1,0
Sonoflamont,2013 American Le Mans Series season,Marcus Ericsson,1337,3,1
Sonoflamont,Ballades (Chopin),Scherzo No. 2 (Chopin),1346,2,1
Sonoflamont,Scherzo No. 2 (Chopin),2014 World Touring Car Championship season,1347,5,0
Sonoflamont,2013 Rolex Sports Car Series season,Alexander Peskanov,1367,5,0
Sonoflamont,Alexander Peskanov,Sebastian Vettel,1368,3,1
Sonoflamont,User:Sonoflamont,Polonaises Op. 40 (Chopin),1379,2,1
Sonoflamont,Polonaises Op. 40 (Chopin),1964 USAC Championship Car season,1380,5,0
Sonoflamont,1973 USAC Championship Car season,2015 IndyCar Series season,1399,2,1
Besets,Register of Culturally Significant Property,Category:Heritage registers in the United Kingdom,1471,-1,0
Besets,Category:Registered historic battlefields in England,Category:Cultural Monuments of Albania,1477,-1,0
Besets,Cultural properties of Indonesia,Category:American Heritage Rivers,1483,4,0
JeffpFontaine,User:JeffpFontaine/sandbox,Talk:Myspace,1509,-1,0
Jmsicily,"Fuyang, Zhejiang","Fuyang, Zhejiang",1511,1,1
BracketBot,User talk:24.60.50.9,User talk:195.171.111.194,1780,-1,0
Nawfa2000,Muhammad Asadullah Al-Ghalib,Muhammad Asadullah Al-Ghalib,2048,1,1
Nawfa2000,Muhammad Asadullah Al-Ghalib,University of Rajshahi,2049,1,1
Nawfa2000,Muhammad Asadullah Al-Ghalib,List of Bangladesh-related topics,2083,3,1
Nawfa2000,List of Bangladesh-related topics,Al-Markazul Islami As-Salafi,2085,3,1
Nawfa2000,Muhammad Asadullah Al-Ghalib,Ahlehadeeth Movement Bangladesh,2103,-1,0
Nawfa2000,Muhammad Asadullah Al-Ghalib,List of Bangladeshi writers,2146,3,1
Nawfa2000,List of Bangladeshi writers,Template:Islamism in South Asia,2147,3,1
Nawfa2000,Mansehra,Kunhar River,2176,2,1
Nawfa2000,Mansehra,Shah Ismail Shaheed,2179,2,1
HazzaComfort,User talk:HazzaComfort,Jacoca River (Sergipe),2219,5,0
HazzaComfort,Jacoca River (Sergipe),Priests' Communion League,2220,5,0
PaulAmendola,User:PaulAmendola/sandbox,User:PaulAmendola/sandbox,2230,-1,0
Well-ml,User:Well-ml/sandbox,Talk:Android (operating system),2249,-1,0
HandIsNotNookls,User:HandIsNotNookls/sandbox,Jeanne Calment,2255,4,0
HandIsNotNookls,Jeanne Calment,Wikipedia:Sandbox,2256,4,0
HandIsNotNookls,Wikipedia:Sandbox,"Scooby-Doo, Where Are You!",2257,-1,0
HandIsNotNookls,"Scooby-Doo, Where Are You!",Garfield and Friends,2258,2,1
HandIsNotNookls,Garfield and Friends,Ken Venturi,2259,3,1
HandIsNotNookls,User:HandIsNotNookls/sandbox,Osama bin Laden,2265,3,1
HandIsNotNookls,Osama bin Laden,Paul Cellucci,2267,3,1
HandIsNotNookls,Paul Cellucci,File:Big Man Drawing.jpg,2270,-1,0
HandIsNotNookls,File:Big Man Drawing.jpg,Nicolás Maduro,2271,-1,0
HandIsNotNookls,User:HandIsNotNookls/sandbox,"Argentine general election, 1946",2280,4,0
HandIsNotNookls,User:HandIsNotNookls/sandbox,Curly Howard,2283,4,0
HandIsNotNookls,Talk:A Gruesome Twosome,Lucia Zarate,2287,-1,0
HandIsNotNookls,Lucia Zarate,List of Secret Mountain Fort Awesome episodes,2288,5,0
HandIsNotNookls,List of Secret Mountain Fort Awesome episodes,Talk:List of Regular Show characters,2289,-1,0
HandIsNotNookls,Tommy Morrison,Tom Clancy,2295,3,1
HandIsNotNookls,User:HandIsNotNookls/sandbox,The Pogues,2297,4,0
HandIsNotNookls,User:HandIsNotNookls/sandbox,Ahmed Fouad Negm,2300,4,0
HandIsNotNookls,User:HandIsNotNookls/sandbox,Gustavo Cerati,2306,4,0
HandIsNotNookls,Gustavo Cerati,Encore (Eminem album),2307,3,1
HandIsNotNookls,Encore (Eminem album),List of El Chavo characters,2311,4,0
HandIsNotNookls,List of El Chavo characters,Talk:The Chainsmokers,2312,-1,0
HandIsNotNookls,Talk:The Chainsmokers,Laughter,2313,5,0
HandIsNotNookls,Laughter,Kawhi Leonard,2314,4,0
HandIsNotNookls,2014 NBA Finals,Horace Silver,2321,4,0
HandIsNotNookls,Horace Silver,North Korea,2322,3,1
HandIsNotNookls,Talk:North Korea,Bocanada,2331,5,0
HandIsNotNookls,Soda Stereo,LeBron James,2337,3,1
JimmyYuGG,User:JimmyYuGG/sandbox,Gu Yu,2370,-1,0
Raashed Ramzan,Rock 'n India,Interest,2386,3,1
Scottkenway,Neuros Social Network,Neuros Social Network,2392,-1,0
Scottkenway,Neuros Social Network,Orkut,2401,-1,0
Scottkenway,Neuros Social Network,Waiz Wasey,2404,-1,0
Scottkenway,Waiz Wasey,User talk:Ronhjones,2412,-1,0
Alicia.sotelo01,Unión de Tula,Unión de Tula,2428,1,1
Akh81,Cabin fever,Tor (anonymity network),2434,4,0
Akh81,Tor (anonymity network),Bitmessage,2435,1,1
Akh81,Bitmessage,User:Akh81,2437,-1,0
Akh81,Bitmessage,Sergach,2439,4,0
Akh81,Anonymous P2P,Internet privacy,2449,1,1
Akh81,Bitmessage,Talk:Bitmessage,2452,-1,0
Akh81,Talk:Bitmessage,Talk:PRISM (surveillance program),2453,-1,0
Akh81,Bitmessage,Edward Snowden,2455,2,1
Akh81,Edward Snowden,Silent Circle (software),2457,1,1
Akh81,Bitmessage,Hushmail,2461,3,1
Akh81,Bitmessage,9×18mm Makarov,2463,4,0
Akh81,Bitmessage,TrueCrypt,2469,2,1
Akh81,TrueCrypt,Sleep-deprived driving,2470,3,1
Mc peko,Stephen Coronel,Dinosaur Jr.,2475,4,0
Mc peko,Stephen Coronel,The Flaming Lips,2479,3,1
Mc peko,The Flaming Lips,Wicked Lester,2480,3,1
Mc peko,Wicked Lester,File:Stephen Coronel 2006.jpg,2481,-1,0
Mc peko,Stephen Coronel,Final Scratch,2488,4,0
Mc peko,Final Scratch,Ringtone,2489,2,1
Mc peko,Ringtone,Mark Ibold,2490,4,0
Mc peko,Wikipedia:Possibly unfree files/2013 October 16,WaveLab,2495,4,0
Mc peko,Impulse Tracker,Greg D'Angelo,2498,4,0
Netherland 82,User:Netherland 82/sandbox,User:Netherland 82/sandbox,2516,-1,0
Flankattack,Talk:Capital punishment,Use of capital punishment by country,2612,2,1
Flankattack,Use of capital punishment by country,University of Waikato,2614,3,1
Flankattack,University of Waikato,Scheduling (computing),2616,4,0
Flankattack,Scheduling (computing),Electronic Frontier Foundation,2617,3,1
Flankattack,Electronic Frontier Foundation,Wild rice,2619,3,1
Flankattack,Wild rice,Tai-Pan (novel),2621,4,0
Flankattack,Tai-Pan (novel),Phineas and Ferb,2622,4,0
Flankattack,Phineas and Ferb,Talk:Phineas and Ferb,2623,-1,0
Flankattack,Randall Munroe,InnoDB,2629,3,1
Flankattack,InnoDB,Bombay duck,2630,5,0
Flankattack,Bombay duck,Tulip mania,2631,3,1
Flankattack,Tulip mania,"Hamilton, New Zealand",2635,3,1
Flankattack,"Hamilton, New Zealand",Ik people,2637,4,0
Flankattack,Ik people,Ikland,2638,1,1
Flankattack,Ikland,List of most expensive video games to develop,2639,4,0
Des04,User:Des04/sandbox,User:Des04/sandbox,2693,-1,0
Des04,User:Des04/sandbox,Vera T. Sós,2728,2,1
Des04,Vera T. Sós,Friendship graph,2732,1,1
Sean Olson,List of email subject abbreviations,List of email subject abbreviations,2754,1,1
Prakash Neupane,"Wikipedia:Meetup/International Women's Day 2013, Nepal","Godawari, Bagmati",2814,4,0
Prakash Neupane,"Godawari, Bagmati",User:Prakash Neupane,2815,-1,0
Prakash Neupane,Languages of Nepal,Buddha Air,2821,2,1
Prakash Neupane,Buddha Air,Yeti Airlines,2829,2,1
Prakash Neupane,Yeti Airlines,Bhairav Aryal,2834,-1,0
Rafaxpedia,San Luis de Quillota,User:Rafaxpedia,2836,-1,0
Rafaxpedia,Wikipedia talk:WikiProject Chile,"La Cruz, Chile",2845,4,0
Rafaxpedia,"La Cruz, Chile",Bryan Camilo Reyes,2846,4,0
Sheikhf6,User:Sheikhf6/sandbox,Tuberculosis in India,2856,4,0
Breathing human,Whitey Bulger,Fishing line,2894,3,1
Breathing human,Fishing line,Humble Bundle,2895,4,0
ReblFleur,User:ReblFleur,Lana Del Rey,2921,-1,0
ReblFleur,Lana Del Rey,8 Days of Christmas,2922,3,1
ReblFleur,8 Days of Christmas,The Mrs. Carter Show World Tour,2923,2,1
ReblFleur,The Mrs. Carter Show World Tour,Glassheart,2926,3,1
ReblFleur,The Mrs. Carter Show World Tour,Ultraviolence (album),2929,3,1
GravRidr,"Robert Edison Fulton, Jr.",Rolling Thunder (organization),2950,2,1
GravRidr,Rolling Thunder (organization),User:GravRidr,2953,-1,0
GravRidr,User:GravRidr,"Carrabelle, Florida",2954,5,0
GravRidr,"Carrabelle, Florida",New England Historic Genealogical Society,2955,3,1
GravRidr,New England Historic Genealogical Society,Klingon grammar,2956,4,0
GravRidr,User:GravRidr,List of heritage sites in Graaff-Reinet,2974,5,0
GravRidr,Firehouse Tales,Cleveland Institution of Engineers,2979,5,0
GravRidr,Margaret Brent,Juliet Floyd,2991,4,0
GravRidr,Greek city-state patron gods,Mardijker people,2993,4,0
GravRidr,Vallikunnam,Bernard McNally,2995,4,0
GravRidr,Kneissl,Mundo River,3009,4,0
GravRidr,Vettikkavala,Japanese calligraphy,3011,3,1
GravRidr,Yugoslav frigate Split,Beall-Dawson House,3022,4,0
GravRidr,User:GravRidr,List of programs broadcast by Life OK,3032,5,0
GravRidr,2013–14 St. Louis Blues season,Virgilio S. Almario,3043,4,0
GravRidr,"Banga, South Cotabato",Undercut,3047,5,0
GravRidr,USS Tecumseh (1863),DWET-TV,3080,4,0
GravRidr,DWET-TV,Paris-Gare de Lyon,3081,4,0
GravRidr,Pays d'en Haut,Himalayan rabbit,3137,5,0
GravRidr,"United States Senate elections, 2016",Ettuveetil Pillamar,3148,5,0
GravRidr,Clarkia pulchella,Process safety management,3156,4,0
GravRidr,TrawsCambria,Rob Jenkins,3160,5,0
GravRidr,Sri Sulalai,Paul Beliën,3201,4,0
GravRidr,Kayane,Leilani Franco,3216,4,0
GravRidr,Genocyber,Mirjoli,3247,-1,0
GravRidr,Dharuhera,Bank card number,3267,4,0
GravRidr,Horní Suchá,Legends of Chima,3285,4,0
GravRidr,Auguste Vinson,Smoke Hole Canyon,3320,4,0
GravRidr,Portal:India/Quiz/Archive31,Jaap Stam,3353,4,0
GravRidr,Steve Reich,Walk Like a Man (The Sopranos),3363,4,0
GravRidr,Tetrabiblos,Xanthippe,3383,3,1
GravRidr,Søren Kierkegaard,Dawar (Pashtun tribe),3400,4,0
Delangle9,Something to Talk About (album),Colours (Baccara album),3456,4,0
Delangle9,Colours (Baccara album),Breakin' Away (album),3458,4,0
Delangle9,Breakin' Away (album),Rich Man's Woman,3461,3,1
Delangle9,Rich Man's Woman,We've Come a Long Way Baby,3462,4,0
Delangle9,We've Come a Long Way Baby,On the Level,3463,4,0
Delangle9,On the Level,Waves (Katrina and the Waves album),3465,4,0
Delangle9,Waves (Katrina and the Waves album),Barbara Dickson,3466,3,1
Delangle9,Barbara Dickson,Duotones,3468,4,0
Delangle9,Duotones,Sutherland Brothers,3471,3,1
Delangle9,Slipstream (Sutherland Brothers and Quiver album),The Songs 1975–1990,3491,3,1
Delangle9,The Songs 1975–1990,Stronger (Cliff Richard album),3495,4,0
Delangle9,Stronger (Cliff Richard album),The Lady's Not for Sale,3497,4,0
Delangle9,The Lady's Not for Sale,Greatest Hits (Rita Coolidge album),3501,2,1
Delangle9,Greatest Hits (Rita Coolidge album),Play 'n' the Game,3502,4,0
Delangle9,Play 'n' the Game,Come See About Me (Neil Sedaka album),3503,4,0
Delangle9,Come See About Me (Neil Sedaka album),Rock 'n' Roll Million Sellers,3512,3,1
Delangle9,Rock 'n' Roll Million Sellers,Harry Nilsson,3515,3,1
Delangle9,Harry Nilsson,It Must Be Him (album),3520,3,1
Delangle9,It Must Be Him (album),Repeat Performance (album),3523,4,0
Delangle9,Repeat Performance (album),White Feathers,3526,4,0
Delangle9,White Feathers,Clearly Love,3529,3,1
Delangle9,Clearly Love,Hits Right Up Your Street,3530,2,1
Delangle9,Hits Right Up Your Street,Candles in the Rain,3531,3,1
Delangle9,Candles in the Rain,Lost in Love (Air Supply album),3532,4,0
Delangle9,Lost in Love (Air Supply album),Moe Bandy,3534,4,0
Delangle9,Moe Bandy,Rodeo Romeo,3535,1,1
Delangle9,Moe Bandy,The Good Ol Boys Alive and Well,3540,1,1
Delangle9,Moe Bandy,Salutes the American Cowboy / Songs of the American Cowboy,3546,1,1
Delangle9,Moe Bandy,I Still Love You in the Same Ol' Way,3548,1,1
Delangle9,Moe Bandy,Following the Feeling,3550,1,1
Delangle9,Following the Feeling,Love Is What Life's All About,3552,2,1
Delangle9,Moe Bandy,The Champ (Moe Bandy album),3555,1,1
Delangle9,Moe Bandy,One of a Kind (Moe Bandy album),3558,1,1
Delangle9,Moe Bandy,Here I Am Drunk Again,3560,1,1
Delangle9,Moe Bandy,Hey Joe! Hey Moe!,3562,1,1
Delangle9,Moe Bandy,Bandy the Rodeo Clown,3564,1,1
Delangle9,Love Is What Life's All About,Dana Rosemary Scallon,3581,3,1
Delangle9,Dana Rosemary Scallon,Love Songs & Fairytales,3582,1,1
Delangle9,The Rubettes,We Can Do It (album),3587,2,1
Delangle9,We Can Do It (album),Pretty Paper,3588,4,0
Delangle9,Moe Bandy,Soft Lights and Hard Country Music,3591,1,1
Delangle9,Moe Bandy,She's Not Really Cheatin' (She's Just Gettin' Even),3595,1,1
Delangle9,She's Not Really Cheatin' (She's Just Gettin' Even),It's a Cheating Situation (album),3596,3,1
Delangle9,Love Songs & Fairytales,Loretta Lynn,3604,2,1
Delangle9,Dynamic Duo (album),Love Will Turn You Around,3611,3,1
Delangle9,Moe Bandy,Devoted to Your Memory,3630,2,1
Delangle9,Devoted to Your Memory,George Hamilton IV,3632,2,1
Delangle9,George Hamilton IV,George Hamilton IV (album),3634,-1,0
Delangle9,Moe Bandy,Just Good Ol' Boys (album),3653,1,1
Delangle9,Moe Bandy,I Just Started Hatin' Cheatin' Songs Today,3658,1,1
Delangle9,Moe Bandy,"Hank Williams, You Wrote My Life",3660,1,1
Delangle9,"Hank Williams, You Wrote My Life",It Was Always So Easy (To Find An Unhappy Woman),3661,2,1
Delangle9,It Was Always So Easy (To Find An Unhappy Woman),Foggy Mountain Boys,3663,3,1
Delangle9,Foggy Mountain Boys,Nashville Airplane,3664,1,1
Delangle9,I Just Started Hatin' Cheatin' Songs Today,Alvin Stardust,3675,3,1
Delangle9,Alvin Stardust,Alvin Stardust (album),3676,1,1
Delangle9,Alvin Stardust,Dionne Warwick discography,3678,3,1
Delangle9,The Love Songs (Dionne Warwick album),If Not for You (album),3681,4,0
Delangle9,Clodagh Rodgers,You Are My Music,3686,2,1
Delangle9,Clodagh Rodgers,Save Me (Clodagh Rodgers album),3688,1,1
Delangle9,Charley Pride discography,Pride of America (album),3691,1,1
Delangle9,Pride of America (album),Anita Harris,3692,4,0
Delangle9,Anita Harris,Just Loving You (album),3693,3,1
Delangle9,Pride of America (album),Everything Must Change (Randy Crawford album),3695,4,0
Delangle9,Everything Must Change (Randy Crawford album),Make Mine Country,3697,4,0
Delangle9,Make Mine Country,George & Tammy & Tina,3700,3,1
Delangle9,George & Tammy & Tina,Whose Garden Was This,3703,3,1
Delangle9,Whose Garden Was This,Aerie (album),3704,2,1
Delangle9,Aerie (album),Gerry Rafferty (album),3706,4,0
Delangle9,Everything Must Change (Randy Crawford album),David Essex (album),3709,4,0
Delangle9,David Essex (album),Riptide (album),3710,4,0
Delangle9,Riptide (album),Diane Solomon,3711,4,0
Delangle9,Diane Solomon,Take Two (Diane Solomon album),3712,1,1
Delangle9,Brian Hyland,New World (band),3733,3,1
Delangle9,New World (band),Communards (album),3736,3,1
Delangle9,Communards (album),Kiki Dee,3737,3,1
Delangle9,Kiki Dee,Loving and Free,3738,1,1
Delangle9,Loving and Free,The Glitter Band,3740,3,1
Delangle9,The Glitter Band,Rock 'n' Roll Dudes,3741,1,1
Delangle9,Rock 'n' Roll Dudes,Frank Ifield,3746,3,1
Delangle9,Frank Ifield,Blue Skies (Frank Ifield album),3747,1,1
Delangle9,Blue Skies (Frank Ifield album),Maxine Nightingale,3749,4,0
Delangle9,Maxine Nightingale,Night Life (Maxine Nightingale album),3750,1,1
Delangle9,Night Life (Maxine Nightingale album),Warm and Tender (Olivia Newton-John album),3751,4,0
Delangle9,Night Life (Maxine Nightingale album),Cliff Richard discography,3756,4,0
Delangle9,Cliff Richard discography,"Now You See Me, Now You Don't (album)",3758,1,1
Delangle9,Charley Pride discography,Country Feelin',3763,1,1
Delangle9,Country Feelin',Don Williams discography,3767,2,1
Delangle9,Don Williams discography,Don Williams Vol. 3,3768,1,1
Delangle9,Floyd Cramer,Felton Jarvis,3772,2,1
Delangle9,Best of the Class of Floyd Cramer,Big Tom,3780,4,0
Delangle9,Sheldon Kurland,Stages (Elaine Paige album),3789,3,1
Delangle9,Charley Pride discography,Songs of Pride...Charley That Is,3792,1,1
Delangle9,Tracks 'n Grooves album,Bobby Goldsboro,3814,3,1
Delangle9,Bobby Goldsboro,Honey (Bobby Goldsboro album),3815,1,1
Delangle9,Diane Solomon,Past Present,3819,4,0
Delangle9,Past Present,The Hits Of Hank Snow,3820,4,0
Delangle9,Honey (Bobby Goldsboro album),Wikipedia:Teahouse/Questions,3822,-1,0
Delangle9,Breaking Glass (album),Breaking Glass,3859,1,1
Delangle9,Breaking Glass,Feel No Fret,3860,4,0
Delangle9,Feel No Fret,Wouldn't You Like It?,3871,4,0
Delangle9,Wouldn't You Like It?,Sister Sledge,3873,3,1
Delangle9,Sister Sledge,When the Boys Meet the Girls (album),3874,1,1
Delangle9,Talk:Honey (Bobby Goldsboro album),The Singles (Pretenders album),3878,-1,0
Delangle9,What About Me (Anne Murray album),Together (Anne Murray album),3888,2,1
Delangle9,What About Me (Anne Murray album),Ruby Winters,3892,4,0
Delangle9,Ruby Winters,Caribou (album),3896,3,1
Delangle9,Caribou (album),The Songs That Got Away,3897,4,0
Delangle9,The Songs That Got Away,The Grumbleweeds,3900,4,0
Delangle9,The Grumbleweeds,Billie Jo Spears discography,3902,5,0
Delangle9,Blanket on the Ground (album),File:Billie Jo Spears Blanket on the Ground.jpg,3907,-1,0
Delangle9,Blanket on the Ground (album),Tina Charles (singer),3909,3,1
Delangle9,Tina Charles (singer),Heart 'n' Soul (Tina Charles album),3910,1,1
Delangle9,Heart 'n' Soul (Tina Charles album),File:Charley Pride Incomparable.jpg,3916,-1,0
Delangle9,Feel No Fret,Time and Tide (Basia album),3934,4,0
Delangle9,Time and Tide (Basia album),File:Southbound Hoyt Axton Album.jpg,3937,-1,0
Delangle9,Southbound (Hoyt Axton album),Johnny Mathis,3941,2,1
Delangle9,Johnny Mathis,Lynsey de Paul,3942,2,1
Delangle9,Lynsey de Paul,Taste Me... Don't Waste Me,3943,1,1
Delangle9,Taste Me... Don't Waste Me,Walk Under Ladders,3947,4,0
Delangle9,Billie Jo Spears discography,Billie Jo,3950,1,1
Red Army Legacy,Persepolis F.C.,Persepolis VC,3961,1,1
Red Army Legacy,Persepolis F.C.,Ali Parvin,3977,1,1
