username1,pagetitle1,pagetitle2,counter,hop,nhop
ParacusForward,Talk:FreeCell,Wave Loch,262,5,0
ParacusForward,Wikipedia:How to write a plot summary,DVDA (band),265,4,0
ParacusForward,FreeCell,Rodeo,269,4,0
ParacusForward,Rodeo,Copyright infringement,271,2,1
ParacusForward,Copyright infringement,Moya Cole,272,3,1
ParacusForward,Moya Cole,Espiridion Laxa,279,6,0
ParacusForward,Wikipedia:Contributor copyright investigations/20100307,Autocephaly,281,4,0
ParacusForward,Wave Loch,Benet Perceval,289,-1,0
ParacusForward,Wikipedia:Contributor copyright investigations/20100307,Charmian Campbell,292,7,0
ParacusForward,Wikipedia:Contributor copyright investigations/20100307,"William Carron, Baron Carron",294,5,0
ParacusForward,Wikipedia:Contributor copyright investigations/20100307,User talk:Thebenm,297,-1,0
ParacusForward,Wave Loch,Wikipedia:Contributor copyright investigations/20140120,299,-1,0
ParacusForward,Wikipedia:Contributor copyright investigations/20140120,Miriam Witherspoon,300,-1,0
ParacusForward,Wikipedia:Contributor copyright investigations/20100307,Wikipedia:Contributor copyright investigations/Pohick2-7,304,-1,0
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,Edwin E. Smith,306,-1,0
ParacusForward,List of unsolved murders in the United Kingdom,Rheology,311,3,1
ParacusForward,Rheology,Battle of Wisniowiec,320,4,0
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,Arianna Savall,324,-1,0
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,Alfred Balitzer,326,-1,0
ParacusForward,Avigdor Ben-Gal,Cato the Younger,335,3,1
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-7,Jamaica national bobsleigh team,341,-1,0
ParacusForward,Jamaica national bobsleigh team,Academy of American Poets,342,4,0
ParacusForward,Academy of American Poets,"Daniel S. Peña, Sr.",343,6,0
ParacusForward,Thomas Powers,Paul K. Chappell,347,4,0
ParacusForward,Walter Schloss,Berit Bertling,354,5,0
ParacusForward,Berit Bertling,Hubert Perrodo,355,5,0
ParacusForward,Hubert Perrodo,Joanna Trollope,356,5,0
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2 10,Romas Dalinkevičius,362,-1,0
ParacusForward,Talk:Romas Dalinkevičius,Falco (musician),367,-1,0
ParacusForward,Gross domestic product,Wikipedia talk:Copying within Wikipedia,369,-1,0
ParacusForward,Wikipedia talk:Copying within Wikipedia,Wikipedia:Contributor copyright investigations/Ardfern 4,376,-1,0
ParacusForward,Wikipedia:Contributor copyright investigations/Ardfern 4,Claude Bigot de Sainte-Croix,377,-1,0
ParacusForward,Wikipedia:Contributor copyright investigations/Pohick2-5,"John Fairfax, 11th Lord Fairfax of Cameron",379,-1,0
ParacusForward,"John Fairfax, 11th Lord Fairfax of Cameron",Antoine de Laforêt,380,4,0
ParacusForward,Wikipedia talk:Copying within Wikipedia,Rhett Butler,385,4,0
ParacusForward,Wikipedia:How to write a plot summary,Survivor: Guatemala,392,3,1
ParacusForward,Wikipedia talk:Copying within Wikipedia,Los Angeles Clippers,395,4,0
ParacusForward,Los Angeles Clippers,Martial Joseph Armand Herman,396,4,0
ParacusForward,Clothing,Bobby Hutchins,414,4,0
ParacusForward,Clothing,Point University,416,3,1
ParacusForward,Solar constant,Mike Rosenthal,419,4,0
ParacusForward,Asia's Next Top Model (cycle 2),Drew Brees,421,3,1
ParacusForward,Clothing,Rain Man,424,3,1
ParacusForward,Rain Man,Ali Merchant,425,4,0
ParacusForward,Clothing,Ibraima So,427,4,0
ParacusForward,List of LGBT Jews,Market (place),431,3,1
ParacusForward,Market (place),Takahiro Morita,432,4,0
ParacusForward,Takahiro Morita,The Yarrow,434,6,0
ParacusForward,Wikipedia:Administrator intervention against vandalism,Vivekanandha College of Engineering for Women,440,-1,0
ParacusForward,Vivekanandha College of Engineering for Women,He's Got the Whole World in His Hands,445,4,0
ParacusForward,He's Got the Whole World in His Hands,Kapil Mishra,446,5,0
ParacusForward,Kapil Mishra,Death Bed: The Bed That Eats,447,5,0
ParacusForward,Death Bed: The Bed That Eats,Stuart Ewen,448,4,0
ParacusForward,My Best Friend's Girlfriend,Joker (comics),450,4,0
ParacusForward,Joker (comics),List of American television actresses,451,4,0
ParacusForward,Memphis Grizzlies,Wikipedia:Usernames for administrator attention,460,-1,0
ParacusForward,Los Angeles Clippers,List of tallest buildings in the United States,463,3,1
Communist-USSR,Socialist Party of Ukraine,Red Flag Party,473,3,1
Communist-USSR,Red Flag Party,List of anti-capitalist and communist parties with national parliamentary representation,477,2,1
Communist-USSR,List of anti-capitalist and communist parties with national parliamentary representation,Communist Party of Ukraine,478,2,1
Communist-USSR,Communist Party of Ukraine,Semyon Bagdasarov,479,3,1
Communist-USSR,Semyon Bagdasarov,Socialist Alternative Party,480,4,0
Communist-USSR,List of anti-capitalist and communist parties with national parliamentary representation,Gennadiy Seleznyov,488,3,1
Communist-USSR,Gennadiy Seleznyov,Anti-Imperialist National Democratic Front,489,4,0
Communist-USSR,Anti-Imperialist National Democratic Front,Gaddafi loyalism after the Libyan Civil War,490,4,0
Communist-USSR,Gaddafi loyalism after the Libyan Civil War,Unified Progressive Party,491,4,0
Communist-USSR,Unified Progressive Party,Economic Freedom Fighters,492,3,1
Communist-USSR,Economic Freedom Fighters,Pravda,494,3,1
Communist-USSR,Gennady Zyuganov,List of Romanian communists,496,3,1
Communist-USSR,List of Romanian communists,1991 Soviet coup d'état attempt,497,3,1
Communist-USSR,1991 Soviet coup d'état attempt,Communist party,498,2,1
Communist-USSR,Economic Freedom Fighters,Communist Party of Belarus,500,3,1
Communist-USSR,Galina Lukashenko,Revolutions of 1989,504,3,1
Communist-USSR,Revolutions of 1989,Communist Party (Serbia),505,3,1
Communist-USSR,Communist Party (Serbia),Communist Party of India (Marxist),507,3,1
Communist-USSR,Greater Romania Party,Nicolae Ceaușescu,520,1,1
Communist-USSR,Nicolae Ceaușescu,List of communist parties,521,2,1
Communist-USSR,List of communist parties,Communist Party of the Russian Federation,522,1,1
Communist-USSR,"Russian presidential election, 1996",United Communist Party of Georgia,525,2,1
Communist-USSR,New Communist Party of the Netherlands,Pyongyang (restaurant chain),532,4,0
Communist-USSR,Pyongyang (restaurant chain),Mirjana Marković,533,4,0
Communist-USSR,Mirjana Marković,Party of Communists of the Republic of Moldova,534,3,1
Communist-USSR,Party of Communists of the Republic of Moldova,Education in Libya,536,3,1
Communist-USSR,Education in Libya,Communist Party of Bohemia and Moravia,538,4,0
Communist-USSR,Communist Party of Bohemia and Moravia,United Russia,542,3,1
Communist-USSR,United Communist Party (Netherlands),Romanian Communist Party (present-day),698,3,1
Communist-USSR,Communist Party of Albania 8 November,Communist Party of Germany,705,3,1
Communist-USSR,Socialist Party of Serbia,Essen,709,3,1
Communist-USSR,Essen,Alexander Lukashenko,710,3,1
Communist-USSR,Gaddafi loyalism after the Libyan Civil War,Talk:Ahmed al-Gaddafi al-Qahsi,718,-1,0
Communist-USSR,Croatian Defence Forces,Communist Party of China,759,2,1
Communist-USSR,List of communist parties,Another Left,764,2,1
Communist-USSR,Communist Party of the Russian Federation,Muammar Gaddafi,766,2,1
Communist-USSR,Nicolae Ceaușescu,Viktor Yanukovych,771,3,1
Communist-USSR,Viktor Yanukovych,Cambodian People's Party,772,3,1
Communist-USSR,Italian Communist Party,Socialist Party of Chile,779,3,1
Communist-USSR,Socialist Party of Chile,Burundi Workers' Party,780,4,0
Communist-USSR,Revolutionary Communist Party of Côte d'Ivoire,Swaziland Communist Party,788,2,1
Communist-USSR,Communist Party of Indonesia (Red),Patriotic Union (Colombia),879,4,0
Communist-USSR,Communist Party of India,National Salvation Front (Russia),902,3,1
Communist-USSR,National Salvation Front (Russia),List of atheists in politics and law,903,4,0
Communist-USSR,Communist Party of Ukraine,Svoboda (political party),905,2,1
Communist-USSR,Communist Party of Ukraine,Libertarian Party (Netherlands),911,3,1
Communist-USSR,Maher al-Assad,RT (TV network),924,1,1
Communist-USSR,Communist Party of Luxembourg,Japanese Red Army,932,4,0
Communist-USSR,National Unity Party (Northern Cyprus),TeleSUR,936,3,1
Communist-USSR,Britain First,1954 Guatemalan coup d'état,952,3,1
Communist-USSR,1954 Guatemalan coup d'état,Socialist Labour Party of Croatia,954,3,1
Proonk,Robert Leeshock,Robert Leeshock,972,2,1
Proonk,Robert Leeshock,Idris Elba,991,3,1
Proonk,Robert Leeshock,Lyle Blackburn,999,5,0
Proonk,Lyle Blackburn,Fouke Monster,1002,1,1
Proonk,Lyle Blackburn,LeVar Burton,1007,4,0
Proonk,LeVar Burton,Monique Coleman,1008,3,1
Proonk,Idris Elba,Sullivan Stapleton,1010,3,1
Proonk,Robert Leeshock,Milauna Jackson,1016,4,0
Proonk,Milauna Jackson,Strike Back: Shadow Warfare,1026,2,1
Proonk,LeVar Burton,Robbie Amell,1037,3,1
Proonk,Italia Ricci,Karen David,1039,4,0
Proonk,Karen David,User:Proonk,1041,-1,0
DeskSitter,Elliptical trainer,Dropbox (service),1047,4,0
DeskSitter,Dropbox (service),Precor StretchTrainer,1048,5,0
DeskSitter,Interval training,Running,1055,2,1
DeskSitter,TVA Sports,Olympic weightlifting,1062,3,1
DeskSitter,Dumbbell,Walking,1065,3,1
DeskSitter,"Nike, Inc.",Bowflex,1067,3,1
DeskSitter,Bowflex,Talk:Bowflex,1070,-1,0
DeskSitter,Bowflex,United States men's national soccer team,1073,4,0
DeskSitter,United States men's national soccer team,Adidas,1075,1,1
DeskSitter,Adidas,Runtastic,1076,1,1
DeskSitter,Runtastic,Wearable technology,1077,2,1
LetsGoWest,London West (provincial electoral district),Peggy Sattler,1080,1,1
Eden Cheng,Four Pillars of Destiny,Four Pillars of Destiny,1112,1,1
Schoenw,NETCONF,NETCONF,1117,1,1
Schoenw,NETCONF,Management information base,1124,2,1
Schoenw,NETCONF,YANG,1126,1,1
Chuggaarocks,Virginia Dare,Super Mario 3D Land,1149,4,0
Chuggaarocks,Super Mario 3D Land,User:Chuggaarocks/sandbox,1150,-1,0
Heythere2343334533,Formula One,Talk:Paddy Lowe,1160,-1,0
Dkschofield,Wikipedia:Sandbox,Wikipedia:Sandbox,1179,-1,0
Rabbit Eared Radio Antenae,Global Trade Exchange,Bruce Loveless,1212,8,0
Rabbit Eared Radio Antenae,Federal Bureau of Investigation,Talk:Federal Bureau of Investigation,1220,-1,0
Rabbit Eared Radio Antenae,Talk:Federal Bureau of Investigation,Mohamed El Ghanem,1221,4,0
Rabbit Eared Radio Antenae,Mohamed El Ghanem,Michael Milken,1375,3,1
Rabbit Eared Radio Antenae,Michael Milken,International Business and Economic Research Center,1376,5,0
Frbosoy,User:Frbosoy/sandbox,Bergmann degradation,1393,6,0
Dear singularity...,Silver Threads Among the Gold,Silver Threads Among the Gold,1446,1,1
ExileFromGROGGS,Stephen C. Meyer,Talk:Stephen C. Meyer,1452,-1,0
Lgaqucec,Marian Grzybowski,Robert A. Schwartz,1459,4,0
Lgaqucec,Franciszek Krzyształowicz,Tadeusz Chorzelski,1503,4,0
Lgaqucec,Kazimierz Lejman,Degos disease,1520,3,1
Ozdemirhalil,User:Ozdemirhalil,User:Ozdemirhalil/sandbox,1548,-1,0
Mburpee,ArchitectsAlliance,Ideal Lofts,1574,1,1
Mburpee,ArchitectsAlliance,Context Development,1581,2,1
Mburpee,Ideal Lofts,Daily Bread Food Bank,1596,3,1
Mburpee,Daily Bread Food Bank,Palmerston Boulevard,1599,3,1
Mburpee,Palmerston Boulevard,File:Jimmy-Wales-Matthew-Burpee-Webcom-2010.png,1600,-1,0
Mburpee,Ideal Lofts,Central Technical School,1608,2,1
Mburpee,Central Technical School,Portuguese Seventh-day Adventist Church (Toronto),1609,4,0
Kymn3wman,Technology Trust,New Philanthropy Capital,1729,1,1
Kymn3wman,Technology Trust,Charles Dunstone,1733,1,1
Synsepalum2013,Snedding,CNOT4,1745,5,0
Synsepalum2013,Sun Kaihua,Dairy Farm Nature Park,1748,4,0
Synsepalum2013,Dairy Farm Nature Park,Cereal leaf beetle,1749,4,0
Synsepalum2013,Cereal leaf beetle,Golden ghost crab,1750,5,0
Synsepalum2013,Golden ghost crab,Sea apple,1751,3,1
Synsepalum2013,Sea apple,Wikipedia:WikiProject Articles for creation/Help desk,1752,-1,0
Synsepalum2013,Wikipedia:WikiProject Articles for creation/Help desk,User:Synsepalum2013/sandbox,1760,-1,0
Synsepalum2013,User:Synsepalum2013/sandbox,Wikipedia:Feedback request service,1761,-1,0
Synsepalum2013,Wikipedia:Feedback request service,User talk:Synsepalum2013,1762,-1,0
Synsepalum2013,User talk:Synsepalum2013,User:Synsepalum2013,1766,-1,0
Synsepalum2013,User:Synsepalum2013,Pantheism,1773,-1,0
Synsepalum2013,Mind machine,Brain–computer interface,1793,2,1
Synsepalum2013,Brain–computer interface,User talk:Stifle,1794,-1,0
Synsepalum2013,User talk:Synsepalum2013,Microwave auditory effect,1798,2,1
Synsepalum2013,Auditory hallucination,David Morehouse,1803,4,0
Synsepalum2013,User talk:Synsepalum2013,Talk:Auditory hallucination,1808,-1,0
Synsepalum2013,Talk:Auditory hallucination,Voice of God,1811,4,0
Synsepalum2013,Voice of God,Wikipedia:Fringe theories/Noticeboard,1812,-1,0
Synsepalum2013,Wikipedia:Feedback request service,JC Raulston Arboretum,1823,-1,0
Synsepalum2013,Talk:Auditory hallucination,Talk:Project MKUltra,1837,-1,0
Synsepalum2013,User:Synsepalum2013/sandbox,Electronic harassment,1850,4,0
Synsepalum2013,Wikipedia:Teahouse/Questions,Wikipedia:Village pump (technical),1867,-1,0
Synsepalum2013,User talk:Synsepalum2013,Wikipedia:Administrators' noticeboard,1883,5,0
Synsepalum2013,User talk:Synsepalum2013,Wikipedia:Miscellany for deletion/Wikipedia:Articles for creation/Voice to skull,1886,-1,0
NCOCEO,True toad,Serama,1928,4,0
NCOCEO,Serama,File:Serama Hen US.jpg,1939,-1,0
NCOCEO,File:Serama Hen US.jpg,Mineral lick,1941,-1,0
Faizannehal,Sia Furler,Nate Ruess,1966,2,1
Faizannehal,Nate Ruess,Riley Keough,1967,3,1
Faizannehal,Riley Keough,Eminem,1974,2,1
Faizannehal,Eminem,Bruno Mars,1985,2,1
Faizannehal,Eminem,Lil Wayne,1988,1,1
Faizannehal,Eminem,Headlights (Eminem song),1997,1,1
Faizannehal,Eminem,Talk:Paul Walker,2003,-1,0
Faizannehal,Talk:Paul Walker,Justin Timberlake,2004,4,0
Faizannehal,Eminem,4G,2008,2,1
Faizannehal,4G,Pakistan,2009,3,1
Faizannehal,Pakistan,Al-Qaeda,2015,2,1
Faizannehal,Taliban,Foreign relations of Israel,2019,2,1
Faizannehal,Foreign relations of Israel,Germany–Pakistan relations,2020,3,1
Faizannehal,Germany–Pakistan relations,Operation Zarb-e-Azb,2021,2,1
Faizannehal,Al-Qaeda,Muslim world,2027,1,1
Faizannehal,Muslim world,List of wars involving Pakistan,2042,3,1
Elohim100,Hugo Gutmann,Gutman,2045,4,0
Bioscopic,Jesse Lee Kercheval,Wisconsin Center for Film and Theater Research,2102,3,1
Bioscopic,Wisconsin Center for Film and Theater Research,George Seaton,2123,1,1
Bioscopic,Wisconsin Center for Film and Theater Research,Edith Head,2160,1,1
Bioscopic,Edith Head,"File:Edith Head costume designs for Audrey Hepburn in 1954 film ""Sabrina."".jpg",2162,-1,0
Bioscopic,Wisconsin Center for Film and Theater Research,Owen Moore,2187,3,1
Bioscopic,Billy Quirk,Alfred Paget,2189,2,1
Bioscopic,Antonio Moreno,Boston Blackie,2192,3,1
Bioscopic,Max Davidson,Mabel Van Buren,2195,3,1
Bioscopic,Wallace Reid,Harry Benham,2197,3,1
Bioscopic,Thanhouser Company,Edward Dillon (actor),2200,3,1
Bioscopic,Josephine Crowell,Claude Cooper (actor),2203,3,1
Bioscopic,Claude Cooper (actor),Solax Studios,2214,1,1
Bioscopic,Lottie Briscoe,Huntley Gordon,2282,4,0
Bioscopic,Jack McDonald (actor),The Cheat (1915 film),2284,3,1
Bioscopic,Sessue Hayakawa filmography,Gertrude Astor,2286,3,1
Bioscopic,Owen Moore,Florence Lawrence,2288,1,1
Bioscopic,Arthur V. Johnson,Madge Kennedy,2294,3,1
Bioscopic,Mary Alden,Karl Dane,2297,3,1
Bioscopic,Ethel Clayton,Marshall Pinckney Wilder (actor),2301,4,0
Bioscopic,John Bunny,Francis X. Bushman,2303,2,1
Bioscopic,Francis X. Bushman,Francis Ford (actor),2304,3,1
Bioscopic,Francis Ford (actor),Naomi Childers,2305,4,0
Bioscopic,Joseph Kaufman,Willard Mack,2308,3,1
Bioscopic,George Fawcett,W. E. Lawrence,2310,3,1
Bioscopic,Claude Cooper (actor),Intolerance (film),2313,3,1
Bioscopic,Intolerance (film),Billy Bitzer,2314,2,1
Bioscopic,Virginia Fox,Joe Roberts,2338,2,1
Bioscopic,Wisconsin Center for Film and Theater Research,Raymond McKee,2345,3,1
Bioscopic,Mack Sennett,Harry Beaumont,2349,3,1
Bioscopic,Dorothy Davenport,Jack Holt (actor),2355,3,1
Bioscopic,Jack Holt (actor),Howard Hickman,2356,2,1
Bioscopic,Eugene Gaudio,D. W. Griffith,2359,3,1
Bioscopic,D. W. Griffith,Raymond Hitchcock (actor),2360,3,1
Bioscopic,Fiske O'Hara,Nita Naldi,2373,3,1
Bioscopic,Nita Naldi,The Duchess of Dantzic,2375,3,1
Bioscopic,The Blue Moon (musical),Kalem Company,2377,3,1
Bioscopic,Louise Lovely,Valda Valkyrien,2382,3,1
Bioscopic,Valda Valkyrien,Glenn L. Martin,2383,3,1
Bioscopic,Eric Campbell (actor),Mae Marsh,2388,3,1
Bioscopic,Mae Marsh,Art Acord,2389,3,1
Bioscopic,Art Acord,Traffic in Souls,2390,3,1
Bioscopic,John Emerson (filmmaker),George W. Hill,2392,2,1
Bioscopic,George W. Hill,May Allison,2395,3,1
Bioscopic,Harold Lockwood,Behind the Door (film),2397,3,1
Bioscopic,Hobart Bosworth,H. B. Warner,2399,3,1
Bioscopic,Russell Bassett,Lina Cavalieri,2402,4,0
Bioscopic,Monte Blue,ZaSu Pitts,2412,3,1
Bioscopic,Better Times (film),Ford Sterling,2415,3,1
Bioscopic,Big Timber (film),Paul Kelly (actor),2419,3,1
Bioscopic,Paul Kelly (actor),Essanay Studios,2420,2,1
Bioscopic,The Blot,Viola Dana,2423,3,1
Bioscopic,Robert D. Walker,Phil Rosen,2426,2,1
Bioscopic,List of historical societies,Emile de Antonio,2441,3,1
Bioscopic,Alfred Lunt,Lynn Fontanne,2467,1,1
Bioscopic,Marc Blitzstein,Lenore Ulric,2488,3,1
Bioscopic,Lenore Ulric,Marion Davies,2490,3,1
Bioscopic,Forrest Stanley,Sheldon Harnick,2494,3,1
Bioscopic,Lenore Ulric,Mildred Davis,2523,3,1
Bioscopic,ZaSu Pitts,The Yellow Passport,2527,3,1
Bioscopic,The Adventurer (film),Newton N. Minow,2530,4,0
Bioscopic,Henry Bergman,Christine Mayo,2536,4,0
Bioscopic,Christine Mayo,Nick Grinde,2537,4,0
Bioscopic,Claude Cooper (actor),The Amazons (1917 film),2542,4,0
Bioscopic,Wisconsin Center for Film and Theater Research,United Artists,2546,2,1
Bioscopic,Marc Blitzstein,Kelvinator,2565,4,0
Bioscopic,Kelvinator,British Sign Language,2567,2,1
Bioscopic,Sophia Fowler Gallaudet,Chocolate Shoppe Ice Cream Company,2571,5,0
Bioscopic,Chocolate Shoppe Ice Cream Company,Sebastian Cabot (explorer),2572,3,1
Bioscopic,Wisconsin Center for Film and Theater Research,List of museums in Montevideo,2575,4,0
Bioscopic,List of museums in Montevideo,Siau Island tarsier,2576,5,0
Guru chai,Random walk,Kanishka,2613,3,1
Guru chai,Culex vishnui,Impact factor,2629,3,1
Guru chai,Impact factor,Culex,2631,4,0
Omert33,The Center for Jewish-Christian Understanding and Cooperation,Christian–Jewish reconciliation,2734,2,1
Omert33,The Center for Jewish-Christian Understanding and Cooperation,Shlomo Riskin,2737,1,1
Omert33,The Center for Jewish-Christian Understanding and Cooperation,User:Omert33,2772,-1,0
Jane Cullingworth,User:Jane Cullingworth,User:Jane Cullingworth/sandbox,2852,-1,0
Husn shujaat,Tracker (file manager),Tracker (file manager),2854,1,1
Husn shujaat,Tracker (file manager),Happy Home School,2857,5,0
Husn shujaat,Happy Home School,User:Husn shujaat,2863,-1,0
Husn shujaat,User:Husn shujaat,List of schools in Karachi,2883,5,0
Husn shujaat,List of schools in Karachi,Pyarey Afzal,2884,3,1
Xt0rt3r,Page Kennedy,BMS,2889,-1,0
Xt0rt3r,Jack Lawrence (musician),Dogecoin,2901,4,0
Xt0rt3r,Coinye,Froggy Fresh,2906,4,0
Xt0rt3r,Dawngate,Talk:Froggy Fresh,2915,-1,0
Xt0rt3r,Talk:Froggy Fresh,The Behemoth,2917,4,0
Xt0rt3r,The Behemoth,NEStalgia,2918,4,0
Xt0rt3r,Sage,Template:Sage the Gemini,2924,2,1
Xt0rt3r,NEStalgia,Talk:Gang Forever,2954,-1,0
Xt0rt3r,Talk:Gang Forever,User:Xt0rt3r/sandbox,2955,-1,0
Xt0rt3r,User:Xt0rt3r/sandbox,File:WikiHow screenshot.png,2959,-1,0
Xt0rt3r,File:WikiHow screenshot.png,How i met your mother,2960,-1,0
SpacemanNumberFive,Talk:Tesco,Talk:Folly Farm Adventure Park and Zoo,2991,-1,0
Randlesperance,User:Randlesperance,U.S. Virgin Islands national basketball team,2998,-1,0
Randlesperance,U.S. Virgin Islands national basketball team,Evgeniy Pashutin,2999,3,1
Don Lancaster,"Prehistoric Bajada ""hanging"" canals of southeastern Arizona",Don Lancaster,3003,3,1
Don Lancaster,Don Lancaster,"Prehistoric Bajada ""hanging"" canals of southeastern Arizona",3004,-1,0
Don Lancaster,"Prehistoric Bajada ""hanging"" canals of southeastern Arizona",Wikipedia:WikiProject Articles for creation/Help desk,3023,-1,0
TheMilitaryExpert,Philippine Military Academy,Philippine Military Academy,3058,1,1
TheMilitaryExpert,Philippine Military Academy,Talk:Philippine Military Academy,3059,1,1
TheMilitaryExpert,Talk:Philippine Military Academy,Talk:Philippine Army,3062,3,1
TheMilitaryExpert,Talk:Philippine Army,Philippine Revolutionary Army,3063,1,1
TheMilitaryExpert,Philippine Revolutionary Army,Philippine Army,3064,1,1
TheMilitaryExpert,Artemio Ricarte,User:TheMilitaryExpert/About you,3068,-1,0
TheMilitaryExpert,User:TheMilitaryExpert/About you,User:TheMilitaryExpert,3069,-1,0
TheMilitaryExpert,Philippine Army,Wikipedia:WikiProject Military history/Members/Active,3076,-1,0
TheMilitaryExpert,Philippine Military Academy,Talk:Armed Forces of the Philippines,3108,2,1
TheMilitaryExpert,Talk:Armed Forces of the Philippines,Armed Forces of the Philippines,3109,2,1
TheMilitaryExpert,Talk:Philippine Military Academy,Gay,3122,4,0
Groscochon72,Once Upon a Time (2013 film),User:Groscochon72/sandbox,3139,-1,0
Groscochon72,User:Groscochon72/sandbox,Xi'an,3152,-1,0
Groscochon72,Xi'an,Sergei Bobrovsky,3153,3,1
Groscochon72,Sergei Bobrovsky,Wikipedia:Teahouse/Guests/Left column,3154,-1,0
Metropajihb,William Wilson Hunter,Wikipedia:Requests for permissions/Confirmed,3198,-1,0
Metropajihb,Disco Singh,Wikipedia:Requests for adminship/Go Phightins!,3201,-1,0
Uthorr,Cape Horn,Khairat el-Shater,3211,4,0
Uthorr,Freedom House,Brundtland Commission,3213,3,1
Uthorr,Brundtland Commission,Bohdan Boyko,3214,4,0
