username1,pagetitle1,pagetitle2,counter,hop,nhop
Srikanth Aviator,Karimnagar,N. Chandrababu Naidu,508,3,1
Srikanth Aviator,User:Srikanth Aviator,List of first-class cricket records,511,4,0
Srikanth Aviator,Karimnagar,Khammam district,517,2,1
Srikanth Aviator,Khammam district,All India Majlis-e-Ittehadul Muslimeen,518,2,1
Srikanth Aviator,All India Majlis-e-Ittehadul Muslimeen,List of urban agglomerations in Andhra Pradesh,522,2,1
Srikanth Aviator,List of urban agglomerations in Andhra Pradesh,Talk:Karimnagar,528,4,0
Srikanth Aviator,Talk:Karimnagar,Karnataka ethnic groups,529,4,0
Srikanth Aviator,Karnataka ethnic groups,Bellary,530,1,1
Srikanth Aviator,Karnataka ethnic groups,Telugu diaspora,532,2,1
Srikanth Aviator,Telugu diaspora,Ramagundam,534,2,1
Srikanth Aviator,Talk:Ramagundam,Talk:Telangana/to do,538,-1,0
Srikanth Aviator,Talk:Telangana/to do,Telangana sakinalu,539,-1,0
Srikanth Aviator,Talk:Sakinalu,Mahabharata,547,-1,0
Srikanth Aviator,Talk:List of urban agglomerations in Andhra Pradesh,Talk:Diabetic ketoacidosis,554,-1,0
Srikanth Aviator,Talk:Diabetic ketoacidosis,Spring (season),560,4,0
Srikanth Aviator,Spring (season),Telugu literature,563,2,1
Srikanth Aviator,Telugu literature,Vemulawada,564,-1,0
Srikanth Aviator,Karimnagar district,Meena (actress),578,3,1
Srikanth Aviator,Meena (actress),Telangana,579,2,1
Srikanth Aviator,Telangana,Nalgonda district,582,1,1
Srikanth Aviator,Talk:Ramagundam,Kalvakuntla Chandrashekar Rao,587,-1,0
Srikanth Aviator,Kalvakuntla Chandrashekar Rao,T. Harish Rao,589,1,1
BBoniface,Wikipedia:Help desk,Cockpit voice recorder,598,3,1
BBoniface,Cockpit voice recorder,Black box (transportation),613,2,1
BBoniface,Cockpit voice recorder,Flight data recorder,620,1,1
BBoniface,Cockpit voice recorder,Talk:Flight recorder,623,-1,0
BBoniface,Cockpit voice recorder,Katharina Dalton,662,5,0
BBoniface,Flight recorder,Wikipedia:WikiProject Articles for creation/Help desk/Archives/2013 December 30,710,-1,0
Miarren,"Carmel Fatima College, Kalmunai",Ramakrushna Nanda,721,4,0
Miarren,User:Miarren,Brandi Carlile,723,-1,0
Miarren,Brandi Carlile,Lea Michele,725,3,1
Miarren,Lea Michele,Chris Colfer,728,2,1
Miarren,Chris Colfer,"2014 Spring, Texas shooting",729,4,0
Miarren,"2014 Spring, Texas shooting",Darren Criss,730,4,0
Miarren,Darren Criss,A Case of You,731,3,1
Miarren,User:Miarren,List of Zoey 101 characters,733,-1,0
Miarren,List of Zoey 101 characters,Emilie de Ravin,734,3,1
Miarren,Darren Criss,Robin Williams,738,2,1
Miarren,Robin Williams,Lyn-Z,739,3,1
Miarren,Lyn-Z,Draft:Rachel Taylor,740,-1,0
Miarren,Draft:Rachel Taylor,Caitlin Stasey,741,-1,0
Miarren,Caitlin Stasey,Janae Timmins,742,2,1
Miarren,Janae Timmins,Darren Shan,743,4,0
Miarren,Darren Shan,Carla Gallo,747,4,0
Miarren,User:Miarren,Alex Day,753,-1,0
Miarren,Alex Day,Michael Emerson,754,4,0
Miarren,Michael Emerson,Wladimir Klitschko,755,3,1
Iman Shirwa,User:Iman Shirwa,User talk:Iman Shirwa,764,-1,0
Aallnu1,User:Aallnu1/sandbox,User talk:Aallnu1,771,-1,0
Aallnu1,User:Aallnu1/sandbox,Music of Trinidad and Tobago,774,-1,0
MBS1313,Talk:Same-sex marriage,User talk:MBS1313,794,-1,0
MBS1313,User:MBS1313,User talk:MBS1313/TWA,800,-1,0
Nielex,User:Nielex,Karim Alrawi,807,-1,0
Nielex,Karim Alrawi,David Almond,809,3,1
Nielex,David Almond,Edwin Thumboo,810,4,0
Mercer.philosophy,Analogy of the Sun,Phoenicia,827,3,1
Mercer.philosophy,Analogy of the Sun,Analogy of the Divided Line,836,1,1
Mercer.philosophy,Soul,User:Mercer.philosophy,905,-1,0
Mercer.philosophy,User talk:BlueMist,Dianoia,913,-1,0
Mercer.philosophy,Analogy of the Divided Line,Idea,973,2,1
Mercer.philosophy,Allegory of the Cave,Plato's tripartite theory of soul,989,2,1
Mercer.philosophy,Analogy of the Sun,Classical element,1010,3,1
Mercer.philosophy,Analogy of the Sun,The Republic (Plato),1017,2,1
Nunufarhanah,Tiffany (South Korean singer),Jessica Jung,1024,1,1
Nunufarhanah,Jessica Jung,User:Nunufarhanah,1025,-1,0
Dhanush.K.S,User talk:Dhanush.K.S,User talk:Dhanush.K.S,1032,-1,0
Zany3781,User:Zany3781,Last Call with Carson Daly,1039,-1,0
GPAppleyard,User:GPAppleyard,Learning through play,1064,-1,0
Marc A Turner,User:Marc A Turner,Saint-Georges-le-Fléchard,1072,-1,0
Marc A Turner,User:Marc A Turner,Stone–Wales defect,1075,-1,0
Marc A Turner,Stone–Wales defect,User:Marc A Turner/sandbox,1076,-1,0
Marc A Turner,User:Marc A Turner,User:Marc A Turner/2Alif Mabrouk,1078,-1,0
Marc A Turner,User:Marc A Turner/2Alif Mabrouk,User:Marc A Turner/Martin Kinnear,1079,-1,0
Sfgiants24,Bruce Bochy,Gregor Blanco,1081,2,1
Sfgiants24,Tim Lincecum,José Abreu (baseball),1083,3,1
Sfgiants24,José Abreu (baseball),Mike Trout,1087,2,1
Cedar Darrough,Cedar,Cedar,1090,1,1
Chrsm,User:Chrsm,Passenger rail transport in China,1117,4,0
Chrsm,User:Chrsm/About you,Wikipedia:Pages needing translation into English,1119,-1,0
Chrsm,User:Chrsm,Harbin Engineering University,1123,4,0
Chrsm,Harbin Engineering University,Watsonville Riots,1127,4,0
Chrsm,User:Chrsm,National Center of Cinematography and the moving image,1139,4,0
Bbcfan2001,User:Bbcfan2001,Movie theater,1151,-1,0
KEVINASHBURNER,User:KEVINASHBURNER,User talk:Apparition11,1188,-1,0
Amphiplex,Wisden Cricketers' Almanack,Wisden Cricketers' Almanack,1241,1,1
Amphiplex,User:Amphiplex,Elite (video game),1243,-1,0
Amphiplex,User:Amphiplex,User:Amphiplex/sandbox,1245,-1,0
Amphiplex,Wisden Cricketers' Almanack,Wikipedia:Non-U.S. copyrights,1284,4,0
KeshavKaps,Mighty Morphin Power Rangers: The Movie (video game),User talk:KeshavKaps,1305,-1,0
KeshavKaps,User:KeshavKaps,Reflection (computer programming),1318,4,0
KeshavKaps,Reflection (computer programming),Document Object Model,1320,2,1
KeshavKaps,User talk:KeshavKaps/TWA,User:KeshavKaps/sandbox,1329,-1,0
KeshavKaps,User:KeshavKaps/sandbox,Timeline of modern history,1330,-1,0
KeshavKaps,Talk:Timeline of modern history,Talk:Supercomputing in India,1335,-1,0
Krishna Mishra A,User:Krishna Mishra A,User:Krishna Mishra A,1387,-1,0
Krishna Mishra A,User:Krishna Mishra A,Wikipedia:Changing username/Simple,1388,-1,0
Krishna Mishra A,Wikipedia:Changing username/Simple,Sachin Gupta (musician),1389,-1,0
Dane Frizzell,User:Dane Frizzell,Vancouver Giants,1408,3,1
Ollie231213,Tell Me Another Morning,User:Ollie231213,1419,-1,0
Ollie231213,User:Ollie231213,Deaths in 2013,1563,-1,0
Ollie231213,User:Ollie231213,List of supercentenarians who died in 2013,1589,-1,0
Ollie231213,List of supercentenarians who died in 2013,List of living supercentenarians,1590,-1,0
Ollie231213,User:Ollie231213,List of British supercentenarians,1643,-1,0
Ollie231213,User:Ollie231213,Ruth Duccini,1681,-1,0
Ollie231213,User:Ollie231213,Katja Andy,1697,-1,0
Ollie231213,User:Ollie231213,George Silvey,1705,-1,0
Ollie231213,User:Ollie231213,List of supercentenarians who died in 2014,1711,-1,0
Ollie231213,User:Ollie231213,List of German supercentenarians,1726,-1,0
Ollie231213,User:Ollie231213,Talk:List of living centenarians,1730,-1,0
Ollie231213,User:Ollie231213,Deaths in 2014,1733,-1,0
Ollie231213,Tony Hateley,Ollie Conmy,1745,4,0
Ollie231213,User:Ollie231213,"List of centenarians (activists, non-profit leaders and philanthropists)",1770,-1,0
Ollie231213,User:Ollie231213,"List of centenarians (authors, poets and journalists)",1815,-1,0
Ollie231213,List of supercentenarians who died in the 1980s,List of supercentenarians who died in 2009,1824,-1,0
Ollie231213,List of British supercentenarians,List of Japanese supercentenarians,1828,2,1
Ollie231213,User:Ollie231213,List of supercentenarians from the United States,1838,-1,0
Ollie231213,User:Ollie231213,Robert E. Simon,1845,-1,0
Ollie231213,User:Ollie231213,List of the verified oldest people,1904,-1,0
Ollie231213,User:Ollie231213,List of the verified oldest women,1913,-1,0
Gg53000,User:Gg53000,Milltown Biomass-to-Energy Power Station,1929,-1,0
Gg53000,Talk:Milltown Biomass-to-Energy Power Station,BMW ActiveE,1931,-1,0
Gg53000,BMW ActiveE,Plug-in hybrid,1933,2,1
Gg53000,Talk:Milltown Biomass-to-Energy Power Station,List of production battery electric vehicles,1936,-1,0
Gg53000,List of production battery electric vehicles,Talk:Electric car,1937,-1,0
Gg53000,Talk:Electric car,Talk:Battery electric vehicle,1939,-1,0
Gg53000,Talk:Battery electric vehicle,Talk:List of automobile sales by model,1940,-1,0
Gg53000,Talk:Battery electric vehicle,Talk:Multi-storey car park,1942,-1,0
Gg53000,Talk:Battery electric vehicle,Talk:Tesla Model S,1944,-1,0
Gg53000,Talk:Battery electric vehicle,Talk:SRT Viper,1946,-1,0
Gg53000,Talk:SRT Viper,Shea Stadium,1947,4,0
Gg53000,Talk:Tesla Model S,Talk:Please Please Me,1950,-1,0
Gg53000,Talk:Please Please Me,Electric car,1954,4,0
Gg53000,Electric car,Anthology 1,1955,3,1
Gg53000,Live Aid,User:Gg53000/sandbox,1957,-1,0
Gg53000,User talk:Jfmantis,User talk:Stepho-wrs,1964,-1,0
Gg53000,User talk:UrbanTerrorist,"Swanston Street, Melbourne",2028,-1,0
Gg53000,User talk:Gg53000,The Looney Tunes Show,2031,4,0
Gg53000,User talk:Gg53000,Paul Is Live,2130,5,0
Gg53000,User talk:Paracel63,User talk:Rich Farmbrough,2156,-1,0
Gg53000,User talk:Lexo,User talk:Trappist the monk,2172,5,0
Gg53000,User talk:Doc9871,User talk:Wrapped in Grey,2180,-1,0
Gg53000,Talk:Milltown Biomass-to-Energy Power Station,Top Gear Winter Olympics,2219,-1,0
Gg53000,User talk:John ISEM,User talk:Dan56,2225,-1,0
Gg53000,User talk:Dan56,Talk:Tesla Motors,2226,-1,0
Gg53000,Glass Houses,User talk:CZmarlin,2235,-1,0
Gg53000,User talk:Jtmorgan,Talk:Electric car use by country,2241,-1,0
Gg53000,User talk:Sevrandy,User talk:Among Men,2255,-1,0
Gg53000,User talk:Sevrandy,Sgt. Pepper's Lonely Hearts Club Band,2257,4,0
Gg53000,User talk:Sevrandy,User talk:Klantry01,2259,-1,0
Gg53000,User talk:Klantry01,Queen at Wembley,2261,4,0
Gg53000,Talk:Tesla Model S,User talk:This lousy T-shirt,2263,-1,0
Gg53000,User talk:This lousy T-shirt,User talk:Dslat85,2265,-1,0
Gg53000,User talk:N2e,User talk:Ricky13051,2268,-1,0
Gg53000,Top Gear (series 18),User talk:Jamesp157,2273,-1,0
Gg53000,BMW i,Toluca Car Assembly,2278,3,1
Gg53000,Talk:BMW i,User talk:A930913,2300,-1,0
Gg53000,User talk:A930913,Come Dance with Me (song),2301,-1,0
Gg53000,Come Dance with Me (song),User talk:HaeB,2302,-1,0
Gg53000,User talk:Mikaey,Talk:Forza Motorsport 4,2316,-1,0
Gg53000,User talk:TBrandley,User talk:The Car Collection Enthusiast,2324,-1,0
Gg53000,Come Dance with Me (song),Ford Focus (third generation),2326,4,0
Gg53000,Ford Focus (third generation),User talk:WDGraham,2327,-1,0
Gg53000,List of electric cars currently available,User talk:IDnAcGaNrAn8,2338,-1,0
Gg53000,User talk:ChrisJBenson,User talk:Sepguilherme,2341,-1,0
Gg53000,User talk:Sepguilherme,User talk:DexDor,2343,-1,0
Gg53000,User talk:DexDor,User talk:Jtrain82,2344,-1,0
Gg53000,User talk:Rhatsa26X,John Paul Jones,2348,3,1
Gg53000,John Paul Jones,Tesla Motors,2353,3,1
Gg53000,John Paul Jones,Zebra crossing,2364,3,1
Gg53000,Zebra crossing,User talk:Emmak10,2365,-1,0
Gg53000,BMW i3,BMW X4,2374,2,1
Gg53000,User:ClueBot Commons/Praise,Lancia Beta,2409,4,0
Gg53000,User talk:Bowjm,User talk:Rich Smith,2412,-1,0
Twirlypen,User:Twirlypen,1997 European Grand Prix,2427,-1,0
Twirlypen,1997 European Grand Prix,Gran Turismo 6,2429,3,1
Twirlypen,Gran Turismo 6,Autódromo Hermanos Rodríguez,2430,2,1
Twirlypen,Autódromo Hermanos Rodríguez,McLaren P1,2431,2,1
Twirlypen,User:Twirlypen,Duncan Keith,2433,-1,0
Twirlypen,Duncan Keith,Aircraft in fiction,2435,4,0
Twirlypen,Aircraft in fiction,2014 Malaysian Grand Prix,2437,3,1
Twirlypen,2014 Bahrain Grand Prix,Frank Williams (Formula One),2441,2,1
Twirlypen,Frank Williams (Formula One),"Spring Lake, North Carolina",2442,4,0
Twirlypen,"Spring Lake, North Carolina",2014 Spanish Grand Prix,2443,4,0
Twirlypen,2014 Spanish Grand Prix,2014 Canadian Grand Prix,2445,2,1
Twirlypen,Canadian Grand Prix,Gilles Villeneuve,2447,1,1
Twirlypen,Gilles Villeneuve,2014 Formula One season,2448,2,1
Twirlypen,2014 Formula One season,Fuji Speedway,2449,2,1
Twirlypen,Fuji Speedway,Michelle Thomas,2450,4,0
Twirlypen,Michelle Thomas,2014 Japanese Grand Prix,2451,3,1
Twirlypen,2014 Japanese Grand Prix,User talk:Bretonbanquet,2456,-1,0
Twirlypen,2014 Russian Grand Prix,User talk:Prisonermonkeys,2467,-1,0
Twirlypen,2014 Russian Grand Prix,Talk:2014 Formula One season,2478,-1,0
Twirlypen,2014 Formula One season,2014 Brazilian Grand Prix,2486,2,1
Twirlypen,2014 Brazilian Grand Prix,2015 Formula One season,2490,2,1
Twirlypen,2015 Formula One season,List of NHL records (individual),2492,3,1
Twirlypen,List of NHL records (individual),2014 United States Grand Prix,2493,4,0
Twirlypen,2014 United States Grand Prix,Talk:2015 Formula One season,2510,-1,0
Douglasweathers,User:Douglasweathers,Nintendo eShop,2563,-1,0
SamTheMusicalGamer,User:SamTheMusicalGamer,Hot Shot (video game),2565,-1,0
SamTheMusicalGamer,Hot Shot (video game),User:SamTheMusicalGamer,2566,-1,0
SamTheMusicalGamer,User:SamTheMusicalGamer,Evanescence,2569,3,1
SamTheMusicalGamer,Evanescence,Breaking Point (band),2570,2,1
SamTheMusicalGamer,Breaking Point (band),Movie 43,2571,3,1
SamTheMusicalGamer,Movie 43,Animusic,2572,3,1
SamTheMusicalGamer,Animusic,Opeth,2574,3,1
Arjen37,Mensa International,User talk:Arjen37,2652,-1,0
Ron belshaw,Fluidized bed combustion,Fluidized bed combustion,2662,0,1
Ron belshaw,Fluidized bed combustion,User:Ron belshaw,2678,-1,0
Powercp,Pilu oil,User:Powercp,2681,-1,0
Powercp,User:Powercp,"Wikipedia:Joe Tiernan, President, Construction Industry Federation 1998-2000 (Ireland)",2686,-1,0
Powercp,Wikipedia:Powercp/sandbox,User talk:Powercp,2693,-1,0
Nypheean172,User:Nypheean172,Jessy Mendiola,2698,-1,0
Nypheean172,Calvin Ayre,Robert Jaworski,2703,3,1
Nypheean172,Calvin Ayre,Jonas Ödman,2709,-1,0
Nypheean172,Jonas Ödman,Bodog,2711,3,1
Nypheean172,Bodog,Patrik Selin,2713,-1,0
Nypheean172,Patrik Selin,Morris Mohawk Gaming Group,2714,2,1
Misterbrownstone,Gareth Ward,Graeme Gilbert,2721,4,0
Misterbrownstone,Gareth Ward,Talk:Gareth Ward,2724,-1,0
Misterbrownstone,Talk:Gareth Ward,User:Misterbrownstone/sandbox,2731,-1,0
Misterbrownstone,User:Misterbrownstone/sandbox,Wikipedia:Sandbox,2733,5,0
Misterbrownstone,User:Misterbrownstone,User talk:203.35.78.169,2736,-1,0
Misterbrownstone,User talk:203.35.78.169,User talk:Misterbrownstone,2737,-1,0
Misterbrownstone,Graeme Gilbert,Wikipedia:Help desk,2740,4,0
Misterbrownstone,User:Misterbrownstone/sandbox,Talk:Kiss (pinball),2748,-1,0
Misterbrownstone,Talk:Kiss (pinball),Scared Stiff (pinball),2749,-1,0
Misterbrownstone,User talk:Misterbrownstone,Draft:JT Garbo,2753,-1,0
Misterbrownstone,Draft:JT Garbo,Draft talk:JT Garbo,2754,-1,0
GameShowGeek,Braingames,Juan Van Halen,2757,3,1
GameShowGeek,User talk:GameShowGeek,Wikipedia:Teahouse/Questions,2814,-1,0
GameShowGeek,Wikipedia:Teahouse/Questions,Tom Snyder,2815,4,0
Stefan Milosevic,United States national rugby league team,Hungary national rugby league team,2820,2,1
Stefan Milosevic,Scotland national rugby league team match results,Anthony Minichiello,2839,3,1
Stefan Milosevic,Steve McCormack,Serbia national rugby league team,2859,2,1
Stefan Milosevic,Serbia national rugby league team,Denmark national rugby league team,2864,2,1
Stefan Milosevic,Sweden national rugby league team,Catalans Dragons,2871,3,1
Stefan Milosevic,Richard Agar,Steve McNamara,2883,2,1
Stefan Milosevic,Steve McNamara,Sydney Roosters,2885,1,1
Stefan Milosevic,France national rugby league team,Jace Van Dijk,2889,3,1
Stefan Milosevic,Jace Van Dijk,James Keinhorst,2891,3,1
Stefan Milosevic,Russia national rugby league team,John Stankevitch,2916,3,1
Stefan Milosevic,Cook Islands national rugby league team,Bradford Bulls,3019,2,1
Stefan Milosevic,Lézignan Sangliers,Rory Kostjasyn,3109,3,1
Stefan Milosevic,Samoa national rugby league team,Sam Tomkins,3118,2,1
Stefan Milosevic,Sam Tomkins,London Skolars,3119,2,1
Stefan Milosevic,Wales national rugby league team,2017 Rugby League World Cup,3180,2,1
Stefan Milosevic,Jose Rubin Statham,Brian McClennan,3183,3,1
Stefan Milosevic,Venus Williams,2005 NRL season results,3194,4,0
Stefan Milosevic,Rugby League European Shield,Santiago Giraldo,3296,4,0
Stefan Milosevic,Jose Rubin Statham,Jack Sock,3302,2,1
Stefan Milosevic,2014 Heineken Open – Singles,Aleksandar Đorđević,3305,3,1
Stefan Milosevic,Aleksandar Đorđević,2014 Australian Open – Men's Singles,3307,3,1
Avraamu,User:Avraamu,Standard RAID levels,3318,-1,0
Avraamu,Standard RAID levels,User talk:Avraamu,3320,-1,0
Avraamu,User talk:Avraamu,Gudrun,3321,-1,0
Avraamu,Gudrun,User:Avraamu/sandbox,3322,-1,0
Avraamu,User:Avraamu/Illuminati,"St Joseph College, Turnhout",3331,-1,0
MKayeGSA,User:MKayeGSA,Glasgow School of Art,3338,-1,0
MKayeGSA,Glasgow School of Art,"Gillespie, Kidd & Coia",3339,2,1
Loowit research project,Bathurst Mining Camp,User:Loowit research project,3352,-1,0
ObiWanKenobi11,Nchelenge District,User:ObiWanKenobi11,3354,-1,0
ObiWanKenobi11,User:ObiWanKenobi11,Wikipedia:Articles for deletion/Oshkosh East High School,3356,-1,0
ObiWanKenobi11,Oshkosh Area School District,User talk:RFD,3364,-1,0
ObiWanKenobi11,Wikipedia:Articles for deletion/Oshkosh East High School,User talk:ObiWanKenobi11,3366,-1,0
ObiWanKenobi11,User:ObiWanKenobi11,Oshkosh East High School,3413,2,1
ObiWanKenobi11,User:ObiWanKenobi11,User talk:Hazard-SJ,3417,-1,0
ObiWanKenobi11,List of Mad episodes,User talk:Ravipsingh,3441,-1,0
ObiWanKenobi11,China Anne McClain,Lenawee Christian School,3445,4,0
ObiWanKenobi11,User talk:202.21.158.14,John Napier,3457,4,0
ObiWanKenobi11,User talk:124.108.98.217,Luxury tax (sports),3473,5,0
