username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories,crmf,crms,crmv,crnf,crns,crnv,crf_crv,ntus
Sermoyboy1996,Stay Trippy,0,43,Stay Trippy,0,0 days 00:04:16.000000000,16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Sermoyboy1996,Stay Trippy,0,44,Nothing Was the Same,0,0 days 00:13:06.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Chinese of Romania,0,46,El paseo de la gracia de Dios,0,0 days 00:04:09.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,El paseo de la gracia de Dios,0,47,Big Meadows,0,0 days 00:02:04.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Big Meadows,0,48,Regelinda,0,0 days 00:01:42.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Regelinda,0,49,Hazuki,0,0 days 00:01:13.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Hazuki,0,50,Aude's 3rd constituency,0,0 days 00:01:45.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Aude's 3rd constituency,0,51,Late-May 1998 tornado outbreak and derecho,0,0 days 00:01:20.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Late-May 1998 tornado outbreak and derecho,0,52,Lumbfoot,0,0 days 00:01:18.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Lumbfoot,0,53,John Campbell (US Treasurer),0,0 days 00:02:40.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,John Campbell (US Treasurer),0,54,Sugar sand,0,0 days 00:02:45.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Sugar sand,0,55,Talk:J. K. Rowling,1,1 days 00:57:31.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Talk:J. K. Rowling,1,56,User talk:Nizam655,1,1 days 22:32:33.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,57,User:Nizam655/sandbox,1,1 days 12:34:17.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User:Nizam655/sandbox,1,58,Information and media literacy,0,0 days 11:41:44.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Information and media literacy,0,59,Information and media literacy,0,0 days 00:06:12.000000000,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Information and media literacy,0,60,Information and media literacy,0,0 days 00:03:49.000000000,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Information and media literacy,0,61,Information and media literacy,0,0 days 00:03:55.000000000,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Information and media literacy,0,62,Information and media literacy,0,0 days 00:06:06.000000000,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Information and media literacy,0,63,Ingress cancellation,0,0 days 00:13:04.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Ingress cancellation,0,64,Limitless Computing,0,0 days 00:03:48.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Limitless Computing,0,65,Limitless Computing,0,0 days 00:02:41.000000000,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nizam655,Limitless Computing,0,66,Limitless Computing,0,0 days 00:03:22.000000000,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Nizam655,Limitless Computing,0,67,Limitless Computing,0,0 days 00:02:02.000000000,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Nizam655,Limitless Computing,0,68,Limitless Computing,0,0 days 00:02:25.000000000,13,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Nizam655,Limitless Computing,0,69,Limitless Computing,0,0 days 00:02:27.000000000,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nizam655,Limitless Computing,0,70,Limitless Computing,0,0 days 00:03:03.000000000,13,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Nizam655,Limitless Computing,0,71,Limitless Computing,0,0 days 00:02:06.000000000,13,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nizam655,Limitless Computing,0,72,Limitless Computing,0,0 days 00:12:59.000000000,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Limitless Computing,0,73,Limitless Computing,0,0 days 00:10:56.000000000,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Limitless Computing,0,74,Limitless Computing,0,0 days 00:07:00.000000000,13,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Limitless Computing,0,75,Machine,0,0 days 00:11:39.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,76,Machine,0,0 days 00:06:36.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,77,Machine,0,0 days 00:09:22.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,78,Machine,0,0 days 00:04:11.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,79,Machine,0,0 days 00:04:26.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,80,Machine,0,0 days 00:03:37.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,81,Machine,0,0 days 00:05:48.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,82,Machine,0,0 days 00:07:55.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Nizam655,Machine,0,83,Electromagnetic absorbers,0,0 days 00:05:01.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Electromagnetic absorbers,0,84,Outline of communication,0,0 days 00:03:46.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Outline of communication,0,85,Outline of communication,0,0 days 00:02:42.000000000,11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nizam655,Outline of communication,0,86,Grid Laboratory Uniform Environment,0,0 days 00:03:55.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Grid Laboratory Uniform Environment,0,87,Applied science,0,0 days 00:13:10.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Applied science,0,88,Technological revival,0,0 days 00:31:35.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Technological revival,0,89,Technological revival,0,0 days 00:02:42.000000000,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Nizam655,Technological revival,0,90,Technological revival,0,0 days 00:02:52.000000000,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nizam655,Technological revival,0,91,Global Data Synchronization Network,0,0 days 02:09:21.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Global Data Synchronization Network,0,92,Global Data Synchronization Network,0,0 days 00:00:36.000000000,6,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Nizam655,Global Data Synchronization Network,0,93,Global Data Synchronization Network,0,0 days 00:00:29.000000000,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nizam655,Global Data Synchronization Network,0,94,User talk:Google Technology News,1,0 days 00:03:18.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Google Technology News,1,95,Welfare technology,0,0 days 00:05:46.000000000,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Welfare technology,0,96,Dell Networking,0,0 days 06:03:25.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Dell Networking,0,97,Ohio State Route 505,0,0 days 11:50:49.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Ohio State Route 505,0,98,White-faced Black Spanish chicken,0,0 days 00:02:38.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,White-faced Black Spanish chicken,0,99,Merche Romero,0,0 days 00:06:23.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Merche Romero,0,100,Seongdeok of Silla,0,0 days 00:02:08.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Seongdeok of Silla,0,101,January 07003: Bell Studies for the Clock of the Long Now,1,0 days 00:02:58.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,January 07003: Bell Studies for the Clock of the Long Now,1,102,Stamford A.F.C.,0,0 days 00:03:22.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Stamford A.F.C.,0,103,Electric dragster,0,0 days 00:02:38.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Electric dragster,0,104,Electric dragster,0,0 days 00:01:44.000000000,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Nizam655,Electric dragster,0,105,Fingersnapping,0,0 days 00:04:28.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Fingersnapping,0,106,Fingersnapping,0,0 days 00:10:58.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Nizam655,Fingersnapping,0,107,Uptown Avondale,0,0 days 00:01:36.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Uptown Avondale,0,108,Uptown Avondale,0,0 days 00:12:00.000000000,7,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Nizam655,Uptown Avondale,0,109,Brachyopterus,0,0 days 00:00:58.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Brachyopterus,0,110,Brachyopterus,0,0 days 00:02:44.000000000,2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Nizam655,Brachyopterus,0,111,Domain Central,0,0 days 00:01:02.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Domain Central,0,112,Domain Central,0,0 days 00:02:20.000000000,5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Nizam655,Domain Central,0,113,Kuala Lumpur Bird Park,0,0 days 00:01:51.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Kuala Lumpur Bird Park,0,114,Tom Novak,0,0 days 00:01:36.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Tom Novak,0,115,Asiatic mode of production,0,0 days 00:02:50.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Asiatic mode of production,0,116,Reddest Red,0,0 days 00:00:52.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Reddest Red,0,117,North Branford High School,0,0 days 00:02:19.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,North Branford High School,0,118,SLC3A2,0,0 days 00:02:30.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,SLC3A2,0,119,Minemhat,0,0 days 01:12:50.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Minemhat,0,120,Oligocrystalline material,0,0 days 00:01:31.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Oligocrystalline material,0,121,Siege of Arai,0,0 days 00:01:47.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Siege of Arai,0,122,1998 NRL Grand Final,0,0 days 00:02:07.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,1998 NRL Grand Final,0,123,Patrice (album),0,0 days 00:00:54.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Patrice (album),0,124,Police Tactical Unit (Hong Kong),0,0 days 00:01:14.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,Police Tactical Unit (Hong Kong),0,125,User talk:Nizam655,1,0 days 03:49:05.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,126,User talk:Nizam655,1,0 days 00:15:52.000000000,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,127,User talk:Nizam655,1,0 days 00:03:25.000000000,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,128,User talk:Nizam655,1,2 days 10:24:24.000000000,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,129,User talk:Nizam655,1,0 days 00:19:38.000000000,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,130,User talk:Nizam655,1,0 days 00:05:46.000000000,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,131,User talk:Nizam655,1,0 days 00:08:43.000000000,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Nizam655,User talk:Nizam655,1,132,User talk:Nizam655,1,0 days 00:01:03.000000000,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,133,User talk:Nizam655,1,0 days 10:15:15.000000000,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Nizam655,User talk:Nizam655,1,134,User talk:Nizam655,1,0 days 08:39:02.000000000,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Leootr1mm1,Keisuke Honda,0,136,Keisuke Honda,0,0 days 00:01:03.000000000,38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Leootr1mm1,Keisuke Honda,0,137,Sergio Busquets,0,0 days 00:07:48.000000000,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leootr1mm1,Sergio Busquets,0,138,David Luiz,0,0 days 00:02:22.000000000,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leootr1mm1,David Luiz,0,139,David Luiz,0,0 days 00:04:15.000000000,38,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Leootr1mm1,David Luiz,0,140,David Luiz,0,0 days 00:01:22.000000000,38,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Leootr1mm1,David Luiz,0,141,Keisuke Honda,0,0 days 03:24:00.000000000,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rhoden91,Noumea sudanica,0,143,Phosphatidylserine decarboxylase,0,0 days 00:05:50.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XXDunnosCoolXx,Ultimate Spider-Man,0,145,Ultimate Spider-Man,0,0 days 00:03:01.000000000,17,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
XXDunnosCoolXx,Ultimate Spider-Man,0,146,Ultimate Spider-Man,0,0 days 00:01:57.000000000,17,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brthehtr,The Powerpuff Girls,0,148,The Powerpuff Girls,0,0 days 00:03:21.000000000,22,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Brthehtr,The Powerpuff Girls,0,149,The Powerpuff Girls,0,0 days 00:02:51.000000000,22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Brthehtr,The Powerpuff Girls,0,150,Tara Strong,0,4 days 05:11:48.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brthehtr,Tara Strong,0,151,Tara Strong,0,1 days 01:51:44.000000000,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brthehtr,Tara Strong,0,152,Tara Strong,0,0 days 17:03:43.000000000,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brthehtr,Tara Strong,0,153,Tara Strong,0,0 days 22:47:41.000000000,25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Brthehtr,Tara Strong,0,154,Tara Strong,0,0 days 00:02:52.000000000,25,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
Brthehtr,Tara Strong,0,155,The Powerpuff Girls,0,0 days 00:02:36.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brthehtr,The Powerpuff Girls,0,156,Tara Strong,0,0 days 21:35:36.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brthehtr,Tara Strong,0,157,Tara Strong,0,0 days 00:04:26.000000000,25,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Brthehtr,Tara Strong,0,158,The Powerpuff Girls,0,0 days 00:02:01.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brthehtr,The Powerpuff Girls,0,159,List of The Powerpuff Girls episodes,0,0 days 00:03:37.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brthehtr,List of The Powerpuff Girls episodes,0,160,Tara Strong,0,0 days 02:35:53.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Brthehtr,Tara Strong,0,161,User talk:Brthehtr,1,0 days 00:01:00.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,The Monster Ball Tour,0,163,Believe Tour,0,0 days 00:12:03.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Believe Tour,0,164,The Monster Ball Tour,0,0 days 00:05:24.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,The Monster Ball Tour,0,165,MDNA (album),0,0 days 00:15:37.000000000,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,MDNA (album),0,166,Born This Way (song),0,0 days 00:07:26.000000000,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Born This Way (song),0,167,The Fame,0,0 days 00:09:24.000000000,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,The Fame,0,168,Speechless (Lady Gaga song),0,0 days 00:00:49.000000000,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Speechless (Lady Gaga song),0,169,Marry the Night,0,0 days 00:05:15.000000000,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Marry the Night,0,170,User talk:Vincexrapunxel,1,0 days 12:38:49.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,User talk:Vincexrapunxel,1,171,User talk:Vincexrapunxel,1,2 days 05:38:50.000000000,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,User talk:Vincexrapunxel,1,172,Lady Gaga,0,2 days 01:10:38.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Lady Gaga,0,173,Madonna (entertainer),0,0 days 00:04:54.000000000,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Madonna (entertainer),0,174,Madonna (entertainer),0,0 days 00:08:17.000000000,104,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Vincexrapunxel,Madonna (entertainer),0,175,User talk:Vincexrapunxel,1,0 days 00:00:07.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,User talk:Vincexrapunxel,1,176,Madonna (entertainer),0,0 days 00:01:42.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Madonna (entertainer),0,177,User talk:Vincexrapunxel,1,2 days 21:46:31.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,User talk:Vincexrapunxel,1,178,The Block (Australian TV series),0,1 days 04:44:35.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,The Block (Australian TV series),0,179,Lady Gaga Fame,0,0 days 21:44:58.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Lady Gaga Fame,0,180,MTV Video Music Award,0,1 days 00:18:32.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,MTV Video Music Award,0,181,Zedd (musician),0,0 days 22:01:45.000000000,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vincexrapunxel,Zedd (musician),0,182,Zedd (musician),0,0 days 00:04:27.000000000,21,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
Vincexrapunxel,Zedd (musician),0,183,User talk:Vincexrapunxel,1,0 days 00:00:48.000000000,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
