username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories
Franksmith229,Electric guitar,0,30,Electric guitar,0,0 days 00:02:45.000000000,15
Franksmith229,Electric guitar,0,31,Electric guitar,0,0 days 00:04:22.000000000,15
Franksmith229,Electric guitar,0,32,Butterfly knife,0,0 days 00:45:38.000000000,1
Franksmith229,Butterfly knife,0,33,Electric guitar,0,0 days 11:57:48.000000000,1
Bunmpilpl,Antti Ruuskanen,0,35,Eric Cartman,0,0 days 00:01:27.000000000,0
Bunmpilpl,Eric Cartman,0,36,Sushi,0,0 days 00:03:35.000000000,0
Bunmpilpl,Sushi,0,37,User:Biker Biker,1,0 days 00:02:02.000000000,0
TreesAreNotGood,Pipipi,0,39,Star Trek,0,1 days 04:28:00.000000000,0
Rileywwofs1,British Rail Class 153,0,41,British Rail Class 153,0,0 days 00:01:49.000000000,10
Rileywwofs1,British Rail Class 153,0,42,British Rail Class 55,0,0 days 00:02:25.000000000,1
Rileywwofs1,British Rail Class 55,0,43,British Rail Class 153,0,0 days 00:01:25.000000000,1
Rileywwofs1,British Rail Class 153,0,44,British Rail Class 37,0,0 days 00:03:47.000000000,3
Rileywwofs1,British Rail Class 37,0,45,"Tattershall Castle, Lincolnshire",0,0 days 01:16:10.000000000,1
Rileywwofs1,"Tattershall Castle, Lincolnshire",0,46,"Tattershall Castle, Lincolnshire",0,0 days 00:00:49.000000000,9
Rileywwofs1,"Tattershall Castle, Lincolnshire",0,47,British Rail Class 37,0,0 days 05:41:29.000000000,1
Rileywwofs1,British Rail Class 37,0,48,British Rail Class 37,0,0 days 01:24:43.000000000,16
Rileywwofs1,British Rail Class 37,0,49,British Rail Class 37,0,0 days 00:01:05.000000000,16
Rileywwofs1,British Rail Class 37,0,50,British Rail Class 37,0,0 days 01:12:06.000000000,16
Rileywwofs1,British Rail Class 37,0,51,British Rail Class 37,0,0 days 09:51:29.000000000,16
Rileywwofs1,British Rail Class 37,0,52,"Tattershall Castle, Lincolnshire",0,0 days 00:01:17.000000000,1
Rileywwofs1,"Tattershall Castle, Lincolnshire",0,53,"Tattershall Castle, Lincolnshire",0,0 days 00:04:15.000000000,9
Tryuee,George Watsky,0,55,George Watsky,0,0 days 00:02:17.000000000,16
Tryuee,George Watsky,0,56,George Watsky,0,0 days 00:03:04.000000000,16
Tryuee,George Watsky,0,57,George Watsky,0,0 days 00:02:26.000000000,16
Tryuee,George Watsky,0,58,George Watsky,0,0 days 00:01:31.000000000,16
Tryuee,George Watsky,0,59,User talk:Seaphoto,1,0 days 00:19:22.000000000,-1
Tryuee,User talk:Seaphoto,1,60,User talk:Seaphoto,1,0 days 00:00:45.000000000,-1
Tryuee,User talk:Seaphoto,1,61,User talk:Seaphoto,1,0 days 00:00:52.000000000,-1
Tryuee,User talk:Seaphoto,1,62,User talk:Seaphoto,1,0 days 00:00:31.000000000,-1
Tryuee,User talk:Seaphoto,1,63,User talk:Seaphoto,1,0 days 00:00:24.000000000,-1
Tryuee,User talk:Seaphoto,1,64,User talk:Seaphoto,1,0 days 00:00:41.000000000,-1
Tryuee,User talk:Seaphoto,1,65,Johannes Gutenberg,0,1 days 21:55:05.000000000,-1
Tryuee,Johannes Gutenberg,0,66,The Whitest Kids U' Know,0,0 days 02:42:01.000000000,0
Tryuee,The Whitest Kids U' Know,0,67,User talk:Seaphoto,1,0 days 00:02:33.000000000,-1
Tryuee,User talk:Seaphoto,1,68,User talk:Seaphoto,1,0 days 00:00:16.000000000,-1
Tryuee,User talk:Seaphoto,1,69,User talk:Seaphoto,1,0 days 00:00:16.000000000,-1
Tryuee,User talk:Seaphoto,1,70,The Whitest Kids U' Know,0,0 days 00:04:34.000000000,-1
Tryuee,The Whitest Kids U' Know,0,71,User talk:MelbourneStar,1,0 days 00:02:40.000000000,-1
Tryuee,User talk:MelbourneStar,1,72,Popsicle (brand),0,0 days 00:05:27.000000000,-1
Tryuee,Popsicle (brand),0,73,User talk:Tryuee,1,0 days 12:22:30.000000000,-1
Tryuee,User talk:Tryuee,1,74,User talk:Tryuee,1,0 days 00:00:58.000000000,-1
Tryuee,User talk:Tryuee,1,75,User talk:Tryuee,1,0 days 03:47:54.000000000,-1
Tryuee,User talk:Tryuee,1,76,User talk:Tryuee,1,0 days 00:00:52.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,78,User talk:Doc Kavorkian,1,0 days 00:00:45.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,79,User talk:Doc Kavorkian,1,0 days 13:29:02.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,80,User talk:Doc Kavorkian,1,0 days 00:00:56.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,81,User talk:Doc Kavorkian,1,0 days 00:04:05.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,82,User talk:Doc Kavorkian,1,0 days 00:35:13.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,83,User talk:Doc Kavorkian,1,0 days 00:02:57.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,84,User talk:Doc Kavorkian,1,0 days 16:13:15.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,85,User talk:Doc Kavorkian,1,0 days 10:12:00.000000000,-1
Doc Kavorkian,User talk:Doc Kavorkian,1,86,User talk:Doc Kavorkian,1,0 days 00:06:38.000000000,-1
Vanda0101,Dunfermline Athletic F.C.,0,88,Middlesbrough F.C.,0,0 days 21:32:40.000000000,0
Vanda0101,Middlesbrough F.C.,0,89,Charlton Athletic F.C.,0,1 days 02:38:14.000000000,3
Vanda0101,Charlton Athletic F.C.,0,90,Charlton Athletic F.C.,0,0 days 00:05:55.000000000,20
Vanda0101,Charlton Athletic F.C.,0,91,Charlton Athletic F.C.,0,0 days 00:05:42.000000000,20
Vanda0101,Charlton Athletic F.C.,0,92,Charlton Athletic F.C.,0,0 days 00:01:26.000000000,20
Vanda0101,Charlton Athletic F.C.,0,93,User talk:Vanda0101,1,0 days 00:06:57.000000000,-1
Vanda0101,User talk:Vanda0101,1,94,User talk:Vanda0101,1,0 days 00:02:48.000000000,-1
Vanda0101,User talk:Vanda0101,1,95,User talk:Vanda0101,1,0 days 00:12:30.000000000,-1
Lilxxxwill,Glitch (music),0,97,Glitch (music),0,0 days 00:01:07.000000000,6
Lilxxxwill,Glitch (music),0,98,Samuel W. Wolfson High School,0,0 days 00:01:44.000000000,1
Lilxxxwill,Samuel W. Wolfson High School,0,99,"Bethel High School (Hampton, Virginia)",0,0 days 00:07:42.000000000,2
Lilxxxwill,"Bethel High School (Hampton, Virginia)",0,100,"Bethel High School (Hampton, Virginia)",0,0 days 00:01:49.000000000,8
Lilxxxwill,"Bethel High School (Hampton, Virginia)",0,101,"Bethel High School (Hampton, Virginia)",0,0 days 00:05:20.000000000,8
Lilxxxwill,"Bethel High School (Hampton, Virginia)",0,102,"Bethel High School (Hampton, Virginia)",0,0 days 00:00:48.000000000,8
BanMeIfYouDare,What Makes You Beautiful,0,104,What Makes You Beautiful,0,0 days 00:02:16.000000000,77
BanMeIfYouDare,What Makes You Beautiful,0,105,What Makes You Beautiful,0,0 days 00:02:35.000000000,77
BanMeIfYouDare,What Makes You Beautiful,0,106,Up All Night (One Direction album),0,0 days 00:07:55.000000000,10
BanMeIfYouDare,Up All Night (One Direction album),0,107,Up All Night (One Direction album),0,0 days 00:02:31.000000000,27
BanMeIfYouDare,Up All Night (One Direction album),0,108,Up All Night (One Direction album),0,0 days 00:10:57.000000000,27
BanMeIfYouDare,Up All Night (One Direction album),0,109,User talk:BanMeIfYouDare,1,0 days 00:19:57.000000000,-1
Beanstalkjack,A Serbian Film,0,111,A Serbian Film,0,0 days 00:12:01.000000000,28
Beanstalkjack,A Serbian Film,0,112,A Serbian Film,0,0 days 00:03:58.000000000,28
Beanstalkjack,A Serbian Film,0,113,A Serbian Film,0,0 days 00:00:24.000000000,28
Beanstalkjack,A Serbian Film,0,114,A Serbian Film,0,0 days 00:03:02.000000000,28
Beanstalkjack,A Serbian Film,0,115,Grammar,0,0 days 00:33:47.000000000,1
Duckseatcats,Tree,0,117,Saudi Arabia,0,0 days 00:11:35.000000000,0
Duckseatcats,Saudi Arabia,0,118,Trousers,0,0 days 00:03:42.000000000,-1
Duckseatcats,Trousers,0,119,Scarf,0,0 days 00:02:43.000000000,-1
Cheeseyfangs,Bianca Scott,0,121,Bianca Scott,0,0 days 00:01:50.000000000,13
Cheeseyfangs,Bianca Scott,0,122,List of Home and Away characters (2012),0,0 days 00:05:03.000000000,3
Cheeseyfangs,List of Home and Away characters (2012),0,123,List of Home and Away characters (2010),0,0 days 00:07:54.000000000,1
Cheeseyfangs,List of Home and Away characters (2010),0,124,List of Home and Away characters (2010),0,0 days 00:01:51.000000000,4
Marklake82,Mick Hucknall,0,126,Mick Hucknall,0,0 days 00:01:29.000000000,24
Marklake82,Mick Hucknall,0,127,Noel Edmonds,0,0 days 00:02:53.000000000,4
Marklake82,Noel Edmonds,0,128,Barry Gibb,0,0 days 00:02:04.000000000,5
Marklake82,Barry Gibb,0,129,Cascada,0,0 days 00:05:26.000000000,1
Marklake82,Cascada,0,130,Shotton Colliery,0,0 days 00:03:37.000000000,0
Thewalkingdead1234,Brian Cox (physicist),0,132,Alan Titchmarsh,0,0 days 00:01:48.000000000,3
Thewalkingdead1234,Alan Titchmarsh,0,133,Forrest Gump,0,0 days 00:04:49.000000000,0
WikiApzscoji,Orlando Magic,0,135,User:Seattle,1,0 days 00:13:37.000000000,0
Pooweeheadbum,2008–09 in Argentine football,0,137,Heuilley-le-Grand,0,0 days 00:08:41.000000000,0
Pooweeheadbum,Heuilley-le-Grand,0,138,Flora of China,0,0 days 00:09:46.000000000,1
Pooweeheadbum,Flora of China,0,139,RCAF Station Beaverbank,0,0 days 00:02:59.000000000,0
Joshua scrase3,"Death of Diana, Princess of Wales conspiracy theories",0,141,Alain Boublil,0,0 days 00:09:46.000000000,0
Joshua scrase3,Alain Boublil,0,142,Connor MacLeod,0,0 days 00:03:44.000000000,0
Joshua scrase3,Connor MacLeod,0,143,Academy Awards,0,0 days 00:11:01.000000000,1
Joshua scrase3,Academy Awards,0,144,Juan Sánchez Villa-Lobos Ramírez,0,0 days 00:07:07.000000000,0
Joshua scrase3,Juan Sánchez Villa-Lobos Ramírez,0,145,Juan Sánchez Villa-Lobos Ramírez,0,0 days 00:00:26.000000000,7
124bellrossballer,Cylon War,0,147,"Daytona Beach, Florida",0,0 days 00:06:15.000000000,0
124bellrossballer,"Daytona Beach, Florida",0,148,User:C.Fred,1,0 days 00:04:41.000000000,0
Dick and dom,Waste container,0,150,Angel,0,0 days 00:01:31.000000000,0
Dick and dom,Angel,0,151,Post office,0,0 days 00:02:59.000000000,1
Dick and dom,Post office,0,152,Waste container,0,0 days 01:26:58.000000000,0
Dick and dom,Waste container,0,153,Dick and Dom,0,0 days 00:03:42.000000000,0
Dick and dom,Dick and Dom,0,154,Spider bite,0,0 days 00:09:09.000000000,0
Big fidiot,Mitch McConnell,0,156,Marco Rubio,0,0 days 00:08:40.000000000,5
Rochestersais,Same-sex marriage in the United States,0,159,Same-sex marriage in the United States,0,0 days 00:32:42.000000000,16
Rochestersais,Same-sex marriage in the United States,0,160,User talk:Rochestersais,1,0 days 00:01:13.000000000,-1
Kenshiinalternateform,Boston,0,162,User talk:Gogo Dodo,1,0 days 00:34:35.000000000,0
Gageyboy,Samuel Dickson,0,164,Cry Me a River (Justin Timberlake song),0,0 days 00:01:57.000000000,0
Gageyboy,Cry Me a River (Justin Timberlake song),0,165,Miguel Lopez (soccer),0,0 days 00:02:47.000000000,0
Gageyboy,Miguel Lopez (soccer),0,166,Urination,0,0 days 00:07:06.000000000,0
Gageyboy,Urination,0,167,Wikipedia:Today's featured article/Statistics 2013,1,0 days 00:07:42.000000000,0
Realjrthejerk,Chris Jericho,0,170,Chris Jericho,0,0 days 00:02:31.000000000,36
Realjrthejerk,Chris Jericho,0,171,User talk:94.171.78.238,1,0 days 00:12:11.000000000,-1
Realjrthejerk,User talk:94.171.78.238,1,172,Chris Jericho,0,0 days 00:01:09.000000000,-1
Dick745,Screen burn-in,0,174,Screen burn-in,0,0 days 00:01:37.000000000,6
Dick745,Screen burn-in,0,175,Screen burn-in,0,0 days 00:01:17.000000000,6
Dick745,Screen burn-in,0,176,Screen burn-in,0,0 days 00:03:41.000000000,6
Dick745,Screen burn-in,0,177,User talk:Dick745,1,0 days 00:01:56.000000000,-1
Seidenfisch,Christoph Blocher,0,179,Christoph Blocher,0,0 days 00:03:25.000000000,12
Pooooooo78910,Socialist Ukraine,0,181,Marjorie Okell,0,0 days 00:10:42.000000000,0
Pooooooo78910,Marjorie Okell,0,182,2006 International Fight League,0,0 days 00:10:23.000000000,0
Pooooooo78910,2006 International Fight League,0,183,Wailua Valley State Wayside Park,0,0 days 00:04:26.000000000,0
Pooooooo78910,Wailua Valley State Wayside Park,0,184,Arthur Bignold,0,0 days 00:03:31.000000000,1
Pooooooo78910,Arthur Bignold,0,185,American Geriatrics Society,0,0 days 00:04:27.000000000,1
Pooooooo78910,American Geriatrics Society,0,186,Erich Koellner,0,0 days 00:04:34.000000000,1
Justingiovanni,Jazz,0,188,Casey Affleck,0,0 days 00:25:30.000000000,1
Ajfphgribgiugbuh9807u8,Wikipedia:Help desk,1,190,Wikipedia:Help desk,1,0 days 00:05:43.000000000,3
Datonorad,User:Datonorad,1,192,Jumber Patiashvili,0,0 days 00:21:49.000000000,-1
Datonorad,Jumber Patiashvili,0,193,Mikheil Saakashvili,0,0 days 00:03:08.000000000,2
Datonorad,Mikheil Saakashvili,0,194,Bidzina Ivanishvili,0,0 days 00:04:34.000000000,2
Datonorad,Bidzina Ivanishvili,0,195,Bidzina Ivanishvili,0,0 days 00:02:52.000000000,10
JohnnyGR,User talk:JohnnyGR,1,197,User:JohnnyGR,1,0 days 00:00:18.000000000,-1
JohnnyGR,User:JohnnyGR,1,198,User:Scepia/bibliophile,1,0 days 00:09:08.000000000,-1
JohnnyGR,User:Scepia/bibliophile,1,199,User talk:JohnnyGR,1,9 days 21:42:39.000000000,-1
JohnnyGR,User talk:JohnnyGR,1,200,User:JohnnyGR/sandbox,1,0 days 00:00:44.000000000,-1
JohnnyGR,User:JohnnyGR/sandbox,1,201,User:JohnnyGR/sandbox,1,0 days 00:00:14.000000000,1
JohnnyGR,User:JohnnyGR/sandbox,1,202,User:JohnnyGR/sandbox,1,0 days 00:00:16.000000000,1
JohnnyGR,User:JohnnyGR/sandbox,1,203,User:JohnnyGR/sandbox,1,0 days 00:00:12.000000000,1
JohnnyGR,User:JohnnyGR/sandbox,1,204,User:JohnnyGR/sandbox,1,0 days 00:00:11.000000000,1
JohnnyGR,User:JohnnyGR/sandbox,1,205,User:JohnnyGR/sandbox,1,0 days 00:00:17.000000000,1
JohnnyGR,User:JohnnyGR/sandbox,1,206,User:JohnnyGR/sandbox,1,0 days 00:00:13.000000000,1
JohnnyGR,User:JohnnyGR/sandbox,1,207,User:Snotbot/control,1,0 days 00:01:20.000000000,-1
JohnnyGR,User:Snotbot/control,1,208,User talk:JohnnyGR,1,0 days 17:02:35.000000000,-1
JohnnyGR,User talk:JohnnyGR,1,209,Wikipedia:Administrators' noticeboard/Edit warring,1,0 days 00:06:25.000000000,-1
JohnnyGR,Wikipedia:Administrators' noticeboard/Edit warring,1,210,Wikipedia:Articles for deletion/List of National Express Coventry bus routes,1,0 days 00:15:11.000000000,-1
HelloManDan,Peter Gay,0,212,Peter Gay,0,0 days 00:02:21.000000000,21
HelloManDan,Peter Gay,0,213,Peter Dixon,0,0 days 00:04:17.000000000,1
Taurtistank,Peter Gay,0,215,Peter Gay,0,0 days 00:02:44.000000000,21
Taurtistank,Peter Gay,0,216,Warwick,0,0 days 00:02:49.000000000,1
Taurtistank,Warwick,0,217,Peter Dixon,0,0 days 00:04:30.000000000,0
Taurtistank,Peter Dixon,0,218,Peter Dixon,0,0 days 00:01:41.000000000,14
CallumCiappelli,Nickname,0,220,Nickname,0,0 days 00:05:20.000000000,7
CallumCiappelli,Nickname,0,221,Suzanne Lappin,0,0 days 00:02:48.000000000,0
CallumCiappelli,Suzanne Lappin,0,222,User talk:EncMstr,1,0 days 22:52:09.000000000,-1
CallumCiappelli,User talk:EncMstr,1,223,Lick Observatory,0,0 days 00:06:03.000000000,-1
CallumCiappelli,Lick Observatory,0,224,A Chorus Line,0,0 days 00:04:56.000000000,0
CallumCiappelli,A Chorus Line,0,225,User talk:CallumCiappelli,1,0 days 00:05:03.000000000,-1
Warhead359,Rhode Island,0,227,Rhode Island,0,0 days 00:00:41.000000000,30
Warhead359,Rhode Island,0,228,Rhode Island,0,0 days 00:00:30.000000000,30
Warhead359,Rhode Island,0,229,Rhode Island,0,0 days 00:00:00.000000000,30
Warhead359,Rhode Island,0,230,Rhode Island,0,0 days 00:02:48.000000000,30
Hdskumm,Integrity 2000,0,232,Integrity 2000,0,0 days 00:00:28.000000000,5
Hdskumm,Integrity 2000,0,233,Integrity 2000,0,0 days 00:00:49.000000000,5
Hdskumm,Integrity 2000,0,234,Integrity 2000,0,0 days 00:05:13.000000000,5
Hdskumm,Integrity 2000,0,235,Integrity 2000,0,0 days 00:04:28.000000000,5
Hdskumm,Integrity 2000,0,236,Integrity 2000,0,0 days 00:00:12.000000000,5
Hdskumm,Integrity 2000,0,237,Integrity 2000,0,0 days 00:00:13.000000000,5
Hdskumm,Integrity 2000,0,238,Integrity 2000,0,0 days 00:00:15.000000000,5
Hdskumm,Integrity 2000,0,239,Integrity 2000,0,0 days 00:00:11.000000000,5
Hdskumm,Integrity 2000,0,240,Integrity 2000,0,0 days 00:00:20.000000000,5
Hdskumm,Integrity 2000,0,241,Integrity 2000,0,0 days 00:00:18.000000000,5
Hdskumm,Integrity 2000,0,242,Integrity 2000,0,0 days 00:00:14.000000000,5
Hdskumm,Integrity 2000,0,243,Integrity 2000,0,0 days 00:00:10.000000000,5
Hdskumm,Integrity 2000,0,244,Integrity (band),0,3 days 10:44:15.000000000,1
Hdskumm,Integrity (band),0,245,Integrity (band),0,0 days 01:04:35.000000000,10
Tg3wwt,2014 FIFA World Cup qualification (CONMEBOL),0,247,2014 FIFA World Cup qualification (CONMEBOL),0,0 days 00:00:55.000000000,7
Tg3wwt,2014 FIFA World Cup qualification (CONMEBOL),0,248,2014 FIFA World Cup qualification (CONMEBOL),0,0 days 00:00:44.000000000,7
Tg3wwt,2014 FIFA World Cup qualification (CONMEBOL),0,249,2014 FIFA World Cup qualification (CONMEBOL),0,0 days 00:00:23.000000000,7
Tg3wwt,2014 FIFA World Cup qualification (CONMEBOL),0,250,2014 FIFA World Cup qualification (CONMEBOL),0,0 days 00:00:36.000000000,7
Tg3wwt,2014 FIFA World Cup qualification (CONMEBOL),0,251,2014 FIFA World Cup qualification (CONMEBOL),0,0 days 00:00:39.000000000,7
Tg3wwt,2014 FIFA World Cup qualification (CONMEBOL),0,252,2014 FIFA World Cup qualification (UEFA),0,0 days 00:01:26.000000000,1
Tg3wwt,2014 FIFA World Cup qualification (UEFA),0,253,2014 FIFA World Cup qualification (UEFA),0,0 days 00:00:29.000000000,6
Tg3wwt,2014 FIFA World Cup qualification (UEFA),0,254,2014 FIFA World Cup qualification (UEFA),0,0 days 00:00:39.000000000,6
Tg3wwt,2014 FIFA World Cup qualification (UEFA),0,255,2014 FIFA World Cup qualification (UEFA),0,0 days 00:00:37.000000000,6
LottieLane,Nancy Hayton,0,257,Darren Osborne,0,0 days 00:01:29.000000000,3
ZH*TSTORM,User talk:WayKurat,1,259,2015 Southeast Asian Games,0,0 days 00:00:05.000000000,0
ZH*TSTORM,2015 Southeast Asian Games,0,260,Shadowgun: Deadzone,1,0 days 00:00:01.000000000,0
ZH*TSTORM,Shadowgun: Deadzone,1,261,Democratic Party (Mongolia),0,0 days 00:00:05.000000000,0
ZH*TSTORM,Democratic Party (Mongolia),0,262,Union Solidarity and Development Party,0,0 days 00:00:09.000000000,0
ZH*TSTORM,Union Solidarity and Development Party,0,263,Pinterest,0,0 days 00:00:01.000000000,0
ZH*TSTORM,Pinterest,0,264,Selena Gomez & the Scene,0,0 days 00:00:29.000000000,0
Bumbumneg,Timothy Lester,0,266,Timothy Lester,0,0 days 00:06:07.000000000,7
Bumbumneg,Timothy Lester,0,267,Timothy Lester,0,0 days 00:02:35.000000000,7
Bumbumneg,Timothy Lester,0,268,Timothy Lester,0,0 days 00:01:45.000000000,7
Conglomerate of JRs piles,Australian 4WD Action,0,270,Talk:Australian 4WD Action,1,0 days 00:02:27.000000000,0
Conglomerate of JRs piles,Talk:Australian 4WD Action,1,271,Australian 4WD Action,0,0 days 00:07:41.000000000,0
Conglomerate of JRs piles,Australian 4WD Action,0,272,Australian 4WD Action,0,0 days 00:12:18.000000000,9
Conglomerate of JRs piles,Australian 4WD Action,0,273,Australian 4WD Action,0,0 days 00:23:37.000000000,9
Conglomerate of JRs piles,Australian 4WD Action,0,274,Talk:Australian 4WD Action,1,0 days 00:04:46.000000000,0
Conglomerate of JRs piles,Talk:Australian 4WD Action,1,275,Australian 4WD Action,0,0 days 00:00:49.000000000,0
Knowledgeball,Maksim Gelman stabbing spree,0,277,Scottish Football Association,0,16 days 17:56:32.000000000,0
Knowledgeball,Scottish Football Association,0,278,Scottish Football Association,0,0 days 00:01:35.000000000,7
Knowledgeball,Scottish Football Association,0,279,Scottish Football Association,0,0 days 00:13:48.000000000,7
Knowledgeball,Scottish Football Association,0,280,Doc Watson (album),0,0 days 00:10:05.000000000,0
Alex22roma,Pep Guardiola,0,282,Massimo Maccarone,0,0 days 00:04:24.000000000,2
Alex22roma,Massimo Maccarone,0,283,Massimo Maccarone,0,0 days 00:00:16.000000000,26
Alex22roma,Massimo Maccarone,0,284,Massimo Maccarone,0,0 days 00:00:42.000000000,26
Alex22roma,Massimo Maccarone,0,285,Massimo Maccarone,0,0 days 00:00:35.000000000,26
Alex22roma,Massimo Maccarone,0,286,Massimo Maccarone,0,0 days 00:00:41.000000000,26
Alex22roma,Massimo Maccarone,0,287,Pep Guardiola,0,0 days 00:02:19.000000000,2
Alex22roma,Pep Guardiola,0,288,Pep Guardiola,0,0 days 00:01:24.000000000,58
Alex22roma,Pep Guardiola,0,289,Pep Guardiola,0,0 days 00:00:21.000000000,58
Alex22roma,Pep Guardiola,0,290,Pep Guardiola,0,0 days 00:00:51.000000000,58
SwaggaMoney,"Destin, Florida",0,293,Fort Walton Beach High School,0,0 days 00:04:36.000000000,1
SwaggaMoney,Fort Walton Beach High School,0,294,Fort Walton Beach High School,0,0 days 00:03:47.000000000,8
SwaggaMoney,Fort Walton Beach High School,0,295,Fort Walton Beach High School,0,0 days 00:02:18.000000000,8
SwaggaMoney,Fort Walton Beach High School,0,296,Fort Walton Beach High School,0,0 days 00:03:57.000000000,8
SwaggaMoney,Fort Walton Beach High School,0,297,Choctawhatchee High School,0,0 days 00:04:29.000000000,5
SwaggaMoney,Choctawhatchee High School,0,298,Choctawhatchee High School,0,0 days 00:00:26.000000000,8
SwaggaMoney,Choctawhatchee High School,0,299,Kook,0,0 days 00:02:23.000000000,0
SwaggaMoney,Kook,0,300,Yolo,0,0 days 00:00:46.000000000,3
SwaggaMoney,Yolo,0,301,Ratchet,0,0 days 00:09:42.000000000,3
SwaggaMoney,Ratchet,0,302,Ratchet,0,0 days 00:02:36.000000000,3
Raad -10,Shweta Kawatra,0,304,Shweta Kawatra,0,0 days 00:02:20.000000000,8
Raad -10,Shweta Kawatra,0,305,Shweta Kawatra,0,0 days 00:00:53.000000000,8
Raad -10,Shweta Kawatra,0,306,Shweta Tiwari,0,0 days 00:08:51.000000000,5
Raad -10,Shweta Tiwari,0,307,Shweta Tiwari,0,0 days 01:13:09.000000000,15
Theweekenderswastrash,Ginger Kids,0,309,Recess (TV series),0,0 days 00:02:48.000000000,0
Theweekenderswastrash,Recess (TV series),0,310,Recess (TV series),0,0 days 00:01:14.000000000,19
Theweekenderswastrash,Recess (TV series),0,311,Damian Lillard,0,0 days 00:04:07.000000000,0
Theweekenderswastrash,Damian Lillard,0,312,Damian Lillard,0,0 days 00:00:23.000000000,9
Theweekenderswastrash,Damian Lillard,0,313,Recess (TV series),0,0 days 00:01:04.000000000,0
Theweekenderswastrash,Recess (TV series),0,314,Recess (TV series),0,0 days 00:01:51.000000000,19
Theweekenderswastrash,Recess (TV series),0,315,Recess (TV series),0,0 days 00:00:24.000000000,19
Theweekenderswastrash,Recess (TV series),0,316,Recess (TV series),0,0 days 00:01:05.000000000,19
Vallpages,Wikipedia:Wikipediholism test,1,318,Wikipedia:Wikipediholism test,1,0 days 00:01:25.000000000,1
Vallpages,Wikipedia:Wikipediholism test,1,319,Sly Cooper,0,0 days 00:17:19.000000000,0
Vallpages,Sly Cooper,0,320,Sly Cooper,0,0 days 00:02:39.000000000,7
Vallpages,Sly Cooper,0,321,Sly Cooper,0,0 days 00:01:51.000000000,7
Vallpages,Sly Cooper,0,322,Sly Cooper,0,0 days 00:01:24.000000000,7
Vallpages,Sly Cooper,0,323,User:Ducknish,1,0 days 00:01:02.000000000,0
Vallpages,User:Ducknish,1,324,User:Ducknish,1,0 days 00:04:27.000000000,13
