username1,pagetitle1,meta1,counter,pagetitle2,meta2,timedifference,commoncategories
Ehhetv,Tallinn,0,92,Nõmme,0,4 days 17:15:32.000000000,3
Ehhetv,Nõmme,0,93,Nõmme,0,0 days 00:00:45.000000000,5
Ehhetv,Nõmme,0,94,Pääsküla,0,0 days 00:01:48.000000000,2
Ehhetv,Pääsküla,0,95,Stadler FLIRT,0,0 days 00:09:35.000000000,2
Ehhetv,Stadler FLIRT,0,96,Venice of the North,0,0 days 03:55:09.000000000,0
Ehhetv,Venice of the North,0,97,List of cities proper by population,0,2 days 00:42:48.000000000,0
Ehhetv,List of cities proper by population,0,98,Peter (given name),0,5 days 01:04:41.000000000,0
Ehhetv,Peter (given name),0,99,Christina (given name),0,0 days 00:07:18.000000000,2
Ehhetv,Christina (given name),0,100,Christopher,0,0 days 00:03:55.000000000,4
Ehhetv,Christopher,0,101,Alan (given name),0,0 days 00:02:52.000000000,0
Ehhetv,Alan (given name),0,102,Mary (given name),0,0 days 00:08:30.000000000,0
Ehhetv,Mary (given name),0,103,Mary (given name),0,0 days 00:00:58.000000000,5
Ehhetv,Mary (given name),0,104,European hip hop,0,3 days 10:20:22.000000000,0
Ehhetv,European hip hop,0,105,List of tallest buildings in the Baltic states,0,6 days 09:08:46.000000000,0
Ehhetv,List of tallest buildings in the Baltic states,0,106,List of tallest buildings in the Baltic states,0,0 days 00:06:51.000000000,5
Ehhetv,List of tallest buildings in the Baltic states,0,107,List of tallest buildings in the Baltic states,0,0 days 00:00:18.000000000,5
Ehhetv,List of tallest buildings in the Baltic states,0,108,The Bling Ring,0,2 days 00:32:54.000000000,0
Ehhetv,The Bling Ring,0,109,User:Ehhetv,1,1 days 22:58:17.000000000,0
Ehhetv,User:Ehhetv,1,110,Crown (currency),0,3 days 01:41:25.000000000,0
Ehhetv,Crown (currency),0,111,Longest words,0,4 days 18:37:51.000000000,0
Ehhetv,Longest words,0,112,Longest words,0,0 days 00:01:59.000000000,19
Ehhetv,Longest words,0,113,Longest words,0,0 days 00:02:36.000000000,19
Ehhetv,Longest words,0,114,Longest words,0,0 days 00:02:08.000000000,19
Ehhetv,Longest words,0,115,Longest words,0,0 days 00:03:16.000000000,19
Ehhetv,Longest words,0,116,Tallinn,0,0 days 00:34:11.000000000,2
Ehhetv,Tallinn,0,117,Francis Lawrence,0,7 days 22:11:23.000000000,0
Ehhetv,Francis Lawrence,0,118,List of most viewed YouTube videos,0,5 days 02:35:14.000000000,0
Ehhetv,List of most viewed YouTube videos,0,119,Blk. (water),0,12 days 04:46:24.000000000,0
Ehhetv,Blk. (water),0,120,Tallinn,0,3 days 01:53:19.000000000,0
Ehhetv,Tallinn,0,121,Longest words,0,1 days 22:35:44.000000000,2
Ehhetv,Longest words,0,122,Afro-Russian,0,4 days 00:21:58.000000000,1
Ehhetv,Afro-Russian,0,123,Estonian language,0,1 days 00:47:21.000000000,2
Ehhetv,Estonian language,0,124,Nigger,0,2 days 01:26:46.000000000,1
Ehhetv,Nigger,0,125,Tallinn,0,7 days 23:18:06.000000000,4
Ehhetv,Tallinn,0,126,Baltic states,0,0 days 00:02:53.000000000,3
Ehhetv,Baltic states,0,127,List of cities in the Baltic states by population,0,0 days 00:02:35.000000000,0
Ehhetv,List of cities in the Baltic states by population,0,128,List of cities in the Baltic states by population,0,0 days 00:00:25.000000000,8
Ehhetv,List of cities in the Baltic states by population,0,129,List of tallest buildings in the Baltic states,0,10 days 22:45:20.000000000,1
Ehhetv,List of tallest buildings in the Baltic states,0,130,List of the oldest schools in the world,0,11 days 22:46:38.000000000,0
Ehhetv,List of the oldest schools in the world,0,131,List of European countries by average wage,0,3 days 03:29:21.000000000,3
Ehhetv,List of European countries by average wage,0,132,List of European countries by average wage,0,0 days 01:00:56.000000000,11
Ehhetv,List of European countries by average wage,0,133,List of European countries by average wage,0,0 days 21:05:46.000000000,11
Ehhetv,List of European countries by average wage,0,134,Estonian Song Festival,0,62 days 16:54:29.000000000,0
Ehhetv,Estonian Song Festival,0,135,Estonian Song Festival,0,1 days 21:09:52.000000000,9
Ehhetv,Estonian Song Festival,0,136,Estonian Song Festival,0,0 days 00:17:23.000000000,9
Ehhetv,Estonian Song Festival,0,137,Estonian Song Festival,0,1 days 23:27:38.000000000,9
Ehhetv,Estonian Song Festival,0,138,Estonian Song Festival,0,0 days 00:01:05.000000000,9
Ehhetv,Estonian Song Festival,0,139,Taavi,0,4 days 13:24:30.000000000,0
Ehhetv,Taavi,0,140,Pirita,0,6 days 22:32:58.000000000,0
Ehhetv,Pirita,0,141,Kadriorg,0,0 days 00:08:47.000000000,3
Ehhetv,Kadriorg,0,142,Kadriorg,0,0 days 00:03:20.000000000,13
Ehhetv,Kadriorg,0,143,Nõmme,0,0 days 00:02:52.000000000,3
Ehhetv,Nõmme,0,144,Kakumäe,0,0 days 00:01:41.000000000,2
Ehhetv,Kakumäe,0,145,Miiduranna,0,0 days 00:06:57.000000000,2
Ehhetv,Miiduranna,0,146,Merivälja,0,0 days 00:02:49.000000000,2
Ehhetv,Merivälja,0,147,Stocksund,0,0 days 00:19:41.000000000,2
Ehhetv,Stocksund,0,148,Silicon Vikings,0,1 days 07:44:40.000000000,0
Ehhetv,Silicon Vikings,0,149,Stocksund,0,18 days 01:46:42.000000000,0
Ehhetv,Stocksund,0,150,Järve Centre,0,0 days 06:21:05.000000000,2
Ehhetv,Järve Centre,0,151,Rimi Baltic,0,0 days 00:06:30.000000000,0
Ehhetv,Rimi Baltic,0,152,List of tallest buildings in the European Union,0,1 days 05:19:21.000000000,0
Ehhetv,List of tallest buildings in the European Union,0,153,Ziad Fazah,0,4 days 02:57:30.000000000,0
Ehhetv,Ziad Fazah,0,154,H&M,0,16 days 16:16:52.000000000,0
Ehhetv,H&M,0,155,List of tallest buildings in the European Union,0,35 days 02:42:49.000000000,1
Ehhetv,List of tallest buildings in the European Union,0,156,List of tallest buildings in the Baltic states,0,0 days 00:07:36.000000000,0
Ehhetv,List of tallest buildings in the Baltic states,0,157,List of tallest buildings in the Baltic states,0,0 days 00:06:51.000000000,5
Ehhetv,List of tallest buildings in the Baltic states,0,158,List of tallest buildings in the Baltic states,0,0 days 00:01:16.000000000,5
Ehhetv,List of tallest buildings in the Baltic states,0,159,List of most widely spoken languages (by number of countries),0,14 days 00:13:19.000000000,0
Ehhetv,List of most widely spoken languages (by number of countries),0,160,List of most widely spoken languages (by number of countries),0,0 days 00:00:19.000000000,6
My1xT,User:My1xT,1,162,User:My1xT,1,0 days 00:03:03.000000000,1
My1xT,User:My1xT,1,163,User:My1xT/ComID/No.01,1,0 days 00:07:44.000000000,-1
My1xT,User:My1xT/ComID/No.01,1,164,User:My1xT/ComID,1,0 days 00:00:52.000000000,-1
My1xT,User:My1xT/ComID,1,165,User:My1xT,1,0 days 00:00:58.000000000,-1
My1xT,User:My1xT,1,166,User talk:My1xT,1,0 days 00:01:32.000000000,-1
My1xT,User talk:My1xT,1,167,User talk:My1,1,0 days 00:08:07.000000000,-1
My1xT,User talk:My1,1,168,User:My1xT,1,2 days 20:07:09.000000000,-1
My1xT,User:My1xT,1,169,User:My1xT,1,0 days 00:05:23.000000000,1
My1xT,User:My1xT,1,170,User:My1xT,1,0 days 00:04:17.000000000,1
My1xT,User:My1xT,1,171,User:My1,1,0 days 00:08:26.000000000,0
My1xT,User:My1,1,172,User:My1,1,0 days 00:01:47.000000000,6
My1xT,User:My1,1,173,User talk:Launchballer/archive/2013/1-100,1,6 days 18:59:52.000000000,0
My1xT,User talk:Launchballer/archive/2013/1-100,1,174,Majestic Prince (manga),0,16 days 20:30:34.000000000,0
My1xT,Majestic Prince (manga),0,175,Talk:Miyuki Sawashiro,1,5 days 05:22:15.000000000,0
My1xT,Talk:Miyuki Sawashiro,1,176,User:My1,1,37 days 20:07:18.000000000,0
My1xT,User:My1,1,177,Scarlet (color),0,4 days 04:31:07.000000000,0
My1xT,Scarlet (color),0,178,Wikipedia:Changing username/Usurpations,1,5 days 17:53:19.000000000,0
My1xT,Wikipedia:Changing username/Usurpations,1,179,Wikipedia:Changing username/Usurpations,1,4 days 00:02:49.000000000,3
My1xT,Wikipedia:Changing username/Usurpations,1,180,Wikipedia:Changing username/Usurpations,1,0 days 00:04:02.000000000,3
My1xT,Wikipedia:Changing username/Usurpations,1,181,Wikipedia:Changing username/Usurpations,1,0 days 00:22:53.000000000,3
My1xT,Wikipedia:Changing username/Usurpations,1,182,Wikipedia:Changing username/Usurpations,1,0 days 00:01:07.000000000,3
My1xT,Wikipedia:Changing username/Usurpations,1,183,Wikipedia:Changing username/Usurpations,1,0 days 00:26:04.000000000,3
My1xT,Wikipedia:Changing username/Usurpations,1,184,Wikipedia:Changing username/Usurpations,1,0 days 00:02:07.000000000,3
My1xT,Wikipedia:Changing username/Usurpations,1,185,Wikipedia:Changing username/Usurpations,1,0 days 00:05:47.000000000,3
My1xT,Wikipedia:Changing username/Usurpations,1,186,Mushibugyo,0,5 days 03:00:10.000000000,0
My1xT,Mushibugyo,0,187,Wikipedia:Articles for deletion/Creepypasta (2nd nomination),1,6 days 00:02:05.000000000,-1
My1xT,Wikipedia:Articles for deletion/Creepypasta (2nd nomination),1,188,Wikipedia:Articles for deletion/Creepypasta (2nd nomination),1,0 days 00:00:28.000000000,-1
My1xT,Wikipedia:Articles for deletion/Creepypasta (2nd nomination),1,189,Creepypasta,0,6 days 19:01:52.000000000,-1
My1xT,Creepypasta,0,190,List of Internet phenomena,0,0 days 00:04:00.000000000,1
My1xT,List of Internet phenomena,0,191,User talk:My1,1,2 days 03:09:07.000000000,-1
My1xT,User talk:My1,1,192,Animelo Summer Live,0,0 days 20:52:22.000000000,-1
My1xT,Animelo Summer Live,0,193,Love Live!,0,4 days 04:56:59.000000000,1
My1xT,Love Live!,0,194,List of Hyperdimension Neptunia: The Animation episodes,1,56 days 20:10:53.000000000,2
My1xT,List of Hyperdimension Neptunia: The Animation episodes,1,195,Wikipedia:Templates for discussion/Log/2013 September 16,1,7 days 23:53:40.000000000,0
My1xT,Wikipedia:Templates for discussion/Log/2013 September 16,1,196,Talk:Free! (anime),1,287 days 23:29:09.000000000,0
Niranjansarkar,User:Niranjansarkar,1,198,User:Niranjansarkar,1,0 days 00:00:29.000000000,-1
Niranjansarkar,User:Niranjansarkar,1,199,Beher (poetry),0,0 days 00:08:07.000000000,-1
Niranjansarkar,Beher (poetry),0,200,Beher (poetry),0,0 days 00:16:48.000000000,8
Niranjansarkar,Beher (poetry),0,201,Beher (poetry),0,0 days 00:00:30.000000000,8
Niranjansarkar,Beher (poetry),0,202,Beher (poetry),0,0 days 00:11:34.000000000,8
Niranjansarkar,Beher (poetry),0,203,Beher (poetry),0,0 days 00:01:23.000000000,8
Niranjansarkar,Beher (poetry),0,204,Beher (poetry),0,0 days 00:01:13.000000000,8
Niranjansarkar,Beher (poetry),0,205,Beher (poetry),0,0 days 00:10:37.000000000,8
Niranjansarkar,Beher (poetry),0,206,Beher (poetry),0,0 days 00:03:39.000000000,8
Niranjansarkar,Beher (poetry),0,207,Beher (poetry),0,0 days 00:33:26.000000000,8
Runningonfaith,2013 Bangladesh riots,0,209,Wildlife of Bangladesh,0,0 days 00:07:57.000000000,0
Runningonfaith,Wildlife of Bangladesh,0,210,User:Runningonfaith,1,12 days 23:05:56.000000000,-1
Runningonfaith,User:Runningonfaith,1,211,User:Runningonfaith,1,0 days 00:04:25.000000000,-1
Runningonfaith,User:Runningonfaith,1,212,Tourism in Bangladesh,0,0 days 00:17:45.000000000,-1
Runningonfaith,Tourism in Bangladesh,0,213,Wildlife of Bangladesh,0,0 days 00:17:23.000000000,0
Runningonfaith,Wildlife of Bangladesh,0,214,1971 Bangladesh genocide,0,0 days 00:53:13.000000000,0
Runningonfaith,1971 Bangladesh genocide,0,215,Martyred Intellectuals Memorial,0,0 days 00:05:30.000000000,2
Runningonfaith,Martyred Intellectuals Memorial,0,216,Sandakphu,0,0 days 00:54:54.000000000,1
Runningonfaith,Sandakphu,0,217,Mukti Bahini,0,1 days 18:14:17.000000000,0
Runningonfaith,Mukti Bahini,0,218,Mukti Bahini,0,0 days 00:48:09.000000000,6
Runningonfaith,Mukti Bahini,0,219,Mukti Bahini,0,0 days 02:01:58.000000000,6
Runningonfaith,Mukti Bahini,0,220,Mukti Bahini,0,0 days 17:24:57.000000000,6
Runningonfaith,Mukti Bahini,0,221,Mukti Bahini,0,3 days 06:09:42.000000000,6
Runningonfaith,Mukti Bahini,0,222,Mukti Bahini,0,0 days 00:01:35.000000000,6
Runningonfaith,Mukti Bahini,0,223,Pohela Boishakh,0,12 days 02:36:24.000000000,1
Runningonfaith,Pohela Boishakh,0,224,Pohela Boishakh,0,0 days 00:10:39.000000000,21
Runningonfaith,Pohela Boishakh,0,225,Pohela Boishakh,0,0 days 00:18:05.000000000,21
Runningonfaith,Pohela Boishakh,0,226,Pohela Boishakh,0,0 days 00:00:28.000000000,21
Runningonfaith,Pohela Boishakh,0,227,Pohela Boishakh,0,0 days 00:00:34.000000000,21
Runningonfaith,Pohela Boishakh,0,228,Pohela Boishakh,0,0 days 00:07:00.000000000,21
Runningonfaith,Pohela Boishakh,0,229,Pohela Boishakh,0,0 days 00:33:09.000000000,21
Runningonfaith,Pohela Boishakh,0,230,Ghulam Azam,0,92 days 15:29:50.000000000,1
Runningonfaith,Ghulam Azam,0,231,Nicolás Gaitán,0,339 days 18:31:55.000000000,1
Runningonfaith,Nicolás Gaitán,0,232,Ander Herrera,0,3 days 17:25:30.000000000,6
Runningonfaith,Ander Herrera,0,233,Ander Herrera,0,0 days 00:07:33.000000000,30
Runningonfaith,Ander Herrera,0,234,Ander Herrera,0,0 days 00:02:01.000000000,30
Runningonfaith,Ander Herrera,0,235,"Michael Keane (footballer, born 1993)",0,37 days 21:43:26.000000000,4
Runningonfaith,"Michael Keane (footballer, born 1993)",0,236,East Pakistan,0,5 days 01:31:10.000000000,0
Zvezda Soyuz,University of Wollongong,0,238,University of Wollongong,0,0 days 23:35:30.000000000,9
Zvezda Soyuz,University of Wollongong,0,239,University of Wollongong,0,0 days 00:20:07.000000000,9
Zvezda Soyuz,University of Wollongong,0,240,University of Wollongong,0,0 days 00:18:33.000000000,9
Zvezda Soyuz,University of Wollongong,0,241,University of Wollongong,0,0 days 00:01:32.000000000,9
Zvezda Soyuz,University of Wollongong,0,242,University of Wollongong,0,0 days 00:10:37.000000000,9
Zvezda Soyuz,University of Wollongong,0,243,University of Wollongong,0,0 days 00:04:17.000000000,9
Zvezda Soyuz,University of Wollongong,0,244,University of Wollongong,0,0 days 19:29:36.000000000,9
Zvezda Soyuz,University of Wollongong,0,245,University of Wollongong,0,0 days 00:04:39.000000000,9
Zvezda Soyuz,University of Wollongong,0,246,University of Wollongong,0,0 days 00:00:46.000000000,9
Zvezda Soyuz,University of Wollongong,0,247,Wollongong Undergraduate Students' Association,0,0 days 01:39:43.000000000,1
Zvezda Soyuz,Wollongong Undergraduate Students' Association,0,248,Wollongong Undergraduate Students' Association,0,0 days 00:00:42.000000000,4
Zvezda Soyuz,Wollongong Undergraduate Students' Association,0,249,University of Western Australia Student Guild,0,0 days 00:01:22.000000000,1
Zvezda Soyuz,University of Western Australia Student Guild,0,250,University of Western Australia Student Guild,0,0 days 00:01:12.000000000,4
Zvezda Soyuz,University of Western Australia Student Guild,0,251,University of Western Australia Student Guild,0,0 days 00:00:54.000000000,4
Zvezda Soyuz,University of Western Australia Student Guild,0,252,Wollongong Undergraduate Students' Association,0,0 days 00:01:37.000000000,1
Zvezda Soyuz,Wollongong Undergraduate Students' Association,0,253,Wollongong Undergraduate Students' Association,0,0 days 00:04:24.000000000,4
Zvezda Soyuz,Wollongong Undergraduate Students' Association,0,254,Wollongong Undergraduate Students' Association,0,0 days 00:00:56.000000000,4
Zvezda Soyuz,Wollongong Undergraduate Students' Association,0,255,University of Wollongong Titans,0,0 days 00:08:39.000000000,1
Zvezda Soyuz,University of Wollongong Titans,0,256,List of University of Wollongong people,0,0 days 00:03:53.000000000,1
Zvezda Soyuz,List of University of Wollongong people,0,257,University of Wollongong,0,0 days 00:02:24.000000000,1
Zvezda Soyuz,University of Wollongong,0,258,University of Wollongong,0,0 days 00:00:52.000000000,9
Zvezda Soyuz,University of Wollongong,0,259,"International House, University of Wollongong",0,0 days 00:27:08.000000000,2
Zvezda Soyuz,"International House, University of Wollongong",0,260,University of Wollongong,0,0 days 23:55:32.000000000,2
Zvezda Soyuz,University of Wollongong,0,261,Academic grading in South Korea,0,0 days 04:08:28.000000000,0
Zvezda Soyuz,Academic grading in South Korea,0,262,Academic grading in South Korea,0,0 days 00:01:27.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,263,Academic grading in South Korea,0,0 days 00:02:30.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,264,Academic grading in South Korea,0,0 days 00:03:22.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,265,Academic grading in South Korea,0,0 days 00:05:02.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,266,Academic grading in South Korea,0,0 days 00:00:34.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,267,Academic grading in South Korea,0,0 days 00:02:51.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,268,Academic grading in South Korea,0,0 days 17:30:13.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,269,Academic grading in South Korea,0,0 days 00:01:28.000000000,2
Zvezda Soyuz,Academic grading in South Korea,0,270,INTI International University,0,0 days 00:06:06.000000000,0
Zvezda Soyuz,INTI International University,0,271,User talk:Zvezda Soyuz,1,0 days 01:52:30.000000000,0
Zvezda Soyuz,User talk:Zvezda Soyuz,1,272,University of Wollongong,0,0 days 01:34:22.000000000,0
Zvezda Soyuz,University of Wollongong,0,273,INTI International University,0,0 days 00:34:41.000000000,1
Zvezda Soyuz,INTI International University,0,274,File:INTI International University Logo.png,1,0 days 00:08:22.000000000,0
Zvezda Soyuz,File:INTI International University Logo.png,1,275,INTI International University,0,0 days 00:05:57.000000000,0
Zvezda Soyuz,INTI International University,0,276,File:INTI International University Logo.png,1,0 days 00:03:43.000000000,0
Zvezda Soyuz,File:INTI International University Logo.png,1,277,File:INTI International University Logo.png,1,0 days 00:07:55.000000000,4
Zvezda Soyuz,File:INTI International University Logo.png,1,278,University of Wollongong,0,0 days 04:32:18.000000000,0
Zvezda Soyuz,University of Wollongong,0,279,University of Wollongong,0,0 days 00:39:38.000000000,9
Zvezda Soyuz,University of Wollongong,0,280,University of Wollongong,0,0 days 00:10:57.000000000,9
Zvezda Soyuz,University of Wollongong,0,281,University of Wollongong,0,0 days 00:09:51.000000000,9
Zvezda Soyuz,University of Wollongong,0,282,University of Wollongong,0,0 days 00:07:41.000000000,9
Zvezda Soyuz,University of Wollongong,0,283,University of Wollongong,0,0 days 00:06:56.000000000,9
Zvezda Soyuz,University of Wollongong,0,284,University of Wollongong,0,1 days 00:52:36.000000000,9
Zvezda Soyuz,University of Wollongong,0,285,University of Wollongong,0,1 days 14:24:37.000000000,9
Zvezda Soyuz,University of Wollongong,0,286,University of Wollongong,0,0 days 00:04:36.000000000,9
