username1,pagetitle1,pagetitle2,counter
Drlf,Influenza,Talk:Duets (TV series),3468
Drlf,Talk:Duets (TV series),Talk:National Lift Tower,3469
Drlf,Talk:National Lift Tower,Talk:Syrian Civil War,3470
Drlf,Talk:President of the Republic of Texas,File talk:Lebanon (orthographic projection).svg,3478
Drlf,File talk:Lebanon (orthographic projection).svg,Talk:Tubule,3479
Drlf,Talk:Tubule,Talk:Texas secession movements,3480
Drlf,American Civil War,File talk:Syrian Civil War.svg,3487
Drlf,File talk:Syrian Civil War.svg,John Lennon,3488
Robbieranger,User talk:Robbieranger,ECW (WWE),3507
Robbieranger,Talk:St James' Park,User talk:Leaky caldron,3514
Robbieranger,User talk:Leaky caldron,Liberty Professionals F.C.,3515
Triplejdawg3000,Ryse: Son of Rome,User:DavidLeighEllis/TalkPageArchiveOne,3599
Solomon Mercado3,Japeth Aguilar,User talk:Solomon Mercado3,3601
IPhonehurricane95,Hurricane Marty (2003),Hurricane Philippe (2011),3661
IPhonehurricane95,Hurricane Ophelia (2011),Hurricane Ignacio (1979),3671
IPhonehurricane95,User talk:IPhonehurricane95,Typhoon Grace (1959),3750
IPhonehurricane95,Hurricane Earl (2010),Tropical Storm Ingrid (2007),3765
IPhonehurricane95,User talk:187.113.88.236,Typhoon Gay (1992),3826
IPhonehurricane95,Typhoon Ruby (1988),Typhoon Seth (1994),3831
IPhonehurricane95,Portal:Tropical cyclones/Selected article/18,1994 PTS,3852
IPhonehurricane95,1994 PTS,Typhoon Flo (1990),3853
IPhonehurricane95,Typhoon Bart (1999),User talk:69.14.44.220,3860
IPhonehurricane95,Typhoon Lynn (1987),Typhoon Orchid (1994),3874
IPhonehurricane95,Typhoon Peggy,Hurricane Nate,3897
IPhonehurricane95,Template:Costliest Pacific typhoons,Typhoon Bart (Pacific 1999),3926
IPhonehurricane95,Typhoon Bart (1999),Template:Storm Path,3951
IPhonehurricane95,Template:Infobox hurricane/doc,1979 Canada Subtropical Storm,3953
IPhonehurricane95,Typhoon Doug (1994),Talk:Hurricane Cindy (1999),3973
IPhonehurricane95,List of storms in the 2001 Atlantic hurricane season,Hurricane Noel (2001),3984
IPhonehurricane95,Hurricane Pauline,User talk:Thegreatdr,3996
IPhonehurricane95,List of Category 4 Atlantic hurricanes,Hurricane Felix (1989),4002
IPhonehurricane95,Hurricane Ismael,Tropical Depression Nine (1987),4010
IPhonehurricane95,Hurricane Allen,1984 PTS,4019
IPhonehurricane95,1984 PTS,Hurricane Gladys (1968),4020
IPhonehurricane95,Hurricane Felicia (2009),Talk:Tropical Depression Two (1999),4027
IPhonehurricane95,Talk:Tropical Depression Two (1999),Tropical Depression Two (1999),4028
IPhonehurricane95,User talk:IPhonehurricane95,Hurricane Roxanne,4034
IPhonehurricane95,User:IPhonehurricane95,User:IPhonehurricane95/Selected picture/8,4040
IPhonehurricane95,User:IPhonehurricane95/Selected picture/11,User:IPhonehurricane95/Picture of the day/Hurricane Katrina,4054
IPhonehurricane95,2004 Atlantic hurricane season,Effects of Hurricane Felix in Nicaragua,4061
IPhonehurricane95,Preparations for Hurricane Katrina,Hurricane Charley (1992),4064
IPhonehurricane95,Hurricane Charley (1992),1991 Pacific hurricane season,4065
IPhonehurricane95,Hurricane Orlene (1992),Hurricane Allison (1995),4079
IPhonehurricane95,User talk:IPhonehurricane95,Hurricane Roslyn (1986),4103
Acook1996,Hull F.C.,Oblivion (2012 novel),4117
Acook1996,Oblivion (2012 novel),Hiccup,4118
Qweasdfrg,Long jump,User talk:Qweasdfrg,4136
Qweasdfrg,User talk:Qweasdfrg,Katie Price,4137
Donttrytoguessmyname,User:Donttrytoguessmyname,Chandigarh,4152
Bluey56056,User:Bluey56056,William Wentworth,4158
Joncat123,Wikipedia:Accuracy dispute,Dwarf (Norse mythology),4176
Joncat123,Dwarf (Norse mythology),Teleportation,4177
Joncat123,User:Joncat123,User talk:Joncat123,4199
Mattcymru,1 E+10 m²,Castell Cawr,4247
Mattcymru,Castell Cawr,Kimnel Bay,4248
Mattcymru,Kimnel Bay,Pegwn Mawr,4251
Mattcymru,Waun Claerddu,Waen Claerddu,4262
Mattcymru,Waen Claerddu,Llansannan,4263
Mattcymru,Dyffryn Ardudwy,Mynydd bodran,4312
Mattcymru,List of mountains and hills of the British Isles by height,Siamber trawsfynydd,4360
Mattcymru,Wales,User talk:Brianann MacAmhlaidh,4522
Mattcymru,"Holy Island, Anglesey",User talk:Mattcymru,4526
Jordan Chuck,Beyond (Chris Crocker album),Karise Eden,4537
Jordan Chuck,Lady Starlight,List of highest-grossing concerts,4618
Dhdfdfhfdhfdhfd,Eric Harris and Dylan Klebold,User talk:Dhdfdfhfdhfdhfd,4792
Dhdfdfhfdhfdhfd,User talk:Dhdfdfhfdhfdhfd,Boston Marathon bombing,4794
Mblaqcnp,Thunder (singer),Seung ho,4822
Mblaqcnp,Mirue,Smash (Indonesian band),4828
