username1,pagetitle1,pagetitle2,counter,hop
Evlekis,User talk:Epeos,Elvir Muriqi,6062,4
Evlekis,User talk:Ultimatumi1,Sheikh Hasina,6084,-1
Evlekis,Branko Bošković,Angjela Martini,6094,3
Evlekis,Talk:Angjela Martini,Mario Galinović,6096,-1
Evlekis,Sanja Đorđević,User talk:Jetonkelmendi,6111,-1
Evlekis,User talk:Jetonkelmendi,Nikola Pilić,6121,3
Evlekis,User talk:72.204.6.28,Tuzi,6153,-1
Evlekis,User talk:2600:100E:B122:D5D3:8E7B:9DFF:FED6:6A85,Macedonia (region),6165,4
Evlekis,Talk:François Bozizé,User talk:109.236.41.186,6221,-1
Evlekis,User:Evlekis/sandbox,Talk:NATO bombing of the Radio Television of Serbia headquarters,6259,-1
Evlekis,User:Evlekis/sandbox,Etrit Berisha,6269,-1
Evlekis,Battle of Junik,Talk:Battle of Belaćevac Mine,6351,-1
Evlekis,User talk:Evlekis/Archive12,User talk:Evlekis/Archive11,6438,-1
Evlekis,User talk:78.144.73.175,User talk:178.149.73.23,6574,-1
Evlekis,User talk:Antidiskriminator,Crafts in Kosovo,6588,4
Evlekis,User talk:Antidiskriminator,Zupče,6591,4
Evlekis,Wikipedia:Redirects for discussion/Log/2013 April 2,Ştimle,6605,3
Evlekis,Timeline of Kosovo history,Wikipedia:Articles for deletion/List of Albanian rock bands,6619,-1
Evlekis,Wikipedia:Articles for deletion/List of Albanian rock bands,Dardani,6620,3
Evlekis,User talk:Tide rolls,User talk:Zetatrans,6725,-1
Evlekis,Vladimir Golubović,Miodrag Lekic,6837,4
Evlekis,Talk:Majlinda Kelmendi,Talk:Butcher of the Balkans (disambiguation),6897,-1
Evlekis,Talk:Butcher of the Balkans (disambiguation),Hungarians of Croatia,6925,3
Evlekis,Talk:Butcher of the Balkans (disambiguation),Baba Vanga,6942,4
Evlekis,Drago Lovrić,User talk:109.106.247.195,6960,-1
Evlekis,User talk:109.106.247.195,Marko Perković,6963,4
Evlekis,Kočani,User talk:Amorymeltzer,7027,-1
Evlekis,Zym,Wikipedia:Deletion review/Log/2013 April 19,7046,-1
Evlekis,Wikipedia:Deletion review/Log/2013 April 19,Talk:Cinema of Kosovo,7047,-1
Evlekis,Shkodër,User talk:SmokeyJoe,7095,-1
Evlekis,User talk:SmokeyJoe,Kosovo–Serbia relations,7103,4
Evlekis,Talk:Stevko,Rostislav (given name),7149,4
Evlekis,Wikipedia:Articles for deletion/Stanislava Pak Stanković,The Frog's Legacy,7154,5
Evlekis,Wikipedia:Articles for deletion/Stanislava Pak Stanković,Istočno Sarajevo,7163,5
Evlekis,Wikipedia:Articles for deletion/Stanislava Pak Stanković,Storm Thorgerson,7169,4
Evlekis,User talk:Evlekis/sandbox,Vlashnjë,7346,-1
TreCoolGuy,User talk:TreCoolGuy,User talk:TreCoolGuy,7541,-1
TreCoolGuy,User talk:TreCoolGuy,Iron Man 3,7560,3
TreCoolGuy,User talk:TreCoolGuy,Foxboro Hot Tubs,7568,4
TreCoolGuy,User talk:TreCoolGuy,Talk:Green Day,7638,-1
TreCoolGuy,List of Marvel Cinematic Universe characters,The SpongeBob Movie: Sponge Out of Water,7658,3
TreCoolGuy,Marvel Cinematic Universe,User talk:Fandraltastic,7673,-1
TreCoolGuy,User talk:TreCoolGuy,Avengers 2,7863,3
TreCoolGuy,Iron Man in film,Captain America: The First Avenger,7901,2
TreCoolGuy,Captain America in film,Template:Batman video games,7919,3
TreCoolGuy,List of S.H.I.E.L.D. members,User talk:Favre1fan93,7966,-1
TreCoolGuy,User talk:Favre1fan93,List of Avengers members,8261,3
TreCoolGuy,Captain America in film,Talk:Ted (film),8575,-1
TreCoolGuy,User talk:TreCoolGuy,Jimmy Kimmel Live!,8717,3
TreCoolGuy,Iron Man in film,Kick-Ass (film),8746,2
TreCoolGuy,Iron Man in film,Wikipedia talk:WikiProject Film,8782,-1
TreCoolGuy,User:TreCoolGuy/sandbox,A Million Ways to Die in the West,9000,3
TreCoolGuy,Batman: Arkham,Bruce vs. Frankenstein,9024,3
TreCoolGuy,User:TreCoolGuy/sandbox,List of Rock and Roll Hall of Fame inductees,9044,3
TreCoolGuy,User talk:TreCoolGuy,User talk:GSK,9059,-1
TreCoolGuy,Template:DC Comics films,User talk:My name is not dave,9179,-1
TreCoolGuy,User:TreCoolGuy/sandbox,Big Talk Productions,9267,3
TreCoolGuy,Brian Tyler (composer),User talk:Takuy,9293,-1
TreCoolGuy,User talk:Favre1fan93,Talk:The Avengers (2012 film),9319,-1
TreCoolGuy,User talk:TreCoolGuy,User talk:Jhenderson777,9355,-1
TreCoolGuy,User talk:Jhenderson777,Talk:2012 in film,9367,-1
TreCoolGuy,Linkin Park,User talk:STATicVapor,9418,-1
TreCoolGuy,User talk:TreCoolGuy,Talk:Johnny Depp filmography,9480,-1
TreCoolGuy,User talk:TreCoolGuy,User:ThePorterGuy,9494,-1
TreCoolGuy,User talk:GSK,Wikipedia:Administrators' noticeboard,9595,-1
TreCoolGuy,Green Day,User talk:Lukeno94,9605,-1
TreCoolGuy,Jon Favreau,Hercules: The Thracian Wars,9647,3
TreCoolGuy,List of Marvel Studios films,Patrick Wilson (American actor),9694,2
TreCoolGuy,User talk:Jhenderson777,Cigarettes and Valentines,9758,3
TreCoolGuy,Development of Untitled Batman vs. Superman Film,Marvel Universe,9849,2
Oiuyp,Pink (singer),User talk:Oiuyp,9904,-1
Oiuyp,User talk:Oiuyp,Boer Wars,9905,4
Chas5499,User:Chas5499,Polyp,9928,-1
Chas5499,User talk:Chas5499,User talk:Tom Morris,9930,-1
Mikmak3000,England national football team,User talk:Mikmak3000,9936,-1
Mikmak3000,User talk:Mikmak3000,2010 FIFA World Cup,9938,-1
Ari57,User:Arindam debnath,User talk:Anna Frodesiak,10009,-1
Mackdaddyphresh,Bloomington High School South,User talk:Marauder40,10048,-1
Mackdaddyphresh,User talk:Marauder40,16th Street Baptist Church bombing,10049,-1
Jellyman331,Aaliyah,User talk:Kww,10184,-1
Jellyman331,User talk:Kww,User talk:Jellyman331,10185,-1
Ruke50,User talk:Ruke50,Jay Treaty,10220,1
12boshoffd,Wikipedia:Tutorial/Editing/sandbox,Template:X2,10256,-1
12boshoffd,Template:X2,Wikipedia:Tutorial/Wikipedia links/sandbox,10257,-1
12boshoffd,Wikipedia:Tutorial/Citing sources/sandbox,User:12boshoffd/sandbox,10259,-1
Andrew Prado,Holes (film),Wikipedia:Edit filter/False positives/Reports,10273,-1
Andrew Prado,Wikipedia:Edit filter/False positives/Reports,MTR KTT,10274,4
Elliechops,Astra Taylor,User:Elliechops,10311,-1
Jstimmel,Twilight (series),User talk:Jstimmel,10340,-1
Jstimmel,User talk:Jstimmel,Atticus Finch,10341,4
JordanW1,Dimebag Darrell,User talk:JordanW1,10350,-1
Cocacola125802,Salem County Special Services School District,SCSSSD,10423,2
Cocacola125802,SCSSSD,Template:Largest cities of New York,10424,4
GoKuchisakeonnago!,Mountain Dew,User talk:GoKuchisakeonnago!,10544,-1
RyanScott1995,User:RyanScott1995/sandbox,User:RyanScott1995/sandbox,10571,-1
RyanScott1995,User:RyanScott1995/sandbox,Web hosting service,10577,-1
Dj12599,Giles Ji Ungpakorn,User talk:Dj12599,10594,-1
Fighterf4u,"E Company, 506th Infantry Regiment (United States)",Medieval torture,10630,3
Fighterf4u,Medieval torture,A Wrinkle in Time,10635,3
Franknam96,Timeline of the Korean Empire,Gwangmu Reform,10788,1
Franknam96,Airship,User talk:Conprix,10887,-1
Franknam96,North Korea,Wikipedia:WikiProject Korea/Participants,10893,-1
Franknam96,Trillion dollar club,United Nations General Assembly resolution 67/19,10961,3
Adamwalesbm,User:Adamwalesbm,Jose Baxter,11052,-1
Adamwalesbm,Stoat,User talk:Adamwalesbm,11056,-1
Pandalover90210,Wikipedia:Edit filter/False positives/Reports,Chokri Belaïd,11153,4
Pandalover90210,Chokri Belaïd,Lykan HyperSport,11154,4
Dubie6910,Bo Ryan,User talk:Dubie6910,11171,-1
MaglorThom,Tompkins Consolidated Area Transport,Tompkins Consolidated Area Transit,11218,1
MaglorThom,Tompkins Consolidated Area Transit,TCAT,11219,1
MaglorThom,Wikipedia:Changing username/Simple,User:GeniusMaster,11231,-1
MaglorThom,Sturgis Charter Public School,Sturgis Charter School,11277,1
MaglorThom,Sturgis Charter School,User:C.urps Really Sucks,11278,-1
MaglorThom,User:A7skt6bsbll1gtr9,Tonality,11284,-1
MaglorThom,Wikipedia:Requests for page protection,User:Oldspammer,11308,-1
MaglorThom,Talk:Sturgis Charter Public School,User:MasterOfMuppets~enwiki,11310,-1
MaglorThom,Talk:Sturgis Charter Public School,User:The propogandist,11313,-1
MaglorThom,Sturgis Charter Public School,User:892186,11318,-1
MaglorThom,User:892186,User:Josieee.eee,11320,-1
MaglorThom,User:Josieee.eee,User:Jon777,11321,-1
MaglorThom,User:Bigman123,User:Cʋɾρʃ,11325,-1
MaglorThom,User:Cʋɾρʃ,User:Curtis S2,11326,-1
MaglorThom,User:Curtis S2,Tenor,11327,-1
MaglorThom,Tenor,User:Jonarooni,11328,-1
MaglorThom,User:Jillko,User:Zui1,11332,-1
MaglorThom,User:Grandiakid,User:J1MBO WAL3S,11352,-1
MaglorThom,User:J1MBO WAL3S,User:Smugface the goldeating dwarf,11353,-1
MaglorThom,User:Jimbo Wales/In many languages...,User:Lonympics,11357,-1
MaglorThom,User:Lonympics,User:Wolverine456,11358,-1
MaglorThom,Sturgis Charter Public School,User:Loserville,11376,-1
MaglorThom,User:Loserville,User:Jyurjf,11377,-1
MaglorThom,User:Haggus573,User:Horriblejoe1envy,11380,-1
MaglorThom,User:Dingledanglement,User:Gkhjy,11389,-1
MaglorThom,User:Rob 06-07,User:Centralcitynews,11417,-1
MaglorThom,User:Centralcitynews,User:Digi Wiki,11418,-1
MaglorThom,User:Gezza,User:Faerieangel,11421,-1
MaglorThom,User:Faerieangel,User:HMLINC,11422,-1
MaglorThom,User:Coproero,User:Never Cry Wolf,11426,-1
MaglorThom,User:Colonbowgupwagon,User:Careerjoy,11428,-1
MaglorThom,User:Careerjoy,User:Lets Spam Wikipedia Together,11430,-1
MaglorThom,User:Bt414,User:Moltrix,11432,-1
MaglorThom,User:Moltrix,User:Kelpfishburger,11433,-1
MaglorThom,User:Kelpfishburger,User:MACORIS CLOTHING,11434,-1
MaglorThom,User:CNC,User:Jarannda,11439,-1
MaglorThom,User:Jarannda,User:Defleppardsdrummerhasonlyonearm,11440,-1
MaglorThom,User:Josephboyd786,User:Killarahigh,11452,-1
MaglorThom,User:Greatscott,User:Not a Sockpuppet of Flameviper12,11466,-1
MaglorThom,Wikipedia:Long-term abuse/MascotGuy,User:CoolBlackGuy,11470,-1
MaglorThom,User talk:Freakofnurture,User:CrazyGoodman,11474,-1
MaglorThom,User:CrazyGoodman,User:Railer 3E6,11475,-1
MaglorThom,Wikipedia:Administrator intervention against vandalism,User:Idayam,11482,-1
MaglorThom,User:Innocent grl,National League,11488,-1
Jpjazz,User:Jpjazz,User:Jpjazz/sandbox,11541,-1
Peanutsfish,Giant (mythology),User talk:Peanutsfish,11614,-1
Prakhar23,Wikipedia:Sandbox,User talk:Prakhar23,11621,-1
Barnetjoe,User talk:Barnetjoe,Barnet F.C.,11664,-1
Johntabios,User talk:Johntabios,User:Johntabios,11711,-1
Johntabios,User talk:Johntabios,User talk:Johntabios/Status explain,11721,-1
Johntabios,User talk:Johntabios,Dan Howell,11749,-1
Vietxtony,User:Vietxtony,Bay of Pigs Invasion,11785,-1
