username1,pagetitle1,pagetitle2,counter,hop
Drake12321,Temecula Valley High School,User talk:Drake12321,1972,-1
Bananaboyzz,User talk:Bananaboyzz,"Barack Obama, Sr.",2071,4
BigJFreeeb,User:BigJFreeeb,Mario Götze,2138,-1
Ratchet Cookie Monster,Cape Verde,Africans,2145,2
Ratchet Cookie Monster,Africans,"Byron Center, Michigan",2147,4
Ratchet Cookie Monster,User talk:Philip Trueman,User talk:Ratchet Cookie Monster,2151,-1
NoseboR haoN,"Barack Obama, Sr.",User talk:NoseboR haoN,2201,-1
NoseboR haoN,User talk:NoseboR haoN,Lincoln Public Schools,2202,1
Hasan Ertik,User talk:Moxy,Î,2226,4
The almighty stevens,User:Howicus,User talk:The almighty stevens,2370,-1
Edwardteachlives,Lexington Christian Academy (Massachusetts),User talk:Edwardteachlives,2625,-1
Nhlfan1456,User:DaHuzyBru,User talk:DaHuzyBru,2683,-1
Nhlfan1456,"Greg Smith (basketball, born 1991)",User talk:Nhlfan1456,2685,-1
Sato1212,Richard Branson,User talk:Sato1212,2803,-1
Sato1212,User talk:Sato1212,List of Nazis (A–E),2811,2
Lbermosk,Washington Monument,Gary the Snail,2830,4
Paulb151,Parras Middle School,User talk:Paulb151,2875,-1
Boykid6,Kidz Bop,User talk:Boykid6,2963,-1
Boykid6,User talk:Boykid6,65 (number),2964,5
Padre Pirlo,"Muff, County Donegal",Wikipedia:Tutorial/Formatting/sandbox,3094,-1
Padre Pirlo,User:Padre Pirlo,Derry,3096,-1
Yukonjack26,Talk:Yoo Seung-jun,User talk:Yukonjack26,3133,-1
AizaPendon,T-max,User:AizaPendon,3159,-1
AizaPendon,Matas (drug store),User talk:AizaPendon,3171,-1
WEEGEEN8OR1337,User talk:WEEGEEN8OR1337,Zealand,3183,-1
Mirvworks,User:Mirvworks,Ixchel,3337,-1
Conathon12,Amnesia: The Dark Descent,User talk:Conathon12,3356,-1
Personguyperson,Year 2000 problem,User talk:Personguyperson,3419,-1
Simpleton130,User talk:I dream of horses,Kid Ink,3606,4
Josepht404,User talk:DVdm,User talk:Josepht404,3633,-1
Iahmadz,Muttahida Qaumi Movement,User talk:Iahmadz,3798,-1
Thewindlord,User talk:Jim1138,Wikipedia:Sockpuppet investigations/Ju4468,3969,-1
Dinabone123,User:Barbie879,User:BrandanB,4185,-1
Dinabone123,User:BrandanB,User:Yogscastwiki,4187,-1
Bob Federer,Yellowman,User talk:Bob Federer,4213,-1
AissuR rehtoM,Black Joke,User talk:AissuR rehtoM,4344,-1
Tnt718,Prisoner of Conscious,User talk:Discospinster,4389,-1
Tnt718,User talk:Discospinster,User talk:STATicVapor,4390,-1
Winslow Zass,Coronation Street,User talk:Winslow Zass,4429,-1
Lord evader,Coronation Street,User talk:Lord evader,4474,-1
Mccheese00,Super Bowl XLII,User talk:Drmies,4520,-1
Mccheese00,User talk:Drmies,User talk:Mccheese00,4521,-1
Brockhole2001aspaceodyssey,The Feelers,User talk:A930913,4576,-1
Brockholeisbackbaby,Mikey Erg,User talk:Materialscientist,4580,-1
ClubbyClubman,Tiff Needell,User talk:ClubbyClubman,4627,-1
Smcc111,Dominican Republic,User talk:ClueBot Commons,4648,-1
Ram-oturtle,Chewing gum,User talk:Ram-oturtle,4851,-1
Cooldude17359,User talk:Cooldude17359,Mr. Lawrence,4854,5
BallSacksInJuly,Wikipedia:Notifications/Popup documentation,User talk:BallSacksInJuly,4884,-1
Tomsac18,Morocco,User talk:Tomsac18,4973,-1
Wikiderp,Merlot,User talk:Wikiderp,4998,-1
Noahchensasky,User:Noahchensasky,User talk:Camyoung54,5069,-1
SirMrFish,Slender: The Eight Pages,User talk:SirMrFish,5200,-1
Rickyzonzon,Mole (animal),User talk:Rickyzonzon,5408,-1
JX3P,User talk:Yintan,User:WSF/Feathercoin,5435,-1
JX3P,User:WSF/Feathercoin,User talk:JX3P,5436,-1
Mikeomagico,Edgar Pêra,User talk:Mikeomagico,5674,-1
Jbonfe,Pen,User talk:Jbonfe,5840,-1
I smoke weeed,Highlife,User talk:Ducknish,5864,-1
Graham1001,User talk:Graham1001,List of people with autism spectrum disorders,6014,-1
Graham1001,User talk:Graham1001,Banca d'Italia,6018,3
Graham1001,St Gregory the Great Catholic School,User talk:Jonathan A Jones,6021,-1
Graham1001,User talk:Jonathan A Jones,Bangladesh Bank,6023,-1
ChenteChaculdifornio,Lord Farquaad,User talk:Evanh2008,6081,-1
ChenteChaculdifornio,User talk:Evanh2008,Wikipedia talk:Manual of Style/Trivia sections,6082,-1
ChenteChaculdifornio,Wikipedia talk:Manual of Style/Trivia sections,User talk:ChenteChaculdifornio,6084,-1
Funrox123,"Keokuk, Iowa",User talk:A.amitkumar,6094,-1
TheScouseAssassin,History of Liverpool F.C.,User talk:TheScouseAssassin,6103,-1
Abbot gordon,User talk:Abbot gordon,User talk:Rushton2010,6234,-1
Endeddolby4,Disney's Animal Kingdom,User talk:Endeddolby4,6266,-1
BRAIN THE BIB,Monarchy,User talk:BRAIN THE BIB,6284,-1
Mat1987,Academy Award for Best Director,User talk:Mat1987,6353,-1
Huntedyeti2,Chipping Campden,User:Carom,6487,-1
Tahmeed10,Student of the Year,User talk:Tahmeed10,6520,-1
CallumMercer34,User talk:CallumMercer33,User talk:CallumMercer34,6608,-1
Dibby63,Mount Rushmore,User:Dibby63,6620,-1
Ryan1269,User:Ryan1269,James Clerk Maxwell,6631,-1
Bknonlnkkn Bakabvqnwnn,User:Bknonlnkkn Bakabvqnwnn,Maureen Starkey Tigrett,6685,-1
Sms-aka-me,User talk:Matty.007,User talk:Matty.007,6692,-1
33tygb,User:33tygb,Portal:Contents/Religion and belief systems,6741,-1
Khalidmahmood390,Bollywood,User talk:Khalidmahmood390,6775,-1
Battleby,Wikipedia:Help desk,User talk:Battleby,6797,-1
Asiew For,Wikipedia:Help desk,User talk:Dodger67,6805,-1
Pamelaness,User talk:Bubba73,Chess endgame,6825,3
Pamelaness,Chess endgame,Wikipedia talk:Spam,6826,-1
Pamelaness,Wikipedia talk:Spam,Toxic tort,6827,3
Tren Man Red,Deaths in 2013,User:NawlinWiki/Articles,6948,-1
Tinamckintyre23,User:Tinamckintyre23,Lloyd Mullaney,7040,-1
Tinamckintyre23,Talk:Liam Butcher,User talk:Tinamckintyre23,7043,-1
Tinamckintyre23,User:Tinamckintyre23,Alan Turner (Emmerdale),7059,-1
Tinamckintyre23,User:Tinamckintyre23,List of EastEnders characters (1998),7088,-1
Tinamckintyre23,User talk:Tinamckintyre23/sandbox,Anna Wing,7161,-1
Tinamckintyre23,User talk:Tinamckintyre23,Talk:Kurt Benson,7171,-1
Tinamckintyre23,User:Tinamckintyre23,Janet Mitchell,7182,-1
Tinamckintyre23,User talk:Tinamckintyre23,Talk:Janet Mitchell,7199,-1
Tinamckintyre23,User talk:AnemoneProjectors,Ronnie Mitchell,7259,4
Tinamckintyre23,User talk:AnemoneProjectors,List of Coronation Street characters (2012),7272,4
Tinamckintyre23,User:Tinamckintyre23,Myra McQueen,7274,-1
Darkeclipse1,Cory Monteith,User talk:Darkeclipse1,7324,-1
Darkeclipse1,User talk:Darkeclipse1,Lea Michele,7337,-1
Darkeclipse1,User talk:Darkeclipse1,Better Together (EP),7345,-1
Bloodshade707,User talk:NewEnglandYankee,User:NewEnglandYankee,7446,-1
Gregdavis1,User:Gregdavis1,Robert Clift,7513,-1
Gregdavis1,User:Gregdavis1,Giorgi Margvelashvili,7516,-1
Fceefyahoo.ca,User talk:Fceefyahoo.ca,User talk:Materialscientist,7582,-1
Bullman123,Kepler-7b,User talk:Dawnseeker2000,7615,-1
Bullman123,User talk:Dawnseeker2000,User talk:Bullman123,7632,-1
Dontbescaredhomie11,User talk:TreyGeek,User talk:DemocraticLuntz,7665,-1
Dontbescaredhomie11,User talk:DemocraticLuntz,Ken Shamrock,7666,5
Calthax,Hot Wheels World Race,User talk:Calthax,7686,-1
Calthax,User talk:Calthax,Barbra Streisand (song),7696,-1
David J Hu face,Help:IPA for Polish,Whole number,7744,3
David J Hu face,Whole number,Template:My sandbox/doc,7746,-1
David J Hu face,Template:My sandbox/doc,Wikipedia:Tutorial/Editing/sandbox,7747,-1
David J Hu face,Wikipedia:Tutorial/Editing/sandbox,Jeremy Shafer,7748,-1
George wang ping,Worm (disambiguation),User:George wang ping,7787,-1
George wang ping,User:George wang ping,User talk:LuK3,7788,-1
Ottomanturkey,User:Raso mk,User:Alexander the great1,7847,-1
Ottomanturkey,User:Alexander the great1,User:Macedonian Empire,7848,-1
Ottomanturkey,User:Macedonian Empire,User:82FirebirdTA,7849,-1
Bronx24,User talk:Makedonia,User:Vlatkoto,7869,-1
Bronx24,User talk:Makedonia,Greece,7882,3
Bronx24,Greece,User:Istanbul,7883,-1
Bronx24,User:Istanbul,Flag of Greece,7884,-1
Puma sajuk,Toyol,User:Puma sajuk/sandbox,7907,-1
Puma sajuk,User:Puma sajuk/sandbox,Hantu Laut,7908,-1
Puma sajuk,Hantu Laut,Talk:Hantu Laut,7909,-1
Puma sajuk,User:Puma sajuk,User talk:Dlohcierekim,7914,-1
Puma sajuk,User talk:Dlohcierekim,Hantu Tinggi,7915,5
Puma sajuk,Hantu Tinggi,User talk:Puma sajuk,7924,-1
Puma sajuk,User:Puma sajuk,User:Puma sajuk/talk,7991,-1
Puma sajuk,India,User talk:Tofutwitch11,8040,-1
Bullman1234567891,Osman I,User:Bullman1234567891,8085,-1
Hydroium,Kelley Bohanon,Tranquillizer gun,8092,4
Hydroium,Justin Bieber,User:Hydroium,8104,-1
Hydroium,Nosferatu,User talk:Hydroium,8109,-1
Peter Eaves,Talk:TA-65,User talk:Peter Eaves,8124,-1
Peter Eaves,User talk:Peter Eaves,Talk:Skilled Group,8125,-1
Metraff,User talk:Metraff,Jessie Flower,8413,4
Metraff,Plastic Beach,Pirate Jet,8426,1
Metraff,Pirate Jet,User:Metraff,8427,-1
Metraff,User:Metraff,André 3000,8431,-1
Metraff,User:Metraff,Wikipedia:WikiProject Iowa/Active participants,8435,-1
Metraff,User:Metraff,Portal:Iowa/State Symbols,8438,-1
Metraff,User:Metraff,The Song of Iowa,8442,-1
Metraff,The Song of Iowa,Talk:The song of iowa,8443,-1
Metraff,User:Metraff,Talk:The Song of Iowa,8457,-1
Metraff,"Talk:Strawberry Point, Iowa",Glitter Freeze,8466,-1
Metraff,User:Metraff,National Utility Contractors Association,8485,-1
