username1,pagetitle1,pagetitle2,counter,hop
Mitchelldales,User:Mitchelldales,Karen Cockburn,8339,-1
Texas Liberal,Frank Gehry,User talk:Texas Liberal,8343,-1
Texas Liberal,User talk:Texas Liberal,User:Texas Liberal,8344,-1
Forbesy3000,Charles I of England,User:Forbesy3000,8403,-1
Forbesy3000,User:Forbesy3000,Fossil-fuel power station,8404,-1
TenthProfit,Volkswagen,User talk:TenthProfit,8427,-1
DanielJJ,Sijil Pelajaran Malaysia,User talk:DanielJJ,8604,-1
Proki,Wikipedia talk:WikiProject Animals,Hairless Khala,8632,4
Proki,Hairless Khala,Hairless dog,8637,2
Proki,Hairless Khala,Wikipedia:Reference desk/Science,8641,-1
Proki,Double-nosed Andean tiger hound,Indian Feral Dog,8645,3
Proki,Indian Feral Dog,Telomian,8646,1
Ostoneo,User:Jimbo Wales,User talk:Ostoneo,8770,-1
AMCHLiverpool,Sam Byram,User talk:Mattythewhite,8782,-1
Sazbxr1,User:Sazbxr1,Achilles,8837,-1
Join d club,Rainy Day Dreams,Bucket bong,9053,4
Join d club,Bucket bong,GTD-5 EAX,9057,4
Rajvir Singh Randhawa,User:Rajvir Singh Randhawa,User talk:Rajvir Singh Randhawa,9086,-1
Rajvir Singh Randhawa,User talk:Rajvir Singh Randhawa,User:Rajvir Singh Randhawa,9087,-1
Rajvir Singh Randhawa,User talk:Rajvir Singh Randhawa,Wikipedia:Notability (people),9090,-1
Tony age,Tom Rheault,Bigwig (band),9136,3
Tony age,Charlie scene,History of Sweden,9147,4
Claidheamohmor,Sasuke Uchiha,User talk:Claidheamohmor,9212,-1
Claidheamohmor,Sasuke Uchiha,Wikipedia:Articles for deletion/Naruto ninja clothing,9221,-1
Claidheamohmor,Wikipedia:Articles for deletion/Naruto ninja clothing,Figueroa mutiny,9223,4
Claidheamohmor,Wikipedia:Articles for deletion/Naruto ninja clothing,User talk:74.67.148.82,9277,-1
Claidheamohmor,User talk:70.160.177.226,Plagues of Egypt,9281,-1
Claidheamohmor,User talk:Dearsergiosilence,Salsa music,9285,-1
Claidheamohmor,User talk:Whomadewho,Klingon,9312,-1
Claidheamohmor,Mermaid Man and Barnacle Boy IV,Owl,9392,3
Claidheamohmor,User talk:24.2.216.135,Culpeper,9402,-1
Claidheamohmor,User talk:LeftEye02,Sports in the United States,9499,-1
Claidheamohmor,User talk:59.167.252.180,Michael R. McNulty,9505,-1
Claidheamohmor,User talk:Moses sheperd,User talk:Ghancq,9541,-1
Claidheamohmor,User talk:200.62.245.53,User talk:QualityInOthers,9583,-1
Claidheamohmor,User talk:Dudezippo,User talk:PeaceNT/Archive 2,9607,-1
Claidheamohmor,User talk:198.189.58.254,User talk:Kaisershatner,9610,-1
Claidheamohmor,User talk:Bear90039,Gullfaks oil field,9638,-1
Claidheamohmor,Republican Party (United States),User talk:Undine235,9654,-1
Claidheamohmor,User talk:Iris tu,User talk:MassMedia456,9663,-1
Ostrich84,User talk:72.223.39.119,User:Ostrich84/sandbox,9711,-1
Bmorrow88,User:Bmorrow88,Seth,9727,-1
Jipwill,User:Jipwill,Polgasowita,9741,-1
Nednerb1999,User talk:Nednerb1999,Leaf,9844,-1
Dragan888,User:Dragan888,2011–12 Wigan Athletic F.C. season,9958,-1
Dragan888,User:Dragan888,User:Amatulic,9968,-1
Mrryan2582,Brooke Burns,User:Mrryan2582,9994,-1
Mrryan2582,User:Mrryan2582,Nick Jr.,9995,-1
Mrryan2582,Teen Titans (TV series),User talk:Mrryan2582,10008,-1
Mrryan2582,User talk:Mrryan2582,Willis Tower,10009,-1
Mrryan2582,House of Anubis,Zoo Productions,10031,2
Mrryan2582,Zoo Productions,Nick in the Afternoon,10032,4
DannyLBkid,User:DannyLBkid/sandbox,Mauritius blue pigeon,10106,-1
JMorgan1223,The Red Tour,Shakira's eighth studio album,10416,3
JMorgan1223,Shakira's eighth studio album,Naughty Naughty (Porcelain Black song),10429,2
JMorgan1223,Shakira's eighth studio album,Red (Taylor Swift album),10434,2
Lizzy Green,User:Lizzy Green/Turn Me On (Turn Me Out),User:Lizzy Green/Amelia Lily (entertainer),10530,-1
Lizzy Green,List of The X Factor finalists (UK series 7),User:Lizzy Green,10577,-1
Lizzy Green,User talk:Sionk,User:Lizzy Green/Rachel Adedeji (singer),10582,-1
Lizzy Green,Nicola Roberts,Dancing on My Own (Pixie Lott song),10603,3
Lizzy Green,Siobhán Donaghy,Do You Think Of Me?,10698,3
Lizzy Green,The Female Boss,Do You Think of Me? (song),10892,3
Lemmy Decker,Template:Wikipedias,Www.wikipedia.org,10961,-1
Lemmy Decker,Www.wikipedia.org,Clinique,10963,3
Lemmy Decker,The Body Shop,Paperblanks,10983,-1
Lemmy Decker,Paperblanks,Belkin,10986,-1
Lemmy Decker,YouTube,User talk:Mason Decker,10996,-1
Lemmy Decker,User talk:Mason Decker,New Super Mario Bros. U,11041,-1
Lewishousden,Bordon,User talk:Lewishousden,11066,-1
Lewishousden,User talk:Lewishousden,Sadie J,11067,5
Lewishousden,User:Lewishousden,David Fanning (loyalist),11075,-1
