username1,pagetitle1,pagetitle2,counter,hop
Imaginationff,International Indian Film Academy Awards,Hottest New Director,3474,2
Imaginationff,List of awards and nominations received by Avika Gor,Uttaran,3477,2
Anarcho-syndikalist101,OpIsrael,User talk:Kathovo,3622,-1
Qazwsxedcrfvtgbyhnujmikolp5,Mosquito,User talk:Qazwsxedcrfvtgbyhnujmikolp5,3799,-1
Pen.cil.80,User talk:Pen.cil.80,Jiiva,4014,5
Pen.cil.80,Biju Menon,User talk:TheRedPenOfDoom,4045,-1
Pen.cil.80,Vishal (actor),User talk:Solarra/Archive 4,4055,-1
Qwertyasdfqwertyfdsa,Pen,User talk:Materialscientist,4093,-1
Qwertyasdfqwertyfdsa,User talk:Materialscientist,Plasma (physics),4094,3
MhmmIbet,Suicide of Amanda Todd,User talk:MhmmIbet,4239,-1
Realanimals,User:Realanimals,User:Realanimals/sandbox,4274,-1
Awikimegamandude,Chatroulette,User talk:Awikimegamandude,4398,-1
Stevie sarah louise,Roly,User talk:AnemoneProjectors,4532,-1
Stevie sarah louise,List of Hollyoaks characters (2013),User:Stevie sarah louise,4550,-1
Stevie sarah louise,User:Stevie sarah louise,David Cameron,4551,-1
Stevie sarah louise,User:Stevie sarah louise,Tyler Moon,4598,-1
Stevie sarah louise,User:Stevie sarah louise,Spencer Gray,4608,-1
Stevie sarah louise,User:Stevie sarah louise,User talk:Raintheone,4622,-1
Stevie sarah louise,User talk:Raintheone,Eddie Moon,4623,2
Stevie sarah louise,User:Stevie sarah louise,Ste Hay,4636,-1
Kord Kakurios,User talk:Jimbo Wales,Karelian ssr,4670,-1
Kord Kakurios,Wikipedia talk:Child protection,Ginseng coffee,4675,5
JESLabour,User talk:Peridon,User:Peridon,4681,-1
JESLabour,User talk:Peridon,Conservative Party (UK),4686,-1
JESLabour,User talk:Peridon,Southend-on-Sea Borough Council,4689,-1
Montyman21,User:Montyman21/sandbox,Bengal tiger,4698,-1
Jacktraynor98,User talk:Raul654,"Arthur Wellesley, 1st Duke of Wellington",4718,3
JadeGuardian,Video Game,User talk:JadeGuardian,5185,-1
JadeGuardian,User talk:JadeGuardian,Bonobo,5186,-1
JadeGuardian,Wikipedia:Administrator intervention against vandalism,User talk:Blackguard SF,5369,-1
JadeGuardian,User talk:Kcawesome,Klaus Kubinger,5400,-1
JadeGuardian,User talk:JadeGuardian,Pikachu,5409,-1
Meysam salehe,Persepam Madura United,Persepam madura united,5452,1
Meysam salehe,Persepam madura united,Shahin bushehr F.C.,5454,4
Meysam salehe,Persepam Madura United F.C.,Sepahan Novin F.C.,5457,4
Meysam salehe,Sepahan Novin F.C.,2012–13 Indonesia super league,5458,3
Meysam salehe,2012–13 Indonesia super league,Sepahan esfahan F.C.,5459,2
Meysam salehe,Sepahan esfahan F.C.,Persepam madura united F.C.,5460,2
Meysam salehe,Sepahan novin F.C.,Pasargad tehran F.C.,5463,2
Meysam salehe,Persepam Madura United,User talk:Meysam salehe,5468,-1
Blacklisting,Red Bee Media,User:Bbb2007,5670,-1
Blacklisting,Really (TV channel),User talk:Blacklisting,5692,-1
Indikamonatheiya,Dutch language,User talk:Indikamonatheiya,5698,-1
Tom01011,User:Tom01011,Taraxacum,5732,-1
Uhuhhello,User talk:Uhuhhello,Pervez Musharraf,5780,4
Clardak,User talk:Natg 19,"United Kingdom local elections, 2014",5864,3
Baraq Osama,Talk:Cher,User talk:Baraq Osama,5925,-1
Mabraham21,North Dakota,User talk:Mabraham21,5966,-1
Mitch1134,Punics,User talk:Mitch1134,6389,-1
King Shawn158,User talk:King Shawn158,Chief Keef,6478,-1
CommunistCanuck,"Stanley, Falkland Islands",User:CommunistCanuck,6519,-1
CommunistCanuck,User:CommunistCanuck,John A. Macdonald,6549,-1
Tipu Sultan Rules!!,Berbera,User talk:Basalisk,6587,-1
Tipu Sultan Rules!!,User talk:Basalisk,Battle of Turnhout (1789),6588,-1
Tomoni111,Buffalo wing,User talk:Tomoni111,6663,-1
Reillybuster,User talk:207.139.193.xxx,Iraniella,6764,-1
Ascendah,Doner kebab,User talk:Blueboar,6892,-1
Ascendah,User talk:Blueboar,Cats in ancient Egypt,6896,-1
Ascendah,Cats in ancient Egypt,Talk:Palladium as an investment,6897,-1
Ascendah,Talk:Palladium as an investment,User talk:DragonflySixtyseven,6898,-1
Ascendah,User talk:DragonflySixtyseven,User talk:Faizan,6899,-1
Ascendah,User talk:Blueboar,Talk:Wayne Madsen,6903,-1
Ascendah,Talk:Palladium as an investment,User talk:Arthur Rubin,6905,-1
Ascendah,Talk:Palladium as an investment,Talk:Polish Plumber,6914,-1
Sexy Beast Rhys Plucknett,Mark McGough,User talk:Sexy Beast Rhys Plucknett,6944,-1
Sexy Beast Rhys Plucknett,User talk:Sexy Beast Rhys Plucknett,Adolescence,6946,1
Petermusngi,DZIS-TV,DWBG-TV,6982,1
Sabbott15,User:Sabbott15,Tropic Thunder,6993,-1
Samsides13,User talk:Jax 0677,Wrexham F.C.,7151,4
Samsides13,User:Samsides13,Newport County A.F.C.,7158,-1
Nursetodd,Brian Camenker,Soledad O'Brien,7342,3
Supson123,User talk:Supson123,User talk:Supson123,7344,-1
Supson123,User talk:Supson123,Lebanese National Anthem,7346,-1
Supson123,Justin Tuveri,User:Supson123,7349,-1
Supson123,User:Supson123,Barack Obama,7351,-1
Derreberryj,Mecklenburg Resolves,User:Derreberryj/sandbox,7360,-1
Wilson888,Brand New Eyes World Tour,User:Wilson888/sandbox,7364,-1
Wilson888,User:Wilson888/sandbox,Terraza del C.C.C.T.,7377,1
Wilson888,User:Wilson888/sandbox,Gold Cobra Tour,7431,2
Wilson888,User:Wilson888/sandbox,The MDNA Tour,7463,2
Wilson888,User:Wilson888/sandbox,Estadio de Fútbol de la Universidad Simón Bolívar,7488,2
Wilson888,User:Wilson888/sandbox,Supremo (album),7518,4
Wilson888,User:Wilson888/sandbox,Jessie J,7522,2
Wilson888,User:Wilson888/sandbox,List of indoor arenas,7539,2
Wilson888,User:Wilson888/sandbox,Total Drama,7557,3
Wilson888,User:Wilson888/sandbox,Template:PremiosMTVLatinoamérica,7659,3
Wilson888,User:Wilson888/sandbox,Payphone (song),7724,3
Wilson888,Payphone (song),List of Pop Rock General number-one singles of 2013,7728,-1
Wilson888,List of Pop Rock General number-one singles of 2013,List of Pop Rock General number-one singles of 2012,7730,-1
Wilson888,List of Pop Rock General number-one singles of 2012,Justin Timberlake discography,7731,-1
Wilson888,List of Pop Rock General number-one singles of 2012,55th Annual Grammy Awards,7736,-1
Wilson888,List of Pop Rock General number-one singles of 2012,List of Pop Rock General number-one singles of 2007,7752,-1
Wilson888,List of Pop Rock General number-one singles of 2007,List of Pop Rock General number-one singles of 2011,7754,-1
Wilson888,List of Pop Rock General number-one singles of 2011,List of Pop Rock General number-one singles of the 2010s,7755,-1
Wilson888,List of Pop Rock General number-one singles of the 2010s,List of Pop Rock General number-one singles of 2008,7756,2
Wilson888,List of Pop Rock General number-one singles of 2011,List of Pop Rock General number-one singles of 2009,7764,-1
Wilson888,List of Pop Rock General number-one singles of 2006,List of Pop Rock General number-one singles of 2004,7773,1
Wilson888,List of Pop Rock General number-one singles of 2004,List of Pop Rock General number-one singles of 2005,7774,1
Wilson888,List of Pop Rock General number-one singles of 2005,List of Pop Rock General number-one singles of 2003,7775,1
Wilson888,List of Pop Rock General number-one singles of 2003,List of Pop Rock General number-one singles of 2002,7776,1
Wilson888,List of Pop Rock General number-one singles of 2002,List of Pop Rock General number-one singles of 2001,7777,1
Wilson888,List of Pop Rock General number-one singles of 2001,List of Pop Rock General number-one singles of the 2000s,7778,1
Wilson888,Selena Gomez & the Scene discography,User:Wilson888,7794,-1
Danuk1984,User talk:Beve,User talk:Danuk1984,7881,-1
Danuk1984,User talk:Danuk1984,Robbie Williams,7882,-1
Danuk1984,User talk:Danuk1984,Mark Hateley,7907,-1
Dylanedmunds,User:Dylanedmunds,User talk:Dylanedmunds,7936,-1
Dylanedmunds,User:Dylanedmunds,Kebab,7940,-1
Jame$ pro,Wikipedia:Requested articles/music/Songs,Wikipedia:Requested articles/music/Songs,7947,-1
Jame$ pro,Wikipedia:Requested articles/music/Songs,Not Afraid,7949,2
Jame$ pro,Somewhere in the World (Altiyan Childs song),So Fresh,7952,2
The EthWebster,Asset pricing theory,Anne Boleyn,8161,4
Wipsoff,User:Wipsoff,User:Wipsoff,8177,-1
Wipsoff,User:Wipsoff,Julius Caesar,8186,-1
912doctorwho,User:912doctorwho,William the Conqueror,8269,-1
912doctorwho,Stacey Solomon,User talk:912doctorwho,8285,-1
912doctorwho,User talk:912doctorwho,Me and My Monsters,8286,4
912doctorwho,Hannibal,User:86.180.181.241/Thomas Ridgewell,8302,-1
912doctorwho,User:86.180.181.241/Thomas Ridgewell,IPhone 5,8303,-1
912doctorwho,IPhone 5,Minecraft Pi Edition,8313,2
912doctorwho,Minecraft Pi Edition,First law of thermodynamics,8319,3
Bluehost,Bluehost,User talk:Bonadea,8377,-1
Bluehost,User talk:Bonadea,User:Bluehost,8378,-1
WangBob,Scott Wheeler,User talk:WangBob,8383,-1
Pokemonlplayer,User talk:Pokemonlplayer,List of maze video games,8390,5
Hujgbyu,User:Hujgbyu,Anastas Ishirkov,8488,-1
Avocado2509,User:Avocado2509,User:Avocado2509,8563,-1
Avocado2509,User:Avocado2509,Quebec City,8564,-1
Dantheman567,Why This Kolaveri Di,User talk:Fraggle81,8601,-1
Dantheman567,User talk:Fraggle81,List of United Kingdom by-elections (1931–50),8602,5
Johnsc12,Flag of Pakistan,User:Johnsc12,8702,-1
Johnsc12,User:Johnsc12,Middle East,8729,-1
Johnsc12,User:Johnsc12,Sadeq Larijani,8742,-1
Johnsc12,Barack Obama,User talk:Johnsc12,8916,-1
