username1,pagetitle1,pagetitle2,counter,hop
Hasnain4u,User:Hasnain4u/sandbox,User:Hasnain4u,1455,-1
Kagawaen,"Obi Obi, Queensland",User:Kagawaen,1478,-1
Kagawaen,User:Kagawaen,"Pelican Waters, Queensland",1479,2
Kagawaen,User:Kagawaen,GifBoom,1481,1
Kagawaen,GifBoom,Gifboom,1484,1
Kagawaen,User:Kagawaen,User talk:PamD,1489,7
Kagawaen,User:Kagawaen,"Coolangatta, Queensland",1491,4
Kagawaen,Kessenich (Bonn),Schwarzrheindorf/Vilich-Rheindorf,1495,1
Kagawaen,User:Kagawaen,Kessenich,1499,4
Naiya8201,User:Naiya8201,Bad Girls Club (season 6),1507,-1
Upleward,User:Upleward,Wadden Sea National Parks,1527,3
Dankie127,User:Thelmadatter,User talk:Froggychavs,1582,-1
Dankie127,User talk:Thelmadatter,User:Dankie127,1584,-1
Jeovs,User:Jeovs,User talk:Ximehernandez,1608,-1
Jeovs,User talk:Ximehernandez,User:Thelmadatter/Sandboxes Group 1/Prenatal depression,1613,-1
Clarytone,User talk:AGK,User talk:AGK,1643,-1
Clarytone,User talk:AGK,User:Clarytone,1646,-1
Clarytone,User talk:AGK,Wikipedia:Miscellany for deletion/User:The Duke of Waltham,1658,-1
RobotsPlease,Vasole,Tabloid,1675,4
Blubber220,User:Blubber220,Bad Blood (Bastille album),1691,-1
Pradyothcjohn,Indian Institutes of Management,User:Pradyothcjohn,1900,-1
Pradyothcjohn,User:Pradyothcjohn,AB de Villiers,1901,-1
Poorya0014,Shahid Mohebbi Complex for the blind,User:Poorya0014,1939,-1
Poorya0014,Jean's Way,Viscus,1961,3
Poorya0014,Viscus,Morning glory,1962,3
Poorya0014,List of suicide crisis lines,User talk:BiH,1971,-1
Poorya0014,User talk:BiH,User talk:NawlinWiki,1972,-1
Scarlson0921,User:Scarlson0921/sandbox,User talk:AllieQuinn7,1974,-1
Scarlson0921,User talk:DrakeLibrarian,User talk:Scarlson0921,1977,-1
Scarlson0921,User talk:Scarlson0921,User:Scarlson0921,1980,-1
Scarlson0921,User:Scarlson0921,Attachment theory,1982,3
Scarlson0921,User talk:Court caitlin,User talk:Gobonobo,1985,-1
Scarlson0921,User:Scarlson0921,User talk:Prof.Vandegrift,1992,-1
Scarlson0921,User:Scarlson0921,Wikipedia:Sandbox,1997,4
Scarlson0921,User:AbbeyMaynard/sandbox,User talk:AbbeyMaynard,2003,-1
Scarlson0921,User talk:AbbeyMaynard,User talk:Jduden,2004,-1
KLi 32,User:KLi 32/sandbox,User talk:DrakeLibrarian,2041,-1
KLi 32,Talk:Nueva canción,User talk:AbbeyMaynard,2052,-1
KLi 32,User talk:Ellieb281,Talk:Music and politics,2057,-1
KLi 32,Drake University,User talk:AshleyMichelleThompson,2060,-1
KLi 32,User talk:AshleyMichelleThompson,Nueva canción,2061,3
KLi 32,User talk:Prof.Vandegrift,User talk:KLi 32,2068,-1
KLi 32,User talk:Prof.Vandegrift,User talk:Gobonobo,2137,-1
KLi 32,User talk:KLi 32,User:KLi 32/sandbox2,2143,-1
KLi 32,User:KLi 32/sandbox2,User:Jduden/sandbox,2163,-1
KLi 32,User:Jduden/sandbox,User talk:Jduden/sandbox,2170,-1
KLi 32,User talk:Jduden/sandbox,User:Ellieb281/sandbox,2172,-1
KLi 32,Punk subculture,User talk:Melholle/sandbox,2236,-1
Bpierce1,Metabolix,User:Bpierce1,2243,-1
Bpierce1,User:Bpierce1,User:Bpierce1/sandbox,2245,-1
Sjl02012,User:Sjl02012/sandbox,User talk:Sjl02012/sandbox,2287,-1
Sjl02012,User:Sjl02012/sandbox,User:Alicetim/sandbox,2343,-1
Mjpeabod,User:Mjpeabod,User:Mjpeabod/sandbox,2400,-1
Hchoi91,User:Hchoi91,User talk:Hchoi91/sandbox,2433,-1
Hchoi91,User talk:Hchoi91/sandbox,Adderall,2434,-1
Hchoi91,Adderall,User talk:Hchoi91,2436,-1
Hchoi91,User:Hchoi91,User talk:Tdb17,2438,-1
Hchoi91,User talk:Tdb17,Progress note,2440,-1
Hchoi91,Cushing's disease,User:Hchoi91/sandbox,2446,-1
Viraltonic,Oncolytic virus,User talk:Viraltonic,2466,-1
Viraltonic,User talk:Viraltonic,Virotherapy,2473,1
Viraltonic,Virotherapy,OncoVex GM-CSF,2484,2
Viraltonic,HSV1716,SEPREHVIR,2529,1
Viraltonic,User:Viraltonic/sandbox,User talk:UseTheCommandLine,2656,-1
Viraltonic,RIGVIR,User talk:174.62.236.197,2663,-1
Viraltonic,VDEPT,Suicide gene,2703,1
Viraltonic,User talk:Fayenatic london/Archive09,Talk:Oncolytic adenovirus,2712,2
Viraltonic,Oncolytic adenovirus,User talk:Biosthmors,2718,-1
Viraltonic,Talk:Oncolytic adenovirus,Talk:JX-594,2738,-1
Viraltonic,Talk:JX-594,User:Viraltonic,2739,-1
Viraltonic,Oncolytic virus,User talk:ComfyKem,2781,-1
AngelFang,Lee Hyun-jin (actor),Wikipedia:WikiProject Film/Participants/Active,2818,-1
AngelFang,User:AngelFang,Tidal Wave (film),2820,3
Zaryn,User:Zaryn/sandbox,Talk:Phenols,2850,-1
Zaryn,User talk:NotWith,Being Human,2868,5
Zaryn,Chromatic aberration,Talk:DVD recordable,2877,4
Zaryn,Talk:DVD recordable,Robeson Planetarium and Science Center,2878,-1
Zaryn,Isoamyl alcohol,User:Zaryn/Reagents,2881,-1
Slawless,User:Slawless/sandbox,User:Slawless,2888,-1
Slawless,User:Slawless,Wikipedia:Meetup/DC/Civil War,2889,-1
Hlhight,User:Hlhight/sandbox,Education Program talk:Ball State University/Introduction to Digital Literacies (2013 Q1),2895,-1
Hlhight,Education Program talk:Ball State University/Introduction to Digital Literacies (2013 Q1),User:Hlhight,2896,-1
Atlswag69,Template:Atlanta Braves roster navbox,List of baseball player nicknames,3055,-1
Tariq Anwar - Jhansi,User:Tariq Anwar - Jhansi/sandbox,User:Tariq Anwar - Jhansi,3206,-1
Mattluttrell,Arckaringa Basin,User:Mattluttrell,3213,-1
Mattluttrell,User:Mattluttrell,2013 Moore tornado,3214,-1
Itsazzad,Baliakandi Upazila,User:Itsazzad,3235,-1
Adhersh RV,The scavenger of birds,User:Adhersh RV,3252,-1
Raradhikaag,Wikipedia:WikiProject Medicine/Evidence based content for medical articles on Wikipedia,Instruments used in obstetrics and gynecology,3255,4
Ankur28,Jodhpur,User talk:202.78.162.174,3261,-1
Ratnakarshukla,User:Ratnakarshukla/sandbox,User:Ratnakarshukla,3282,-1
Jimcaale Jaamac,User:Jimcaale Jaamac/sandbox,Dahir Riyale Kahin,3288,2
Jimcaale Jaamac,User talk:Dhastingsabaarsotech,Education Program talk:Abaarso School of Science and Technology/Contributing to the World's Knowledge: Editing Wikipedia (Computer Science 11th Grade) (2),3298,-1
Jimcaale Jaamac,Dahir Riyale Kahin,User talk:Middayexpress,3346,-1
Ssreenath,Auxiliary memory,User:Ssreenath,3352,-1
CORREZE,Wikipedia:Teahouse/Questions,User talk:Mark Miller,3382,-1
CORREZE,User talk:Mark Miller,File:ST PETER'S PETERCHURCH INTERIOR.jpg,3389,-1
CORREZE,User talk:Mark Miller,User:CORREZE,3391,-1
CORREZE,Peterchurch,User:Brambleberry of RiverClan/Adoption/CORREZE,3396,-1
CORREZE,User:Brambleberry of RiverClan/Adoption/CORREZE,User:CORREZE/sandbox,3400,-1
CORREZE,User:Brambleberry of RiverClan/Adoption/CORREZE,"The Hive, Worcester",3449,2
CORREZE,User:Brambleberry of RiverClan/Adoption/CORREZE,User talk:CORREZE,3459,-1
CORREZE,User:Brambleberry of RiverClan/Adoption/CORREZE,William Lethaby,3469,4
CORREZE,User:Brambleberry of RiverClan/Adoption/CORREZE,"Talk:The Hive, Worcester",3481,3
CORREZE,User:Brambleberry of RiverClan/Adoption/CORREZE,Stephenie McMillan,3498,3
CORREZE,User:Brambleberry of RiverClan/Adoption/CORREZE,Wikipedia:Reference desk/Entertainment,3520,-1
Ddotson,American rivers,American rivers,3524,1
Ddotson,American rivers,User:Ddotson,3525,-1
Ddotson,User:Ddotson,User talk:Ddotson,3526,-1
3abos,Syriac Catholic Church,User talk:Martin451,3600,-1
3abos,User talk:3abos,User talk:Afterwriting,3666,-1
3abos,User talk:Afterwriting,LGBT rights opposition,3667,3
3abos,User talk:3abos,Theotokos,3736,3
3abos,Theotokos,Nasrani,3738,2
3abos,User talk:3abos,User:Kathovo/sandbox/Syriac Catholic,3787,-1
3abos,User talk:3abos,Purgatory,3790,3
Sahid Ali Badal,User:Sahid Ali Badal,"Mata Jaswant Kaur Memorial School, Badal",3822,-1
Kindersly,Wikipedia:Sandbox,User:Kindersly,3843,-1
Canud,User:Canud,Wikipedia:Sandbox,3849,-1
Nadura,Wikipedia:Training/For students/Training feedback,User:Nadura/sandbox,3860,-1
Nadura,User:Nadura/sandbox,User:Nadura,3861,-1
Nadura,User:Nadura,Education Program talk:Abaarso School of Science and Technology/Contributing to the World's Knowledge: Editing Wikipedia (Computer Science 11th Grade) (2),3863,-1
Nadura,User:Nadura/sandbox,User talk:Nadura,3866,-1
OFFICALMarlaGlen,User:OFFICALMarlaGlen,User:OFFICALMarlaGlen/sandbox,3878,-1
Vmsipe,User:Vmsipe/sandbox,User talk:The Interior,3907,-1
Mervol,User:Mervol,Mikołajskie Lake,3977,-1
AllieQuinn7,Wikipedia:Training/For students/Training feedback,User:AllieQuinn7/sandbox,3983,-1
AllieQuinn7,User:AllieQuinn7/sandbox,User talk:Drakelibguy,3984,-1
AllieQuinn7,User talk:Scarlson0921,User:AllieQuinn7,3986,-1
AllieQuinn7,User:AllieQuinn7,Talk:Commercial sexual exploitation of children,3989,-1
AllieQuinn7,User:AllieQuinn7,User talk:AllieQuinn7,3991,-1
AllieQuinn7,User talk:AllieQuinn7,User talk:Court caitlin,3992,-1
AllieQuinn7,User:AllieQuinn7,Talk:Human trafficking in Georgia (country),3998,-1
Maraflip2,User:Maraflip2,Glory Road (film),4080,-1
AmberGillan,User:AmberGillan,Gravenhurst High School,4112,-1
Alkoller,User talk:Alkoller,Draft talk:NASA Alumni League,4120,-1
Alkoller,Draft talk:NASA Alumni League,Draft:NASA Alumni League,4121,-1
Alkoller,User talk:Alkoller,User talk:John from Idegon,4133,-1
Alkoller,User:Alkoller,File:SpaceTEC Logo - NSF National Resource Center for Aerospace.jpg,4178,-1
Endedocean,The Ready Set,User:Endedocean,4244,-1
JJA-SKB,User:JJA-SKB,Haitian art,4253,-1
Kav02011,Wikipedia:Training/For students/Training feedback,User:Kav02011/sandbox,4262,-1
Kav02011,User:Kav02011/sandbox,Education Program talk:Pomona College/Introduction to American Politics - POLI 3 (Spring 2013)/Course description,4263,-1
Kav02011,Education Program talk:Pomona College/Introduction to American Politics - POLI 3 (Spring 2013)/Course description,User:Kav02011,4264,-1
Hlk99,User:Vipri0,Wikipedia:Changing username/Simple,4334,-1
Nora Hakami,User:Nora Hakami,User:Nora Hakami,4336,-1
Falenica,Hugh Laurie,User:Falenica,4354,-1
Falenica,User:Falenica,Janusz,4355,-1
Holmium,User:Holmium,Grand'Combe-des-Bois,4371,-1
Holmium,"Torpes, Doubs",User:Holmium,4379,-1
Holmium,User:Holmium,Scey-Maisières,4380,-1
Holmium,User talk:Werddemer,User talk:Holmium,4399,-1
Holmium,User talk:Holmium,Glenn Kaiser,4413,-1
Nhldn,User:Nhldn,Miran (Xinjiang),4424,-1
Bigcp500,User:68.50.19.183/AmayaAlaquiciouslyDelicious,User:Bigcp500,4439,-1
Danihan,User:Danihan,Talk:John Steinbeck,4444,-1
Cronemudgeon,Holy City Zoo,User:Cronemudgeon,4459,-1
Cronemudgeon,User:Cronemudgeon,Holy City Zoo,4460,-1
Imehedi,2013 Shahbag protests,Projonmo Chottor,4477,1
Imehedi,Wikipedia:WikiProject Universities/Participants,User:Imehedi,4485,-1
Imehedi,Vertical transfer,HTC One (2013),4488,4
Imehedi,Talk:UltraPixel,Bangladesh,4521,4
Imehedi,Bloomberg Innovation Quotient,User talk:93.79.178.248,4584,-1
Imehedi,The Atlantic Cup,User talk:Imehedi,4590,-1
Imehedi,Talk:UltraPixel,Wikipedia:Articles for deletion/University of Washington School of Nursing,4599,-1
Imehedi,User talk:Imehedi,Tangail District,4604,-1
Imehedi,User:Imehedi,"Bangladeshi general election, 1996 (Jun)",4638,-1
Imehedi,"Bangladeshi general election, 1996 (Feb)",Outline of Bangladesh,4640,2
Imehedi,Wikipedia:WikiProject Articles for creation/December 2013 - January 2014 Backlog Elimination Drive,User talk:Stanis22,4647,-1
Imehedi,Wikipedia:WikiProject Articles for creation/December 2013 - January 2014 Backlog Elimination Drive/Imehedi,Wikipedia talk:WikiProject Articles for creation/December 2013 - January 2014 Backlog Elimination Drive,4654,-1
Imehedi,Talk:Upazilas of Bangladesh,Wikipedia:Articles for deletion/Wikipedia talk:Articles for creation/Unicode Bangla Hadith (ইউনিকোড বাংলা হাদিস),4658,-1
Imehedi,Talk:Bangladesh,"Wikipedia:Articles for deletion/Wikipedia talk:Articles for creation/Kutubpur, A village in Chuadanga Dinstrict, Bangladesh",4671,-1
Imehedi,User talk:Riyadhsharif,User talk:Kellythore1,4674,-1
Imehedi,User talk:Kellythore1,User talk:Hydrostudio,4675,-1
NMFCFan113,Wikipedia:WikiProject Electronics/Members,Talk:Depraved-heart murder,4703,-1
Ana Rexia,User:Ana Rexia,Wikipedia:Articles for deletion/Log/2013 April 1,4736,-1
Ana Rexia,Wikipedia:Articles for deletion/Log/2013 April 1,Anorexia nervosa,4737,-1
Rmneubauer,User:Rmneubauer,Wikipedia:Tutorial/Editing/sandbox,4845,-1
Rmneubauer,User:ShaneTMueller,Quantitative psychology,4857,1
Joefortunato,User:Joefortunato,User:Joefortunato/Books/PhD Comprehensive Exams,4861,-1
Indrayudhm,User:Indrayudhm,Tejendra Majumdar,4870,-1
DupreDuper,Izakaya,User:DupreDuper,4926,-1
DupreDuper,User talk:DupreDuper,Scary Movie 3,4930,-1
DupreDuper,Bravoman,Golden Disk,4943,3
DupreDuper,Golden Disk,Back to the Future timeline,4945,3
Dr. Andrea Bruce,Draft:Cornerstone Construction Group,"San Pedro, Los Angeles",4955,2
Dr. Andrea Bruce,Wikipedia:Help desk,User talk:Dismas,4970,-1
Dr. Andrea Bruce,User talk:Dismas,"Gary ""The Wagman"" Wagner",5062,6
Dr. Andrea Bruce,Draft:Cornerstone Construction Group,Wikipedia:Teahouse/Questions,5096,-1
Dr. Andrea Bruce,Wikipedia:Teahouse/Questions,User:Dr. Andrea Bruce,5097,-1
Dr. Andrea Bruce,Draft:Cornerstone Construction Group,Harvey Milk,5151,3
Bufoamer,User talk:Bufoamer,Wikipedia:Training/For students/Training feedback,5325,-1
Bufoamer,Wikipedia:Training/For students/Training feedback,User:Bufoamer,5326,-1
Bufoamer,User:Bufoamer,Brooklyn College,5327,-1
Bufoamer,Brooklyn College,User talk:Changdaey,5328,-1
Bufoamer,User talk:Bufoamer,User talk:Amyehughes,5330,-1
Bufoamer,User:Bufoamer/sandbox,The poor of new york,5361,2
Bufoamer,User:Bufoamer/sandbox,Dion Boucicault,5378,1
Donald Stirling,User:Donald Stirling,User:Donald Stirling,5393,-1
MadridContributors,User:MadridContributors,Macdonald Hastings,5405,-1
Wikibullymagnet,User:Wikibullymagnet,Cefu Yuangui,5410,-1
Wikibullymagnet,Kaare Norge,User:Wikibullymagnet,5449,-1
Wikibullymagnet,User:Wikibullymagnet,The Deputy (TV series),5450,-1
Lhsunshine,User:Lhsunshine,User talk:Slanderqueens,5474,-1
Lhsunshine,User talk:Slanderqueens,User talk:Sionk,5475,-1
Lhsunshine,User talk:Sionk,User talk:Lhsunshine,5476,-1
LavaDimNylons,Talk:Cash for comment affair,User:LavaDimNylons/Grand Theft Auto:Emerald City,5495,-1
LavaDimNylons,User:LavaDimNylons/Grand Theft Auto:Emerald City,User:LavaDimNylons/Grand Theft Auto: Emerald City (soundtrack),5501,-1
LavaDimNylons,User:LavaDimNylons/Grand Theft Auto: Emerald City (soundtrack),User:LavaDimNylons,5508,-1
JordanPowers2013,User:JordanPowers2013,User talk:JordanPowers2013,5524,-1
JordanPowers2013,User talk:JordanPowers2013,Virtual band,5525,-1
Lactasamir,User:Lactasamir,Dún Aonghasa,5577,-1
Lactasamir,Europe,Talk:Largest cities in Europe,5592,3
Lactasamir,Largest cities in Europe,User talk:Addshore,5594,-1
Lactasamir,Solutrean hypothesis,User talk:Lactasamir,5613,-1
Lactasamir,User talk:Lactasamir,Swastika,5627,1
Lactasamir,Talk:Largest cities in Europe,Rome,5636,2
Lactasamir,Talk:Largest cities in Europe,Danevirke,5703,3
Lactasamir,User talk:Valenciano,Ness of Brodgar,5709,4
Lactasamir,History of astronomy,Magdalenenberg moon calendar,5913,3
Lactasamir,Magdalenenberg moon calendar,Nebra sky disk,5917,2
Lactasamir,Minoan civilization,User talk:Sphilbrick,6059,-1
Lactasamir,User talk:Dougweller,Talk:Danube Valley cultures/Temp,6071,-1
Bildorf,Preserved lemon,User:Bildorf/sandbox,6076,-1
Bildorf,User:Bildorf,Deportation of Koreans in the Soviet Union,6083,4
Bildorf,User:Bildorf,Burrowing owl,6089,4
Osprey23,User:Osprey23,Community of Democracies,6091,-1
Barkat mirzai,User:Barkat mirzai/sandbox,User talk:Barkat mirzai/sandbox,6107,-1
Jean Loup Pilblad,User:Jean Loup Pilblad,User:Jean Loup Pilblad/sandbox,6164,-1
LORDDT01,Ponaganset High School,User talk:Eyesnore,6172,-1
LORDDT01,User:LORDDT01,Ponaganset High School,6174,-1
LORDDT01,Ponaganset High School,User talk:JamesMoose,6182,-1
Rbhorn,User:Rbhorn/sandbox,User:Rbhorn,6237,-1
Advocatejake,User:Advocatejake,Warren Ellis,6264,-1
Advocatejake,Answer song,Multi-Purpose Vehicle,6285,3
Advocatejake,Multi-Purpose Vehicle,Closed-circuit television,6286,3
Socket 39,User talk:Socket 39,Clemson University,6302,4
AephX,User:AephX,User:AephX/sandbox,6458,-1
AephX,User:AephX,User:ShaneTMueller,6470,-1
AephX,User:AephX/Test,Attention,6481,1
JasonStephenLevin,User:JasonStephenLevin,User:JasonStephenLevin/sandbox,6573,-1
Jscheuer,Wikipedia:WikiWomen's History Month,Wikipedia:Meetup/TU Meetup,6709,-1
Awolf 01,User:Awolf 01,User:Awolf 01/draftentry,6778,-1
Dinisabila,User:Dinisabila,User talk:Lewishiley,6807,-1
Dinisabila,User:Dinisabila,User talk:Strachkvas,6817,-1
Dinisabila,User talk:Strachkvas,User:Dinisabila/sandbox,6819,-1
Dinisabila,User:Dinisabila/sandbox,User talk:Syedaqibalihassan,6821,-1
Dickie birdie,Talk:Stonehenge Avenue,Margaret Starbird,6903,-1
Dickie birdie,Henry Lincoln,User:Dickie birdie,6914,-1
Dickie birdie,User:Dickie birdie,Saint Paul in Britain,6919,5
Dickie birdie,Merovingian dynasty,User talk:Kazuba,7171,-1
Dickie birdie,User talk:Kazuba,Laurence Gardner,7172,4
Dickie birdie,Talk:Christ myth theory,User talk:Mmeijeri,7228,-1
Dickie birdie,User:Dickie birdie,User talk:Dickie birdie,7230,-1
Dickie birdie,User talk:Dickie birdie,Arthur C. Clarke's Mysterious Universe,7232,4
Dickie birdie,User talk:Dickie birdie,Talk:Arthur C. Clarke's Mysterious Universe,7237,-1
Dickie birdie,Cannonball (TV series),User talk:Akhilleus,7344,-1
Dickie birdie,User talk:Smeat75,Zichmni,7347,5
Ruya Gorham,Fiery serpents,The Wonder (film),7363,5
Ruya Gorham,The Wonder (film),Mariko Aoki phenomenon,7364,5
Ruya Gorham,User:Ruya Gorham,Achille Rousseaux,7373,-1
Ruya Gorham,User:Ruya Gorham,Tahoma National Cemetery,7375,-1
MylesSanigar,User:MylesSanigar,User talk:MylesSanigar,7385,-1
MylesSanigar,User:MylesSanigar,User talk:Gareth1504,7388,-1
MylesSanigar,User:MylesSanigar/sandbox,User talk:MatthewBeech92,7418,-1
MylesSanigar,User talk:MatthewBeech92,Education Program talk:University of Hull/Psychology of Internet Behaviour (Spring 2013)/Course description,7419,-1
Serpinium,Descent 3,User:Serpinium,7496,-1
Serpinium,User talk:Serpinium,Geography of Mars,7566,4
ParadiseNinja,Yu-Gi-Oh!: Bonds Beyond Time,User:ParadiseNinja,7593,-1
ParadiseNinja,User:ParadiseNinja,Immortality,7594,-1
Lyndell Fraser,User:Lyndell Fraser,User:Lyndell Fraser,7608,-1
Lyndell Fraser,User:Lyndell Fraser,Butterfly (Mariah Carey album),7616,-1
Lyndell Fraser,User:Lyndell Fraser,Soulstar (album),7622,-1
Yaboyteets,User:Yaboyteets,Mack Maine,7638,-1
Eraloft,Edward Abramoski,User:Eraloft,7655,-1
Jduden,Wikipedia:Training/For students/Training feedback,User:Jduden/sandbox,7658,-1
Jduden,User:Jduden/sandbox,User talk:DrakeLibrarian,7659,-1
Jduden,User talk:Ellieb281,User:Jduden,7662,-1
Jduden,User talk:Prof.Vandegrift,User talk:Melholle,7665,-1
Jduden,User talk:Maggiejo10,Talk:Participation (decision making),7667,-1
Jduden,User:Jduden,User talk:Jduden,7670,-1
Jduden,User talk:Prof.Vandegrift,Talk:Media activism,7683,5
Jduden,Talk:Media activism,User talk:Jesswalther,7697,-1
Jduden,User talk:Jesswalther,User talk:Plumbla,7698,-1
Xabratin,"List of universities, colleges, and research institutions in Berlin",User:Xabratin,7759,-1
Ss1486,List of numbers in Hindu scriptures,User:Ss1486,7764,-1
Micawber1,User:Micawber1,User:Micawber1,7790,-1
Itsellie,Doncaster,User talk:Widr,7795,-1
Johnnytecmo,Ron Dayne,User:Johnnytecmo,7822,-1
Johnnytecmo,User:Johnnytecmo,University of Wisconsin–Milwaukee,7823,-1
Johnnytecmo,Wikipedia talk:Communicate OER,Wikipedia:WikiProject Wisconsin/Participants,7842,-1
Johnnytecmo,Wikipedia:WikiProject Wisconsin/Participants,"Cumberland, Wisconsin",7843,-1
Johnnytecmo,User:Johnnytecmo/sandbox,Education Program talk:Peer to Peer University/Writing Wikipedia Articles (2013 Q2),7848,-1
Johnnytecmo,Education Program talk:Peer to Peer University/Writing Wikipedia Articles (2013 Q2),User:Johnnytecmo/UWM Union,7849,-1
Johnnytecmo,User talk:Johnnytecmo/UWM Union,Thomas D. Walker,7853,-1
Alysha1,User talk:Juaan Avila,User talk:DocElisa,7865,-1
Alysha1,User talk:DocElisa,User:Alysha1,7866,-1
Alysha1,User talk:DocElisa,Heart development,7869,3
Evebostick,User:Evebostick,Anna Karenina (2012 film),7885,-1
Official Samcon,User:Official Samcon,User:Official Samcon,7888,-1
Official Samcon,User:Official Samcon,Skrillex,7890,-1
GEEGWALLA,User:GEEGWALLA,User:GEEGWALLA/sandbox,7913,-1
BenjaminVerm,Pencak Silat,User:BenjaminVerm,7916,-1
JJHW17,Bay Area Rapid Transit,Template:2008 Chatsworth train collision map,8007,-1
JJHW17,Template:T Third Street,Ocean and San Jose,8096,-1
Bharatbhushanngoakl,User:Bharatbhushanngoakl/sandbox,User:Bharatbhushanngoakl,8420,-1
Medicine72,Wikipedia:Articles for deletion/Robert C. Green,Genetics of cancer,8431,5
Teloft,User talk:Teloft,Talk:Shearer,8447,-1
Rachel L Fisher,Wikipedia:Teahouse/Guests/Right column,User:Rachel L Fisher,8458,-1
The Troubadour,Patrick Kilpatrick,User:The Troubadour,8572,-1
The Troubadour,User:The Troubadour,User talk:LFaraone,8577,-1
